r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p123,summ,14989.2568,14803.5145,14617.7722,14762.7625,14907.7528,14839.97345,14772.1941,14598.9399,14425.6857,14576.4888,14727.2919,14742.3648,14757.4377,14756.44555,14755.4534,14732.10815,14708.7629,14725.00895,14741.255,14743.1309,14745.0068,14748.3158,14751.6248,14781.6652,14811.7056,14864.6157,14917.5258,14978.96855,15040.4113,15090.5884,15140.7655,15199.5875,15258.4095,15327.02305,15395.6366,15483.47125,15571.3059,15674.0636,15776.8213,15887.66085,15998.5004
p123,wint,11855.87743,11708.9656,11562.05377,11676.728865,11791.40396,11737.80034,11684.19672,11547.167015,11410.13731,11529.41381,11648.69031,11660.605105,11672.5199,11671.74418,11670.96846,11652.4924,11634.01634,11646.87309,11659.72984,11661.210140000001,11662.69044,11665.313355,11667.93627,11691.69525,11715.45423,11757.310025,11799.16582,11847.75465,11896.34348,11936.03246,11975.721440000001,12022.255604999998,12068.78977,12123.05182,12177.31387,12246.782235,12316.2506,12397.52924,12478.80788,12566.481485,12654.15509
p124,fall,104.1754747,102.88458840000001,101.5937021,102.60139155,103.609081,103.13791540000001,102.6667498,101.46268645,100.2586231,101.30673455,102.354846,102.459608,102.56437,102.5574865,102.55060300000001,102.3883115,102.22601999999999,102.338912,102.45180400000001,102.464892,102.47798,102.500969,102.523958,102.7328235,102.941689,103.309343,103.676997,104.1040285,104.53106,104.87975949999999,105.22845900000002,105.6373245,106.04619,106.5230865,106.99998300000001,107.610378,108.220773,108.93496699999999,109.649161,110.41937450000002,111.18958799999999
p124,spri,102.512541,101.2422655,99.97199,100.9635965,101.955203,101.49173485,101.0282667,99.84328285,98.658299,99.689717,100.721135,100.8242305,100.92732600000001,100.9205625,100.913799,100.75403100000001,100.594263,100.7053825,100.816502,100.8294165,100.842331,100.8649445,100.887558,101.092963,101.29836800000001,101.6603385,102.022309,102.44239250000001,102.862476,103.2056745,103.548873,103.951231,104.353589,104.8228075,105.292026,105.89275500000001,106.49348400000001,107.19621049999999,107.89893700000002,108.6569455,109.414954
p124,summ,124.271576,122.7315835,121.19159099999999,122.39371899999999,123.59584699999999,123.033882,122.47191699999999,121.0354865,119.599056,120.84940149999998,122.099747,122.22466750000001,122.34958799999998,122.341348,122.333108,122.139577,121.946046,122.0807745,122.215503,122.23099,122.246477,122.27402350000001,122.30157,122.5505645,122.799559,123.2382545,123.67695,124.18635400000001,124.69575800000001,125.111732,125.52770600000001,126.01542250000001,126.50313899999999,127.0719345,127.64073,128.36888000000002,129.09703000000002,129.94905500000002,130.80108,131.7199685,132.638857
p124,wint,97.2774278,96.0720294,94.86663100000001,95.80761225,96.74859350000001,96.30864695,95.86870040000001,94.74439445,93.6200885,94.5986932,95.5772979,95.6751363,95.77297469999999,95.76659585,95.760217,95.60872025,95.4572235,95.56261735,95.66801120000001,95.68015115,95.6922911,95.71379915,95.73530720000001,95.9302873,96.12526740000001,96.46865785,96.8120483,97.21076445,97.6094806,97.935125,98.2607694,98.64250809999999,99.0242468,99.46954025,99.9148337,100.48487625,101.0549188,101.72174875,102.3885787,103.1079376,103.8272965
p125,fall,2149.56834,2122.93113,2096.29392,2117.086775,2137.87963,2128.160275,2118.44092,2093.59454,2068.74816,2090.373865,2111.99957,2114.1619600000004,2116.32435,2116.18183,2116.03931,2112.69185,2109.3443899999997,2111.67441,2114.00443,2114.2723899999996,2114.54035,2115.0160450000008,2115.49174,2119.7992050000007,2124.10667,2131.6949400000008,2139.28321,2148.09314,2156.90307,2164.099135,2171.2952,2179.731065,2188.16693,2198.0065,2207.84607,2220.44221,2233.03835,2247.774205,2262.51006,2278.405445000001,2294.30083
p125,spri,2115.25901,2089.046405,2062.8338,2083.29475,2103.7557,2094.190985,2084.6262699999997,2060.1766700000007,2035.72707,2057.00864,2078.29021,2080.4167150000007,2082.54322,2082.40443,2082.26564,2078.9703649999997,2075.67509,2077.968375,2080.26166,2080.525505,2080.78935,2081.25684,2081.72433,2085.96333,2090.20233,2097.669485000001,2105.1366399999997,2113.805655,2122.47467,2129.556335,2136.638,2144.939695,2153.24139,2162.923175,2172.60496,2185.00043,2197.3959,2211.896675,2226.39745,2242.03848,2257.67951
p125,summ,2564.2326199999998,2532.457715,2500.6828100000002,2525.486225,2550.28964,2538.694795,2527.09995,2497.46088,2467.8218100000004,2493.62043,2519.41905,2521.99708,2524.57511,2524.406245,2524.23738,2520.242875,2516.24837,2519.0281449999998,2521.8079199999997,2522.12723,2522.44654,2523.0142100000007,2523.58188,2528.72101,2533.86014,2542.911955,2551.96377,2562.47325,2572.98273,2581.5666599999995,2590.15059,2600.2143149999997,2610.2780399999997,2622.01607,2633.7541,2648.7794,2663.8047,2681.383635,2698.96257,2717.9236100000003,2736.88465
p125,wint,2007.2329079999997,1982.3601780000001,1957.487448,1976.903472,1996.319496,1987.2429005,1978.166305,1954.965945,1931.765585,1951.9597820000001,1972.153979,1974.1723205,1976.1906620000002,1976.0586190000001,1975.926576,1972.800073,1969.67357,1971.848743,1974.023916,1974.2747940000002,1974.525672,1974.96988,1975.414088,1979.4366225,1983.459157,1990.544767,1997.630377,2005.8572350000002,2014.084093,2020.8040915,2027.52409,2035.4010165,2043.277943,2052.4653425,2061.652742,2073.4144909999995,2085.17624,2098.9369065,2112.697573,2127.5403635,2142.383154
p126,fall,15925.9465,15728.60705,15531.2676,15685.3126,15839.3576,15767.349149999998,15695.3407,15511.2508,15327.1609,15487.39525,15647.6296,15663.64345,15679.6573,15678.60885,15677.5604,15652.7504,15627.9404,15645.19545,15662.4505,15664.45025,15666.45,15669.97065,15673.4913,15705.406,15737.3207,15793.54275,15849.7648,15915.0383,15980.3118,16033.62025,16086.9287,16149.42975,16211.9308,16284.83145,16357.7321,16451.0595,16544.3869,16653.561,16762.7351,16880.5062,16998.277299999998
p126,spri,16925.5935,16715.86525,16506.137,16669.848449999998,16833.5599,16757.0311,16680.5023,16484.8671,16289.2319,16459.51885,16629.8058,16646.81555,16663.8253,16662.71295,16661.6006,16635.242550000006,16608.8845,16627.22465,16645.5648,16647.6806,16649.7964,16653.5432,16657.29,16691.2039,16725.1178,16784.8686,16844.6194,16913.99215,16983.3649,17040.01535,17096.6658,17163.098299999998,17229.5308,17307.00785,17384.4849,17483.6688,17582.8527,17698.88315,17814.9136,17940.069499999998,18065.2254
p126,summ,19800.8123,19555.451800000006,19310.0913,19501.6231,19693.1549,19603.6172,19514.0795,19285.2182,19056.3569,19255.5635,19454.7701,19474.68145,19494.5928,19493.28645,19491.9801,19461.1338,19430.2875,19451.7551,19473.2227,19475.68695,19478.1512,19482.5415,19486.9318,19526.60175,19566.2717,19636.17645,19706.0812,19787.2319,19868.3826,19934.6671,20000.9516,20078.66295,20156.3743,20247.024,20337.6737,20453.68885,20569.704,20705.44945,20841.1949,20987.6179,21134.0409
p126,wint,11957.46295,11809.28854,11661.11413,11776.777245,11892.440359999999,11838.370745,11784.30113,11646.09063,11507.88013,11628.182725,11748.48532,11760.503279999999,11772.52124,11771.73594,11770.95064,11752.3304,11733.710159999999,11746.667475,11759.62479,11761.121835,11762.61888,11765.262875,11767.90687,11791.866665,11815.82646,11858.041195,11900.25593,11949.261245,11998.26656,12038.293825,12078.321090000001,12125.25438,12172.18767,12226.921020000002,12281.65437,12351.718855,12421.78334,12503.756605,12585.729870000001,12674.15245,12762.57503
p127,fall,20856.2107,20597.7687,20339.3267,20541.059950000006,20742.7932,20648.48325,20554.1733,20313.1171,20072.0609,20281.8827,20491.7045,20512.66945,20533.6344,20532.26405,20530.8937,20498.40575,20465.9178,20488.52425,20511.1307,20513.73195,20516.3332,20520.95275,20525.5723,20567.36805,20609.1638,20682.785600000007,20756.4074,20841.89035,20927.3733,20997.20115,21067.029,21148.8665,21230.703999999998,21326.177300000007,21421.6506,21543.85955,21666.0685,21809.04535,21952.0222,22106.2468,22260.4714
p127,spri,21380.6447,21115.6959,20850.7471,21057.57005,21264.392999999996,21167.70645,21071.0199,20823.89855,20576.7772,20791.8804,21006.9836,21028.4807,21049.9778,21048.567000000006,21047.1562,21013.85005,20980.5439,21003.7247,21026.9055,21029.57525,21032.245,21036.9704,21041.6958,21084.5378,21127.3798,21202.86635,21278.3529,21365.9849,21453.6169,21525.1887,21596.7605,21680.66975,21764.578999999998,21862.43975,21960.3005,22085.58105,22210.8616,22357.4372,22504.0128,22662.1188,22820.2248
p127,summ,24253.4596,23952.91335,23652.3671,23886.96815,24121.5692,24011.9021,23902.235,23621.90635,23341.5777,23585.58315,23829.588600000006,23853.9718,23878.355,23876.74665,23875.1383,23837.3641,23799.5899,23825.87665,23852.1634,23855.18795,23858.2125,23863.586300000006,23868.9601,23917.56185,23966.1636,24051.7714,24137.3792,24236.7918,24336.2044,24417.40285,24498.6013,24593.77405,24688.9468,24799.97005,24910.9933,25053.11925,25195.2452,25361.50245,25527.7597,25707.1028,25886.4459
p127,wint,18167.8469,17942.7202,17717.5935,17893.324,18069.0545,17986.903749999998,17904.753,17694.761550000007,17484.7701,17667.5507,17850.3313,17868.6012,17886.8711,17885.6734,17884.4757,17856.1768,17827.8779,17847.57345,17867.269,17869.535649999998,17871.8023,17875.825100000002,17879.8479,17916.252500000002,17952.6571,18016.7887,18080.9203,18155.38555,18229.8508,18290.6707,18351.4906,18422.79075,18494.0909,18577.25635,18660.4218,18766.8762,18873.3306,18997.8786,19122.4266,19256.7715,19391.1164
p128,fall,4221.22033,4168.911885,4116.60344,4157.4348899999995,4198.26634,4179.178989999999,4160.09164,4111.3013200000005,4062.511,4104.98056,4147.45012,4151.691925,4155.93373,4155.655925,4155.37812,4148.802955,4142.22779,4146.803599999998,4151.3794100000005,4151.908265,4152.4371200000005,4153.370209999999,4154.3033,4162.7636649999995,4171.224029999999,4186.123154999999,4201.02228,4218.32303,4235.62378,4249.75523,4263.88668,4280.45564,4297.0246,4316.34715,4335.6697,4360.40255,4385.1354,4414.07365,4443.0119,4474.22435,4505.4368
p128,spri,3931.60375,3882.884775,3834.1658,3872.194925,3910.22405,3892.4462799999997,3874.66851,3829.227675,3783.78684,3823.339875,3862.89291,3866.84674,3870.8005700000003,3870.54196,3870.28335,3864.1577700000003,3858.03219,3862.294095,3866.5559999999996,3867.04548,3867.53496,3868.4073,3869.2796399999997,3877.157535,3885.03543,3898.915135,3912.79484,3928.9092200000005,3945.0236,3958.18533,3971.34706,3986.7730799999995,4002.1991,4020.1965649999997,4038.1940299999997,4061.233315,4084.2726,4111.22605,4138.1795,4167.24895,4196.3184
p128,summ,5012.84389,4950.72421,4888.604530000001,4937.091435,4985.57834,4962.916565,4940.25479,4882.31858,4824.38237,4874.810295,4925.23822,4930.2785,4935.31878,4934.99307,4934.66736,4926.85539,4919.04342,4924.476115,4929.90881,4930.53671,4931.16461,4932.275125,4933.38564,4943.43016,4953.474679999999,4971.169779999999,4988.86488,5009.40971,5029.95454,5046.7372700000005,5063.52,5083.1942,5102.8684,5125.8122,5148.755999999999,5178.12795,5207.4999,5241.867249999998,5276.2346,5313.3017,5350.3688
p128,wint,3103.71019,3065.2471750000004,3026.78416,3056.806085,3086.82801,3072.7968950000004,3058.76578,3022.8935250000004,2987.0212699999997,3018.2434399999997,3049.46561,3052.589285,3055.7129600000007,3055.507745,3055.30253,3050.469615,3045.6367,3048.99641,3052.35612,3052.744685,3053.13325,3053.81934,3054.50543,3060.72689,3066.94835,3077.907145,3088.86594,3101.585255,3114.30457,3124.692255,3135.07994,3147.26013,3159.4403199999997,3173.649515,3187.85871,3206.04479,3224.23087,3245.510215,3266.78956,3289.73637,3312.68318
p129,fall,785.42207,776.3845150000001,767.34696,793.253755,819.1605500000002,784.2640849999999,749.36762,747.9535000000002,746.5393799999999,739.544265,732.54915,724.7323700000001,716.9155900000001,717.54907,718.18255,719.1522600000002,720.12197,722.5228950000002,724.92382,726.3224700000002,727.72112,729.1263700000001,730.53162,733.4545099999999,736.3774,740.071465,743.76553,747.9335,752.1014700000001,756.1458,760.19013,764.7762150000001,769.3623,774.3647550000002,779.36721,785.53066,791.6941099999999,798.696265,805.6984199999998,812.510225,819.3220299999999
p129,spri,798.9876899999998,789.794875,780.6020599999999,806.9557599999999,833.30946,797.810465,762.31147,760.872725,759.43398,752.31843,745.2028799999999,737.2515950000001,729.30031,729.9438705,730.5874309999999,731.573821,732.560211,735.0034055,737.4466,738.869024,740.2914480000001,741.720624,743.1498,746.1229585000002,749.096117,752.854234,756.612351,760.8519150000001,765.091479,769.2064785,773.3214780000001,777.986175,782.6508719999999,787.740002,792.8291320000001,799.0992025,805.369273,812.4919309999999,819.6145889999999,826.544344,833.474099
p129,summ,951.97839,941.0241900000001,930.0699900000001,961.470815,992.8716400000001,950.574825,908.27801,906.5638150000001,904.84962,896.3715299999999,887.8934399999998,878.4194550000001,868.9454699999999,869.712925,870.4803800000001,871.655325,872.8302699999999,875.740715,878.65116,880.3460600000002,882.0409599999999,883.7441550000002,885.44735,888.98975,892.53215,897.0097199999999,901.48729,906.5394699999999,911.59165,916.49402,921.39639,926.9543550000001,932.51232,938.576385,944.64045,952.110645,959.5808400000001,968.067815,976.55479,984.8104300000001,993.06607
p129,wint,907.3536,896.9130150000001,886.4724299999998,916.400695,946.32896,906.015695,865.7024299999998,864.068225,862.4340199999999,854.3535949999999,846.2731699999999,837.2427299999999,828.21229,828.9436000000002,829.67491,830.7955049999999,831.9161,834.690345,837.4645899999998,839.0799299999999,840.6952699999998,842.3189664999999,843.9426629999998,847.3190115,850.6953599999999,854.9625894999999,859.2298189999999,864.0447905000002,868.8597619999999,873.5328814999999,878.206001,883.503436,888.8008710000001,894.5800214999999,900.3591720000002,907.4796144999999,914.600057,922.6888155,930.7775740000001,938.6459425,946.5143109999999
p13,fall,4416.06616,4486.934125,4557.80209,4545.51165,4533.22121,4568.26826,4603.31531,4674.105805,4744.8963,4836.9618150000015,4929.02733,4964.8615599999985,5000.69579,5059.80635,5118.91691,5168.504065,5218.09122,5271.59557,5325.099920000001,5373.4326200000005,5421.76532,5469.39308,5517.02084,5574.679005,5632.337170000001,5700.519215,5768.70126,5842.16713,5915.633000000001,5988.86245,6062.0918999999985,6138.2894,6214.4869,6296.97505,6379.4632,6468.1593,6556.8554,6650.0517,6743.2480000000005,6842.3240000000005,6941.4
p13,spri,4516.98562,4589.474050000002,4661.96248,4649.390310000002,4636.818139999999,4672.659385000001,4708.500630000001,4780.9109149999995,4853.3212,4947.490914999999,5041.660629999999,5078.314795,5114.96896,5175.425445,5235.88193,5286.612219999999,5337.34251,5392.06719,5446.79187,5496.222075,5545.652279999998,5594.3766350000005,5643.10099,5702.07477,5761.04855,5830.785304999999,5900.52206,5975.66903,6050.816,6125.7179,6200.6198,6278.55605,6356.4923,6440.86835,6525.2444,6615.96985,6706.6953,6802.014950000002,6897.3346,6998.68485,7100.0351
p13,summ,5255.462210000001,5339.802815,5424.14342,5409.51392,5394.88442,5436.587775,5478.29113,5562.546015,5646.8009,5756.36099,5865.92108,5908.56967,5951.218260000001,6021.55881,6091.89936,6150.917635,6209.93591,6273.6141750000015,6337.29244,6394.800945,6452.30945,6509.005679999999,6565.70191,6634.309934999998,6702.91796,6784.057905,6865.197850000001,6952.636525,7040.0752,7127.2218,7214.3684,7305.04525,7395.7221,7493.8938,7592.0655,7697.619149999998,7803.1727999999985,7914.0782,8024.9836,8142.90205,8260.8205
p13,wint,2650.8297399999997,2693.3709,2735.91206,2728.5327899999997,2721.15352,2742.188945,2763.22437,2805.718745,2848.21312,2903.476285,2958.73945,2980.2520449999997,3001.76464,3037.2443000000007,3072.7239600000007,3102.4922699999997,3132.26058,3164.378705,3196.49683,3225.505635,3254.51444,3283.108415,3311.70239,3346.3113000000008,3380.92021,3421.8455649999996,3462.7709200000004,3506.8731799999996,3550.9754399999997,3594.92814,3638.88084,3684.620595,3730.36035,3779.87881,3829.3972700000004,3882.63469,3935.8721100000002,3991.8154200000004,4047.7587299999996,4107.233585,4166.708439999999
p130,fall,1681.0779,1661.73448,1642.39106,1697.840425,1753.2897899999998,1678.5988149999998,1603.90784,1600.881415,1597.85499,1582.882575,1567.91016,1551.180845,1534.45153,1535.806405,1537.16128,1539.236005,1541.3107300000001,1546.4511,1551.5914699999998,1554.58482,1557.57817,1560.58549,1563.5928099999999,1569.84884,1576.10487,1584.0112550000001,1591.9176400000001,1600.838535,1609.75943,1618.416875,1627.07432,1636.88884,1646.70336,1657.41054,1668.11772,1681.31021,1694.5027,1709.4892650000004,1724.47583,1739.0543200000004,1753.63281
p130,spri,1583.62578,1565.4046150000001,1547.18345,1599.418105,1651.65276,1581.2923150000001,1510.93187,1508.08023,1505.22859,1491.124995,1477.0214,1461.2616349999996,1445.5018699999998,1446.77786,1448.05385,1450.00869,1451.96353,1456.80587,1461.64821,1464.46712,1467.28603,1470.119825,1472.95362,1478.846585,1484.73955,1492.18759,1499.63563,1508.03916,1516.44269,1524.59915,1532.75561,1542.00037,1551.24513,1561.332865,1571.4206,1583.8470699999998,1596.2735400000001,1610.392205,1624.5108699999998,1638.243885,1651.9769
p130,summ,2102.24142,2078.0517600000003,2053.8621,2123.204155,2192.54621,2099.142515,2005.73882,2001.9533800000002,1998.1679399999998,1979.4456,1960.7232600000002,1939.8025850000001,1918.88191,1920.57543,1922.26895,1924.8649300000002,1927.4609100000002,1933.8879,1940.31489,1944.05743,1947.79997,1951.56217,1955.3243699999998,1963.146435,1970.9685,1980.856465,1990.74443,2001.89978,2013.05513,2023.88169,2034.70825,2046.981895,2059.2555399999997,2072.6458,2086.0360600000004,2102.53357,2119.03108,2137.7719399999996,2156.5128,2174.744205,2192.97561
p130,wint,1755.869436,1735.6655179999998,1715.4616,1773.3779885000001,1831.294377,1753.2802379999996,1675.266099,1672.1050934999996,1668.9440880000002,1653.3058675,1637.667647,1620.1933164999998,1602.7189859999999,1604.134816,1605.5506460000001,1607.718518,1609.8863900000001,1615.254163,1620.621936,1623.7484715,1626.875007,1630.015998,1633.156989,1639.6916185,1646.226248,1654.4839869999998,1662.741726,1672.0593529999999,1681.37698,1690.4196570000001,1699.462334,1709.714435,1719.966536,1731.1499715,1742.333407,1756.111877,1769.8903469999998,1785.543506,1801.1966650000004,1816.4246225,1831.6525800000002
p131,fall,9776.40228,9663.9116,9551.42092,9873.887934999999,10196.35495,9761.98662,9327.61829,9310.019165,9292.42004,9205.34507,9118.2701,9020.981045,8923.691990000001,8931.574365,8939.456740000001,8951.52182,8963.5869,8993.481505,9023.37611,9040.7774,9058.17869,9075.671905,9093.16512,9129.547425,9165.92973,9211.913345,9257.89696,9309.77353,9361.6501,9411.99689,9462.34368,9519.42438,9576.50508,9638.772324999998,9701.03957,9777.76075,9854.48193,9941.63708,10028.79223,10113.578609999999,10198.36499
p131,spri,8643.374539999999,8543.92218,8444.46982,8729.560335,9014.65085,8630.627410000001,8246.60397,8231.039375,8215.47478,8138.495345,8061.515909999999,7975.49675,7889.47759,7896.447854999999,7903.41812,7914.090045000001,7924.76197,7951.19036,7977.6187500000015,7993.00153,8008.384309999998,8023.851904999998,8039.3195,8071.47883,8103.6381599999995,8144.29392,8184.94968,8230.81388,8276.67808,8321.190595,8365.703109999999,8416.17062,8466.63813,8521.691364999999,8576.7446,8644.570090000001,8712.39558,8789.449465,8866.503349999999,8941.463085,9016.42282
p131,summ,12084.31848,11945.274205000003,11806.22993,12204.81969,12603.40945,12066.504,11529.59855,11507.835515,11486.072479999999,11378.453925000002,11270.83537,11150.571725,11030.30808,11040.049584999999,11049.79109,11064.71362,11079.63615,11116.57674,11153.51733,11175.03202,11196.546709999999,11218.174809999999,11239.802909999999,11284.76636,11329.72981,11386.559865000001,11443.38992,11507.51786,11571.6458,11633.878815,11696.11183,11766.666495,11837.22116,11914.19379,11991.16642,12085.993675000003,12180.82093,12288.555065,12396.2892,12501.093335,12605.89747
p131,wint,8839.676688,8737.965035500001,8636.253383,8927.821613,9219.389843,8826.640555,8433.891266999999,8417.9808735,8402.07048,8323.340530500001,8244.610581,8156.6383575,8068.666134,8075.792787,8082.919440000001,8093.830326499998,8104.741212999999,8131.769698,8158.798183,8174.537744,8190.277305,8206.088450000001,8221.899595,8254.7984205,8287.697246,8329.269292500001,8370.841339,8417.7534485,8464.665558,8510.185087000002,8555.704615999999,8607.317613500001,8658.930611,8715.233113,8771.535615,8840.906302,8910.276989,8989.080274,9067.883559,9144.5475175,9221.211476
p132,fall,5534.24866,5470.565815,5406.882970000001,5589.426925,5771.97088,5526.084954999999,5280.19903,5270.236454999999,5260.27388,5210.9830299999985,5161.69218,5106.617265,5051.54235,5056.003095,5060.463839999999,5067.293815,5074.12379,5091.044575,5107.96536,5117.82071,5127.67606,5137.57893,5147.4818,5168.0738,5188.6658,5214.695075,5240.72435,5270.094685,5299.465020000001,5327.964615,5356.46421,5388.773880000002,5421.08355,5456.333035000001,5491.58252,5535.009964999998,5578.43741,5627.774285,5677.11116,5725.1078849999985,5773.10461
p132,spri,5731.44053,5665.493474999998,5599.546420000001,5788.591189999999,5977.6359600000005,5722.990335,5468.34471,5458.022095,5447.699479999999,5396.658355,5345.61723,5288.5767099999985,5231.53619,5236.1523,5240.7684100000015,5247.848275,5254.92814,5272.451705,5289.97527,5300.178495,5310.38172,5320.636745000001,5330.89177,5352.22029,5373.54881,5400.502725,5427.456639999999,5457.86954,5488.28244,5517.803125,5547.32381,5580.784589999998,5614.245370000001,5650.750715,5687.25606,5732.233270000001,5777.21048,5828.307755,5879.40503,5929.10744,5978.80985
p132,summ,6824.88376,6746.351339999998,6667.818920000001,6892.931935000001,7118.04495,6814.819909999999,6511.59487,6499.301565,6487.008260000001,6426.225875,6365.44349,6297.52038,6229.59727,6235.10382,6240.61037,6249.035125,6257.4598799999985,6278.326139999999,6299.1924,6311.3424049999985,6323.49241,6335.704734999998,6347.91706,6373.30974,6398.7024200000005,6430.805125,6462.90783,6499.124775,6535.34172,6570.48901,6605.6363,6645.48157,6685.32684,6728.80175,6772.27666,6825.828205,6879.37975,6940.22267,7001.06559,7060.2554249999985,7119.44526
p132,wint,4852.943501,4797.101572,4741.259643,4901.334074500001,5061.408506000001,4845.790026,4630.1715460000005,4621.435283999999,4612.699022,4569.478188,4526.257354,4477.956545,4429.655736,4433.568115,4437.480493999999,4443.470257000001,4449.46002,4464.303241,4479.146462,4487.7844335,4496.422404999999,4505.1058435,4513.789282,4531.845670000001,4549.902058,4572.726037500001,4595.550017000001,4621.304897999999,4647.059779,4672.051142,4697.042504999999,4725.375416000001,4753.708327,4784.6248415,4815.541356000001,4853.618696,4891.696036,4934.957844000001,4978.219652000001,5020.3082595,5062.396867
p133,fall,1412.897286,1396.6397565,1380.382227,1426.9862735000004,1473.59032,1410.8143955,1348.038471,1345.4942824999998,1342.950094,1330.3677304999999,1317.785367,1303.7245065,1289.6636460000002,1290.8019585000002,1291.9402710000002,1293.6846380000002,1295.429005,1299.7489449999998,1304.068885,1306.5837394999999,1309.098594,1311.626715,1314.154836,1319.4121114999996,1324.669387,1331.3153895,1337.961392,1345.459108,1352.956824,1360.233503,1367.510182,1375.7587135,1384.007245,1393.006825,1402.006405,1413.093763,1424.181121,1436.7765505,1449.3719800000001,1461.625795,1473.8796100000004
p133,spri,1273.678827,1259.0233915,1244.367956,1286.3795365,1328.391117,1271.8013385,1215.21156,1212.917855,1210.62415,1199.280492,1187.936834,1175.2613405000004,1162.585847,1163.6123585,1164.63887,1166.2121495,1167.785429,1171.6788455,1175.572262,1177.8401310000002,1180.108,1182.3866335,1184.665267,1189.404627,1194.143987,1200.134997,1206.126007,1212.8848320000004,1219.643657,1226.20313,1232.762603,1240.1987385000002,1247.634874,1255.7476735,1263.860473,1273.855313,1283.850153,1295.205284,1306.5604150000001,1317.6059725,1328.65153
p133,summ,1800.5400920000002,1779.8225545000003,1759.105017,1818.4944480000001,1877.883879,1797.8856575,1717.887436,1714.6453804999999,1711.403325,1695.367784,1679.332243,1661.4127824999998,1643.493322,1644.9442885,1646.3952550000001,1648.6185285,1650.841802,1656.3476179999998,1661.853434,1665.0591445,1668.2648550000001,1671.4861274999996,1674.7074,1681.4067065000002,1688.1060129999998,1696.574833,1705.0436530000002,1714.5987345,1724.153816,1733.4265380000004,1742.69926,1753.211982,1763.724704,1775.192702,1786.6607,1800.790275,1814.91985,1830.97151,1847.02317,1862.637515,1878.25186
p133,wint,1198.5880812999999,1184.7960425,1171.0040037,1210.53929385,1250.074584,1196.82095485,1143.5673257,1141.4090035999998,1139.2506815,1128.5765373,1117.9023931,1105.9735782999999,1094.0447635,1095.0109058500002,1095.9770482,1097.45672325,1098.9363982999998,1102.6011142,1106.2658301,1108.3996085499996,1110.533387,1112.6779402999998,1114.8224936,1119.28261305,1123.7427324999999,1129.3801862,1135.0176399,1141.37795725,1147.7382745999998,1153.9102807,1160.0822867999998,1167.0807293,1174.0791718,1181.7140901500004,1189.3490085,1198.7549107999998,1208.1608130999998,1218.8455652999999,1229.5303175,1239.9250317,1250.3197459
p134,fall,1627.94772,1609.215325,1590.48293,1644.179995,1697.8770600000003,1625.5471200000004,1553.21718,1550.28636,1547.35554,1532.857045,1518.35855,1502.157315,1485.9560800000002,1487.268375,1488.5806699999998,1490.590075,1492.59948,1497.57692,1502.5543599999999,1505.45245,1508.3505400000001,1511.2631900000001,1514.17584,1520.23397,1526.2921,1533.9492,1541.6063,1550.2448049999996,1558.88331,1567.26757,1575.65183,1585.155625,1594.65942,1605.029305,1615.39919,1628.1739,1640.94861,1655.461955,1669.9753,1684.0932300000002,1698.21116
p134,spri,1662.20218,1643.07526,1623.9483400000001,1678.7759299999998,1733.60352,1659.751975,1585.9004300000001,1582.90713,1579.91383,1565.110615,1550.3074,1533.76482,1517.22224,1518.562085,1519.90193,1521.95434,1524.00675,1529.0887,1534.17065,1537.1294599999999,1540.08827,1543.062405,1546.03654,1552.221825,1558.4071099999999,1566.224685,1574.04226,1582.86332,1591.6843800000001,1600.2452199999998,1608.80606,1618.509825,1628.21359,1638.8015599999999,1649.38953,1662.43267,1675.47581,1690.2939199999998,1705.11203,1719.5277649999998,1733.9435
p134,summ,1908.5962,1886.6349649999997,1864.67373,1927.6279,1990.58207,1905.78305,1820.98403,1817.547065,1814.1101,1797.11238,1780.1146600000002,1761.1202649999998,1742.1258699999998,1743.6647400000004,1745.2036100000003,1747.5594800000001,1749.91535,1755.751,1761.58665,1764.98482,1768.3829899999998,1771.7973550000004,1775.21172,1782.3146350000004,1789.41755,1798.39425,1807.37095,1817.498365,1827.62578,1837.455,1847.28422,1858.4284850000001,1869.57275,1881.728545,1893.8843399999998,1908.861205,1923.83807,1940.85402,1957.86997,1974.422035,1990.9741
p134,wint,1765.9266,1745.6061899999997,1725.2857800000002,1783.53389,1841.7820000000002,1763.32189,1684.8617800000002,1681.68235,1678.50292,1662.7754599999996,1647.0479999999998,1629.473755,1611.89951,1613.322485,1614.7454599999999,1616.925905,1619.10635,1624.5057199999999,1629.90509,1633.04904,1636.19299,1639.351705,1642.5104199999998,1649.0827250000002,1655.65503,1663.9605800000002,1672.26613,1681.636695,1691.00726,1700.102,1709.1967399999999,1719.506465,1729.8161899999998,1741.0655350000004,1752.31488,1766.1718,1780.02872,1795.77112,1811.51352,1826.8295649999998,1842.1456100000003
