r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p1,fall,6803.21549670276,6932.735113328979,6863.1722348752,6817.202907763979,6868.036533955339,6949.33495914094,6932.013972486329,7080.555379641341,7059.00959616328,6947.518500603321,6960.39018432308,7115.108911149091,7179.8755226777,7203.448664373779,7227.32795076721,7238.03621195902,7260.7453452870095,7278.87591458572,7317.02154387573,7368.27696942789,7374.012080091609,7412.90606308626,7468.9713619945915,7541.48683597394,7613.41723342058,7685.755823797021,7766.4079435104295,7855.040235001479,7942.8629438484095,8034.72676270039,8137.924738569879,8238.48306682664,8332.51030820657,8438.74932140308,8546.95446387814,8660.928733094399,8777.304537380991,8899.42225554681,9036.37778671093,9167.81591010723,9294.035967217551
p1,spri,7550.239159210029,7693.98061232307,7616.779416920141,7565.76245092136,7622.177837918979,7712.40319587154,7693.180286972191,7858.03220877438,7834.120601357159,7710.38728201603,7724.672334505259,7896.379873464009,7968.258150259691,7994.41972894635,8020.92106839518,8032.80514483178,8058.007843145219,8078.129230504509,8120.4634214702,8177.346923295691,8183.711774906909,8226.87649218011,8289.09801309116,8369.576012289179,8449.40469091951,8529.68638389939,8619.19446913182,8717.558984898009,8815.02502220425,8916.97590157107,9031.50547937712,9143.105564389409,9247.45741980885,9365.36195451907,9485.44850834631,9611.93766498055,9741.092056038,9876.61884894582,10028.6127134599,10174.4833340158,10314.5629211366
p1,summ,6222.1970925304295,6340.65528077803,6277.03331550691,6234.989929752679,6281.48218642806,6355.8374416838,6339.99572788622,6475.85117920453,6456.145481012491,6354.1761150601005,6365.94851195917,6507.453718237491,6566.68903455838,6588.248947484,6610.08885927878,6619.882597502429,6640.65229139729,6657.23444664889,6692.1223057467005,6739.00033864183,6744.24565079083,6779.817951568829,6831.095077808371,6897.41747661765,6963.20476647698,7029.36538816185,7103.1295346938,7184.19231841529,7264.514660682758,7348.532988023199,7442.9174957198,7534.887790944491,7620.884776960351,7718.05060675731,7817.014651514,7921.255119405171,8027.69202286999,8139.380460680909,8264.63951035064,8384.85235817833,8500.29278083605
p1,wint,8241.26104782117,8398.15817564959,8313.89128143562,8258.20508053549,8319.78378308481,8418.266852606272,8397.284601978521,8577.224295696651,8551.1242219582,8416.0664359065,8431.65890180898,8619.08166055853,8697.53846573379,8726.094435264491,8755.02126154234,8767.993006431609,8795.50233580924,8817.46529650168,8863.67404719681,8925.7637079311,8932.71109099441,8979.82638040481,9047.7426126999,9135.58621420862,9222.72106726724,9310.35039598872,9408.050545710641,9515.41769464166,9621.80413350798,9733.08588143671,9858.09757027111,9979.91164981895,10093.8141187609,10222.5096512837,10353.5869082493,10491.6527545834,10632.6277660674,10780.5584018758,10946.463228029499,11105.684391473402,11258.5845076936
p10,fall,23718.1007418409,24169.645943764102,23927.1283636787,23766.865156966098,23944.086805709198,24227.5181095742,24167.131825085402,24684.9928366828,24609.877611633397,24221.185376676098,24266.0600232796,24805.4570703506,25031.2533894129,25113.4366084834,25196.6871420873,25234.019432654903,25313.1904529312,25376.3991914082,25509.3865822677,25688.0787532567,25708.0731121821,25843.669494123198,26039.1303623367,26291.941598144,26542.7130772875,26794.907642475497,27076.08572677,27385.0851432347,27691.2621057111,28011.5276200282,28371.3074901812,28721.8847372463,29049.692607599303,29420.0744687839,29797.3108610829,30194.660202810897,30600.382034100898,31026.1219424169,31503.591028450897,31961.824734783302,32401.8666578466
p10,spri,19254.0817810694,19620.6409900174,19423.768003806003,19293.6681732113,19437.5346722794,19667.6209495632,19618.6000573486,20038.9936789565,19978.016001955802,19662.4801097277,19698.9088324575,20136.7851603225,20320.0840188783,20386.7994122497,20454.3812393013,20484.6871640247,20548.9572890099,20600.2694169565,20708.227053502902,20853.287305641497,20869.5184965829,20979.5940821253,21138.2669700831,21343.4962277875,21547.0696344588,21751.7982860369,21980.0554255514,22230.8976029952,22479.448544707004,22739.4364109968,23031.5015775339,23316.0961603399,23582.206824636,23882.8785657292,24189.1147364571,24511.678368535402,24841.0386914823,25186.6494594525,25574.253379787202,25946.2422397975,26303.4632190817
p10,summ,24680.1048279211,25149.9646636351,24897.6105917696,24730.8471234473,24915.2568667216,25210.1841194152,25147.3485725233,25686.2139813362,25608.0520893461,25203.594531426203,25250.2892897606,25811.564233757203,26046.518831719,26132.0353949477,26218.6625628937,26257.5090478929,26339.8912378085,26405.663717174903,26544.045064945,26729.984974718598,26750.790303088503,26891.8864623898,27095.2752062767,27358.3404436375,27619.2831919831,27881.706746618398,28174.2893893534,28495.8217950515,28814.4172682752,29147.672723766602,29522.0452339013,29886.8418633628,30227.945592189502,30613.3501091823,31005.8871764704,31419.3529726526,31841.530845839,32284.5387275002,32781.3739177911,33258.193543066496,33716.0835279389
p10,wint,17351.0736981061,17681.4034391707,17503.9887106075,17386.7475056294,17516.3947283017,17723.7400589941,17679.564225358703,18058.4075684831,18003.4567180812,17719.1073223167,17751.9355537535,18146.5336717958,18311.7158934018,18371.837363765702,18432.7396324461,18460.0502224469,18517.9681064512,18564.2087178566,18661.4961880819,18792.2191773234,18806.8461324509,18906.042220783,19049.0324191291,19233.9775136772,19417.4304158873,19601.9243825193,19807.621361210302,20033.6711493492,20257.6561597181,20491.9477078636,20755.1461447902,21011.6123651219,21251.4215547034,21522.375921573,21798.344748741398,22089.027286405802,22385.8347530856,22697.286525966603,23046.5809905832,23381.8037344306,23703.718204751498
p100,fall,482.004760029373,467.859366336791,455.990481125828,458.15902054120005,466.22392418601095,465.57418176949204,467.498826776289,458.841057276641,476.63040695504503,477.391010466372,473.99817896052497,486.349550936278,492.205426765875,495.33122763466497,498.25747853280296,501.064674255215,504.188547104965,507.511969925367,511.53092561449205,516.150941239374,520.167004899939,524.4380490785591,529.271592812133,534.103690531428,539.251019363782,544.7290034615149,550.230605792491,555.899463775196,561.431432406053,567.026061655714,572.7035957241001,578.7382953196679,584.750340691514,591.220772590148,597.683492412622,604.479277524276,611.518957044505,618.839163335072,626.239864420563,634.0637656853589,641.731015403147
p100,spri,478.00472052705396,463.976715993747,452.206327755489,454.35687099314003,462.354845976999,461.710495613728,463.61916846279297,455.033247672686,472.674967893178,473.429259342169,470.06458411437995,482.31345507788495,488.12073442756895,491.220595040186,494.122561698506,496.906461190856,500.004409784592,503.30025233262603,507.28585569238,511.867530938632,515.850266270064,520.085866098654,524.879297436099,529.671294759383,534.775907169891,540.208430818681,545.664376698777,551.286190216896,556.772250394385,562.320451185542,567.95086878863,573.935487889629,579.8976407687629,586.314376137118,592.723463429945,599.462851984656,606.444110927953,613.7035686185981,621.0428530975701,628.801825721165,636.405446810589
