r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p13,fall,4409.48143,4480.24589,4551.010350000001,4538.735580000001,4526.4608100000005,4561.45346,4596.44611,4656.332925,4716.21974,4794.846915,4873.47409,4908.839145,4944.2042,5015.30795,5086.4117,5172.7065,5259.0013,5395.271699999998,5531.5421,5677.048199999998,5822.5543,6000.208000000001,6177.8617,6385.3514,6592.8411,6814.3537,7035.8663,7260.495,7485.1237,7701.09605,7917.0684,8135.0984,8356.2153,8583.1139,8810.0125,9045.2409,9280.4693,9526.7178,9772.9663,10029.89835,10286.8304
p13,spri,4510.15133,4582.52757,4654.90381,4642.348515,4629.7932200000005,4665.588024999999,4701.38283,4764.353740000001,4827.324650000001,4910.564175,4993.8037,5033.412549999999,5073.0214,5150.5997,5228.178,5324.13065,5420.0833,5572.41505,5724.7468,5887.8549,6059.09951,6267.439555,6475.7796,6716.835305000001,6957.891009999999,7213.028455,7468.1659,7725.544400000002,7982.9229,8229.8413,8476.7597,8725.7706,8974.7815,9224.3426,9473.9037,9732.35485,9990.806,10261.736249999998,10532.6665,10815.5901,11098.5137
p13,summ,5249.0755,5333.310715,5417.545929999999,5402.93591,5388.32589,5429.980900000001,5471.63591,5540.266385,5608.89686,5698.568179999999,5788.2395,5826.56845,5864.8974,5945.0589,6025.2204,6122.3195,6219.4186,6373.73955,6528.0605,6692.01985,6855.9792,7058.95565,7261.9321,7509.354795,7767.47185,8043.425175,8319.3785,8598.14925,8876.92,9144.71855,9412.5171,9683.2113,9953.9055,10226.18735,10498.4692,10781.04155,11063.6139,11359.743999999999,11655.8741,11964.980200000002,12274.0863
p13,wint,2646.52651,2688.996890000001,2731.46727,2724.100525,2716.73378,2737.736195,2758.7386100000003,2805.55575,2852.3728899999996,2913.8433600000003,2975.31383,3008.39141,3043.99419,3102.5997899999998,3161.2053899999996,3232.236965,3310.3775600000004,3436.1649700000003,3561.9523799999997,3700.0317950000003,3838.11121,3996.783185,4155.45516,4338.100179999999,4520.7452,4715.7097250000015,4910.67425,5108.85429,5307.0343299999995,5498.1956,5689.3568700000005,5880.27821,6071.19955,6259.116465,6447.03338,6637.56127,6828.08916,7023.608375,7219.127590000001,7418.540175,7617.952759999999
p130,fall,1682.1833600000002,1662.827585,1643.47181,1698.9574,1754.4429899999998,1679.703495,1604.964,1603.7229699999998,1602.4819400000001,1590.375425,1578.26891,1568.037,1557.80509,1570.718655,1583.63222,1611.2337,1639.26839,1693.081685,1746.89498,1804.25035,1861.60572,1926.959795,1992.31387,2066.6848600000008,2141.05585,2216.73858,2292.42131,2365.643145,2438.8649800000003,2506.460695,2574.05641,2641.05511,2708.0538100000003,2771.7206899999996,2835.38757,2901.118805,2966.8500400000007,3036.137475,3105.42491,3172.891575,3240.35824
p130,spri,1583.29004,1565.0712950000004,1546.85255,1599.076725,1651.3009,1580.9553150000004,1510.60973,1509.87334,1509.13695,1498.2193300000001,1487.30171,1477.06768,1466.83365,1477.5785050000002,1488.32336,1507.3318599999998,1526.34036,1562.4584599999996,1598.57656,1651.327151,1708.536025,1779.1227835000002,1849.7095420000003,1935.2073675000001,2027.24753,2124.345133,2221.442736,2318.153888,2414.8650399999997,2507.3234995000007,2599.781959,2691.6515345,2783.52111,2870.5320375,2957.5429649999996,3043.4448825,3129.3468,3214.2201095,3299.0934190000007,3376.8748830000004,3454.656347
p130,summ,2104.28105,2080.06774,2055.85443,2125.262515,2194.6706,2101.1775350000003,2007.68447,2006.242925,2004.80138,1989.8744,1974.94742,1963.16467,1951.38192,1969.66788,1987.95384,2022.2925699999998,2056.6313,2123.073605,2189.51591,2260.27777,2331.03963,2411.91594,2492.79225,2584.8500400000007,2676.90783,2770.400475000001,2863.8931199999997,2954.1908399999998,3044.4885600000002,3127.72219,3210.95582,3293.46249,3375.96916,3454.39749,3532.8258200000005,3613.962975,3695.10013,3780.815485,3866.53084,3950.2575100000004,4033.98418
p130,wint,1755.456886,1735.258038,1715.05919,1772.9621085,1830.865027,1752.869398,1674.873769,1674.560592,1674.497274,1663.4201885,1652.343103,1642.819227,1633.295351,1648.196134,1663.30599,1690.7771864999997,1718.2483829999999,1770.098634,1821.9488850000002,1885.2316995,1948.514514,2028.7835615,2109.052609,2206.6772455,2304.301882,2410.3689785,2516.436075,2624.70917,2732.9822649999996,2838.5789355,2944.175606,3049.7310595,3155.286513,3256.1457835,3357.005054,3455.7344175,3554.4637810000004,3650.710533,3747.724053,3835.2878745,3922.851696
p131,fall,9777.63872,9665.132285,9552.62585,9875.136015,10197.64618,9763.228145,9328.810109999999,9319.02188,9309.23365,9234.754215,9160.27478,9097.471475,9034.66817,9107.324375,9179.98058,9318.81576,9457.650940000001,9729.737875,10001.82481,10291.32645,10580.82809,10913.963055,11247.09802,11630.16916,12013.2403,12404.754429999999,12796.268559999999,13177.982055,13559.69555,13913.656655,14267.61776,14620.8653,14974.11284,15312.15938,15650.205919999999,16001.121294999999,16352.03667,16722.724140000002,17093.41161,17455.842505,17818.273400000002
p131,spri,8649.74472,8550.218765000001,8450.692809999999,8736.002455,9021.3121,8637.000085,8252.68807,8246.83135,8240.974629999999,8179.8205849999995,8118.66654,8070.160045,8021.65355,8096.414855,8171.176159999999,8311.323005,8451.46985,8722.446315000001,8993.422779999999,9281.77135,9570.119920000001,9899.41127,10228.70262,10603.911245000001,10979.11987,11360.41636,11741.71285,12111.484285,12481.255720000001,12823.072455,13164.88919,13575.90056,14007.53276,14416.86552,14826.19828,15233.993165,15641.78805,16050.456115,16459.124180000003,16839.134185,17219.14419
p131,summ,12084.72482,11945.66979,11806.614759999999,12205.22681,12603.83886,12066.905975,11529.973090000001,11515.78553,11501.59797,11406.211875,11310.82578,11229.585755,11148.34573,11233.991705,11319.63768,11486.342354999999,11653.04703,11982.987555,12312.92808,12664.39693,13015.86578,13422.260240000001,13828.6547,14296.343284999999,14764.031869999999,15241.462965,15718.89406,16183.991975,16649.08989,17079.84797,17510.60605,17940.650855,18370.695659999998,18782.397034999998,19194.09841,19622.237435000006,20050.37646,20503.319585,20956.26271,21400.2102,21844.15769
p131,wint,8839.849788,8738.130435500001,8636.411082999999,8927.988963,9219.566843,8826.810405,8434.053967,8432.6183735,8431.18278,8374.457130499999,8317.731481,8268.553057500001,8219.374634,8292.685987,8365.99734,8496.5287765,8627.060212999999,8873.810148,9120.560083,9418.695494,9716.830904999999,10093.30825,10469.785595000001,10927.4569155,11385.128236,11881.6475525,12378.166869,12885.5419785,13392.917088,13887.614607,14382.312125999999,14877.6240335,15372.935941,15846.566308000001,16320.196675,16784.713612,17249.230549,17699.793209,18150.355869,18554.3962375,18958.436606
p132,fall,5536.11532,5472.4138,5408.71228,5591.3161,5773.91992,5527.95131,5281.982700000001,5275.727685,5269.47267,5226.114915,5182.75716,5143.927445,5107.395570000001,5148.085395,5188.77522,5266.582210000001,5344.389200000001,5497.108455,5649.8277100000005,5812.15719,5974.48667,6161.115205,6347.74374,6561.835789999999,6775.9278399999985,6994.601054999999,7213.27427,7425.904035,7638.5338,7835.5210799999995,8032.50836,8229.333185,8426.15801,8614.635615000001,8803.113220000001,8998.98787,9194.86252,9401.950084999999,9609.03765,9811.333925,10013.6302
p132,spri,5733.50755,5667.536455,5601.5653600000005,5790.681610000001,5979.797860000001,5725.05803,5470.3182,5464.51382,5458.70944,5414.939829999998,5371.17022,5333.131995000001,5295.09377,5335.043879999998,5374.99399,5462.651110000002,5550.68585,5722.52078,5894.35571,6077.270764999998,6260.185820000001,6469.737585,6679.28935,6918.152674999998,7157.016,7399.94887,7642.881740000001,7878.209025,8113.536309999998,8331.077525,8548.61874,8765.67748,8982.73622,9190.03341,9397.3306,9612.414809999998,9827.499020000001,10054.867685,10282.23635,10504.62457,10727.01279
p132,summ,6823.48953,6744.97213,6666.4547299999995,6891.523,7116.59127,6813.426385,6510.2615,6499.15646,6488.051420000001,6429.02873,6370.00604,6311.4199,6252.83376,6277.99545,6303.15714,6352.545155,6401.93317,6541.816879999999,6720.03095,6909.56257,7099.094190000001,7317.6195,7536.14481,7787.180429999999,8038.21605,8294.53773,8550.85941,8800.22296,9049.58651,9280.56153,9511.53655,9742.67038,9973.80421,10195.37419,10416.94417,10647.702410000002,10878.46065,11122.671475,11366.8823,11605.89845,11844.9146
p132,wint,4852.1864,4796.3561814999985,4740.525963,4900.574424500001,5060.622886,4845.038581000002,4629.4542759999995,4626.953379000001,4624.452482,4590.405483000001,4556.358484,4523.421145,4490.483806,4525.2760695,4565.49877,4637.4853515,4709.471933,4845.859302000001,4982.246671,5147.606997,5312.967323,5522.021945,5731.076567,5985.211795,6239.347022999999,6515.435029,6791.523034999999,7073.5167325,7355.510429999998,7630.8554155,7906.200401000001,8182.4822915,8458.764181999999,8723.2298855,8987.695589,9247.065728,9506.435867,9757.865911,10009.295955,10234.2315255,10459.167096
p133,fall,1413.3318960000001,1397.0697865,1380.807677,1427.4248835,1474.0420900000001,1411.2483855,1348.4546810000002,1346.6367575,1344.818834,1333.3887105000001,1321.958587,1311.3183964999996,1300.678206,1309.3467154999998,1318.2439920000004,1335.3248385000004,1352.405685,1386.3073965,1420.209108,1456.349164,1492.48922,1534.6060695,1576.722919,1626.0167725,1675.310626,1726.4839834999998,1777.657341,1827.9989055,1878.34047,1925.302184,1972.2638980000002,2019.4885725000001,2066.7132469999997,2112.4615225000002,2158.209798,2205.8085965,2253.4073949999997,2303.6308805,2353.854366,2403.0304925,2452.206619
p133,spri,1274.375517,1259.7115414999996,1245.047566,1287.0823715,1329.1171769999999,1272.4961485,1215.87512,1214.652775,1213.4304300000001,1203.8219904999999,1194.213551,1185.9745535000004,1177.735556,1186.9563115,1196.177067,1213.667563,1231.158059,1265.4322895,1299.70652,1336.318135,1372.92975,1415.2591935,1457.5886369999998,1506.694582,1555.8005269999999,1606.473032,1657.145537,1706.737107,1756.328677,1802.48368,1848.638683,1894.9632885,1941.287894,1986.0115985,2030.7353030000002,2077.124508,2123.513713,2172.4284789999997,2221.343245,2269.2565130000007,2317.169781
p133,summ,1800.368889,1779.6523805000004,1758.9358719999998,1818.3199715,1877.704071,1797.7137649999997,1717.723459,1714.7621219999999,1711.8007850000001,1696.175454,1680.550123,1665.3137875,1650.077452,1657.2791834999996,1664.480915,1678.8192980000001,1693.157681,1722.6864925,1752.2153039999998,1783.161829,1815.043757,1866.1691325,1917.2945079999997,1977.118454,2036.9424,2098.8334735000008,2160.7245470000007,2221.540178500001,2282.35581,2338.95293,2395.55005,2452.4845785,2509.419107,2564.544465,2619.669823,2677.1231905000004,2734.5765579999997,2795.280234,2855.98391,2915.575885,2975.16786
p133,wint,1198.6573713,1184.8654525000004,1171.0735337,1210.6102438500004,1250.1469539999998,1196.89006485,1143.6331757,1143.2783086,1142.9234414999999,1134.9494923000002,1126.9755431,1119.77478835,1112.5740336,1121.6232659000002,1130.6724982,1146.75864325,1162.8447883,1193.4063442,1223.9679000999997,1261.57705855,1299.186217,1347.4679852999998,1395.7497535999996,1455.34076805,1514.9317824999998,1580.4748712,1646.0179599,1713.50879725,1780.9996346,1847.2301407000002,1913.4606468,1980.2164343,2046.9722218,2111.41216515,2175.8521085,2239.0623808,2302.2726531,2363.3992053,2424.5257575,2479.2920917,2534.0584258999997
p134,fall,1628.54513,1609.806055,1591.06698,1644.78375,1698.5005199999998,1626.143215,1553.78591,1552.2230450000004,1550.66018,1538.372795,1526.08541,1514.87183,1503.65825,1513.89647,1524.13469,1545.2173,1568.80098,1620.789695,1672.77841,1728.943725,1785.1090399999996,1849.3946,1913.68016,1986.90463,2062.02845,2140.29286,2218.55727,2293.90205,2369.24683,2438.962875,2508.67892,2578.43582,2654.6357199999998,2726.954205,2799.27269,2873.487565000001,2947.70244,3025.83018,3103.95792,3179.979995,3256.00207
p134,spri,1661.67092,1642.550655,1623.43039,1678.23994,1733.04949,1659.220825,1585.3921599999999,1584.7081349999999,1584.02411,1572.6922849999999,1561.3604599999999,1550.81958,1540.2787,1551.8695,1563.4603,1583.878945,1609.57086,1662.0960400000001,1714.62122,1777.5383350000002,1840.45545,1918.613235,1996.77102,2090.254075,2183.73713,2290.33552,2397.4721600000003,2504.082725,2610.6932899999997,2712.99676,2815.3002300000003,2916.58961,3017.8789899999997,3113.765915,3209.6528399999997,3304.208375,3398.76391,3492.3622800000007,3585.96065,3671.803505,3757.64636
p134,summ,1910.6948899999998,1888.70924,1866.7235899999998,1929.7469399999998,1992.77029,1907.878225,1822.9861600000002,1821.782945,1820.5797300000002,1807.20145,1793.82317,1783.33173,1772.84029,1789.735025,1806.6297600000003,1838.237765,1869.84577,1930.7527899999998,1991.65981,2057.311455,2122.9631,2198.20491,2273.44672,2359.1764350000008,2444.9061500000007,2532.3555300000003,2619.8049100000003,2704.27372,2788.74253,2866.907145,2945.0717600000007,3022.3735800000004,3099.6754,3173.14895,3246.6225,3322.55133,3398.48016,3478.84411,3559.20806,3637.74455,3716.28104
p134,wint,1765.8461899999998,1745.52658,1725.20697,1783.45239,1841.6978100000001,1763.240655,1684.7835,1684.5433649999998,1684.30323,1673.086315,1661.8694,1652.4402650000004,1643.01113,1658.441625,1673.87212,1701.4831350000002,1729.09415,1781.196215,1833.29828,1896.9318899999998,1960.5655,2040.994315,2122.98839,2221.868405,2320.74842,2428.174525,2539.26613,2651.01975,2762.77337,2870.864505,2978.9556399999997,3086.4619700000007,3193.9683,3296.19949,3398.4306799999995,3498.9236950000004,3599.41671,3698.04085,3796.6649899999998,3886.280975,3975.89696
p14,fall,535.28181,543.871961,552.462112,550.9721549999998,549.4821979999998,553.729963,557.9777280000002,567.171224,576.36472,588.520265,600.67581,606.628175,612.58054,622.2733599999999,633.227768,649.7414114999998,666.255055,692.2487980000001,718.242541,746.628066,775.013591,807.423993,839.834395,876.8846510000002,913.934907,953.2154,992.495893,1032.018194,1071.540495,1109.4865425,1147.43259,1185.5085950000002,1223.5846,1261.2650400000002,1298.94548,1337.4667949999998,1375.98811,1416.127585,1456.26706,1497.6222400000001,1538.97742
p14,spri,570.428721,579.5828485000001,588.736976,587.1495535,585.5621309999999,590.0880865,594.614042,604.4387859999998,614.26353,627.258515,640.2535,646.606625,652.95975,663.268,673.57625,684.42405,695.27185,713.12534,733.194611,755.7628145,784.876087,818.1113909999998,851.346695,889.2794425000001,927.2121900000001,967.3643295,1007.5164689999999,1047.8660195,1088.2155699999998,1126.917715,1165.61986,1204.45925,1243.29864,1281.707225,1320.11581,1359.41298,1398.71015,1439.72825,1480.74635,1523.062055,1565.37776
p14,summ,593.251413,602.771394,612.291375,610.6401510000002,608.988927,613.696475,618.404023,628.4548815,638.5057400000002,651.8511950000001,665.19665,672.047925,678.8992,690.8625900000001,703.294859,718.358929,733.422999,756.3622155,779.301432,803.7949480000001,828.288464,855.650075,883.0116859999998,914.2108405,945.409995,978.6211135,1011.832232,1046.163109,1080.717465,1114.392693,1148.067921,1181.774434,1215.480947,1249.165336,1283.261056,1318.271063,1353.28107,1389.974845,1426.66862,1464.946205,1503.22379
p14,wint,639.740129,650.0060065,660.271884,658.4912905,656.710697,661.787994,666.8652910000001,678.2024475000002,689.539604,704.7446735000002,719.949743,728.7676289999998,737.585515,752.2594995000001,766.933484,785.2200320000001,803.50658,831.6337995,859.7610189999999,890.5069384999999,921.252858,956.4809885,991.709119,1032.3771925,1073.045266,1116.6219715000002,1160.1986769999999,1204.4186435,1248.63861,1291.321195,1334.00378,1376.90112,1419.79846,1462.377075,1504.95569,1548.3949699999998,1591.83425,1636.8097,1681.78515,1727.91564,1774.0461300000002
p15,fall,2013.3464800000002,2045.65596,2077.96544,2072.3619350000004,2066.75843,2082.7346350000003,2098.7108399999997,2133.784275,2168.85771,2215.733975,2262.61024,2289.27642,2315.9426,2360.717315,2405.49203,2461.23327,2516.97451,2603.1276350000003,2689.28076,2782.03007,2874.77938,2979.279595,3083.77981,3203.03096,3322.28211,3448.9664300000004,3575.65075,3704.627895,3833.60504,3958.27241,4082.9397799999997,4207.956095000001,4332.97241,4457.244220000001,4581.51603,4709.076370000001,4836.63671,4970.180689999999,5103.7246700000005,5242.610235,5381.4958
p15,spri,2051.02924,2083.943565,2116.8578899999998,2111.149125,2105.44036,2121.71535,2137.99034,2173.78875,2209.58716,2257.44156,2305.29596,2332.64485,2359.99374,2405.908715,2451.8236899999997,2509.1621750000004,2566.50066,2655.2712650000008,2746.87445,2848.13107,2951.11762,3072.89322,3194.66882,3333.37276,3472.0767,3618.55591,3765.0351200000005,3911.4992,4057.9632799999995,4198.085065,4338.206850000001,4478.685530000002,4619.16421,4758.29961,4897.43501,5040.098040000002,5182.761070000001,5332.175845000001,5481.59062,5636.597315,5791.60401
p15,summ,2704.06691,2747.46106,2790.85521,2783.3287100000002,2775.8022100000003,2797.260095,2818.71798,2864.0945,2909.47102,2969.571695,3029.67237,3059.2256399999997,3088.77891,3139.97077,3192.0966000000008,3252.062,3312.0274,3399.9312,3500.7883100000004,3611.2339950000005,3721.6796799999997,3845.1580649999996,3968.63645,4109.518655,4250.40086,4400.36672,4550.332579999999,4709.777279999999,4874.49609,5033.203785,5191.91148,5351.05271,5510.19394,5668.437855,5826.68177,5989.1980600000015,6151.71435,6321.89995,6492.08555,6669.244015,6846.40248
p15,wint,2045.64596,2078.473555,2111.30115,2105.607415,2099.91368,2116.14714,2132.3806,2168.03406,2203.68752,2250.87037,2298.05322,2320.7665,2343.47978,2379.70709,2415.9344,2453.1809000000007,2503.8864,2589.79223,2675.69806,2769.6137550000008,2863.52945,2971.277535,3079.02562,3203.688435,3328.35125,3462.2530100000004,3596.15477,3732.3086450000005,3868.4625200000005,4000.053745,4131.64497,4263.8064300000015,4395.96789,4527.204335,4658.44078,4792.168965,4925.89715,5063.91251,5201.92787,5343.105635,5484.283399999998
p16,fall,787.88736,800.5313699999998,813.17538,810.9821599999999,808.78894,815.041565,821.2941900000001,834.7615499999998,848.2289099999998,866.1091549999999,883.9893999999998,893.4084399999998,902.82748,919.5910385,936.523048,957.2466994999999,977.970351,1009.6704805,1041.37061,1075.460422,1109.550234,1147.9407925,1186.331351,1230.3134935,1274.549487,1323.150254,1371.751021,1421.2325255,1470.71403,1518.539785,1566.36554,1614.3269699999998,1662.2884,1709.9625899999999,1757.63678,1806.5729850000002,1855.5091899999998,1906.741875,1957.97456,2011.2564,2064.53824
p16,spri,715.89167,727.3805,738.86933,736.876305,734.88328,740.5644950000002,746.2457099999999,758.397605,770.65797,787.03529,803.41261,812.2673599999999,821.1221099999999,836.5644789999999,852.529152,872.4671235,892.405095,923.271842,955.525574,991.1503130000001,1026.775052,1067.303717,1108.297879,1156.3588619999998,1204.419845,1255.2038345,1305.987824,1356.7864895,1407.585155,1456.0189675,1504.45278,1552.997065,1601.54135,1649.64027,1697.7391899999998,1747.050885,1796.36258,1848.038725,1899.71487,1953.32531,2006.93575
p16,summ,966.56966,982.081405,997.59315,994.90297,992.21279,999.883375,1007.55396,1023.77301,1039.99206,1061.47536,1082.95866,1093.522775,1104.08689,1121.757975,1139.42906,1159.295685,1180.6726199999998,1212.0077199999998,1243.3428199999998,1279.067416,1318.186187,1361.9212585,1405.65633,1455.5559395,1505.455549,1558.571657,1611.6877650000001,1666.5617085000001,1721.435652,1773.7904859999999,1826.1453199999999,1878.447175,1930.74903,1982.911015,2035.073,2088.751655,2142.43031,2198.741355,2255.0524,2313.966185,2372.87997
p16,wint,724.394992,736.0195115,747.6440309999999,745.6281165,743.6122019999999,749.3602505,755.108299,768.0757474999999,781.043196,798.4470275,815.850859,826.0376510000001,836.2244430000002,853.0812845,869.938126,890.9679990000001,911.997872,944.3095195,976.621167,1012.0369795,1047.452792,1088.1502105,1128.8476289999999,1175.8894465,1222.931264,1273.407577,1323.88389,1375.16077,1426.43765,1475.975865,1525.5140800000001,1575.2325999999996,1624.95112,1674.240735,1723.53035,1773.71247,1823.89459,1875.6466850000002,1927.39878,1980.2909149999998,2033.18305
p17,fall,922.26194,937.062349,951.862758,949.295599,946.7284400000001,954.0476315,961.3668230000001,977.4344884999999,993.5021539999999,1014.8995845,1036.297015,1048.1100505000002,1059.923086,1079.5711785,1099.2192710000002,1123.000116,1150.443488,1194.3241685,1238.204849,1285.9755335,1333.746218,1388.1713570000004,1442.596496,1504.4118230000001,1566.22715,1631.7910849999996,1697.35502,1763.15854,1828.96206,1891.9500850000002,1954.93811,2018.1009600000002,2081.2638100000004,2143.965195,2206.66658,2270.901575,2335.13657,2402.105955,2469.07534,2538.139725,2607.20411
p17,spri,1190.1041699999998,1209.2034600000004,1228.30275,1224.989205,1221.6756599999999,1231.1194850000004,1240.56331,1260.9630499999996,1281.3627900000001,1308.32556,1335.28833,1348.420235,1361.55214,1382.9445349999999,1404.3369300000002,1426.972475,1449.60802,1480.28791,1521.488954,1575.6446025,1631.215105,1694.7264825,1758.2378600000002,1830.8203350000001,1903.40281,1980.8103,2058.21779,2136.304535,2214.3912800000007,2289.31625,2364.24122,2439.52603,2514.8108399999996,2589.59182,2664.3728,2740.9041,2817.4354,2897.014225,2976.59305,3058.3511550000003,3140.10926
p17,summ,980.1823699999999,995.911885,1011.6414,1008.9125550000001,1006.18371,1013.96316,1021.74261,1038.3774600000004,1055.01231,1077.056635,1099.10096,1110.996239,1123.096239,1143.3053169999996,1163.514395,1187.837654,1212.1609130000002,1251.397164,1290.668271,1332.905855,1375.1434390000002,1422.4801385,1469.8168380000002,1523.6247664999999,1577.432695,1634.6335394999999,1691.834384,1749.2976395,1806.760895,1861.7118325,1916.66277,1971.7020300000001,2026.74129,2081.8008250000007,2136.86036,2193.5109399999997,2250.16152,2309.423725,2368.68593,2430.4095399999997,2492.13315
p17,wint,1259.09794,1279.3034699999998,1299.509,1296.00403,1292.49906,1302.491275,1312.48349,1335.043875,1357.60426,1387.8538965,1418.103533,1435.6624405,1453.221348,1482.1610515,1511.1007550000002,1546.9548169999996,1582.808879,1637.5521065,1692.295334,1751.9860615000002,1811.676789,1879.9731945,1948.2696,2026.6205149999998,2104.97143,2188.89067,2272.80991,2357.761875,2442.71384,2524.458115,2606.20239,2688.254095,2770.3058,2851.883885,2933.46197,3016.76954,3100.07711,3186.18941,3272.30171,3360.349285,3448.3968600000003
p18,fall,500.603509,508.63728949999995,516.67107,515.2775465,513.8840230000001,517.856786,521.829549,530.2573970000002,538.685245,549.8122324999998,560.93922,566.4471550000002,571.95509,581.11195,590.2688099999999,600.4696799999999,610.67055,626.60466,643.4997,668.5611485000001,693.7424609999998,722.4853375,751.228214,783.916742,816.60527,851.2962699999999,885.98727,920.8343564999999,955.681443,989.0575574999999,1022.4336720000001,1055.867156,1089.30064,1122.46921,1155.63778,1189.561655,1223.4855300000002,1258.785205,1294.08488,1330.41226,1366.73964
p18,spri,601.202949,610.850961,620.4989730000001,618.825556,617.1521389999999,621.9230685,626.6939980000001,637.3724259999998,648.050854,662.3623235,676.6737929999999,685.058217,693.442641,707.3933655000002,721.34409,738.9241039999998,756.504118,783.6811665,810.8582150000001,840.5007914999999,870.143368,904.2609625,940.2161480000001,981.129552,1022.042956,1065.4829855,1108.923015,1152.575507,1196.227999,1238.0589745,1279.88995,1321.8269050000001,1363.76386,1405.351825,1446.9397900000001,1489.48596,1532.03213,1576.326685,1620.62124,1666.1729050000001,1711.7245699999999
p18,summ,618.1739689999998,628.094069,638.014169,636.293626,634.573083,639.4787435000002,644.384404,654.7540835,665.1237629999999,678.8337165,692.54367,699.2522349999998,705.9608,717.1384499999998,728.3161,740.6440650000001,752.97203,772.800925,795.119992,818.411525,841.703058,867.780544,893.8580300000001,923.6887324999999,953.5194349999999,986.0467455,1019.858768,1053.8182960000001,1087.777824,1120.225588,1152.673352,1185.1257065,1217.578061,1250.059768,1282.541475,1315.938292,1349.3351089999999,1384.256155,1419.177201,1455.5711705,1491.96514
p18,wint,664.955657,675.6268200000001,686.297983,684.4471195000001,682.5962559999999,687.8728070000001,693.149358,704.8772685,716.605179,732.3056385,748.233165,757.4973749999998,766.761585,782.0316485000001,797.3017120000001,816.218841,835.13597,864.0201285,892.904287,924.3990305,955.893774,991.9291775,1027.964581,1069.3048255,1110.64507,1154.9236245000004,1199.202179,1244.0244945,1288.84681,1331.977355,1375.1079,1418.40142,1461.69494,1504.737515,1547.78009,1591.7355949999999,1635.6911,1681.12561,1726.5601199999999,1773.016575,1819.47303
p19,fall,13.1910304,13.4027141,13.6143978,13.57767402,13.54095024,13.645630525,13.75031081,13.97595955,14.20160829,14.500998075,14.80038786,14.958784285,15.11718071,15.38159596,15.64601121,15.957826505,16.269641800000002,16.738014725,17.20638765,17.828964285,18.5004768,19.266972000000006,20.0334672,20.90521355,21.7769599,22.7020932,23.627226500000003,24.556513600000002,25.4858007,26.37586415,27.2659276,28.1575159,29.049104200000002,29.93364545,30.8181867,31.722824300000003,32.6274619,33.56885585000001,34.510249800000004,35.4790237,36.4477976
p19,spri,12.0325446,12.22563535,12.4187261,12.38522675,12.3517274,12.4472138,12.542700199999999,12.7452225,12.9477448,13.21499545,13.482246100000001,13.614366,13.7552422,14.001049599999998,14.246857,14.540935500000002,14.835014,15.286208955,15.80070874,16.41633549,17.03359602,17.738937659999994,18.4442793,19.24687515,20.049471,20.90162,21.753769,22.61011515,23.466461300000002,24.28705065,25.10764,25.930323100000003,26.7530062,27.56883025,28.3846543,29.21930045,30.0539466,30.9228581,31.7917696,32.68534575,33.5789219
p19,summ,16.2799677,16.5412264,16.802485100000002,16.757173499999997,16.711861900000002,16.84105065,16.970239399999997,17.24333285,17.5164263,17.8774908,18.2385553,18.41521635,18.60250245,18.93235455,19.26220665,19.655833565,20.04946048,20.645723405,21.24198633,21.864211785,22.48643724,23.183109855,23.87978247,24.676737335,25.503969,26.40958785,27.315206699999997,28.224757899999997,29.134309100000003,30.0033644,30.8724197,31.7415938,32.6107679,33.48075135,34.3507348,35.2451999,36.139665,37.07494620000001,38.0102274,38.98501205,39.9597967
p19,wint,13.9669918,14.191121,14.415250199999997,14.3763759,14.3375016,14.44833665,14.5591717,14.80899535,15.058819,15.3941644,15.7295098,15.92897872,16.12844764,16.46004928,16.79165092,17.213249545,17.63484817,18.289741990000003,18.94463581,19.659931855,20.3752279,21.1937477,22.0122675,22.9465258,23.880784100000003,24.8759756,25.8711671,26.8743295,27.8774919,28.83999245,29.802493,30.76867935,31.7348657,32.693466099999995,33.6520665,34.632141499999996,35.612216499999995,36.6296356,37.647054700000005,38.69099135,39.734928000000004
p2,fall,3517.12795,3573.573045,3630.0181399999997,3620.226875,3610.43561,3638.3439700000004,3666.25233,3728.292205,3790.3320799999997,3872.860985,3955.38989,4002.2250950000002,4049.0603,4127.637790000002,4206.215279999999,4303.742245,4401.26921,4564.316795000001,4738.96692,4931.44924,5123.93156,5345.733429999999,5567.5353,5822.07205,6076.6088,6348.2508,6619.8928,6895.70765,7171.5225,7438.84455,7706.1666,7974.73185,8243.2971,8507.3235,8771.349900000001,9039.500650000002,9307.6514,9578.4652,9849.279,10115.9449,10382.6108
p2,spri,4127.48607,4193.72311,4259.96015,4248.471055,4236.98196,4269.73538,4302.4888,4376.72839,4450.967979999999,4546.5623399999995,4642.156700000001,4689.1427,4736.1287,4811.464400000002,4886.8001,4965.55915,5044.3182,5149.32,5254.3218,5391.330255,5553.153670000001,5749.3919449999985,5962.2276,6209.33635,6456.4451,6723.5877500000015,6990.7304,7264.4987,7538.267,7805.11255,8071.9581,8340.2769,8608.5957,8873.50905,9138.4224,9406.70185,9674.9813,9943.7238,10220.0753,10493.0325,10765.9897
