cendiv,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NE,1,0.980451152,0.976986882,0.975506408,1.042956031,0.969335885,0.954095351,0.942393093,0.950494378,0.949721312,0.933303935,0.921808956,0.914667478,0.916249442,0.917898862,0.919260325,0.922090799,0.926182681,0.930843461,0.93563097,0.937269207,0.939485051,0.94302738,0.947929077,0.954370385,0.96172318,0.96910629,0.97677762,0.98475504,0.992863709,1.000592074,1.009261194,1.018204948,1.027865029,1.038398646,1.048866877,1.060205052,1.071930359,1.084146781,1.096345905,1.108570559
MA,1,0.991691355,0.975216399,0.971386704,0.994562117,0.992056316,0.985518585,0.960049476,0.96240202,0.983265871,0.982664678,0.983322464,0.985323461,0.985900098,0.986363558,0.986039184,0.986154146,0.989608779,0.99281394,0.996317464,0.996676777,0.997786178,0.999564195,1.002854485,1.007877526,1.013827535,1.020653991,1.028412897,1.036094595,1.043744037,1.050147477,1.057373494,1.065183723,1.073914902,1.083009358,1.091956942,1.101907316,1.112245359,1.122870218,1.133504759,1.1443824
ENC,1,0.999909601,0.995954242,0.979464721,0.987405666,0.965516654,0.96616628,0.94844379,0.95426484,0.974712464,0.976358774,0.976925735,0.979507977,0.986209469,0.993864495,1.000813019,1.008481369,1.017097025,1.025723737,1.033759677,1.039488686,1.045625252,1.051904664,1.059482638,1.067763302,1.077305103,1.087609226,1.09831015,1.109609216,1.120410019,1.13068728,1.141108447,1.152559521,1.164179032,1.176696411,1.189073188,1.202205555,1.215071835,1.227854124,1.241044021,1.254693331
WNC,1,1.001247946,0.999333635,0.999342159,1.031175943,1.010789332,1.005740611,1.007535601,1.019009195,1.024226736,1.030614988,1.034879825,1.040070734,1.049658681,1.060454927,1.0703221,1.080052377,1.090384187,1.100816792,1.110753485,1.118477003,1.126171909,1.133801033,1.142802072,1.152675626,1.163713682,1.175732396,1.188013557,1.200840659,1.213615388,1.225807528,1.238522967,1.252004911,1.26609765,1.280656191,1.295160646,1.310240861,1.324754179,1.339267218,1.354655314,1.370620506
SA,1,0.970672801,0.946079786,0.950217439,0.966964877,0.96513164,0.968725452,0.954065311,0.968874785,0.988895066,0.993902804,0.999988143,1.010147494,1.02179609,1.033662303,1.04407297,1.055004551,1.067587156,1.080770553,1.093655887,1.104249255,1.115031566,1.125863883,1.137899449,1.150718608,1.164479397,1.179059849,1.194109128,1.209736723,1.225395653,1.239596632,1.254921616,1.270923334,1.28816926,1.305672998,1.323003572,1.34200406,1.361258762,1.380344516,1.399709554,1.419850854
ESC,1,0.973314681,0.947859704,0.971796016,0.945772461,0.909943255,0.900382864,0.882072897,0.900890306,0.933932874,0.94620422,0.955558662,0.966771503,0.978815554,0.991579717,1.001637709,1.011781862,1.023010136,1.03462748,1.045198783,1.053883209,1.062643275,1.070759755,1.079915288,1.089627161,1.100234184,1.11178896,1.123741859,1.136215222,1.148079417,1.15933631,1.171587596,1.183782468,1.197274346,1.21029226,1.223310297,1.238188675,1.25249317,1.265837196,1.279172568,1.293204649
WSC,1,1.037684166,1.012651774,1.018358836,1.082432939,1.090396585,1.082075018,1.075340978,1.116919516,1.149194872,1.163419496,1.177481598,1.194105196,1.21118284,1.22671,1.240272101,1.254669312,1.270348575,1.287356474,1.303885236,1.317808711,1.331539164,1.345507922,1.360927895,1.377150569,1.394903706,1.414079063,1.432784054,1.453592011,1.474011262,1.493335574,1.513446178,1.533079068,1.554357608,1.572217832,1.591038699,1.616246873,1.643162662,1.667398956,1.68887005,1.711180306
MTN,1,1.021188651,1.032095327,1.025839702,1.026528267,1.030730051,1.042399605,1.058276596,1.074461187,1.104363873,1.118867406,1.128734803,1.137989885,1.152748101,1.169271592,1.183036053,1.19694581,1.211528618,1.22761399,1.242967173,1.256008031,1.269647381,1.283342777,1.298712862,1.315956798,1.335084726,1.355030367,1.375907989,1.39844578,1.421764553,1.443210789,1.466209038,1.489068153,1.513295513,1.538257752,1.56435825,1.59079484,1.618712265,1.646152517,1.675384076,1.705956146
PA,1,1.019611977,1.010384244,1.000366252,1.009188257,1.011475952,1.006536189,1.03179789,1.029266003,1.050997505,1.063526567,1.073119431,1.079833157,1.082731344,1.085215534,1.087508692,1.090967193,1.096966787,1.105150621,1.114163861,1.119638509,1.126007355,1.134088905,1.143039227,1.152810581,1.164321506,1.177452372,1.191521171,1.207346302,1.223864634,1.240656042,1.258459699,1.276838401,1.297554343,1.318909071,1.341054761,1.365194127,1.389638656,1.41530249,1.443335553,1.472909156
