cendiv,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NE,1,0.980335714,0.976604762,0.978056048,1.046859738,0.978232548,0.967533286,1.024293929,1.012538714,0.958606881,0.948590071,0.952014214,0.955105143,0.968005381,0.98271369,0.995438,1.000937833,1.006813095,1.014810381,1.023476357,1.032404595,1.040732905,1.047819262,1.054729262,1.063191595,1.073724119,1.085122095,1.096186095,1.107761643,1.119406738,1.130952571,1.143187429,1.155402214,1.167834714,1.17995781,1.192982857,1.206867024,1.221020357,1.235924571,1.25177469,1.268727452
MA,1,0.991477165,0.974774016,0.974252205,0.997399315,0.996929465,0.991222622,0.973307307,1.003964425,0.990601906,0.947513646,0.953002433,0.970880764,0.985116016,0.998445646,1.011666465,1.015693016,1.02094252,1.026130071,1.032010535,1.038033449,1.044783984,1.050530394,1.055316291,1.061829213,1.070678567,1.082031929,1.091497323,1.101856346,1.112062323,1.120610677,1.130609323,1.141453913,1.154259417,1.165188094,1.177007937,1.189779339,1.203221606,1.217218173,1.232417803,1.249307071
ENC,1,0.999899492,0.995927919,0.979586416,0.987557325,0.965773102,0.966454416,0.951572868,0.984273944,0.956597137,0.936048893,0.951632081,0.953045234,0.965995964,0.979933396,0.994244533,1.004131954,1.01327997,1.021868827,1.029564462,1.036913934,1.044861051,1.053140437,1.061067802,1.070538934,1.081282838,1.091475822,1.102558868,1.114354548,1.125764127,1.136583553,1.14811036,1.159964371,1.171873299,1.183392102,1.194853305,1.207314041,1.220324071,1.232982015,1.246955975,1.261651726
WNC,1,1.001247258,0.999294118,0.99937987,1.031323998,1.011354457,1.006591196,1.001247517,1.037259073,1.027256969,0.999591525,1.031866451,1.018192433,1.033520628,1.049035503,1.064881486,1.076084138,1.087130847,1.09792996,1.107257936,1.116567139,1.125835613,1.135644696,1.145474397,1.15674334,1.168620818,1.179802921,1.191902562,1.205201954,1.218722104,1.231797348,1.2454235,1.259207577,1.273326072,1.28709659,1.300631705,1.314742772,1.329709482,1.344511844,1.360071505,1.376851336
SA,1,0.970652931,0.94602913,0.950517428,0.967248664,0.965892025,0.969879567,0.951890945,0.988761478,0.990406867,0.960939449,0.975842838,1.002557428,1.017014217,1.033672817,1.050198948,1.060969577,1.071905883,1.083170202,1.094174348,1.104205694,1.115677897,1.127296831,1.139077986,1.15177287,1.166010892,1.181048231,1.19594562,1.211318195,1.226885893,1.242497854,1.259507432,1.276690991,1.294257396,1.311196753,1.328449972,1.346760103,1.365365172,1.38441508,1.404382139,1.425935933
ESC,1,0.973314236,0.947858507,0.971953646,0.945934705,0.910182604,0.900657839,0.8729173,0.91942059,0.913769679,0.869290495,0.891135069,0.928193967,0.949272153,0.969508628,0.985993819,0.994677656,1.002781519,1.011647595,1.019618186,1.027724245,1.036137318,1.044922483,1.053243125,1.062166372,1.072310017,1.08292322,1.093740208,1.105255677,1.116708394,1.127577769,1.139609132,1.151406528,1.163321432,1.17495224,1.186514167,1.198809297,1.211334097,1.223968325,1.23690066,1.251145712
WSC,1,1.0376608,1.0125744,1.018237435,1.082240992,1.090447685,1.082178384,1.079021568,1.131879355,1.152263451,1.106491563,1.130464891,1.166956117,1.191505675,1.215623045,1.238541445,1.253978256,1.267814923,1.282864581,1.297432224,1.311823221,1.325005984,1.340358443,1.355946581,1.373104304,1.390486443,1.409302363,1.428789419,1.449194981,1.469496213,1.490132117,1.511646976,1.533007408,1.554038112,1.575362293,1.595901509,1.617988011,1.64078856,1.663639893,1.68636648,1.710364997
MTN,1,1.020878619,1.031222717,1.026613586,1.026932428,1.03537765,1.048099688,1.063570011,1.076371203,1.075839009,1.0883049,1.096689053,1.12694912,1.152354443,1.177607183,1.200264131,1.218574477,1.236292394,1.255318541,1.273943597,1.292402962,1.310685902,1.32926657,1.34819971,1.368668808,1.390226592,1.412417205,1.435634978,1.459815902,1.484392984,1.509745947,1.536480969,1.563327973,1.591048307,1.619052806,1.647211659,1.676228051,1.706055245,1.736939421,1.76828882,1.801579599
PA,1,1.019038489,1.008812545,1.00204953,1.009520135,1.021462666,1.018911882,1.042273806,1.038933599,1.022699465,1.029640371,1.035903614,1.02193052,1.0404168,1.060324676,1.076725624,1.08400114,1.091630699,1.102011319,1.109308175,1.11857355,1.127281696,1.138971981,1.151435232,1.165553778,1.180733286,1.197936137,1.215368525,1.234204797,1.254102431,1.273811475,1.293946251,1.31487665,1.336313585,1.357917014,1.38037283,1.403979016,1.428761511,1.455370171,1.482755125,1.511033343
