cendiv,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NE,1,0.980335714,0.976604762,0.978296167,1.047243571,0.979042095,0.968469667,1.02544619,1.014143357,0.961580095,0.961403452,0.974931048,0.98039031,0.98490719,0.988508595,0.990940738,0.995292357,0.997898429,1.003483524,1.013131857,1.022453429,1.03133881,1.039851548,1.047463929,1.05534819,1.064968048,1.074786857,1.084566048,1.092793381,1.101261857,1.110444167,1.120025667,1.129738071,1.140429667,1.151363167,1.162551429,1.17442569,1.18660169,1.199525738,1.212822881,1.226136357
MA,1,0.991477165,0.974774016,0.97425215,0.997398961,0.99692911,0.991222236,0.973337228,1.003959441,0.990647732,0.980857118,0.999418567,1.00373963,1.003209331,1.001870992,1.001068717,1.000161094,1.000173929,1.003324102,1.009722323,1.016151339,1.020377748,1.026740087,1.03145048,1.036417622,1.042935307,1.049857819,1.05728248,1.063277441,1.069418252,1.07620248,1.082871874,1.087900669,1.095701299,1.103290717,1.111882409,1.120899339,1.130454276,1.140400299,1.151649764,1.162331693
ENC,1,0.999899492,0.995927919,0.979586345,0.987557274,0.965773066,0.966454371,0.951576386,0.984277665,0.956346503,0.935811706,0.957211563,0.966255284,0.971361812,0.976229548,0.980324335,0.985474883,0.987934137,0.995091624,1.000659533,1.006202274,1.010695284,1.015774183,1.020408838,1.027763629,1.034141579,1.039153523,1.046918563,1.053270858,1.06032469,1.066690122,1.073492619,1.080460635,1.087821325,1.095813741,1.103686213,1.112003914,1.120752117,1.129112452,1.138444579,1.147565213
WNC,1,1.001247258,0.999294118,0.999445503,1.031427029,1.011494606,1.00676677,1.001531545,1.037694277,1.027440907,1.01109339,1.015818764,1.025744038,1.032961426,1.040039272,1.047464636,1.054955474,1.060665683,1.068074158,1.075209681,1.08167652,1.087034816,1.093097607,1.099558674,1.107674536,1.115391615,1.122777358,1.131398564,1.139791306,1.148765823,1.157088504,1.166051735,1.175216411,1.184623898,1.194598973,1.204521914,1.214728325,1.225079721,1.235597168,1.246877637,1.257682881
SA,1,0.970652931,0.94602913,0.950527776,0.967260302,0.965912121,0.969905208,0.951943293,0.988849694,0.990428036,0.983389314,1.009014124,1.021162988,1.027648409,1.033718607,1.039543076,1.046023901,1.052918551,1.061257332,1.070842362,1.07917432,1.088035091,1.098063034,1.108087897,1.118767176,1.130132227,1.141546188,1.153306647,1.164783528,1.176391133,1.188170096,1.200689552,1.213162803,1.226587496,1.239995357,1.254093623,1.268699105,1.283885623,1.299240107,1.315471663,1.331378622
ESC,1,0.973314236,0.947858507,0.97195362,0.94593467,0.910182569,0.900657717,0.872916432,0.919419696,0.913817405,0.912867526,0.942967005,0.958680747,0.967184679,0.973674245,0.97930454,0.984909444,0.988932752,0.993838099,0.999902569,1.00537967,1.0108373,1.01667428,1.02251809,1.029151901,1.036148828,1.043234401,1.050589045,1.057615503,1.064861476,1.071953707,1.079438594,1.087388003,1.095519783,1.10401072,1.112715304,1.121330868,1.13014855,1.138792422,1.147914731,1.156599852
WSC,1,1.0376608,1.0125744,1.018237477,1.082241051,1.090447781,1.082178464,1.079071291,1.131721312,1.152075435,1.144778592,1.168602832,1.184955365,1.196398901,1.207150411,1.217485029,1.225988107,1.233500608,1.242330208,1.253694581,1.264772277,1.276420832,1.28833752,1.301022624,1.313765883,1.327694459,1.343003675,1.358793339,1.373869637,1.388463488,1.403209589,1.418780955,1.437155371,1.452726757,1.468460597,1.485541835,1.503647536,1.521288528,1.538539179,1.556428165,1.575439013
MTN,1,1.020878619,1.031222717,1.026613452,1.026932272,1.035377617,1.048099889,1.063503886,1.076313118,1.075720067,1.085774287,1.11515578,1.132955969,1.148197394,1.16353304,1.177730824,1.192501437,1.20452029,1.220637617,1.236273619,1.251073898,1.26560206,1.28110059,1.296371982,1.313065657,1.330031949,1.347254532,1.365432016,1.384094176,1.403526024,1.422754933,1.442543452,1.462998608,1.484687405,1.506609443,1.529206403,1.552131949,1.576466815,1.600868341,1.625234967,1.649984655
PA,1,1.019038489,1.008812545,1.002055731,1.009528389,1.02147752,1.018931896,1.04076588,1.037599473,1.021211262,1.023102823,1.045844761,1.055364918,1.058830321,1.062340178,1.063913963,1.067252302,1.069917448,1.075523899,1.083057826,1.083900898,1.089618004,1.097859387,1.108518133,1.119091383,1.129723557,1.141578852,1.154607156,1.167515688,1.181018981,1.196187741,1.21096943,1.224790157,1.240405752,1.256310905,1.273063892,1.29016985,1.308119886,1.328250884,1.347570784,1.366124234
