*r,szn,t,MWh
p28,spri,2036,3299.028474
p28,spri,2038,4540.405573
p28,spri,2040,6060.403764
p28,spri,2042,7290.596612
p28,spri,2044,8612.75135
p28,spri,2046,9999.250257
p28,spri,2048,11418.00949
p28,spri,2050,12832.482
p29,summ,2012,0.037573748
p29,summ,2014,0.154748753
p29,summ,2016,0.399295402
p29,summ,2018,0.841383581
p29,summ,2020,1.577663651
p29,summ,2022,2.690016738
p29,summ,2024,4.390140217
p29,summ,2026,6.781472882
p29,summ,2028,10.06138514
p29,summ,2030,14.56956892
p29,summ,2032,22.47779751
p29,summ,2034,33.18172964
p29,summ,2036,47.2095797
p29,summ,2038,64.97386745
p29,summ,2040,86.72526374
p29,summ,2042,104.3295032
p29,summ,2044,123.2497308
p29,summ,2046,143.0907328
p29,summ,2048,163.3933848
p29,summ,2050,183.6346932
p29,fall,2012,0.037573748
p29,fall,2014,0.154748753
p29,fall,2016,0.399295402
p29,fall,2018,0.841383581
p29,fall,2020,1.577663651
p29,fall,2022,2.690016738
p29,fall,2024,4.390140217
p29,fall,2026,6.781472882
p29,fall,2028,10.06138514
p29,fall,2030,14.56956892
p29,fall,2032,22.47779751
p29,fall,2034,33.18172964
p29,fall,2036,47.2095797
p29,fall,2038,64.97386745
p29,fall,2040,86.72526374
p29,fall,2042,104.3295032
p29,fall,2044,123.2497308
p29,fall,2046,143.0907328
p29,fall,2048,163.3933848
p29,fall,2050,183.6346932
p29,wint,2012,0.037573748
p29,wint,2014,0.154748753
p29,wint,2016,0.399295402
p29,wint,2018,0.841383581
p29,wint,2020,1.577663651
p29,wint,2022,2.690016738
p29,wint,2024,4.390140217
p29,wint,2026,6.781472882
p29,wint,2028,10.06138514
p29,wint,2030,14.56956892
p29,wint,2032,22.47779751
p29,wint,2034,33.18172964
p29,wint,2036,47.2095797
p29,wint,2038,64.97386745
p29,wint,2040,86.72526374
p29,wint,2042,104.3295032
p29,wint,2044,123.2497308
p29,wint,2046,143.0907328
p29,wint,2048,163.3933848
p29,wint,2050,183.6346932
p29,spri,2012,0.037573748
p29,spri,2014,0.154748753
p29,spri,2016,0.399295402
p29,spri,2018,0.841383581
p29,spri,2020,1.577663651
p29,spri,2022,2.690016738
p29,spri,2024,4.390140217
p29,spri,2026,6.781472882
p29,spri,2028,10.06138514
p29,spri,2030,14.56956892
p29,spri,2032,22.47779751
p29,spri,2034,33.18172964
p29,spri,2036,47.2095797
p29,spri,2038,64.97386745
p29,spri,2040,86.72526374
p29,spri,2042,104.3295032
p29,spri,2044,123.2497308
p29,spri,2046,143.0907328
p29,spri,2048,163.3933848
p29,spri,2050,183.6346932
p30,summ,2012,0.551722903
p30,summ,2014,2.272289421
p30,summ,2016,5.86314721
p30,summ,2018,12.35465215
p30,summ,2020,23.16599238
p30,summ,2022,39.4994885
p30,summ,2024,64.46364834
p30,summ,2026,99.57733957
p30,summ,2028,147.7386966
p30,summ,2030,213.9356651
p30,summ,2032,330.057985
p30,summ,2034,487.2316704
p30,summ,2036,693.2128803
p30,summ,2038,954.0589448
p30,summ,2040,1273.450648
p30,summ,2042,1531.946607
p30,summ,2044,1809.766183
p30,summ,2046,2101.106167
p30,summ,2048,2399.224894
p30,summ,2050,2696.44287
p30,fall,2012,0.551722903
p30,fall,2014,2.272289421
p30,fall,2016,5.86314721
p30,fall,2018,12.35465215
p30,fall,2020,23.16599238
p30,fall,2022,39.4994885
p30,fall,2024,64.46364834
p30,fall,2026,99.57733957
p30,fall,2028,147.7386966
p30,fall,2030,213.9356651
p30,fall,2032,330.057985
p30,fall,2034,487.2316704
p30,fall,2036,693.2128803
p30,fall,2038,954.0589448
p30,fall,2040,1273.450648
p30,fall,2042,1531.946607
p30,fall,2044,1809.766183
p30,fall,2046,2101.106167
p30,fall,2048,2399.224894
p30,fall,2050,2696.44287
p30,wint,2012,0.551722903
p30,wint,2014,2.272289421
p30,wint,2016,5.86314721
p30,wint,2018,12.35465215
p30,wint,2020,23.16599238
p30,wint,2022,39.4994885
p30,wint,2024,64.46364834
p30,wint,2026,99.57733957
p30,wint,2028,147.7386966
p30,wint,2030,213.9356651
p30,wint,2032,330.057985
p30,wint,2034,487.2316704
p30,wint,2036,693.2128803
p30,wint,2038,954.0589448
p30,wint,2040,1273.450648
p30,wint,2042,1531.946607
p30,wint,2044,1809.766183
p30,wint,2046,2101.106167
p30,wint,2048,2399.224894
p30,wint,2050,2696.44287
p30,spri,2012,0.551722903
p30,spri,2014,2.272289421
p30,spri,2016,5.86314721
p30,spri,2018,12.35465215
p30,spri,2020,23.16599238
p30,spri,2022,39.4994885
p30,spri,2024,64.46364834
p30,spri,2026,99.57733957
p30,spri,2028,147.7386966
p30,spri,2030,213.9356651
p30,spri,2032,330.057985
p30,spri,2034,487.2316704
p30,spri,2036,693.2128803
p30,spri,2038,954.0589448
p30,spri,2040,1273.450648
p30,spri,2042,1531.946607
p30,spri,2044,1809.766183
p30,spri,2046,2101.106167
p30,spri,2048,2399.224894
p30,spri,2050,2696.44287
p31,summ,2012,0.808220832
p31,summ,2014,3.196729162
p31,summ,2016,7.939333458
p31,summ,2018,16.13703984
p31,summ,2020,29.24075414
p31,summ,2022,48.26661382
p31,summ,2024,76.37651592
p31,summ,2026,114.564013
p31,summ,2028,165.2698269
p31,summ,2030,232.9981402
p31,summ,2032,350.3616766
p31,summ,2034,504.6627891
p31,summ,2036,701.2826022
p31,summ,2038,943.5888225
p31,summ,2040,1232.361813
p31,summ,2042,1451.836628
p31,summ,2044,1680.882835
p31,summ,2046,1913.950829
p31,summ,2048,2144.900465
p31,summ,2050,2367.401702
p31,fall,2012,0.808220832
p31,fall,2014,3.196729162
p31,fall,2016,7.939333458
p31,fall,2018,16.13703984
p31,fall,2020,29.24075414
p31,fall,2022,48.26661382
p31,fall,2024,76.37651592
p31,fall,2026,114.564013
p31,fall,2028,165.2698269
p31,fall,2030,232.9981402
p31,fall,2032,350.3616766
p31,fall,2034,504.6627891
p31,fall,2036,701.2826022
p31,fall,2038,943.5888225
p31,fall,2040,1232.361813
p31,fall,2042,1451.836628
p31,fall,2044,1680.882835
p31,fall,2046,1913.950829
p31,fall,2048,2144.900465
p31,fall,2050,2367.401702
p31,wint,2012,0.808220832
p31,wint,2014,3.196729162
p31,wint,2016,7.939333458
p31,wint,2018,16.13703984
p31,wint,2020,29.24075414
p31,wint,2022,48.26661382
p31,wint,2024,76.37651592
p31,wint,2026,114.564013
p31,wint,2028,165.2698269
p31,wint,2030,232.9981402
p31,wint,2032,350.3616766
p31,wint,2034,504.6627891
p31,wint,2036,701.2826022
p31,wint,2038,943.5888225
p31,wint,2040,1232.361813
p31,wint,2042,1451.836628
p31,wint,2044,1680.882835
p31,wint,2046,1913.950829
p31,wint,2048,2144.900465
p31,wint,2050,2367.401702
p31,spri,2012,0.808220832
p31,spri,2014,3.196729162
p31,spri,2016,7.939333458
p31,spri,2018,16.13703984
p31,spri,2020,29.24075414
p31,spri,2022,48.26661382
p31,spri,2024,76.37651592
p31,spri,2026,114.564013
p31,spri,2028,165.2698269
p31,spri,2030,232.9981402
p31,spri,2032,350.3616766
p31,spri,2034,504.6627891
p31,spri,2036,701.2826022
p31,spri,2038,943.5888225
p31,spri,2040,1232.361813
p31,spri,2042,1451.836628
p31,spri,2044,1680.882835
p31,spri,2046,1913.950829
p31,spri,2048,2144.900465
p31,spri,2050,2367.401702
p32,summ,2012,0.06606238
p32,summ,2014,0.25977004
p32,summ,2016,0.641441383
p32,summ,2018,1.296353169
p32,summ,2020,2.335844342
p32,summ,2022,3.834364287
p32,summ,2024,6.03428299
p32,summ,2026,9.002586255
p32,summ,2028,12.9179258
p32,summ,2030,18.11608901
p32,summ,2032,27.09986616
p32,summ,2034,38.83486387
p32,summ,2036,53.6918352
p32,summ,2038,71.88244978
p32,summ,2040,93.41722084
p32,summ,2042,109.5176689
p32,summ,2044,126.1840331
p32,summ,2046,142.9967949
p32,summ,2048,159.4972252
p32,summ,2050,175.2247493
p32,fall,2012,0.06606238
p32,fall,2014,0.25977004
p32,fall,2016,0.641441383
p32,fall,2018,1.296353169
p32,fall,2020,2.335844342
p32,fall,2022,3.834364287
p32,fall,2024,6.03428299
p32,fall,2026,9.002586255
p32,fall,2028,12.9179258
p32,fall,2030,18.11608901
p32,fall,2032,27.09986616
p32,fall,2034,38.83486387
p32,fall,2036,53.6918352
p32,fall,2038,71.88244978
p32,fall,2040,93.41722084
p32,fall,2042,109.5176689
p32,fall,2044,126.1840331
p32,fall,2046,142.9967949
p32,fall,2048,159.4972252
p32,fall,2050,175.2247493
p32,wint,2012,0.06606238
p32,wint,2014,0.25977004
p32,wint,2016,0.641441383
p32,wint,2018,1.296353169
p32,wint,2020,2.335844342
p32,wint,2022,3.834364287
p32,wint,2024,6.03428299
p32,wint,2026,9.002586255
p32,wint,2028,12.9179258
p32,wint,2030,18.11608901
p32,wint,2032,27.09986616
p32,wint,2034,38.83486387
p32,wint,2036,53.6918352
p32,wint,2038,71.88244978
p32,wint,2040,93.41722084
p32,wint,2042,109.5176689
p32,wint,2044,126.1840331
p32,wint,2046,142.9967949
p32,wint,2048,159.4972252
p32,wint,2050,175.2247493
p32,spri,2012,0.06606238
p32,spri,2014,0.25977004
p32,spri,2016,0.641441383
p32,spri,2018,1.296353169
p32,spri,2020,2.335844342
p32,spri,2022,3.834364287
p32,spri,2024,6.03428299
p32,spri,2026,9.002586255
p32,spri,2028,12.9179258
p32,spri,2030,18.11608901
p32,spri,2032,27.09986616
p32,spri,2034,38.83486387
p32,spri,2036,53.6918352
p32,spri,2038,71.88244978
p32,spri,2040,93.41722084
p32,spri,2042,109.5176689
p32,spri,2044,126.1840331
p32,spri,2046,142.9967949
p32,spri,2048,159.4972252
p32,spri,2050,175.2247493
p33,summ,2012,1.79892273
p33,summ,2014,7.183563999
p33,summ,2016,18.00767519
p33,summ,2018,36.93336166
p33,summ,2020,67.51532014
p33,summ,2022,112.401187
p33,summ,2024,179.349497
p33,summ,2026,271.2094866
p33,summ,2028,394.3484184
p33,summ,2030,560.2432194
p33,summ,2032,848.7869311
p33,summ,2034,1231.561012
p33,summ,2036,1723.640381
p33,summ,2038,2335.372405
p33,summ,2040,3070.882522
p33,summ,2042,3641.838919
p33,summ,2044,4243.803073
p33,summ,2046,4862.894075
p33,summ,2048,5483.510441
p33,summ,2050,6089.014811
p33,fall,2012,1.79892273
p33,fall,2014,7.183563999
p33,fall,2016,18.00767519
p33,fall,2018,36.93336166
p33,fall,2020,67.51532014
p33,fall,2022,112.401187
p33,fall,2024,179.349497
p33,fall,2026,271.2094866
p33,fall,2028,394.3484184
p33,fall,2030,560.2432194
p33,fall,2032,848.7869311
p33,fall,2034,1231.561012
p33,fall,2036,1723.640381
p33,fall,2038,2335.372405
p33,fall,2040,3070.882522
p33,fall,2042,3641.838919
p33,fall,2044,4243.803073
p33,fall,2046,4862.894075
p33,fall,2048,5483.510441
p33,fall,2050,6089.014811
p33,wint,2012,1.79892273
p33,wint,2014,7.183563999
p33,wint,2016,18.00767519
p33,wint,2018,36.93336166
p33,wint,2020,67.51532014
p33,wint,2022,112.401187
p33,wint,2024,179.349497
p33,wint,2026,271.2094866
p33,wint,2028,394.3484184
p33,wint,2030,560.2432194
p33,wint,2032,848.7869311
p33,wint,2034,1231.561012
p33,wint,2036,1723.640381
p33,wint,2038,2335.372405
p33,wint,2040,3070.882522
p33,wint,2042,3641.838919
p33,wint,2044,4243.803073
p33,wint,2046,4862.894075
p33,wint,2048,5483.510441
p33,wint,2050,6089.014811
p33,spri,2012,1.79892273
p33,spri,2014,7.183563999
p33,spri,2016,18.00767519
p33,spri,2018,36.93336166
p33,spri,2020,67.51532014
p33,spri,2022,112.401187
p33,spri,2024,179.349497
p33,spri,2026,271.2094866
p33,spri,2028,394.3484184
p33,spri,2030,560.2432194
p33,spri,2032,848.7869311
p33,spri,2034,1231.561012
p33,spri,2036,1723.640381
p33,spri,2038,2335.372405
p33,spri,2040,3070.882522
p33,spri,2042,3641.838919
p33,spri,2044,4243.803073
p33,spri,2046,4862.894075
p33,spri,2048,5483.510441
p33,spri,2050,6089.014811
p34,summ,2012,0.566104551
p34,summ,2014,2.260601974
p34,summ,2016,5.666850896
p34,summ,2018,11.62259156
p34,summ,2020,21.24645455
p34,summ,2022,35.37162686
p34,summ,2024,56.43964849
p34,summ,2026,85.34714816
p34,summ,2028,124.0978452
p34,summ,2030,176.3034238
p34,summ,2032,267.1054942
p34,summ,2034,387.5610012
p34,summ,2036,542.4138838
p34,summ,2038,734.9203641
p34,summ,2040,966.3786797
p34,summ,2042,1146.053442
p34,summ,2044,1335.486063
p34,summ,2046,1530.308347
p34,summ,2048,1725.610648
p34,summ,2050,1916.157343
p34,fall,2012,0.566104551
p34,fall,2014,2.260601974
p34,fall,2016,5.666850896
p34,fall,2018,11.62259156
p34,fall,2020,21.24645455
p34,fall,2022,35.37162686
p34,fall,2024,56.43964849
p34,fall,2026,85.34714816
p34,fall,2028,124.0978452
p34,fall,2030,176.3034238
p34,fall,2032,267.1054942
p34,fall,2034,387.5610012
p34,fall,2036,542.4138838
p34,fall,2038,734.9203641
p34,fall,2040,966.3786797
p34,fall,2042,1146.053442
p34,fall,2044,1335.486063
p34,fall,2046,1530.308347
p34,fall,2048,1725.610648
p34,fall,2050,1916.157343
p34,wint,2012,0.566104551
p34,wint,2014,2.260601974
p34,wint,2016,5.666850896
p34,wint,2018,11.62259156
p34,wint,2020,21.24645455
p34,wint,2022,35.37162686
p34,wint,2024,56.43964849
p34,wint,2026,85.34714816
p34,wint,2028,124.0978452
p34,wint,2030,176.3034238
p34,wint,2032,267.1054942
p34,wint,2034,387.5610012
p34,wint,2036,542.4138838
p34,wint,2038,734.9203641
p34,wint,2040,966.3786797
p34,wint,2042,1146.053442
p34,wint,2044,1335.486063
p34,wint,2046,1530.308347
p34,wint,2048,1725.610648
p34,wint,2050,1916.157343
p34,spri,2012,0.566104551
p34,spri,2014,2.260601974
p34,spri,2016,5.666850896
p34,spri,2018,11.62259156
p34,spri,2020,21.24645455
p34,spri,2022,35.37162686
p34,spri,2024,56.43964849
p34,spri,2026,85.34714816
p34,spri,2028,124.0978452
p34,spri,2030,176.3034238
p34,spri,2032,267.1054942
p34,spri,2034,387.5610012
p34,spri,2036,542.4138838
p34,spri,2038,734.9203641
p34,spri,2040,966.3786797
p34,spri,2042,1146.053442
p34,spri,2044,1335.486063
p34,spri,2046,1530.308347
p34,spri,2048,1725.610648
p34,spri,2050,1916.157343
p35,summ,2012,0.025901671
p35,summ,2014,0.102483265
p35,summ,2016,0.254611379
p35,summ,2018,0.517679856
p35,summ,2020,0.938354719
p35,summ,2022,1.549399902
p35,summ,2024,2.452518825
p35,summ,2026,3.679881499
p35,summ,2028,5.310189584
p35,summ,2030,7.488540557
p35,summ,2032,11.26386559
p35,summ,2034,16.22915287
p35,summ,2036,22.55845266
p35,summ,2038,30.3611628
p35,summ,2040,39.66352377
p35,summ,2042,46.7397164
p35,summ,2044,54.12765434
p35,summ,2046,61.64869695
p35,summ,2048,69.10506865
p35,summ,2050,76.29259187
p35,fall,2012,0.025901671
p35,fall,2014,0.102483265
p35,fall,2016,0.254611379
p35,fall,2018,0.517679856
p35,fall,2020,0.938354719
p35,fall,2022,1.549399902
p35,fall,2024,2.452518825
p35,fall,2026,3.679881499
p35,fall,2028,5.310189584
p35,fall,2030,7.488540557
p35,fall,2032,11.26386559
p35,fall,2034,16.22915287
p35,fall,2036,22.55845266
p35,fall,2038,30.3611628
p35,fall,2040,39.66352377
p35,fall,2042,46.7397164
p35,fall,2044,54.12765434
p35,fall,2046,61.64869695
p35,fall,2048,69.10506865
p35,fall,2050,76.29259187
p35,wint,2012,0.025901671
p35,wint,2014,0.102483265
p35,wint,2016,0.254611379
p35,wint,2018,0.517679856
p35,wint,2020,0.938354719
p35,wint,2022,1.549399902
p35,wint,2024,2.452518825
p35,wint,2026,3.679881499
p35,wint,2028,5.310189584
p35,wint,2030,7.488540557
p35,wint,2032,11.26386559
p35,wint,2034,16.22915287
p35,wint,2036,22.55845266
p35,wint,2038,30.3611628
p35,wint,2040,39.66352377
p35,wint,2042,46.7397164
p35,wint,2044,54.12765434
p35,wint,2046,61.64869695
p35,wint,2048,69.10506865
p35,wint,2050,76.29259187
p35,spri,2012,0.025901671
p35,spri,2014,0.102483265
p35,spri,2016,0.254611379
p35,spri,2018,0.517679856
p35,spri,2020,0.938354719
p35,spri,2022,1.549399902
p35,spri,2024,2.452518825
p35,spri,2026,3.679881499
p35,spri,2028,5.310189584
p35,spri,2030,7.488540557
p35,spri,2032,11.26386559
p35,spri,2034,16.22915287
p35,spri,2036,22.55845266
p35,spri,2038,30.3611628
p35,spri,2040,39.66352377
p35,spri,2042,46.7397164
p35,spri,2044,54.12765434
p35,spri,2046,61.64869695
p35,spri,2048,69.10506865
p35,spri,2050,76.29259187
p36,summ,2012,0.094045711
p36,summ,2014,0.367203789
p36,summ,2016,0.900339138
p36,summ,2018,1.806798048
p36,summ,2020,3.232696226
p36,summ,2022,5.26932505
p36,summ,2024,8.234274804
p36,summ,2026,12.19862223
p36,summ,2028,17.38110479
p36,summ,2030,24.20447825
p36,summ,2032,35.9535896
p36,summ,2034,51.16184036
p36,summ,2036,70.23908976
p36,summ,2038,93.37809834
p36,summ,2040,120.5028931
p36,summ,2042,140.2840247
p36,summ,2044,160.5013253
p36,summ,2046,180.6157758
p36,summ,2048,200.0480017
p36,summ,2050,218.2393477
p36,fall,2012,0.094045711
p36,fall,2014,0.367203789
p36,fall,2016,0.900339138
p36,fall,2018,1.806798048
p36,fall,2020,3.232696226
p36,fall,2022,5.26932505
p36,fall,2024,8.234274804
p36,fall,2026,12.19862223
p36,fall,2028,17.38110479
p36,fall,2030,24.20447825
p36,fall,2032,35.9535896
p36,fall,2034,51.16184036
p36,fall,2036,70.23908976
p36,fall,2038,93.37809834
p36,fall,2040,120.5028931
p36,fall,2042,140.2840247
p36,fall,2044,160.5013253
p36,fall,2046,180.6157758
p36,fall,2048,200.0480017
p36,fall,2050,218.2393477
p36,wint,2012,0.094045711
p36,wint,2014,0.367203789
p36,wint,2016,0.900339138
p36,wint,2018,1.806798048
p36,wint,2020,3.232696226
p36,wint,2022,5.26932505
p36,wint,2024,8.234274804
p36,wint,2026,12.19862223
p36,wint,2028,17.38110479
p36,wint,2030,24.20447825
p36,wint,2032,35.9535896
p36,wint,2034,51.16184036
p36,wint,2036,70.23908976
p36,wint,2038,93.37809834
p36,wint,2040,120.5028931
p36,wint,2042,140.2840247
p36,wint,2044,160.5013253
p36,wint,2046,180.6157758
p36,wint,2048,200.0480017
p36,wint,2050,218.2393477
p36,spri,2012,0.094045711
p36,spri,2014,0.367203789
p36,spri,2016,0.900339138
p36,spri,2018,1.806798048
p36,spri,2020,3.232696226
p36,spri,2022,5.26932505
p36,spri,2024,8.234274804
p36,spri,2026,12.19862223
p36,spri,2028,17.38110479
p36,spri,2030,24.20447825
p36,spri,2032,35.9535896
p36,spri,2034,51.16184036
p36,spri,2036,70.23908976
p36,spri,2038,93.37809834
p36,spri,2040,120.5028931
p36,spri,2042,140.2840247
p36,spri,2044,160.5013253
p36,spri,2046,180.6157758
p36,spri,2048,200.0480017
p36,spri,2050,218.2393477
p37,summ,2012,0.199827944
p37,summ,2014,0.780233119
p37,summ,2016,1.913036942
p37,summ,2018,3.839077151
p37,summ,2020,6.868819805
p37,summ,2022,11.19624046
p37,summ,2024,17.49615365
p37,summ,2026,25.91958296
p37,summ,2028,36.93130084
p37,summ,2030,51.42957704
p37,summ,2032,76.3940411
p37,summ,2034,108.7084705
p37,summ,2036,149.2437325
p37,summ,2038,198.4094039
p37,summ,2040,256.0440577
p37,summ,2042,298.0749257
p37,summ,2044,341.0325638
p37,summ,2046,383.7716667
p37,summ,2048,425.0611813
p37,summ,2050,463.7140793
p37,fall,2012,0.199827944
p37,fall,2014,0.780233119
p37,fall,2016,1.913036942
p37,fall,2018,3.839077151
p37,fall,2020,6.868819805
p37,fall,2022,11.19624046
p37,fall,2024,17.49615365
p37,fall,2026,25.91958296
p37,fall,2028,36.93130084
p37,fall,2030,51.42957704
p37,fall,2032,76.3940411
p37,fall,2034,108.7084705
p37,fall,2036,149.2437325
p37,fall,2038,198.4094039
p37,fall,2040,256.0440577
p37,fall,2042,298.0749257
p37,fall,2044,341.0325638
p37,fall,2046,383.7716667
p37,fall,2048,425.0611813
p37,fall,2050,463.7140793
p37,wint,2012,0.199827944
p37,wint,2014,0.780233119
p37,wint,2016,1.913036942
p37,wint,2018,3.839077151
p37,wint,2020,6.868819805
p37,wint,2022,11.19624046
p37,wint,2024,17.49615365
p37,wint,2026,25.91958296
p37,wint,2028,36.93130084
p37,wint,2030,51.42957704
p37,wint,2032,76.3940411
p37,wint,2034,108.7084705
p37,wint,2036,149.2437325
p37,wint,2038,198.4094039
p37,wint,2040,256.0440577
p37,wint,2042,298.0749257
p37,wint,2044,341.0325638
p37,wint,2046,383.7716667
p37,wint,2048,425.0611813
p37,wint,2050,463.7140793
p37,spri,2012,0.199827944
p37,spri,2014,0.780233119
p37,spri,2016,1.913036942
p37,spri,2018,3.839077151
p37,spri,2020,6.868819805
p37,spri,2022,11.19624046
p37,spri,2024,17.49615365
p37,spri,2026,25.91958296
p37,spri,2028,36.93130084
p37,spri,2030,51.42957704
p37,spri,2032,76.3940411
p37,spri,2034,108.7084705
p37,spri,2036,149.2437325
p37,spri,2038,198.4094039
p37,spri,2040,256.0440577
p37,spri,2042,298.0749257
p37,spri,2044,341.0325638
p37,spri,2046,383.7716667
p37,spri,2048,425.0611813
p37,spri,2050,463.7140793
p38,summ,2012,0.302435995
p38,summ,2014,1.189236755
p38,summ,2016,2.936542136
p38,summ,2018,5.934752272
p38,summ,2020,10.69358092
p38,summ,2022,17.5538601
p38,summ,2024,27.62516848
p38,summ,2026,41.21416951
p38,summ,2028,59.13873728
p38,summ,2030,82.93611881
p38,summ,2032,124.0641796
p38,summ,2034,177.7874287
p38,summ,2036,245.8031875
p38,summ,2038,329.0804871
p38,summ,2040,427.6674575
p38,summ,2042,501.3758982
p38,summ,2044,577.6751237
p38,summ,2046,654.6445629
p38,summ,2048,730.184137
p38,summ,2050,802.1853182
p38,fall,2012,0.302435995
p38,fall,2014,1.189236755
p38,fall,2016,2.936542136
p38,fall,2018,5.934752272
p38,fall,2020,10.69358092
p38,fall,2022,17.5538601
p38,fall,2024,27.62516848
p38,fall,2026,41.21416951
p38,fall,2028,59.13873728
p38,fall,2030,82.93611881
p38,fall,2032,124.0641796
p38,fall,2034,177.7874287
p38,fall,2036,245.8031875
p38,fall,2038,329.0804871
p38,fall,2040,427.6674575
p38,fall,2042,501.3758982
p38,fall,2044,577.6751237
p38,fall,2046,654.6445629
p38,fall,2048,730.184137
p38,fall,2050,802.1853182
p38,wint,2012,0.302435995
p38,wint,2014,1.189236755
p38,wint,2016,2.936542136
p38,wint,2018,5.934752272
p38,wint,2020,10.69358092
p38,wint,2022,17.5538601
p38,wint,2024,27.62516848
p38,wint,2026,41.21416951
p38,wint,2028,59.13873728
p38,wint,2030,82.93611881
p38,wint,2032,124.0641796
p38,wint,2034,177.7874287
p38,wint,2036,245.8031875
p38,wint,2038,329.0804871
p38,wint,2040,427.6674575
p38,wint,2042,501.3758982
p38,wint,2044,577.6751237
p38,wint,2046,654.6445629
p38,wint,2048,730.184137
p38,wint,2050,802.1853182
p38,spri,2012,0.302435995
p38,spri,2014,1.189236755
p38,spri,2016,2.936542136
p38,spri,2018,5.934752272
p38,spri,2020,10.69358092
p38,spri,2022,17.5538601
p38,spri,2024,27.62516848
p38,spri,2026,41.21416951
p38,spri,2028,59.13873728
p38,spri,2030,82.93611881
p38,spri,2032,124.0641796
p38,spri,2034,177.7874287
p38,spri,2036,245.8031875
p38,spri,2038,329.0804871
p38,spri,2040,427.6674575
p38,spri,2042,501.3758982
p38,spri,2044,577.6751237
p38,spri,2046,654.6445629
p38,spri,2048,730.184137
p38,spri,2050,802.1853182
p39,summ,2012,0.050687582
p39,summ,2014,0.199341167
p39,summ,2016,0.492294626
p39,summ,2018,0.99506417
p39,summ,2020,1.793208991
p39,summ,2022,2.944008753
p39,summ,2024,4.633719544
p39,summ,2026,6.913996916
p39,summ,2028,9.92229495
p39,summ,2030,13.91684324
p39,summ,2032,20.82092521
p39,summ,2034,29.84081982
p39,summ,2036,41.26225434
p39,summ,2038,55.24879622
p39,summ,2040,71.80948357
p39,summ,2042,84.19639162
p39,summ,2044,97.0214568
p39,summ,2046,109.9621739
p39,summ,2048,122.6657874
p39,summ,2050,134.7778764
p39,fall,2012,0.050687582
p39,fall,2014,0.199341167
p39,fall,2016,0.492294626
p39,fall,2018,0.99506417
p39,fall,2020,1.793208991
p39,fall,2022,2.944008753
p39,fall,2024,4.633719544
p39,fall,2026,6.913996916
p39,fall,2028,9.92229495
p39,fall,2030,13.91684324
p39,fall,2032,20.82092521
p39,fall,2034,29.84081982
p39,fall,2036,41.26225434
p39,fall,2038,55.24879622
p39,fall,2040,71.80948357
p39,fall,2042,84.19639162
p39,fall,2044,97.0214568
p39,fall,2046,109.9621739
p39,fall,2048,122.6657874
p39,fall,2050,134.7778764
p39,wint,2012,0.050687582
p39,wint,2014,0.199341167
p39,wint,2016,0.492294626
p39,wint,2018,0.99506417
p39,wint,2020,1.793208991
p39,wint,2022,2.944008753
p39,wint,2024,4.633719544
p39,wint,2026,6.913996916
p39,wint,2028,9.92229495
p39,wint,2030,13.91684324
p39,wint,2032,20.82092521
p39,wint,2034,29.84081982
p39,wint,2036,41.26225434
p39,wint,2038,55.24879622
p39,wint,2040,71.80948357
p39,wint,2042,84.19639162
p39,wint,2044,97.0214568
p39,wint,2046,109.9621739
p39,wint,2048,122.6657874
p39,wint,2050,134.7778764
p39,spri,2012,0.050687582
p39,spri,2014,0.199341167
p39,spri,2016,0.492294626
p39,spri,2018,0.99506417
p39,spri,2020,1.793208991
p39,spri,2022,2.944008753
p39,spri,2024,4.633719544
p39,spri,2026,6.913996916
p39,spri,2028,9.92229495
p39,spri,2030,13.91684324
p39,spri,2032,20.82092521
p39,spri,2034,29.84081982
p39,spri,2036,41.26225434
p39,spri,2038,55.24879622
p39,spri,2040,71.80948357
p39,spri,2042,84.19639162
p39,spri,2044,97.0214568
p39,spri,2046,109.9621739
p39,spri,2048,122.6657874
p39,spri,2050,134.7778764
p40,summ,2012,0.284732604
p40,summ,2014,1.119779778
p40,summ,2016,2.765417577
p40,summ,2018,5.589676995
p40,summ,2020,10.07317854
p40,summ,2022,16.53768521
p40,summ,2024,26.0294726
p40,summ,2026,38.83871079
p40,summ,2028,55.73753483
p40,summ,2030,78.17652455
p40,summ,2032,116.9595391
p40,summ,2034,167.627927
p40,summ,2036,231.7867338
p40,summ,2038,310.3547837
p40,summ,2040,403.3828476
p40,summ,2042,472.9651088
p40,summ,2044,545.0086754
p40,summ,2046,617.7019056
p40,summ,2048,689.0632293
p40,summ,2050,757.1017207
p40,fall,2012,0.284732604
p40,fall,2014,1.119779778
p40,fall,2016,2.765417577
p40,fall,2018,5.589676995
p40,fall,2020,10.07317854
p40,fall,2022,16.53768521
p40,fall,2024,26.0294726
p40,fall,2026,38.83871079
p40,fall,2028,55.73753483
p40,fall,2030,78.17652455
p40,fall,2032,116.9595391
p40,fall,2034,167.627927
p40,fall,2036,231.7867338
p40,fall,2038,310.3547837
p40,fall,2040,403.3828476
p40,fall,2042,472.9651088
p40,fall,2044,545.0086754
p40,fall,2046,617.7019056
p40,fall,2048,689.0632293
p40,fall,2050,757.1017207
p40,wint,2012,0.284732604
p40,wint,2014,1.119779778
p40,wint,2016,2.765417577
p40,wint,2018,5.589676995
p40,wint,2020,10.07317854
p40,wint,2022,16.53768521
