cendiv,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
NE,1,0.982915472,0.985626631,0.987823326,1.058878366,0.988983735,0.979422374,1.037609091,1.030140151,1.000770116,1.000384191,0.99972495,0.998926842,1.003625839,1.005854349,1.007556572,1.010739506,1.014966941,1.02102319,1.026870369,1.030349174,1.035207835,1.040350995,1.045170245,1.051468258,1.057025952,1.063825489,1.069272522,1.076067002,1.084152306,1.091391639,1.097178299,1.103863899,1.111797991,1.118311604,1.125657324,1.133210762,1.141544121,1.150562576,1.159344206,1.168631277
MA,1,0.992043248,0.978389178,0.976678812,1.001664577,1.000217984,0.99473704,0.976969837,1.0073697,0.982451103,0.991550789,0.990705829,0.990765232,0.990951473,0.988549241,0.987050563,0.985591165,0.986473623,0.987343276,0.99001448,0.989654959,0.989681324,0.98954201,0.989702743,0.990568266,0.991635662,0.995311577,0.996175608,0.999613228,1.003554816,1.006221654,1.007647056,1.011041179,1.014869771,1.016698809,1.020394651,1.023150579,1.027382289,1.032508455,1.037884671,1.043122223
ENC,1,0.999947527,0.996116476,0.979727235,0.987822802,0.966034183,0.966785766,0.951912447,0.984493756,0.967610372,0.975700143,0.975439297,0.977026698,0.982359983,0.983783936,0.988449155,0.992775512,0.994528355,1.001827052,1.006517008,1.008228005,1.009900431,1.013247814,1.012093122,1.018492623,1.021130806,1.023161978,1.029427824,1.035001618,1.039937798,1.041889863,1.045315892,1.049529864,1.0545532,1.058773795,1.064251414,1.069193714,1.074411528,1.080745488,1.086536577,1.093303925
WNC,1,1.001503151,0.999980532,1.000194458,1.032242333,1.012234716,1.007673938,1.001686743,1.03689701,1.005951658,1.017029047,1.022470557,1.027844782,1.034938875,1.040189676,1.047268826,1.0529467,1.058280665,1.066116105,1.0725407,1.07586312,1.079668685,1.083676362,1.086592313,1.092814864,1.09757317,1.102907414,1.109625241,1.117065426,1.123804007,1.128538927,1.13439527,1.141181558,1.14814773,1.154922774,1.162470386,1.169714239,1.177225727,1.185680506,1.194131757,1.203289956
SA,1,0.970762202,0.946770748,0.951372534,0.968482661,0.966938357,0.970781223,0.952746935,0.989450438,0.987323913,0.999456744,1.006366484,1.012936621,1.018343207,1.022778659,1.027297427,1.031534763,1.037509047,1.044557122,1.052125643,1.057482477,1.06360062,1.069730513,1.076039324,1.083004686,1.090234445,1.098447783,1.10620727,1.115629213,1.124764376,1.132575018,1.141041153,1.150243366,1.159739252,1.168755095,1.178104871,1.187575849,1.197672757,1.208736677,1.219739244,1.231445916
ESC,1,0.973329295,0.947958025,0.971938821,0.945959248,0.910170367,0.900656522,0.872908599,0.919356653,0.930962935,0.943197766,0.953773563,0.961719924,0.965730141,0.970586516,0.975510766,0.979563812,0.984539067,0.989913765,0.995146914,0.998022199,1.001844723,1.005022033,1.008682787,1.012339869,1.016570115,1.022158889,1.026754957,1.033156746,1.038856329,1.043238407,1.04812718,1.053623813,1.058838728,1.063900804,1.068832128,1.074197653,1.079798412,1.085997615,1.092050748,1.099137898
WSC,1,1.037700364,1.013152269,1.01914245,1.083511761,1.091715675,1.083584842,1.080611124,1.13327826,1.144944339,1.15673388,1.173015431,1.187474661,1.193060718,1.203388284,1.210101417,1.212900316,1.220639252,1.227606017,1.236971722,1.245379741,1.25503712,1.262896756,1.274708395,1.282173482,1.290453075,1.303984662,1.311775733,1.324496261,1.336367724,1.34848865,1.359404188,1.370113562,1.383209483,1.394827442,1.407342756,1.417340878,1.428322016,1.441279677,1.45369377,1.467089343
MTN,1,1.021511553,1.037194789,1.032980406,1.035247223,1.040443895,1.052869825,1.06810183,1.080338546,1.084115347,1.109222877,1.124353706,1.134881593,1.148324331,1.161407339,1.173320421,1.184091893,1.196616447,1.210126518,1.22303871,1.233182287,1.244261127,1.255061916,1.266829436,1.280040529,1.294115334,1.308460945,1.323390077,1.339733199,1.356068342,1.371887075,1.387895044,1.404538642,1.421335635,1.438255497,1.455278988,1.473441347,1.491514403,1.509602417,1.527954766,1.547158746
PA,1,1.020223866,1.02321719,1.017998747,1.031353365,1.036144226,1.033848457,1.057928935,1.057021669,1.029802909,1.054927691,1.066918181,1.071422336,1.073821964,1.075352604,1.075934247,1.076394726,1.078545195,1.084750331,1.090222512,1.092071004,1.096165196,1.101483967,1.107466673,1.115165263,1.122728976,1.129909922,1.139139719,1.149375536,1.160177761,1.171365992,1.18323974,1.19555432,1.207827631,1.220628772,1.234079308,1.248680008,1.263619645,1.279631386,1.295781897,1.31290412
