r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p1,fall,6822.6878000000015,6932.1732,7041.6586,7022.6759,7003.6932,7057.828799999998,7111.9644,7234.955449999998,7357.9465,7520.2265499999985,7682.5066,7775.81075,7869.1149,8023.912899999998,8178.7109,8366.1947,8553.6785,8839.59505,9125.5116,9444.5901,9763.6686,10109.33105,10454.9935,10837.93745,11220.8814,11612.63765,12004.3939,12384.757,12765.1201,13118.58225,13472.0444,13813.17235,14154.3003,14478.80155,14803.3028,15126.44915,15449.5955,15774.2128,16098.8301,16421.120750000002,16743.4114
p1,spri,7583.4580000000005,7705.15675,7826.8555,7805.7427,7784.6299,7844.8088499999985,7904.9878,8040.52665,8176.0655000000015,8349.6254,8523.185300000001,8604.774000000001,8686.3627,8815.394199999999,8944.4257,9070.25565,9196.0856,9398.47815,9627.2115,9876.30545,10138.8614,10449.23485,10759.6083,11106.45335,11453.2984,11813.36405,12173.4297,12528.1823,12882.9349,13217.293,13551.6511,13879.08395,14207.3328,14532.0706,14856.8084,15181.5507,15506.293,15833.03835,16159.7837,16484.65005,16809.5164
p1,summ,6195.3615,6294.7865999999985,6394.2117,6376.9650999999985,6359.7185,6408.8750500000015,6458.0316,6562.50085,6666.970100000001,6804.546350000001,6942.1226,7010.1345,7078.1464,7199.169,7322.7579,7466.0412,7609.3245,7823.1566,8064.66403,8335.806980000001,8606.949929999999,8901.41332,9195.876709999999,9523.533835,9851.19096,10186.15433,10521.1177,10844.70925,11168.3008,11465.857800000002,11763.4148,12046.36735,12329.3199,12594.8334,12860.3469,13121.3854,13382.4239,13642.00075,13901.5776,14157.8438,14414.11
p1,wint,8316.7403,8450.2061,8583.6719,8560.52605,8537.3802,8603.378499999999,8669.3768,8825.9977,8982.6186,9184.61665,9386.6147,9497.9624,9609.3101,9787.34265,9965.3752,10167.16905,10368.9629,10659.26855,10949.5742,11266.422750000002,11583.2713,11923.76225,12264.2532,12644.3897,13024.5262,13420.83335,13817.1405,14210.35135,14609.1651,14993.30455,15377.444,15753.64615,16129.8483,16495.232,16860.6157,17229.7912,17598.9667,17972.524550000002,18346.0824,18722.3092,19107.0569
p10,fall,23616.4871,23739.10935,23861.7316,23847.61135,23833.4911,23802.17765,23770.8642,24060.9315,24350.9988,24793.59795,25236.1971,25488.92205,25741.647,25899.3806,26057.1142,26312.54505,26567.9759,27139.730150000007,27711.4844,28357.59655,29003.7087,29729.86195,30456.0152,31270.24855,32084.4819,32940.1645,33795.8471,34653.710049999994,35514.8813,36362.80255,37210.7238,38024.64285,38838.5619,39635.0271,40431.4923,41286.42915,42141.365999999995,42997.7545,43854.143,44727.5935,45601.044
p10,spri,19085.1917,19184.29385,19283.396,19271.98255,19260.5691,19235.25405,19209.939,19449.0715,19688.203999999998,20053.3604,20418.5168,20638.0427,20857.5686,21009.86845,21162.1683,21411.74065,21661.313,22203.1752,22745.0374,23359.9207,23985.4684,24729.91165,25474.3549,26292.1636,27109.9723,27943.7694,28777.5665,29589.20735,30400.8482,31164.4566,31928.065,32652.57535,33377.0857,34070.93465,34764.7836,35488.06715,36211.3507,36961.23825,37711.1258,38473.8619,39236.598
p10,summ,24597.5012,24725.2208,24852.9404,24838.2318,24823.5232,24790.90275,24758.2823,25060.1994,25362.1165,25822.5041,26282.8917,26544.53685,26806.182,26967.50715,27128.8323,27389.57455,27650.3168,28236.1402,28821.9636,29482.6038,30143.244,30884.7995,31647.6636,32534.30065,33420.9377,34339.587999999996,35258.2383,36165.6438,37073.0493,37936.34005,38799.6308,39625.0913,40450.5518,41257.0708,42063.5898,42933.2508,43802.9118,44671.8329,45540.754,46427.6615,47314.569
p10,wint,17353.2272,17443.324549999998,17533.421899999998,17523.0516,17512.6813,17489.66515,17466.648999999998,17685.2595,17903.87,18237.6155,18571.361,18774.02825,18976.6955,19120.15625,19263.617,19498.8831,19734.1492,20241.8719,20749.5946,21326.57515,21903.5557,22546.30225,23189.0488,23899.48805,24609.9273,25391.987650000006,26182.0037,26956.6308,27731.2579,28469.14365,29207.0294,29917.8683,30628.7072,31312.4525,31996.1978,32687.0803,33377.9628,34098.3494,34818.736000000004,35550.22865,36281.7213
p100,fall,489.9215,476.7129005,463.504301,468.620591,473.736881,474.16834450000005,474.599808,474.971495,475.343182,481.3074085,487.27163499999995,491.61918,495.966725,502.7877165,509.60870800000004,517.4718730000001,525.3350379999999,537.4591290000002,549.58322,562.5866589999999,575.590098,589.2561714999998,602.922245,617.8919639999998,632.861683,647.9371160000002,663.012549,677.5448265,692.077104,704.759145,717.441186,729.2991405,741.157095,752.5467175,763.9363400000001,775.1840199999998,786.4317,797.702475,808.97325,820.602305,832.23136
p100,spri,461.383217,448.944356,436.505495,441.3233705,446.141246,446.54745099999997,446.95365599999997,447.162801,447.371946,452.7661675,458.16038899999995,461.7582675,465.356146,470.89175199999994,476.427358,482.1948675,487.96237699999995,496.2299835,508.203789,521.6010349999999,534.9982809999999,549.0683305,563.13838,578.3795885,593.6207969999999,608.7174245000001,623.8140520000002,638.0762139999999,652.3383759999999,664.520075,676.701774,687.8108975,698.920021,709.2428555,719.56569,729.48978,739.41387,749.1875299999998,758.96119,768.94731,778.9334299999999
p100,summ,530.8866469999999,516.5733505000002,502.260054,507.8042225,513.348391,513.815663,514.282935,514.6329935,514.9830519999999,521.3641250000002,527.7451980000001,532.2623134999999,536.7794289999998,543.8148739999998,550.850319,559.065159,567.598534,580.7689684999999,593.939403,608.0718965,622.20439,637.0617345000002,651.919079,668.1968125000002,684.474546,700.855899,717.2372519999999,733.0257915,748.8143309999999,762.594147,776.373963,789.264323,802.154683,814.5466265,826.93857,839.2037300000001,851.46889,863.7864549999998,876.1040199999999,888.8380199999999,901.57202
p100,wint,502.75102400000003,489.196193,475.641362,480.891762,486.142162,486.5849745,487.027787,487.50874400000004,487.989701,494.293081,500.59646100000003,504.843099,509.089737,515.3316355000001,522.1773099999999,529.5520799999999,537.476825,549.6059275,561.7350299999998,574.5614204999998,587.3878109999998,600.7941905,614.20057,628.886535,643.5725,658.4665235,673.360547,687.924413,702.488279,715.525633,728.562987,741.2667835,753.9705799999998,766.7456315000001,779.520683,792.6664764999999,805.81227,819.3510845000002,832.889899,846.9332045000001,860.9765100000002
p101,fall,26432.2998,25719.672000000002,25007.0442,25283.0754,25559.1066,25582.3732,25605.6398,25618.175000000007,25630.7102,25938.64335,26246.5765,26451.50065,26664.2545,26994.6495,27325.0445,27683.09775,28041.151,28575.214,29109.277000000002,29668.00005,30226.7231,30894.0386,31571.7308,32318.8603,33065.9898,33817.94945,34569.9091,35297.599149999995,36025.2892,36657.77675000001,37290.2643,37880.38175,38470.4992,39034.57485000001,39598.6505,40152.9768,40707.3031,41259.38145,41811.4598,42376.995550000014,42942.5313
p101,spri,25888.4427,25190.48825,24492.5338,24762.87435,25033.2149,25056.001,25078.7871,25094.6229,25110.4587,25417.9797,25725.5007,25939.007,26152.5133,26485.00955,26817.5058,27183.51715,27549.5285,28100.28865,28651.0488,29248.6867,29917.7121,30620.57485,31323.4376,32095.98855,32868.5395,33642.7875,34417.0355,35162.9271,35908.8187,36555.24185000001,37201.665,37802.43875,38403.2125,38973.783,39544.3535,40102.5771,40660.8007,41215.74395,41770.6872,42338.32565,42917.0804
p101,summ,27864.7998,27113.56495,26362.3301,26653.31405,26944.298,26968.82705,26993.3561,27009.2063,27025.0565,27353.99555,27682.9346,27908.1597,28133.3848,28483.35425,28833.3237,29213.41445,29593.5052,30160.9797,30728.4542,31322.1605,31952.289,32672.9409,33393.5928,34187.0401,34980.4874,35777.793900000004,36575.1004,37345.3945,38115.6886,38784.1638,39452.638999999996,40075.47875,40698.3185,41296.66855,41918.6816,42524.7754,43130.8692,43732.89900000001,44334.9288,44949.9312,45564.9336
p101,wint,27059.36614,26329.82343,25600.28072,25882.847305000003,26165.41389,26189.2664,26213.11891,26213.642715,26214.16652,26491.08136,26767.9962,26918.029045,27068.061889999997,27305.79263,27543.52337,27751.278325,27959.03328,28232.423515,28505.81375,28757.711989999996,29009.610230000002,29260.35232,29511.09441,29811.93915,30496.58613,31219.253405,31941.920680000003,32633.140285,33324.35989,33917.636660000004,34510.91343,35058.43408,35605.95473,36120.325195,36634.695660000005,37132.14414,37629.592619999996,38117.59673000001,38605.60084,39099.60677,39593.6127
p102,fall,14568.8984,14176.12565,13783.3529,13935.4842,14087.6155,14100.4427,14113.2699,14119.94725,14126.6246,14295.994,14465.3634,14577.291,14689.2186,14861.83375,15034.4489,15214.23125,15394.0136,15654.65725,15915.3009,16182.784,16450.2671,16727.41905,17004.571,17315.4362,17626.3014,17948.13355,18269.9657,18590.691700000007,18919.6995,19224.143900000006,19528.5883,19815.83705,20115.9487,20410.8927,20723.3152,21031.871730000003,21340.42826,21646.33476,21952.24126,22263.93111,22575.62096
p102,spri,14317.0362,13931.0448,13545.0534,13694.560699999998,13844.068000000001,13856.66915,13869.2703,13876.3081,13883.3459,14050.54605,14217.7462,14329.5992,14441.4522,14614.4619,14787.4716,14970.388,15153.3044,15434.0569,15730.1417,16040.9381,16351.7345,16676.2167,17000.6989,17360.725599999998,17720.7523,18111.87005,18521.7565,18917.36435,19312.9722,19656.1169,19999.2616,20318.55625,20637.8509,20941.7813,21245.7117,21543.49395,21841.2762,22137.3685,22433.4608,22736.41375,23039.3667
p102,summ,15386.9472,14972.1135,14557.2798,14717.95745,14878.6351,14892.17785,14905.7206,14912.9696,14920.2186,15099.35395,15278.4893,15397.3111,15516.1329,15699.52755,15882.9222,16074.9491,16266.976,16546.55265,16826.1293,17113.7004,17401.2715,17711.6887,18048.5897,18441.77795,18869.7952,19299.88335,19729.9715,20145.50455,20561.0376,20921.62995,21282.2223,21618.205,21954.1877,22274.9159,22595.6441,22910.638250000004,23225.6324,23539.3774,23853.1224,24174.61705,24496.1117
p102,wint,12878.878840000001,12531.665234999999,12184.45163,12318.937005,12453.42238,12464.758565,12476.09475,12476.357055,12476.619359999999,12608.39897,12740.17858,12811.600745,12883.02291,12996.17371,13109.324509999999,13208.189934999999,13307.05536,13437.195044999999,13567.33473,13687.218584999999,13807.10244,14177.834255000002,14560.518119999999,14978.389845000003,15396.261569999999,15811.02135,16225.781130000001,16621.383094999994,17016.98506,17358.754334999998,17700.52361,18015.896500000006,18331.26939,18625.651005,18920.03262,19204.682965,19489.33331,19770.751705000002,20052.1701,20338.218705000003,20624.26731
p103,fall,16463.065300000002,16429.76335,16396.4614,16326.09475,16255.7281,16080.8957,15906.0633,15818.6571,15731.2509,15919.17545,16107.1,16145.10985,16183.1197,16334.81465,16486.5096,16682.76565,16879.0217,17185.1303,17497.7163,17876.854,18255.9917,18656.5151,19057.0385,19490.22815,19923.4178,20397.696555000002,20878.27673,21316.005655,21753.73458,22114.86905,22476.00352,22803.493965,23130.98441,23413.899505,23696.8146,23958.81095,24220.8073,24477.2725,24733.7377,24989.32865,25244.9196
p103,spri,13584.2615,13556.77245,13529.2834,13471.22885,13413.1743,13268.9136,13124.6529,13053.593250000002,12982.5336,13141.1483,13302.3356,13346.6611,13390.9866,13538.403,13685.8194,13887.6486,14089.4778,14416.261600000002,14743.0454,15142.221015000001,15541.89135,15964.886875,16387.8824,16839.89825,17291.9141,17730.368615,18168.82313,18565.9213,18963.01947,19289.92085,19616.82223,19911.754109999998,20206.68599,20458.837085,20710.98818,20942.75904,21174.5299,21400.37165,21626.2134,21849.811950000007,22073.4105
p103,summ,19709.4749,19669.59925,19629.7236,19545.484,19461.2444,19251.93195,19042.6195,18934.5508,18826.4821,19046.0509,19265.6197,19299.56975,19333.5198,19495.08435,19656.6489,19855.31575,20072.8813,20470.04685,20869.8503,21283.61425,21711.939980000003,22219.037325,22726.13467,23273.82861,23821.52255,24359.03413,24896.54571,25390.21202,25883.87833,26292.88076,26701.88319,27075.888394999998,27449.8936,27778.19985,28106.5061,28414.03765,28721.5692,29024.69415,29327.8191,29632.5954,29937.3717
p103,wint,12949.12477,12922.929305,12896.73384,12841.384905,12786.03597,12648.519284999997,12511.0026,12457.123925,12403.24525,12567.279975,12731.3147,12780.4622,12829.6097,12973.734775,13117.85985,13306.88052,13495.90119,13789.79595,14083.690709999999,14388.964125,14694.23754,15016.48081,15366.15496,15745.920144999998,16125.685330000002,16502.1345,16878.58367,17230.16965,17581.75563,17883.307914999998,18184.8602,18471.9143,18758.9684,19021.5496,19284.1308,19537.7082,19791.2856,20045.26455,20299.2435,20554.24205,20809.2406
p104,fall,1544.1465,1541.0225,1537.8985,1531.298585,1524.69867,1508.30019,1491.9017099999999,1483.70363,1475.50555,1493.132055,1510.92759,1515.4903450000004,1520.0531,1535.9997600000004,1551.94642,1573.44596,1594.9455,1629.421115,1663.8967300000002,1699.9487949999998,1736.00086,1775.439029,1819.603709,1867.0044415,1914.4051739999998,1960.5982605000002,2006.7913469999999,2048.864942,2090.938537,2125.650316,2160.362095,2191.8393295,2223.316564,2250.509957,2277.70335,2302.8867200000004,2328.0700899999997,2352.7203449999997,2377.3706,2401.9382450000007,2426.50589
p104,spri,1347.27329,1344.547995,1341.8227,1336.064225,1330.30575,1315.99749,1301.6892300000002,1294.825255,1287.96128,1304.144525,1320.3727,1325.3172519999996,1330.261804,1345.879387,1361.49697,1383.3603334999998,1405.2236970000001,1441.1540504999996,1477.084404,1515.378718,1553.673032,1594.153253,1634.633474,1677.9308095,1721.2281449999998,1763.2282559999999,1805.228367,1843.243989,1881.259611,1912.3699485,1943.480286,1971.4042155000002,1999.328145,2023.0753175,2046.8224899999998,2068.52286,2090.22323,2111.2868900000008,2132.35055,2153.24411,2174.13767
p104,summ,1732.7631600000002,1729.2579050000002,1725.75265,1718.3468899999998,1710.9411300000002,1692.53857,1674.13601,1664.596185,1655.05636,1674.29189,1693.52742,1696.3631099999998,1699.1988,1713.137145,1727.07549,1744.05526,1761.03503,1789.9429055,1830.212752,1872.65114,1915.0895280000002,1959.968168,2004.8468079999998,2053.28002,2101.713232,2149.211991,2196.71075,2240.2912445,2283.871739,2319.937263,2356.002787,2388.932839,2421.862891,2450.6783505000008,2479.6805600000002,2507.540625,2535.40069,2562.93874,2590.4767899999997,2618.17491,2645.87303
p104,wint,1401.511243,1398.6758654999999,1395.840488,1389.8504994999998,1383.8605109999999,1368.9767965,1354.093082,1348.2868215,1342.4805609999999,1360.285691,1378.090821,1383.5108355,1388.93085,1404.6948125,1420.4587749999996,1441.2051155,1461.951456,1494.2853910000001,1526.619326,1560.2810625000004,1593.9427990000004,1629.4941895000004,1665.04558,1703.7071565,1742.3687329999998,1781.185184,1820.001635,1856.8908985,1893.780162,1926.089205,1958.398248,1989.778836,2021.159424,2050.727207,2080.29499,2109.437692,2138.580394,2168.0923905,2197.6043870000003,2227.4469555,2257.289524
p105,fall,9830.57,9810.6833,9790.7966,9748.77475,9706.7529,9602.35635,9497.9598,9448.45635,9398.9529,9515.38135,9631.8098,9663.1612,9694.5126,9799.9365,9905.3604,10048.97305,10192.5857,10424.88515,10657.1846,10939.781155,11225.00331,11528.028425,11831.05354,12157.91459,12484.77564,12803.66176,13122.54788,13413.33014,13704.1124,13944.15045,14184.1885,14401.690669999998,14619.19284,14805.955409999999,14992.71798,15164.166275,15335.614569999998,15501.57384,15667.53311,15831.877255000001,15996.2214
p105,spri,9203.3505,9184.7359,9166.1213,9126.77345,9087.4256,8989.6991,8891.9726,8843.8135,8795.6544,8901.6778,9007.7012,9033.3841,9062.6168,9161.1708,9259.7248,9397.139990000001,9544.26305,9786.5933,10028.92355,10288.13509,10547.34663,10822.819395,11098.29216,11395.84628,11693.4004,11983.74842,12276.333270000001,12548.75133,12821.16939,13046.18736,13271.205329999999,13475.00638,13678.80743,13853.735390000002,14028.66335,14189.103475,14349.5436,14504.670265,14659.79693,14813.453815,14967.1107
p105,summ,10939.2135,10917.0779,10894.9423,10848.18755,10801.4328,10685.2631,10569.0934,10512.6714,10456.2494,10583.7537,10711.258,10746.68681,10783.19254,10903.52172,11023.8509,11189.346465,11354.84203,11624.23908,11893.636129999999,12179.364265,12465.0924,12768.60633,13072.12026,13401.75267,13731.385080000002,14055.5379,14379.690719999999,14678.043544999999,14976.396369999999,15223.84894,15471.30151,15697.460515,15923.619519999998,16121.068775,16318.518030000001,16501.821930000002,16685.12583,16863.750925,17042.37602,17220.72841,17399.0808
p105,wint,9319.6274,9300.7767,9281.926,9242.08865,9202.2513,9103.28385,9004.3164,8972.802899999999,8941.2894,9063.1434,9184.9974,9215.20705,9257.6828,9374.155155,9490.62751,9642.71461,9794.80171,10028.929334999999,10263.05696,10507.701495,10752.34603,11010.485365,11268.6247,11549.37912,11830.13354,12112.256640000001,12394.37974,12663.834690000002,12933.28964,13171.366090000001,13409.44254,13644.635435,13881.16849,14103.275694999998,14325.3829,14543.9065,14762.4301,14982.9661,15203.5021,15426.24465,15648.9872
p106,fall,2585.06032,2579.83118,2574.6020399999998,2563.5523350000008,2552.50263,2525.05019,2497.59775,2483.837,2470.07625,2499.488845,2528.9014399999996,2534.629645,2540.35785,2563.752775,2587.3660600000003,2622.062405,2657.82744,2721.38677,2784.9461,2852.42742,2919.90874,2991.592145,3063.27555,3141.0655100000004,3218.85547,3299.0429999999997,3381.20611,3456.1327850000002,3531.05946,3592.908025,3654.75659,3710.796325,3766.83606,3814.96299,3863.08992,3907.26531,3951.4407,3994.201975,4036.96325,4079.308085000001,4121.65292
