r,season,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
p106,spri,2456.73533,2451.764745,2446.7941600000004,2436.29261,2425.79106,2399.701755,2373.61245,2360.7587550000003,2347.90506,2376.2067150000007,2404.50837,2410.67908,2416.8497899999998,2440.33471,2463.81963,2495.6014149999996,2531.31343,2589.149675,2646.98592,2714.4159950000007,2782.8058100000007,2855.48661,2928.16741,3006.6739199999997,3085.18043,3161.91309,3240.67583,3312.58799,3384.50015,3443.90015,3503.30015,3557.09718,3610.89421,3657.070835,3703.24746,3745.6006549999997,3787.95385,3828.90516,3869.85647,3910.418335,3950.9802
p106,summ,2940.14339,2934.1963399999995,2928.24929,2915.6821600000003,2903.11503,2871.8912800000003,2840.66753,2825.504865,2810.3422,2844.6108050000007,2878.87941,2887.1098,2895.34019,2924.9264000000007,2954.51261,2994.00173,3033.49085,3101.2192,3173.09199,3249.3214350000003,3325.5508800000002,3406.52496,3487.4990399999997,3575.4377799999997,3663.3765200000003,3749.858795,3836.3410700000004,3915.936715,3995.53236,4061.54955,4127.56674,4187.905135,4248.24353,4300.920755,4353.597980000001,4402.499455,4451.40093,4499.055815,4546.7107,4594.29224,4641.87378
p106,wint,2344.47199,2339.7285850000003,2334.98518,2324.96477,2314.94436,2290.0468,2265.1492399999997,2257.25749,2249.36574,2280.153665,2310.94159,2318.91954,2326.89749,2349.89259,2374.7134100000003,2412.769155,2450.8249,2509.406975,2567.98905,2629.203075000001,2690.4171,2755.00898,2819.60086,2889.84837,2960.09588,3030.68825,3101.28062,3168.7024850000003,3236.12435,3295.696155,3355.26796,3413.405625000001,3471.54329,3526.6117799999997,3581.6802700000003,3636.103735,3690.5272,3745.541155,3800.5551100000002,3856.19323,3911.83135
p107,fall,4086.5186799999997,4078.253195,4069.9877100000003,4052.519015,4035.0503200000003,3991.6538,3948.25728,3926.5026399999997,3904.748,3951.2456399999996,3997.7432799999997,4006.79909,4015.8549,4052.83746,4090.9451700000004,4145.804735,4201.71202,4302.19721,4402.6824,4509.36282,4616.04324,4729.36426,4842.68528,4967.925655,5101.48494,5231.77999,5362.07504,5480.900425,5599.72581,5697.810085,5795.89436,5884.7667,5973.63904,6049.955175,6126.27131,6196.328555,6266.3858,6334.202880000002,6402.019960000001,6469.164045,6536.308129999999
p107,spri,3889.5638700000004,3881.695145,3873.8264200000003,3857.202355,3840.57829,3799.27254,3757.96679,3737.615915,3717.26504,3762.0728299999996,3806.8806200000004,3816.65051,3826.4204,3863.6001549999996,3900.77991,3951.32475,4007.8692,4099.44015,4191.0111,4297.093580000002,4405.36322,4520.418445,4635.47367,4759.756675000001,4884.03968,5007.786175,5132.5239,5246.420035,5360.31617,5454.3932399999985,5548.47031,5633.674545,5718.87878,5792.00881,5865.138840000001,5932.221265,5999.30369,6064.15962,6129.01555,6193.25418,6257.49281
p107,summ,4648.52085,4639.116700000001,4629.71255,4609.843664999999,4589.97478,4540.609355,4491.24393,4467.2692499999985,4443.29457,4497.47686,4551.65915,4564.67047,4577.6817900000015,4624.460245,4671.2387,4733.67475,4796.1108,4904.504370000001,5018.162020000001,5138.721855,5259.28169,5387.340899999998,5515.4001100000005,5654.473475,5793.54684,5930.3128099999985,6067.07878,6192.9649899999995,6318.8512,6423.25201,6527.65282,6623.08104,6718.50926,6801.8106450000005,6885.112029999999,6962.454760000001,7039.797490000001,7115.16295,7190.528409999999,7265.773034999999,7341.017659999998
p107,wint,3728.20064,3720.656595,3713.11255,3697.175345,3681.23814,3641.64796,3602.0577799999996,3589.51026,3576.96274,3625.921505,3674.88027,3687.566445,3700.25262,3736.3806799999998,3776.08276,3836.59542,3897.1080799999995,3990.2617700000005,4083.41546,4180.7525350000005,4278.08961,4380.7982200000015,4483.506829999999,4595.209945000001,4706.91306,4819.161819999998,4931.41058,5038.617335,5145.82409,5240.552415,5335.28074,5427.73117,5520.1816,5607.74413,5695.30666,5781.84023,5868.3738,5955.8547450000015,6043.33569,6131.81306,6220.29043
p108,fall,1672.0266,1668.644325,1665.26205,1658.115445,1650.96884,1633.212405,1615.45597,1606.26624,1597.0765099999999,1615.55098,1634.02545,1636.61089,1639.19633,1652.4619,1665.7274699999998,1681.93603,1698.1445899999999,1722.6169350000002,1750.1063600000002,1778.7394450000004,1807.37253,1837.5317899999998,1867.69105,1902.13527,1939.3490100000001,1976.305835,2013.26266,2047.427575,2081.59249,2109.60397,2137.61545,2163.624275,2189.6331,2212.936385,2236.23967,2257.879845,2279.52002,2300.6707,2321.82138,2343.095815,2364.37025
p108,spri,1612.0302,1608.768695,1605.50719,1598.617355,1591.72752,1574.6084349999999,1557.48935,1548.7275100000004,1539.9656699999998,1557.93334,1575.90101,1578.7033350000004,1581.50566,1594.802565,1608.09947,1624.6008699999998,1641.10227,1666.279185,1691.4561,1716.49522,1742.4336899999998,1773.60907,1804.78445,1838.86067,1872.93689,1906.8650850000001,1943.67198,1978.065075,2012.4581699999999,2040.54417,2068.63017,2094.55817,2120.48617,2143.512235,2166.5383,2187.816015000001,2209.09373,2229.851645,2250.6095600000003,2271.4635550000007,2292.31755
p108,summ,1907.21333,1903.3558850000002,1899.4984399999998,1891.3460949999999,1883.19375,1862.939825,1842.6859,1832.36665,1822.0474,1843.37823,1864.70906,1868.252925,1871.79679,1887.9958149999998,1904.1948399999999,1924.6839699999998,1945.1731,1976.9314149999998,2008.68973,2040.67375,2072.65777,2106.28462,2143.65533,2185.3357100000007,2227.01609,2268.3905,2309.7649100000003,2347.9898550000003,2386.2148,2417.4526450000008,2448.69049,2477.61852,2506.54655,2532.42565,2558.30475,2582.30366,2606.30257,2629.765015,2653.22746,2676.8757450000007,2700.52403
p108,wint,1550.6839699999998,1547.54719,1544.41041,1537.78277,1531.15513,1514.6871449999999,1498.2191599999999,1491.0296150000001,1483.84007,1502.295925,1520.75178,1523.5592,1526.36662,1538.039145,1549.71167,1562.2447550000002,1574.77784,1591.8957300000004,1610.4051,1639.5379999999998,1668.6709,1699.243785,1729.81667,1763.238475,1796.66028,1830.2433800000001,1863.8264800000002,1895.62075,1927.41502,1954.5639,1981.71278,2008.6408800000002,2035.56898,2061.437325,2087.3056699999997,2112.902235,2138.4988,2164.3689600000002,2190.2391199999997,2216.698555,2243.1579899999997
p109,fall,10387.3745,10366.36265,10345.3508,10300.9435,10256.5362,10146.229715,10035.92323,9978.820815000001,9921.7184,10036.49575,10151.2731,10167.2581,10183.2431,10265.40065,10347.5582,10447.6981,10547.838,10698.60045,10849.3629,10997.24445,11145.126,11313.52785,11497.5636,11699.9923,11902.421,12105.5415,12308.662,12498.21535,12687.7687,12843.638900000002,12999.5091,13146.0287,13292.5483,13426.1188,13559.6893,13685.2929,13810.8965,13934.57175,14058.247,14183.6243,14309.0016
p109,spri,9737.09037,9717.387475,9697.68458,9656.065215,9614.44585,9511.04321,9407.64057,9354.525885,9301.4112,9409.5978,9517.7844,9534.1102,9550.436,9629.86985,9709.3037,9807.7095,9912.8388,10087.7065,10262.5742,10441.0874,10619.6006,10819.45728,11032.48084,11263.93429,11495.38774,11723.63418,11951.88062,12161.345165,12370.80971,12541.47698,12712.14425,12869.319675,13026.4951,13165.60955,13304.723999999998,13432.7548,13560.7856,13685.299,13809.8124,13934.62875,14059.4451
p109,summ,11666.2806,11642.68275,11619.0849,11569.214904999999,11519.34491,11395.452309999999,11271.55971,11207.260505,11142.9613,11271.4866,11400.0119,11417.17625,11434.3406,11525.29015,11616.2397,11734.80455,11859.7288,12053.345,12246.9612,12441.9784,12636.9956,12842.02735,13071.41571,13325.564009999998,13579.71231,13832.002075,14084.29184,14317.379180000002,14550.466519999998,14740.94261,14931.4187,15107.81315,15284.2076,15442.00085,15599.7941,15746.138,15892.4819,16035.55775,16178.6336,16322.8346,16467.0356
p109,wint,10660.13513,10638.5709,10617.00667,10571.444414999998,10525.88216,10412.671225,10299.46029,10250.044675,10200.62906,10327.494929999999,10454.3608,10473.6624,10492.964,10573.214,10653.464,10739.61635,10825.7687,10939.7626,11053.7565,11189.21947,11388.0465,11596.68745,11805.3284,12033.4277,12261.527,12490.71115,12719.8953,12936.8821,13153.8689,13339.1508,13524.4327,13708.20745,13891.9822,14068.51925,14245.0563,14419.7459,14594.4355,14770.98885,14947.5422,15128.1191,15308.696000000002
p11,fall,3759.72749,3779.24853,3798.7695700000004,3796.5208450000005,3794.27212,3789.28632,3784.3005200000002,3829.766415,3875.2323100000003,3944.496895,4013.7614799999997,4051.1898049999995,4088.61813,4108.82312,4129.02811,4160.782104999999,4192.5361,4266.61105,4340.686,4437.089599999998,4534.8767,4644.8217,4754.7667,4878.17565,5001.5846,5131.492700000002,5261.4008,5391.753500000002,5522.1062,5648.26235,5774.4185,5897.124599999999,6019.8307,6141.8804,6263.9301,6394.84035,6525.7506,6652.5146,6779.2786,6909.1445,7039.0104
p11,spri,2448.03495,2460.74585,2473.45675,2471.992545,2470.52834,2467.28242,2464.0365,2494.419365,2524.8022300000002,2571.11533,2617.42843,2644.0525,2670.67657,2687.3626050000007,2704.04864,2730.595905,2757.14317,2821.936875000001,2888.94725,2964.9175750000004,3040.8879,3125.758425,3210.62895,3304.98072,3399.33249,3497.665985,3595.9994799999995,3694.003145,3792.0068100000003,3886.7440950000005,3981.4813799999997,4073.856465,4166.23155,4256.767825,4347.3041,4440.0657,4532.8273,4629.96085,4727.0944,4826.34505,4925.5957
p11,summ,3496.70271,3514.856985000001,3533.01126,3530.9205549999997,3528.82985,3524.1946,3519.55935,3561.2345200000004,3602.90969,3666.365845,3729.822,3762.430635,3795.03927,3810.0172450000005,3824.99522,3847.5927100000004,3870.1902,3935.07725,4004.4404,4091.22265,4182.8964,4285.80095,4388.7055,4505.78525,4623.8021,4747.26245,4870.7228,4993.90165,5117.0805,5235.684450000002,5354.2884,5469.2343,5584.1802,5697.93135,5811.6825,5933.305850000002,6054.929200000001,6172.53095,6290.1327,6410.55515,6530.9776
