r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p38031,0,0,0,0,0,0,0,0,0.001059491,0.00108646,0.001101984,0.001107387,0.002,0.004,0.006,0.01,0.017,0.027,0.044,0.07,0.109
p38035,0,0,0,0,0.002,0.005,0.014,0.014304728,0.019070831,0.029334429,0.048487282,0.087483563,0.141,0.223,0.35,0.543,0.947,1.572,2.554,3.975,6.058
p38039,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.002,0.003,0.004,0.007,0.012,0.021,0.035,0.056,0.09
p38043,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.001,0.002,0.003,0.005,0.009,0.015,0.024,0.039,0.063
p38045,0,0,0,0.017,0.034,0.082,0.141,0.144069051,0.149388177,0.153190906,0.155379699,0.157248936,0.143,0.144,0.145,0.148,0.153,0.161,0.173,0.191,0.22
p38049,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.002172921,0.002203967,0.003322161,0.005,0.008,0.012,0.019,0.032,0.053,0.087,0.139,0.218
p38055,0,0,0,0,0,0.001,0.002,0.003065299,0.003178472,0.003259381,0.006611902,0.012181256,0.021,0.035,0.056,0.088,0.147,0.239,0.388,0.618,0.977
p38063,0,0,0,0,0,0,0,0,0,0.00108646,0.001101984,0.001107387,0.002,0.004,0.006,0.009,0.016,0.026,0.043,0.069,0.11
p38067,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.003,0.004,0.009,0.015,0.028,0.048,0.081
p38069,0,0,0,0,0,0,0,0,0,0.00108646,0.001101984,0.001107387,0.002,0.003,0.005,0.009,0.015,0.026,0.044,0.071,0.116
p38071,0,0,0,0,0,0.001,0.002,0.002043533,0.002118981,0.003259381,0.004407935,0.008859095,0.014,0.023,0.036,0.057,0.095,0.156,0.253,0.403,0.634
p38073,0,0,0,0.003,0.006,0.014,0.025,0.025544158,0.026487265,0.027161508,0.028651576,0.031006832,0.03,0.032,0.036,0.041,0.051,0.066,0.09,0.127,0.183
p38077,0,0,0,0.02,0.039,0.095,0.163,0.16654791,0.172696971,0.178179494,0.182929291,0.188255768,0.177,0.186,0.199,0.218,0.258,0.323,0.429,0.595,0.86
p38079,0,0,0,0,0,0.001,0.003,0.003065299,0.003178472,0.004345841,0.006611902,0.012181256,0.019,0.03,0.047,0.073,0.125,0.202,0.32,0.49,0.736
p38081,0,0,0,0.001,0.003,0.006,0.011,0.01123943,0.011654397,0.013037524,0.013223804,0.014396029,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.016,0.017
p38083,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.001,0.002,0.003,0.004,0.007,0.011,0.019,0.03,0.048
p38091,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.001,0.002,0.003,0.004,0.007,0.012,0.02,0.033,0.053
p38093,0,0,0,0,0.001,0.002,0.006,0.006130598,0.006356944,0.007605222,0.01212182,0.021040351,0.034,0.053,0.083,0.13,0.226,0.378,0.627,1.007,1.592
p38095,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.001,0.002,0.003,0.004,0.007,0.012,0.02,0.032,0.051
p38097,0,0,0,0,0,0.001,0.002,0.002043533,0.003178472,0.004345841,0.005509918,0.008859095,0.013,0.021,0.032,0.048,0.075,0.115,0.175,0.263,0.386
p38099,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.001107387,0.002,0.004,0.007,0.011,0.019,0.033,0.057,0.095,0.158
p38101,0,0,0,0,0.009,0.023,0.075,0.085828371,0.108068043,0.145585684,0.213784834,0.332216061,0.479,0.708,1.028,1.474,2.274,3.314,4.652,6.215,8.104
p38103,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.005,0.007,0.011,0.017,0.03,0.049,0.08,0.127,0.201
p46003,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.006,0.009,0.014,0.022,0.034,0.053,0.08,0.12,0.179
p46005,0,0,0,0,0,0.001,0.003,0.003065299,0.004237962,0.005432302,0.006611902,0.009966482,0.014,0.021,0.031,0.046,0.07,0.103,0.151,0.219,0.316
p46007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p46009,0,0,0,0,0,0.001,0.002,0.002043533,0.003178472,0.003259381,0.004407935,0.005536934,0.008,0.011,0.016,0.024,0.037,0.055,0.082,0.121,0.175
p46011,0,0,0,0,0.001,0.002,0.005,0.006130598,0.007416434,0.009778143,0.015427772,0.025469898,0.04,0.063,0.097,0.151,0.232,0.356,0.544,0.821,1.223
p46013,0,0,0,0,0,0,0,0,0,0,0.001101984,0.001107387,0.002,0.003,0.005,0.007,0.011,0.016,0.027,0.045,0.071
p46015,0,0,0,0,0,0.001,0.001,0.001021766,0.001059491,0.002172921,0.003305951,0.006644321,0.011,0.017,0.027,0.042,0.066,0.102,0.157,0.239,0.357
p46017,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.001,0.002,0.004,0.006,0.009,0.014,0.021,0.032,0.049
p46021,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.005,0.008,0.012,0.019,0.028,0.042,0.064,0.094,0.137
p46023,0,0,0,0,0.002,0.009,0.023,0.026565924,0.031784719,0.042371953,0.059507119,0.08859095,0.124,0.184,0.27,0.39,0.554,0.767,1.031,1.341,1.681
p46025,0,0,0,0,0,0,0,0,0,0.00108646,0.001101984,0.001107387,0.003,0.004,0.007,0.011,0.017,0.027,0.042,0.064,0.099
p46027,0,0,0,0,0,0.001,0.002,0.002043533,0.003178472,0.004345841,0.006611902,0.009966482,0.016,0.025,0.04,0.062,0.096,0.148,0.226,0.341,0.508
p46029,0,0,0,0,0.001,0.004,0.008,0.01123943,0.01695185,0.027161508,0.046283315,0.079731855,0.121,0.187,0.284,0.428,0.639,0.943,1.371,1.96,2.74
p46031,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.004,0.007,0.01,0.016,0.024,0.037,0.056,0.084,0.126
p46035,0,0,0,0,0,0.002,0.003,0.004087065,0.006356944,0.010864603,0.016529755,0.027684672,0.04,0.062,0.094,0.142,0.214,0.32,0.475,0.697,1.003
p46037,0,0,0,0,0,0.001,0.001,0.001021766,0.001059491,0.002172921,0.002203967,0.004429547,0.007,0.011,0.017,0.027,0.042,0.065,0.099,0.148,0.221
p46039,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.006,0.009,0.014,0.023,0.035,0.054,0.082,0.123,0.183
p46041,0,0,0,0,0,0.001,0.001,0.001021766,0.002118981,0.002172921,0.003305951,0.004429547,0.007,0.01,0.016,0.024,0.037,0.056,0.085,0.127,0.186
p46043,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.005,0.007,0.012,0.018,0.028,0.043,0.067,0.101,0.15
p46045,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.002172921,0.003305951,0.005536934,0.008,0.013,0.02,0.031,0.048,0.073,0.111,0.166,0.245
p46049,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.004,0.007,0.01,0.016,0.025,0.038,0.057,0.085,0.125
p46051,0,0,0,0,0,0.001,0.001,0.001021766,0.001059491,0.002172921,0.002203967,0.004429547,0.006,0.01,0.015,0.023,0.036,0.055,0.084,0.128,0.193
p46053,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.003322161,0.005,0.008,0.013,0.02,0.032,0.05,0.078,0.119,0.181
p46055,0,0,0,0,0,0,0,0,0.001059491,0.00108646,0.001101984,0.003322161,0.004,0.007,0.011,0.017,0.026,0.04,0.061,0.092,0.137
p46057,0,0,0,0,0,0.001,0.001,0.001021766,0.002118981,0.002172921,0.003305951,0.004429547,0.007,0.011,0.017,0.026,0.039,0.06,0.09,0.135,0.198
p46059,0,0,0,0,0,0.001,0.003,0.003065299,0.004237962,0.005432302,0.007713886,0.012181256,0.017,0.027,0.041,0.062,0.093,0.139,0.204,0.294,0.412
p46061,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.002214774,0.004,0.006,0.01,0.016,0.024,0.037,0.057,0.087,0.13
p46063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.003,0.005,0.009,0.014
p46065,0,0,0,0,0,0.001,0.003,0.003065299,0.004237962,0.005432302,0.008815869,0.016610803,0.027,0.043,0.069,0.109,0.169,0.262,0.403,0.612,0.92
p46067,0,0,0,0,0,0.001,0.002,0.002043533,0.002118981,0.003259381,0.004407935,0.007751708,0.011,0.018,0.028,0.044,0.068,0.104,0.158,0.238,0.353
p46069,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.005,0.008,0.013,0.02,0.031,0.047,0.07,0.104,0.151
p46071,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.002214774,0.003,0.005,0.008,0.012,0.018,0.027,0.041,0.062,0.092
p46073,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.002214774,0.004,0.006,0.01,0.015,0.024,0.037,0.056,0.084,0.125
p46075,0,0,0,0,0,0,0,0,0,0,0.001101984,0.001107387,0.002,0.003,0.004,0.007,0.01,0.016,0.024,0.037,0.055
p46077,0,0,0,0,0.001,0.003,0.006,0.007152364,0.008475925,0.011951064,0.017631739,0.026577285,0.039,0.06,0.091,0.136,0.203,0.298,0.429,0.606,0.834
p46079,0,0,0,0,0,0.001,0.003,0.003065299,0.003178472,0.004345841,0.007713886,0.013288642,0.02,0.031,0.048,0.075,0.115,0.176,0.267,0.402,0.594
p46083,0,0,0,0,0.001,0.006,0.013,0.015326495,0.020130322,0.029334429,0.045181331,0.076409694,0.116,0.181,0.281,0.434,0.664,1.011,1.516,2.244,3.25
p46085,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.006,0.009,0.014,0.022,0.033,0.052,0.08,0.122,0.182
p46087,0,0,0,0,0,0.001,0.001,0.001021766,0.001059491,0.002172921,0.002203967,0.004429547,0.006,0.009,0.014,0.022,0.034,0.052,0.078,0.117,0.173
p46089,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.004429547,0.006,0.009,0.015,0.023,0.034,0.052,0.078,0.117,0.171
p46091,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.002214774,0.003,0.005,0.008,0.013,0.021,0.033,0.052,0.079,0.12
p46093,0,0,0,0,0.006,0.024,0.061,0.073567175,0.096413646,0.136894001,0.202764997,0.312283098,0.432,0.641,0.939,1.347,1.896,2.608,3.496,4.55,5.736
p46095,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.004,0.006,0.01,0.015,0.024
p46097,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.005,0.007,0.011,0.018,0.027,0.042,0.063,0.095,0.141
p46099,0,0,0,0,0.02,0.087,0.22,0.25544158,0.326323111,0.441102893,0.640252518,0.967856125,1.343,1.976,2.896,4.161,5.868,8.056,10.8,14.082,17.945
p46101,0,0,0,0,0,0.001,0.002,0.002043533,0.002118981,0.002172921,0.003305951,0.005536934,0.008,0.012,0.017,0.026,0.04,0.06,0.09,0.134,0.198
p46102,0,0,0,0,0,0.001,0.002,0.003065299,0.003178472,0.003259381,0.005509918,0.007751708,0.012,0.018,0.027,0.041,0.063,0.095,0.142,0.21,0.306
p46105,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.004,0.006,0.009,0.014,0.023,0.035
p46107,0,0,0,0,0,0.001,0.001,0.001021766,0.002118981,0.002172921,0.003305951,0.005536934,0.008,0.013,0.02,0.03,0.046,0.069,0.102,0.15,0.217
p46109,0,0,0,0,0,0.001,0.002,0.002043533,0.002118981,0.002172921,0.003305951,0.006644321,0.012,0.019,0.031,0.048,0.076,0.119,0.183,0.278,0.418
p46111,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.002214774,0.004,0.006,0.01,0.015,0.024,0.036,0.054,0.082,0.121
p46115,0,0,0,0,0,0,0,0,0,0,0,0.001107387,0.001,0.002,0.003,0.004,0.007,0.011,0.017,0.026,0.04
p46117,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.006,0.009,0.014,0.022,0.034,0.051,0.078,0.117,0.173
p46119,0,0,0,0,0,0,0,0,0,0,0.001101984,0.001107387,0.002,0.003,0.005,0.009,0.013,0.021,0.032,0.048,0.072
p46121,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.002214774,0.004,0.007,0.011,0.018,0.028,0.044,0.069,0.108,0.164
p46123,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.002172921,0.002203967,0.004429547,0.008,0.012,0.019,0.03,0.047,0.072,0.111,0.169,0.254
p46125,0,0,0,0,0,0.001,0.001,0.001021766,0.002118981,0.002172921,0.003305951,0.006644321,0.011,0.017,0.027,0.043,0.066,0.103,0.159,0.243,0.368
p46127,0,0,0,0,0.001,0.004,0.008,0.009195897,0.010594906,0.013037524,0.016529755,0.024362511,0.032,0.046,0.068,0.101,0.152,0.228,0.336,0.485,0.693
p46129,0,0,0,0,0,0.001,0.001,0.002043533,0.003178472,0.004345841,0.007713886,0.014396029,0.021,0.033,0.051,0.078,0.117,0.175,0.257,0.372,0.53
p46135,0,0,0,0,0,0.001,0.002,0.002043533,0.002118981,0.002172921,0.003305951,0.006644321,0.01,0.016,0.025,0.038,0.059,0.092,0.142,0.217,0.327
p46137,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.001101984,0.002214774,0.003,0.004,0.006,0.01,0.015,0.022,0.034,0.05,0.074
p31005,0,0,0,0,0.001,0.001,0.005,0.005108832,0.006356944,0.008691683,0.013223804,0.022147737,0.032,0.045,0.062,0.082,0.102,0.123,0.145,0.167,0.187
p31007,0,0,0,0,0,0,0.001,0.001021766,0.001059491,0.00108646,0.002203967,0.003322161,0.005,0.007,0.012,0.017,0.024,0.033,0.045,0.059,0.076
p31013,0,0,0,0.081,0.262,0.525,1.027,1.084094066,1.184510512,1.32656806,1.5394712,1.904705418,2.125,2.452,2.833,3.246,3.657,4.073,4.467,4.838,5.188
p31029,0,0,0,0.011,0.036,0.069,0.105,0.110350763,0.120781931,0.134721081,0.159787634,0.211510892,0.255,0.32,0.401,0.493,0.579,0.671,0.768,0.858,0.946
p31033,0,0,0,0.059,0.183,0.352,0.471,0.487382535,0.522328875,0.586688577,0.701963604,0.915808942,1.087,1.291,1.546,1.842,2.118,2.413,2.712,3.025,3.331
p31045,0,0,0,0.055,0.214,0.405,0.474,0.485339002,0.518090913,0.570391672,0.665598142,0.883694723,1.048,1.173,1.341,1.549,1.723,1.936,2.179,2.433,2.683
p31049,0,0,0,0,0.002,0.005,0.018,0.01941356,0.021189812,0.026075048,0.037467445,0.062013665,0.088,0.127,0.175,0.232,0.289,0.352,0.418,0.483,0.545
p31057,0,0,0,0,0.002,0.005,0.019,0.01941356,0.021189812,0.024988588,0.03305951,0.048725022,0.067,0.092,0.126,0.168,0.211,0.259,0.31,0.363,0.419
p31069,0,0,0,0.002,0.012,0.025,0.069,0.073567175,0.080521287,0.094522049,0.121218205,0.171644965,0.214,0.272,0.338,0.414,0.483,0.559,0.632,0.7,0.766
p31075,0,0,0,0,0.006,0.016,0.079,0.084806605,0.093235174,0.104300191,0.119014237,0.139530746,0.149,0.166,0.185,0.205,0.227,0.247,0.266,0.285,0.303
p31101,0,0,0,0.012,0.052,0.104,0.172,0.17778734,0.189648821,0.208600383,0.256762197,0.356578572,0.45,0.577,0.746,0.948,1.147,1.373,1.613,1.863,2.108
p31105,0,0,0,0.006,0.02,0.038,0.053,0.054153615,0.057212493,0.060841778,0.066119021,0.079731855,0.093,0.118,0.153,0.199,0.248,0.307,0.378,0.456,0.537
p31123,0,0,0,0.002,0.014,0.03,0.08,0.084806605,0.098532628,0.126029398,0.181827307,0.29013536,0.396,0.541,0.719,0.917,1.105,1.301,1.503,1.705,1.897
p31135,0,0,0,0.012,0.031,0.06,0.076,0.078676007,0.082640268,0.088003287,0.102484482,0.132886425,0.163,0.212,0.279,0.359,0.438,0.528,0.626,0.732,0.835
p31157,0,0,0,0.003,0.139,0.357,1.682,1.828961714,2.062828235,2.365224134,2.828792105,3.546960148,3.998,4.733,5.535,6.361,7.131,7.93,8.711,9.386,10.112
p31161,0,0,0,0.05,0.197,0.389,0.639,0.672322239,0.724691583,0.79637542,0.891504797,1.04758798,1.114,1.246,1.409,1.592,1.767,1.969,2.179,2.386,2.586
p31165,0,0,0,0,0.01,0.026,0.103,0.113416062,0.131376837,0.158623208,0.196153095,0.25137682,0.289,0.34,0.393,0.445,0.495,0.545,0.592,0.64,0.687
p31001,0,0,0,0.039,0.158,0.306,0.423,0.435272453,0.455580966,0.519328037,0.644660453,0.962319191,1.322,1.876,2.573,3.417,4.158,5.006,5.892,6.804,7.718
p31003,0,0,0,0,0.008,0.021,0.073,0.07765424,0.094294665,0.13254816,0.20056103,0.323356966,0.461,0.662,0.908,1.196,1.476,1.78,2.093,2.398,2.707
p31009,0,0,0,0,0.001,0.003,0.01,0.01123943,0.012713887,0.017383365,0.023141657,0.036543767,0.052,0.073,0.096,0.121,0.142,0.164,0.185,0.204,0.223
p31011,0,0,0,0.02,0.059,0.115,0.171,0.179830872,0.201303218,0.239021272,0.29643361,0.3964445,0.495,0.654,0.842,1.054,1.243,1.435,1.626,1.807,1.973
p31015,0,0,0,0.007,0.021,0.042,0.061,0.064371278,0.070985871,0.082570985,0.10468845,0.150604614,0.201,0.263,0.342,0.437,0.529,0.635,0.748,0.868,0.984
p31017,0,0,0,0.001,0.007,0.017,0.049,0.052110082,0.060390965,0.076052223,0.103586466,0.148389841,0.193,0.262,0.345,0.441,0.532,0.627,0.724,0.82,0.905
p31019,0,0,0,0.141,0.511,0.994,1.391,1.432516382,1.607247269,1.961060892,2.774794905,4.42401055,6.019,7.512,9.31,11.415,13.473,15.728,18.076,20.442,22.83
p31023,0,0,0,0,0.01,0.024,0.09,0.0970678,0.112306006,0.145585684,0.202764997,0.30785355,0.425,0.599,0.806,1.045,1.267,1.503,1.747,1.989,2.231
p31027,0,0,0,0.004,0.025,0.054,0.128,0.135894921,0.155745121,0.194476399,0.256762197,0.380941084,0.514,0.702,0.928,1.187,1.411,1.652,1.894,2.109,2.33
p31031,0,0,0,0.001,0.004,0.008,0.019,0.020435326,0.022249303,0.023902127,0.029753559,0.045402862,0.063,0.09,0.125,0.172,0.222,0.282,0.351,0.427,0.51
p31035,0,0,0,0.011,0.042,0.089,0.207,0.222745058,0.250039786,0.29769013,0.368062549,0.497216705,0.61,0.778,0.963,1.172,1.351,1.54,1.732,1.934,2.129
p31039,0,0,0,0,0.01,0.025,0.093,0.099111333,0.115484477,0.155363827,0.225906654,0.357685959,0.502,0.713,0.972,1.273,1.57,1.894,2.221,2.54,2.85
p31041,0,0,0,0.03,0.1,0.2,0.313,0.325943456,0.358107829,0.417200766,0.508014476,0.667754283,0.819,1.046,1.317,1.615,1.885,2.17,2.442,2.713,2.966
p31043,0,0,0,0,0.021,0.052,0.193,0.207418563,0.238385389,0.313987035,0.436385537,0.656680414,0.892,1.244,1.668,2.155,2.612,3.086,3.579,4.073,4.545
p31047,0,0,0,0.03,0.131,0.273,0.467,0.497600198,0.568946462,0.732274261,1.024844822,1.527086495,2.028,2.7,3.498,4.407,5.255,6.116,6.989,7.842,8.67
p31051,0,0,0,0,0.006,0.016,0.06,0.064371278,0.075223834,0.102127271,0.148767797,0.242517725,0.346,0.495,0.673,0.874,1.059,1.259,1.463,1.671,1.879
p31059,0,0,0,0,0.003,0.006,0.023,0.024522392,0.026487265,0.028247969,0.035263478,0.049832409,0.07,0.099,0.14,0.194,0.254,0.327,0.413,0.511,0.621
p31061,0,0,0,0,0.003,0.007,0.027,0.028609457,0.030725228,0.036939651,0.050691249,0.079731855,0.116,0.168,0.234,0.313,0.385,0.467,0.555,0.643,0.728
p31063,0,0,0,0.004,0.018,0.037,0.071,0.074588941,0.08475925,0.106473112,0.143257878,0.212618279,0.282,0.379,0.495,0.628,0.744,0.87,0.997,1.12,1.241
p31065,0,0,0,0.004,0.031,0.069,0.189,0.201287965,0.236266408,0.306381812,0.419855782,0.617921874,0.807,1.054,1.329,1.626,1.877,2.128,2.389,2.633,2.871
p31067,0,0,0,0,0.012,0.03,0.111,0.116481361,0.125019893,0.143412763,0.189541193,0.323356966,0.501,0.763,1.109,1.548,1.993,2.517,3.118,3.777,4.453
p31071,0,0,0,0,0.004,0.008,0.026,0.027587691,0.031784719,0.039112572,0.052895217,0.076409694,0.101,0.139,0.186,0.24,0.293,0.348,0.406,0.462,0.522
p31073,0,0,0,0,0.003,0.008,0.029,0.03065299,0.036022681,0.048890715,0.071628939,0.111846074,0.155,0.22,0.3,0.393,0.484,0.581,0.682,0.783,0.878
p31077,0,0,0,0,0.002,0.005,0.02,0.021457093,0.023308794,0.027161508,0.035263478,0.050939796,0.069,0.097,0.132,0.177,0.223,0.28,0.342,0.405,0.47
p31079,0,0,0,0.284,0.742,1.402,1.588,1.626651983,1.693066009,1.772016795,1.861250435,2.008799784,2.049,2.328,2.683,3.1,3.536,4.046,4.633,5.264,5.92
p31081,0,0,0,0.018,0.059,0.115,0.171,0.176765574,0.186470349,0.210773304,0.256762197,0.328893901,0.401,0.522,0.673,0.852,1.026,1.221,1.424,1.635,1.868
p31083,0,0,0,0.007,0.042,0.09,0.209,0.223766824,0.258515711,0.325938098,0.429773635,0.599096297,0.751,0.96,1.206,1.486,1.739,2.007,2.28,2.547,2.798
p31085,0,0,0,0,0.001,0.002,0.006,0.006130598,0.007416434,0.008691683,0.01212182,0.021040351,0.034,0.053,0.076,0.105,0.131,0.162,0.195,0.23,0.267
p31087,0,0,0,0.002,0.008,0.017,0.035,0.036783588,0.038141662,0.044544873,0.058405135,0.085268789,0.116,0.159,0.215,0.286,0.36,0.443,0.536,0.634,0.737
p31089,0,0,0,0.043,0.132,0.256,0.337,0.348422315,0.383535604,0.476956084,0.630334665,0.898090752,1.163,1.544,2.023,2.593,3.145,3.751,4.39,5.032,5.683
p31091,0,0,0,0,0.001,0.003,0.01,0.010217663,0.011654397,0.016296905,0.023141657,0.036543767,0.051,0.073,0.099,0.129,0.158,0.189,0.22,0.25,0.277
p31093,0,0,0,0,0.003,0.008,0.028,0.028609457,0.030725228,0.035853191,0.051793233,0.090805723,0.141,0.215,0.316,0.447,0.587,0.759,0.957,1.169,1.39
p31095,0,0,0,0,0.006,0.014,0.052,0.055175381,0.058271984,0.070619921,0.09587258,0.152819388,0.221,0.325,0.457,0.622,0.788,0.984,1.21,1.444,1.681
p31099,0,0,0,0.004,0.017,0.037,0.074,0.078676007,0.08475925,0.103213731,0.133340025,0.193792702,0.262,0.361,0.485,0.637,0.779,0.942,1.112,1.292,1.462
p31103,0,0,0,0,0.001,0.004,0.014,0.014304728,0.018011341,0.026075048,0.038569429,0.062013665,0.086,0.123,0.166,0.215,0.264,0.315,0.367,0.418,0.464
p31107,0,0,0,0.009,0.042,0.089,0.174,0.183917938,0.211898124,0.267269241,0.363654614,0.54151218,0.723,0.969,1.262,1.598,1.895,2.212,2.535,2.857,3.172
p31111,0,0,0,0.079,0.369,0.758,1.482,1.56636777,1.731207672,2.026248512,2.53676643,3.446187943,4.168,5.039,5.978,7.049,7.989,8.951,9.942,10.861,11.754
p31113,0,0,0,0.001,0.007,0.015,0.033,0.034740055,0.039201153,0.046717794,0.061711086,0.086376176,0.11,0.143,0.181,0.222,0.258,0.296,0.334,0.37,0.404
p31115,0,0,0,0,0.001,0.003,0.01,0.01123943,0.012713887,0.016296905,0.023141657,0.03543638,0.049,0.069,0.094,0.121,0.147,0.174,0.201,0.227,0.251
p31117,0,0,0,0,0.001,0.003,0.013,0.013282962,0.014832869,0.017383365,0.02093769,0.027684672,0.033,0.041,0.05,0.06,0.068,0.078,0.086,0.096,0.104
p31119,0,0,0,0.087,0.346,0.694,0.985,1.039136348,1.142130887,1.341778505,1.679423128,2.352089714,3.005,3.826,4.8,5.905,6.881,7.909,8.941,9.911,10.869
p31121,0,0,0,0.009,0.036,0.071,0.109,0.113416062,0.121841421,0.134721081,0.160889617,0.220369987,0.288,0.378,0.497,0.649,0.793,0.966,1.164,1.378,1.609
p31125,0,0,0,0.005,0.019,0.038,0.058,0.061305979,0.066747909,0.082570985,0.112402335,0.184933607,0.259,0.359,0.487,0.647,0.805,0.982,1.171,1.369,1.574
p31129,0,0,0,0.023,0.069,0.135,0.209,0.218657993,0.240504371,0.278133844,0.331697088,0.420807011,0.497,0.619,0.759,0.917,1.066,1.22,1.372,1.522,1.665
p31137,0,0,0,0,0.006,0.016,0.054,0.056197148,0.060390965,0.072792842,0.101382499,0.174967126,0.276,0.414,0.592,0.81,1.014,1.248,1.499,1.756,2.009
p31139,0,0,0,0.002,0.013,0.031,0.075,0.079697773,0.088997212,0.106473112,0.147665813,0.225906922,0.314,0.436,0.585,0.763,0.929,1.113,1.305,1.503,1.708
p31141,0,0,0,0.058,0.186,0.372,0.641,0.678452837,0.748000377,0.887638088,1.104187647,1.494972276,1.888,2.514,3.262,4.098,4.889,5.701,6.491,7.279,8.081
p31143,0,0,0,0.006,0.031,0.066,0.134,0.142025519,0.161042574,0.19882224,0.258966165,0.36100812,0.452,0.587,0.744,0.918,1.07,1.224,1.382,1.533,1.677
p31145,0,0,0,0.053,0.158,0.306,0.409,0.427098322,0.466175872,0.554094767,0.6887398,0.927990198,1.167,1.508,1.914,2.38,2.808,3.26,3.723,4.177,4.63
p31149,0,0,0,0.009,0.024,0.047,0.062,0.065393045,0.074164343,0.091262668,0.119014237,0.176074512,0.24,0.312,0.401,0.507,0.613,0.727,0.841,0.958,1.077
p31151,0,0,0,0,0.004,0.01,0.038,0.039848887,0.042379625,0.045631334,0.055099184,0.081946628,0.121,0.178,0.261,0.378,0.509,0.68,0.894,1.14,1.418
p31159,0,0,0,0,0.006,0.015,0.055,0.057218914,0.061450456,0.069533461,0.099178531,0.170537578,0.269,0.413,0.608,0.864,1.136,1.469,1.856,2.276,2.713
p31163,0,0,0,0.001,0.008,0.021,0.071,0.075610708,0.083699759,0.09886789,0.123422172,0.169430191,0.219,0.289,0.375,0.476,0.567,0.672,0.78,0.893,1.003
p31167,0,0,0,0,0.006,0.016,0.06,0.063349512,0.074164343,0.104300191,0.15868565,0.265772849,0.388,0.563,0.777,1.026,1.261,1.516,1.784,2.05,2.307
p31169,0,0,0,0,0.003,0.007,0.027,0.028609457,0.030725228,0.03368027,0.047385298,0.07419492,0.108,0.159,0.229,0.318,0.409,0.515,0.637,0.767,0.899
p31171,0,0,0,0.001,0.005,0.011,0.017,0.018391794,0.020130322,0.026075048,0.036365461,0.054261957,0.073,0.096,0.126,0.162,0.196,0.232,0.268,0.305,0.339
p31173,0,0,0,0.002,0.012,0.026,0.066,0.06948011,0.076283325,0.09886789,0.143257878,0.229229082,0.324,0.453,0.608,0.785,0.945,1.116,1.291,1.47,1.647
p31175,0,0,0,0.032,0.09,0.172,0.212,0.218657993,0.230968955,0.249885875,0.28761774,0.353256412,0.415,0.511,0.63,0.771,0.908,1.059,1.219,1.375,1.544
p31179,0,0,0,0,0.011,0.028,0.103,0.110350763,0.126079384,0.161882589,0.223702687,0.348826864,0.488,0.685,0.915,1.179,1.417,1.67,1.929,2.185,2.445
