r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p31033,0,0,0,0.059,0.184,0.354,0.472,0.487380738,0.522308026,0.586565277,0.702664198,0.908093051,1.085,1.322,1.624,1.98,2.257,2.556,2.865,3.184,3.489
p31045,0,0,0,0.055,0.213,0.404,0.473,0.48431545,0.517010785,0.565926869,0.666319498,0.892607908,1.062,1.201,1.402,1.663,1.847,2.06,2.296,2.552,2.866
p31049,0,0,0,0,0.002,0.005,0.018,0.019413489,0.021188967,0.026069568,0.037446054,0.063046655,0.094,0.138,0.196,0.267,0.323,0.386,0.453,0.518,0.58
p31057,0,0,0,0,0.002,0.004,0.019,0.019413489,0.021188967,0.024983336,0.033040636,0.050879757,0.071,0.103,0.147,0.203,0.246,0.295,0.346,0.4,0.456
p31069,0,0,0,0.002,0.012,0.025,0.069,0.072545141,0.080518073,0.094502184,0.122250354,0.173654822,0.222,0.288,0.368,0.461,0.53,0.608,0.682,0.752,0.818
p31075,0,0,0,0,0.006,0.016,0.079,0.084806292,0.093231453,0.104278271,0.118946291,0.140472372,0.15,0.169,0.188,0.209,0.232,0.253,0.274,0.294,0.312
p31101,0,0,0,0.012,0.052,0.104,0.171,0.177786684,0.189641251,0.209642775,0.256615608,0.359476543,0.472,0.622,0.83,1.098,1.299,1.53,1.777,2.03,2.281
p31105,0,0,0,0.006,0.02,0.039,0.053,0.054153415,0.05721021,0.060828992,0.066081273,0.080743962,0.096,0.125,0.167,0.226,0.274,0.333,0.404,0.483,0.562
p31123,0,0,0,0.002,0.014,0.03,0.08,0.084806292,0.098528695,0.127089143,0.182824854,0.296429888,0.421,0.589,0.805,1.059,1.248,1.444,1.651,1.855,2.046
p31135,0,0,0,0.012,0.031,0.06,0.076,0.078675717,0.081577521,0.087984792,0.102425972,0.134941964,0.171,0.23,0.313,0.422,0.5,0.59,0.689,0.796,0.9
p31157,0,0,0,0.003,0.139,0.355,1.673,1.822824395,2.056389206,2.36907198,2.844798782,3.588128938,4.138,4.997,5.895,6.902,7.684,8.495,9.285,9.967,10.708
p31161,0,0,0,0.05,0.197,0.388,0.637,0.67231976,0.725722105,0.799466748,0.898705306,1.058520158,1.138,1.294,1.49,1.723,1.898,2.099,2.309,2.519,2.726
p31165,0,0,0,0,0.01,0.026,0.102,0.112393881,0.131371593,0.157503639,0.194939754,0.251080539,0.289,0.34,0.392,0.445,0.495,0.545,0.592,0.64,0.688
p31001,0,0,0,0.039,0.158,0.305,0.421,0.433227322,0.45662223,0.524650053,0.670724916,0.99989783,1.463,2.164,3.089,4.143,4.884,5.732,6.621,7.536,8.456
p31003,0,0,0,0,0.008,0.02,0.073,0.077653954,0.094290901,0.135778999,0.210358718,0.339567073,0.502,0.735,1.029,1.357,1.638,1.945,2.261,2.569,2.882
p31009,0,0,0,0,0.001,0.003,0.01,0.011239388,0.01271338,0.017379712,0.025331154,0.03981894,0.059,0.084,0.114,0.145,0.166,0.187,0.208,0.228,0.247
p31011,0,0,0,0.02,0.059,0.115,0.17,0.179830209,0.200235734,0.243315967,0.307277917,0.415886708,0.535,0.725,0.957,1.207,1.396,1.589,1.781,1.964,2.132
p31015,0,0,0,0.007,0.021,0.042,0.061,0.064371041,0.070983038,0.083639864,0.106831391,0.149321025,0.198,0.268,0.36,0.469,0.562,0.67,0.786,0.907,1.031
p31017,0,0,0,0.001,0.007,0.017,0.049,0.05210989,0.060388555,0.078208704,0.107932745,0.154851434,0.207,0.285,0.382,0.493,0.584,0.681,0.778,0.874,0.959
p31019,0,0,0,0.141,0.51,0.991,1.386,1.426380524,1.601885873,1.983459622,2.852508264,4.571435543,6.43,8.177,10.341,12.754,14.826,17.105,19.412,21.82,24.318
p31023,0,0,0,0,0.01,0.024,0.089,0.097067443,0.111242075,0.147727551,0.209257363,0.321869766,0.463,0.667,0.923,1.203,1.426,1.663,1.909,2.153,2.398
p31027,0,0,0,0.004,0.025,0.054,0.127,0.134872657,0.154679456,0.194435527,0.267629154,0.400401565,0.557,0.78,1.057,1.363,1.591,1.837,2.083,2.302,2.531
p31031,0,0,0,0.001,0.004,0.008,0.019,0.019413489,0.021188967,0.023897104,0.030837927,0.04645543,0.07,0.104,0.15,0.205,0.255,0.316,0.387,0.464,0.548
p31035,0,0,0,0.01,0.042,0.089,0.206,0.221722474,0.250029806,0.30523119,0.386575444,0.525388793,0.667,0.872,1.107,1.353,1.535,1.726,1.921,2.126,2.327
p31039,0,0,0,0,0.01,0.025,0.092,0.099110968,0.11442042,0.158589871,0.236791227,0.373855605,0.546,0.795,1.108,1.461,1.758,2.081,2.409,2.729,3.041
p31041,0,0,0,0.03,0.1,0.199,0.312,0.325942254,0.358093535,0.421458014,0.520940698,0.690194962,0.876,1.15,1.489,1.841,2.115,2.41,2.692,2.974,3.243
p31043,0,0,0,0,0.02,0.052,0.192,0.205374273,0.237316426,0.322610902,0.457062135,0.689088881,0.98,1.402,1.937,2.511,2.968,3.443,3.937,4.438,4.916
p31047,0,0,0,0.03,0.131,0.272,0.464,0.494533076,0.566804856,0.737551524,1.062807133,1.588333278,2.186,2.975,3.961,5.044,5.913,6.818,7.742,8.605,9.464
p31051,0,0,0,0,0.006,0.016,0.06,0.064371041,0.075220831,0.106450735,0.161899118,0.259929193,0.374,0.542,0.749,0.98,1.165,1.364,1.567,1.775,1.983
p31059,0,0,0,0,0.003,0.006,0.023,0.024522301,0.026486208,0.028242032,0.035243345,0.049773675,0.076,0.113,0.166,0.233,0.293,0.366,0.453,0.551,0.663
p31061,0,0,0,0,0.003,0.007,0.027,0.028609351,0.030724002,0.03801812,0.052865018,0.084062207,0.129,0.193,0.279,0.375,0.447,0.528,0.618,0.705,0.792
p31063,0,0,0,0.004,0.018,0.036,0.069,0.073566904,0.083696418,0.107536967,0.151986927,0.224534579,0.308,0.422,0.565,0.719,0.838,0.968,1.098,1.225,1.349
p31065,0,0,0,0.004,0.031,0.069,0.188,0.201287223,0.235197529,0.318265974,0.444947235,0.654800349,0.875,1.175,1.525,1.873,2.127,2.384,2.651,2.899,3.141
p31067,0,0,0,0,0.012,0.03,0.111,0.115459168,0.123955454,0.143382623,0.194939754,0.337354909,0.562,0.88,1.329,1.871,2.315,2.839,3.439,4.099,4.776
p31071,0,0,0,0,0.004,0.008,0.026,0.027587589,0.030724002,0.040190584,0.053966373,0.078531799,0.109,0.153,0.209,0.272,0.325,0.381,0.44,0.498,0.558
p31073,0,0,0,0,0.003,0.008,0.028,0.030652877,0.036021243,0.049966672,0.074892109,0.117244657,0.165,0.238,0.331,0.436,0.526,0.623,0.724,0.823,0.918
p31077,0,0,0,0,0.002,0.005,0.02,0.021457014,0.023307863,0.028242032,0.0363447,0.05309192,0.075,0.108,0.153,0.206,0.252,0.308,0.37,0.433,0.5
p31079,0,0,0,0.284,0.74,1.398,1.583,1.621537172,1.688760636,1.769471919,1.870100013,2.035190273,2.135,2.486,2.956,3.502,3.938,4.445,5.029,5.658,6.323
p31081,0,0,0,0.018,0.059,0.115,0.171,0.176764922,0.186462906,0.209642775,0.261021026,0.338460991,0.433,0.584,0.785,1.006,1.18,1.375,1.579,1.809,2.064
p31083,0,0,0,0.007,0.042,0.09,0.208,0.222744237,0.257445944,0.325869598,0.437237753,0.612769245,0.766,0.992,1.265,1.572,1.828,2.099,2.375,2.64,2.899
p31085,0,0,0,0,0.001,0.002,0.006,0.006130575,0.007416138,0.008689856,0.013216255,0.023227715,0.041,0.065,0.097,0.135,0.161,0.191,0.225,0.26,0.297
p31087,0,0,0,0.002,0.008,0.017,0.035,0.035761689,0.03814014,0.044535512,0.058371791,0.08627437,0.124,0.174,0.241,0.322,0.395,0.479,0.574,0.676,0.783
p31089,0,0,0,0.043,0.131,0.255,0.335,0.347399268,0.382460847,0.47359715,0.639886989,0.919153868,1.224,1.666,2.229,2.876,3.434,4.053,4.705,5.37,6.046
p31091,0,0,0,0,0.001,0.003,0.01,0.010217626,0.011653932,0.01629348,0.0242298,0.038712858,0.056,0.081,0.112,0.147,0.177,0.207,0.238,0.268,0.296
p31093,0,0,0,0,0.003,0.007,0.028,0.028609351,0.030724002,0.035845656,0.052865018,0.09291086,0.149,0.234,0.353,0.503,0.644,0.816,1.012,1.224,1.446
p31095,0,0,0,0,0.006,0.014,0.052,0.054153415,0.058269658,0.07060508,0.098020554,0.158169679,0.244,0.37,0.541,0.74,0.905,1.1,1.324,1.559,1.799
p31099,0,0,0,0.004,0.017,0.037,0.074,0.077653954,0.084755866,0.104278271,0.136567963,0.201306864,0.284,0.407,0.571,0.757,0.899,1.061,1.232,1.415,1.587
p31103,0,0,0,0,0.001,0.004,0.014,0.014304676,0.018010622,0.026069568,0.040750118,0.064152737,0.093,0.135,0.186,0.242,0.291,0.342,0.395,0.447,0.493
p31107,0,0,0,0.009,0.042,0.088,0.173,0.182895497,0.210830217,0.271557999,0.378865963,0.564101652,0.754,1.028,1.367,1.757,2.062,2.39,2.718,3.037,3.379
p31111,0,0,0,0.079,0.378,0.78,1.582,1.671603537,1.846618437,2.203964717,2.764399901,3.707585759,4.494,5.501,6.677,7.95,8.915,9.922,10.971,11.92,12.847
p31113,0,0,0,0.001,0.007,0.015,0.033,0.034739927,0.03814014,0.047794208,0.062777209,0.088486534,0.116,0.154,0.2,0.247,0.284,0.323,0.362,0.399,0.436
p31115,0,0,0,0,0.001,0.003,0.01,0.010217626,0.01271338,0.017379712,0.0242298,0.037606777,0.053,0.076,0.104,0.137,0.162,0.189,0.216,0.243,0.267
p31117,0,0,0,0,0.001,0.003,0.013,0.013282913,0.014832277,0.017379712,0.022027091,0.028758123,0.035,0.045,0.055,0.067,0.075,0.085,0.094,0.104,0.112
p31119,0,0,0,0.087,0.345,0.692,0.982,1.036067229,1.138906954,1.364307385,1.745646949,2.47651686,3.265,4.248,5.45,6.729,7.706,8.732,9.771,10.754,11.73
p31121,0,0,0,0.009,0.036,0.071,0.108,0.113415643,0.12077711,0.135778999,0.160797763,0.221216334,0.303,0.418,0.577,0.768,0.911,1.084,1.278,1.505,1.744
p31125,0,0,0,0.005,0.021,0.041,0.062,0.064371041,0.070983038,0.090157256,0.124453063,0.184715639,0.251,0.356,0.495,0.669,0.827,1.007,1.196,1.398,1.615
p31129,0,0,0,0.023,0.069,0.135,0.208,0.217635424,0.240494771,0.283506551,0.343622617,0.441326586,0.535,0.686,0.866,1.055,1.202,1.351,1.502,1.65,1.793
p31137,0,0,0,0,0.006,0.016,0.054,0.05619694,0.060388555,0.073863776,0.107932745,0.188033884,0.32,0.505,0.755,1.041,1.245,1.478,1.73,1.988,2.245
p31139,0,0,0,0.002,0.013,0.031,0.075,0.079697479,0.08899366,0.108623199,0.154189636,0.238913641,0.344,0.489,0.674,0.882,1.048,1.234,1.43,1.629,1.835
p31141,0,0,0,0.058,0.185,0.371,0.638,0.673341522,0.743732727,0.901572556,1.144307369,1.559575155,2.047,2.796,3.723,4.734,5.525,6.341,7.133,7.93,8.741
p31143,0,0,0,0.006,0.031,0.066,0.133,0.141003232,0.159976698,0.198780455,0.26432509,0.37053736,0.478,0.625,0.804,0.999,1.155,1.318,1.48,1.635,1.787
p31145,0,0,0,0.053,0.158,0.305,0.407,0.425053222,0.464038368,0.553978317,0.703765552,0.958972808,1.234,1.643,2.143,2.697,3.135,3.596,4.069,4.536,5.022
p31149,0,0,0,0.009,0.024,0.047,0.062,0.065392803,0.074161383,0.09232972,0.121149,0.186927802,0.269,0.349,0.45,0.565,0.671,0.786,0.901,1.015,1.14
p31151,0,0,0,0,0.004,0.01,0.038,0.03984874,0.042377933,0.045621744,0.055067727,0.082956125,0.13,0.198,0.299,0.435,0.565,0.735,0.949,1.195,1.474
p31159,0,0,0,0,0.006,0.015,0.054,0.057218703,0.060388555,0.069518848,0.100223263,0.178079149,0.3,0.473,0.721,1.033,1.303,1.635,2.021,2.442,2.883
p31163,0,0,0,0.001,0.008,0.02,0.07,0.074588666,0.08263697,0.099933344,0.126655772,0.174760904,0.237,0.326,0.439,0.565,0.657,0.764,0.874,0.988,1.101
p31167,0,0,0,0,0.006,0.016,0.06,0.062327516,0.074161383,0.107536967,0.170709954,0.283156908,0.429,0.638,0.903,1.197,1.431,1.687,1.956,2.223,2.481
p31169,0,0,0,0,0.003,0.007,0.027,0.028609351,0.030724002,0.033673192,0.047358245,0.077425717,0.119,0.182,0.269,0.376,0.466,0.572,0.694,0.824,0.958
p31171,0,0,0,0.001,0.006,0.012,0.018,0.019413489,0.021188967,0.026069568,0.037446054,0.055304084,0.071,0.097,0.13,0.169,0.204,0.241,0.279,0.315,0.353
p31173,0,0,0,0.002,0.012,0.026,0.066,0.068458091,0.07628028,0.101019576,0.149784218,0.241125804,0.352,0.502,0.69,0.898,1.06,1.235,1.409,1.592,1.775
p31175,0,0,0,0.032,0.09,0.171,0.211,0.217635424,0.229900287,0.253092055,0.290757599,0.361688706,0.435,0.549,0.697,0.862,1,1.15,1.309,1.47,1.67
p31179,0,0,0,0,0.011,0.028,0.102,0.109328593,0.126074351,0.167279727,0.238993936,0.373855605,0.545,0.786,1.081,1.394,1.632,1.887,2.147,2.407,2.67
p31181,0,0,0,0.009,0.03,0.059,0.101,0.106263306,0.119717661,0.152072479,0.200446527,0.284262989,0.381,0.526,0.705,0.895,1.034,1.177,1.324,1.476,1.633
p31183,0,0,0,0,0.001,0.003,0.01,0.010217626,0.011653932,0.014121016,0.019824382,0.029864205,0.046,0.067,0.094,0.125,0.149,0.176,0.205,0.233,0.262
p31185,0,0,0,0.001,0.007,0.016,0.044,0.047001077,0.05085352,0.057570296,0.073790754,0.124987229,0.214,0.335,0.514,0.745,0.948,1.209,1.522,1.879,2.28
p31021,0,0,0,0,0.006,0.014,0.046,0.04802284,0.055091313,0.071691312,0.106831391,0.172548741,0.27,0.414,0.61,0.843,1.027,1.243,1.471,1.707,1.96
p31025,0,0,0,0.01,0.056,0.127,0.327,0.353529843,0.421660435,0.591996437,0.874475506,1.395875068,2.18,3.28,4.639,6.134,7.073,8.063,9.095,10.112,11.083
p31037,0,0,0,0,0.007,0.018,0.066,0.070501616,0.080518073,0.103192039,0.1574937,0.255504866,0.397,0.605,0.886,1.207,1.451,1.726,2.019,2.314,2.61
p31053,0,0,0,0.163,0.437,0.836,1.002,1.027893128,1.084875089,1.167699394,1.33594306,1.703365772,2.041,2.596,3.354,4.296,5.144,6.147,7.262,8.582,9.986
p31055,0,0,0,0.044,0.337,0.786,2.301,2.430773114,2.696295997,3.270644536,4.363566696,6.630959613,10.294,15.428,22.519,30.848,36.718,43.477,50.957,59.225,67.494
p31097,0,0,0,0.003,0.015,0.033,0.071,0.075610429,0.08899366,0.114054359,0.156392345,0.230064987,0.341,0.493,0.692,0.908,1.041,1.189,1.342,1.494,1.646
p31109,0,0,0,0.532,2.028,3.886,4.921,5.06283345,5.297241645,5.634285356,6.2193491,7.356549189,8.765,11.376,14.976,19.3,22.28,25.831,29.843,34.312,38.823
p31127,0,0,0,0.008,0.033,0.071,0.129,0.138959707,0.157857801,0.194435527,0.257716963,0.37053736,0.513,0.693,0.92,1.181,1.373,1.576,1.791,2.021,2.252
p31131,0,0,0,0.076,0.224,0.434,0.56,0.581382893,0.633550101,0.72451674,0.872272797,1.121566814,1.417,1.817,2.337,2.921,3.32,3.766,4.236,4.73,5.254
p31133,0,0,0,0,0.006,0.015,0.054,0.058240466,0.067804693,0.08689856,0.117844936,0.169230496,0.243,0.346,0.47,0.6,0.678,0.756,0.832,0.903,0.972
p31147,0,0,0,0.022,0.09,0.177,0.266,0.27996294,0.31041836,0.389957286,0.533055598,0.820712599,1.166,1.633,2.222,2.854,3.266,3.706,4.138,4.594,5.04
p31153,0,0,0,0.257,0.949,1.996,2.871,3.078570572,3.497238934,4.40032581,5.865814292,8.166200971,10.842,13.923,17.997,22.549,25.855,29.588,33.667,38.192,42.727
p31155,0,0,0,0.014,0.067,0.149,0.313,0.330029305,0.376104157,0.507270341,0.724691289,1.096126935,1.591,2.251,3.096,4.008,4.615,5.262,5.946,6.637,7.304
p31177,0,0,0,0.041,0.152,0.312,0.445,0.461836674,0.500059611,0.635445717,0.876678216,1.274206084,1.735,2.248,2.918,3.681,4.293,4.936,5.624,6.369,7.167
p27005,0.0005,0.001,0.002,0.005,0.007,0.011,0.016,0.017369963,0.060388555,0.136865231,0.292960308,0.546404345,0.85,1.378,2.162,3.298,4.912,7.116,10.005,13.584,17.805
p27007,0,0,0,0,0,0,0,0,0,0,0,0.001106082,0.002,0.003,0.005,0.008,0.012,0.019,0.028,0.043,0.302
p27027,0.02225,0.0445,0.089,0.269,0.598,0.842,1.709,2.55338462,3.745149843,5.343175182,7.394494396,9.956947195,11.847,14.425,17.12,19.887,22.768,25.828,29.115,32.64,36.41
p27029,0,0,0,0,0,0,0,0,0,0,0,0.001106082,0.014,0.027,0.058,0.105,0.194,0.326,0.52,0.793,1.162
p27069,0,0,0,0.001,0.001,0.002,0.003,0.00408705,0.01271338,0.029328264,0.056169082,0.100653432,0.153,0.244,0.379,0.575,0.849,1.221,1.705,2.301,2.99
p27071,0.00625,0.0125,0.025,0.07,0.147,0.299,0.565,0.797996554,1.127253022,1.560915376,2.115702075,2.813871769,3.327,4.064,4.842,5.66,6.555,7.556,8.684,9.947,11.318
p27077,0.00175,0.0035,0.007,0.019,0.038,0.06,0.112,0.161438483,0.240494771,0.35411163,0.517636635,0.741074719,0.943,1.247,1.601,1.997,2.435,2.913,3.428,3.978,4.556
p27087,0,0,0,0,0.001,0.001,0.001,0.001021763,0.001059448,0.006517392,0.023128445,0.050879757,0.086,0.145,0.234,0.365,0.555,0.824,1.187,1.654,2.221
p27089,0.002,0.004,0.008,0.024,0.051,0.072,0.143,0.219678949,0.33584512,0.496408022,0.712576389,0.995473503,1.237,1.588,2.008,2.512,3.126,3.88,4.799,5.863,7.045
p27107,0,0,0,0.001,0.001,0.002,0.003,0.003065288,0.007416138,0.026069568,0.056169082,0.10618384,0.167,0.271,0.424,0.645,0.955,1.378,1.93,2.611,3.404
p27113,0,0,0,0.001,0.001,0.002,0.002,0.002043525,0.003178345,0.003258696,0.022027091,0.076319635,0.146,0.262,0.436,0.693,1.067,1.596,2.318,3.26,4.432
p27119,0.00575,0.0115,0.023,0.067,0.147,0.207,0.414,0.659036847,1.029783776,1.5413632,2.233547011,3.146802352,3.931,5.069,6.423,8.034,9.973,12.359,15.242,18.679,22.519
p27125,0,0,0,0,0,0,0.001,0.001021763,0.001059448,0.001086232,0.007709482,0.02654596,0.05,0.088,0.146,0.232,0.357,0.534,0.775,1.092,1.486
p27135,0.00025,0.0005,0.001,0.002,0.004,0.006,0.008,0.017369963,0.046615726,0.09776088,0.181723499,0.315233276,0.47,0.744,1.146,1.721,2.522,3.603,4.994,6.712,8.716
p27001,0.00025,0.0005,0.001,0.001,0.002,0.003,0.004,0.011239388,0.023307863,0.04344928,0.075993463,0.127199392,0.186,0.29,0.442,0.659,0.96,1.415,2.01,2.756,3.657
p27003,0.18475,0.3695,0.739,3.087,20.498,31.701,37.742,40.90217676,45.60925056,51.19194144,57.79908637,65.7742526,68.414,76.491,85.55,95.916,108.014,122.318,139.173,158.758,180.673
p27009,0.01625,0.0325,0.065,0.232,0.98,1.717,2.532,3.183812115,4.100065033,5.261707782,6.709451871,8.515722779,9.664,11.34,13.049,14.777,16.555,18.428,20.426,22.574,24.845
p27011,0.0065,0.013,0.026,0.132,0.979,1.528,1.75,1.821802632,1.93984989,2.070358182,2.215925339,2.389136408,2.366,2.596,2.877,3.218,3.636,4.147,4.764,5.483,6.288
p27017,0.00075,0.0015,0.003,0.005,0.008,0.012,0.017,0.031674639,0.070983038,0.153158711,0.305075208,0.553040835,0.843,1.347,2.087,3.145,4.615,6.593,9.131,12.22,15.81
p27019,0.0015,0.003,0.006,0.015,0.064,0.099,0.118,0.149177333,0.228840839,0.398647142,0.682839816,1.174658734,1.762,2.702,4.076,6.026,8.724,12.339,16.977,22.699,29.38
p27021,0.00075,0.0015,0.003,0.005,0.008,0.012,0.016,0.036783452,0.072042486,0.142296391,0.258818317,0.471190792,0.752,1.235,1.957,3.007,4.523,6.589,9.294,12.697,16.759
p27025,0.02025,0.0405,0.081,0.326,1.694,2.931,4.082,4.77469641,5.75068553,6.958402158,8.415450057,10.27992304,11.339,13.107,15.201,17.745,20.913,24.852,29.678,35.332,41.703
p27031,0.0035,0.007,0.014,0.042,0.095,0.205,0.398,0.551751779,0.759624452,1.019971843,1.343652541,1.747609039,2.018,2.391,2.808,3.285,3.847,4.523,5.317,6.225,7.221
p27035,0.00025,0.0005,0.001,0.001,0.002,0.003,0.004,0.005108813,0.00635669,0.007603624,0.011013545,0.047561512,0.205,0.442,0.807,1.357,2.179,3.38,5.094,7.809,11.391
p27037,0.1535,0.307,0.614,2.995,19.936,31.04,36.676,39.30618365,43.39712245,48.20806215,54.04677145,61.36983539,63.918,72.156,81.853,93.25,106.859,123.07,142.22,164.384,189.11
p27039,0.008,0.016,0.032,0.115,0.502,0.754,1.079,1.342595995,1.721603535,2.209395877,2.828278464,3.601401918,4.131,4.929,5.812,6.777,7.836,9.006,10.332,11.771,13.299
p27041,0.05025,0.1005,0.201,0.98,6.113,9.718,11.938,13.22058567,15.11408986,17.36993583,20.05236215,23.28412524,24.566,27.578,30.647,33.72,36.786,39.879,43.031,46.28,49.628
p27049,0.03975,0.0795,0.159,0.714,4.236,6.628,8.208,9.140687799,10.54998646,12.28093893,14.40021064,17.00158135,18.287,21.083,24.095,27.253,30.573,34.055,37.657,41.481,45.48
p27051,0.00325,0.0065,0.013,0.042,0.102,0.145,0.314,0.486358975,0.727841002,1.036265323,1.428456841,1.913521289,2.253,2.678,3.12,3.579,4.064,4.589,5.165,5.793,6.468
p27053,0.78425,1.5685,3.137,15.911,113.945,180.267,214.121,228.7859185,250.90491,275.8790295,304.5388485,339.1445496,344.647,377.385,413.114,452.124,495.523,544.432,599.467,660.992,728.064
p27057,0.0005,0.001,0.002,0.003,0.005,0.007,0.011,0.011239388,0.023307863,0.061915224,0.125554418,0.227852824,0.351,0.565,0.882,1.341,1.992,2.88,4.049,5.494,7.327
p27059,0.0045,0.009,0.018,0.091,0.735,1.141,1.286,1.316030168,1.413304071,1.562001608,1.770978104,2.103767337,2.342,2.96,3.857,5.127,6.864,9.164,12.069,15.565,19.578
p27061,0.01525,0.0305,0.061,0.201,0.502,0.712,1.566,2.398076712,3.517368452,4.959735288,6.779938562,9.010141286,10.616,12.739,15.096,17.737,20.801,24.43,28.725,33.742,39.395
p27065,0.00025,0.0005,0.001,0.003,0.004,0.006,0.008,0.009195863,0.01907007,0.05974276,0.135466609,0.256610947,0.401,0.651,1.021,1.554,2.304,3.331,4.677,6.33,8.24
p27067,0.07525,0.1505,0.301,1.955,15.416,23.919,26.889,27.47621681,28.50763564,29.35107473,29.97666793,30.45595879,28.031,28.72,29.738,31.202,33.246,35.997,39.535,43.877,48.85
p27075,0.00025,0.0005,0.001,0.003,0.004,0.007,0.009,0.010217626,0.03814014,0.08689856,0.16740589,0.297535969,0.449,0.716,1.11,1.68,2.481,3.562,4.961,6.676,8.667
p27079,0.00025,0.0005,0.001,0.003,0.006,0.009,0.012,0.012261151,0.01907007,0.064087688,0.154189636,0.307490704,0.495,0.799,1.247,1.886,2.778,3.985,5.552,7.487,9.747
p27085,0.1165,0.233,0.466,2.357,18.035,27.952,31.708,32.71070637,34.36108765,35.83153481,37.13987787,38.38877653,35.955,37.193,38.652,40.405,42.556,45.196,48.407,52.201,56.508
p27093,0.00375,0.0075,0.015,0.095,0.763,1.184,1.331,1.364053008,1.421779657,1.469671889,1.506653014,1.579484625,1.486,1.487,1.488,1.49,1.493,1.497,1.503,1.514,1.527
p27095,0.0005,0.001,0.002,0.004,0.006,0.008,0.012,0.035761689,0.081577521,0.167279727,0.306176563,0.526494875,0.78,1.225,1.876,2.799,4.078,5.798,8.009,10.696,13.893
p27097,0.0065,0.013,0.026,0.163,1.278,1.983,2.232,2.281595781,2.378461498,2.484212572,2.647656319,2.900146139,2.96,3.445,4.156,5.171,6.586,8.512,10.99,14.028,17.511
p27109,0.151,0.302,0.604,2.905,22.846,35.449,39.856,40.72847713,42.24868046,43.52640226,44.50463569,45.32501468,41.858,43.075,44.875,47.467,51.12,56.138,62.722,70.923,80.576
p27111,0.00125,0.0025,0.005,0.01,0.015,0.023,0.033,0.035761689,0.105944833,0.247660895,0.500014962,0.929108603,1.442,2.337,3.665,5.595,8.341,12.084,16.969,23.028,30.177
p27115,0.00075,0.0015,0.003,0.007,0.01,0.015,0.021,0.042914027,0.097469246,0.197694223,0.36124429,0.618299654,0.915,1.437,2.201,3.295,4.811,6.847,9.459,12.651,16.356
p27121,0.008,0.016,0.032,0.14,0.758,1.162,1.535,1.903543636,2.42825557,3.064260457,3.869058507,4.838001226,5.404,6.234,7.055,7.895,8.826,9.892,11.092,12.313,13.684
p27123,0.16675,0.3335,0.667,2.377,9.981,17.48,25.885,30.99414528,38.92413161,49.6082152,63.38735932,81.58569008,94.035,111.224,129.741,149.5,170.733,193.774,218.596,245.165,272.864
p27131,0.021,0.042,0.084,0.25,0.56,1.167,2.272,3.223660855,4.538676641,6.245833969,8.408841929,11.14156066,13.122,15.763,18.585,21.601,24.891,28.554,32.64,37.15,41.995
p27137,0.01125,0.0225,0.045,0.116,0.224,0.436,0.802,1.143352297,1.726900776,2.661268387,4.154309333,6.316832419,8.465,11.927,16.549,22.636,30.579,40.802,53.599,68.866,86.204
p27139,0.0595,0.119,0.238,1.272,8.556,13.316,15.726,16.81821162,18.48949224,20.43311005,22.77821464,25.75400561,26.775,29.697,32.884,36.448,40.327,44.712,49.528,54.938,61.118
p27141,0.0105,0.021,0.042,0.243,1.819,2.821,3.182,3.319706535,3.60106487,3.963660548,4.463789959,5.19858385,5.7,7.136,9.222,12.162,16.188,21.514,28.232,36.319,45.447
p27143,0.00525,0.0105,0.021,0.088,0.515,0.857,1.135,1.328291319,1.602945322,1.954131358,2.39324342,2.954344141,3.293,3.862,4.514,5.283,6.203,7.316,8.654,10.216,11.937
p27145,0.01925,0.0385,0.077,0.209,0.485,0.778,1.315,1.846324933,2.685701514,3.920211269,5.729246328,8.374144325,10.794,13.996,17.686,21.928,26.795,32.391,38.812,46.077,54.091
p27147,0.052,0.104,0.208,0.878,5.209,8.473,10.731,11.93418662,13.64039724,15.61567115,17.88049099,20.62621099,21.508,23.807,26.13,28.4,30.716,33.127,35.54,38.103,40.762
p27149,0.01025,0.0205,0.041,0.211,1.32,2.059,2.546,2.884435687,3.362688996,3.924556197,4.604763341,5.417588021,5.764,6.41,7.079,7.778,8.527,9.333,10.225,11.204,12.257
p27151,0.04375,0.0875,0.175,0.89,6.674,10.431,11.949,12.3766098,13.05664121,13.68652313,14.27245351,14.8624194,14.029,14.563,15.163,15.828,16.569,17.394,18.31,19.309,20.393
p27153,0.03025,0.0605,0.121,0.576,3.492,5.468,6.769,7.52017239,8.617552708,9.924901735,11.48822923,13.353724,14.117,15.905,17.764,19.675,21.627,23.633,25.72,27.899,30.151
p27155,0.0035,0.007,0.014,0.058,0.376,0.599,0.723,0.784713641,0.882520458,0.999333435,1.141003306,1.319555433,1.396,1.598,1.835,2.11,2.433,2.812,3.251,3.745,4.285
p27157,0.01625,0.0325,0.065,0.22,0.893,1.53,2.263,2.811890546,3.593648732,4.590416409,5.819557401,7.381989067,8.362,9.871,11.414,12.983,14.583,16.203,17.883,19.585,21.324
p27159,0.0065,0.013,0.026,0.081,0.193,0.444,0.906,1.280268479,1.796824366,2.469005324,3.315077172,4.394462476,5.143,6.068,7.04,8.074,9.205,10.458,11.853,13.395,15.045
