,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p1,0.016797146,10.33332393,22.364,53.22,81.734,99.064,119.325,138.154,180.485,251.649,388.57,596.565,736.875,880.073,984.628,1114.406,1195.658,1231.936,1444.808,1479.69,1492.308
p10,534.6252872,865.8653054,1729.14,3298.198,4887.994,5920.572,6139.812,6354.496,6636.187,6986.75,7328.409,7667.316,7967.39,8248.429,8522.749,8807.635,9030.287,9209.293,9403.987,9451.716,9502.315
p100,0,0,0.596,1.732,4.127,7.518,12.457,18.549,27.859,41.605,62.448,83.154,101.344,117.228,129.858,143.234,151.539,158.205,164.555,168.494,170.876
p101,8.377123095,26.91038637,61.987,111.171,235.059,509.95,942.522,1582.914,2552.296,4010.745,6104.307,7108.798,8060.083,8897.726,9627.033,10320.688,10881.286,11393.97,11860.87,12277.378,12615.768
p102,5.087078563,14.23755315,24.945,41.07,90.08,207.938,363.408,591.609,968.849,1572.826,2549.301,3054.133,3534.132,3979.179,4361.044,4729.431,5038.25,5320.773,5565.736,5798.829,5988.769
p103,0,0,13.481,26.906,47.356,74.254,113.266,166.815,267.414,451.961,793.266,1264.657,1817.39,2382.504,2880.646,3331.178,3648.488,3889.607,4076.501,4199.653,4315.884
p104,0,0,0.902,1.84,3.286,4.57,6.628,9.769,15.755,27.297,48.988,79.508,116.441,156.566,192.916,228.364,256.303,275.553,292.156,301.504,307.821
p105,0,0,3.566,9.812,44.03,91.925,167.334,203.174,263.791,360.221,507.72,716.318,956.103,1209.071,1455.905,1698.87,1872.247,2000.137,2113.95,2191.579,2249.704
p106,0,0,1.218,3.133,15.002,34.32,62.965,72.934,89.785,115.152,152.796,209.823,276.765,360.761,448.85,535.174,598.196,645.038,678.779,705.754,726.159
p107,0,0,1.475,4.184,18.806,45.882,89.407,109.495,142.627,194.15,273.064,388.732,532.902,695.929,862,1026.634,1149.662,1240.528,1313.485,1359.646,1394.492
