r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p20189,0,0,0,0,0.003,0.01,0.03,0.03371802,0.040257808,0.053221554,0.079287445,0.133802481,0.216,0.324,0.403,0.515,0.66,0.823,0.968,1.122,1.28
p20193,0,0,0,0.002,0.032,0.117,0.41,0.463878211,0.565728146,0.715775598,0.952550551,1.308168053,1.695,2.028,2.289,2.699,3.291,3.813,4.082,4.364,4.668
p20195,0,0,0,0.008,0.094,0.165,0.358,0.394398655,0.454489466,0.535474006,0.66182992,1.00075409,1.412,1.603,1.751,2.076,2.47,2.775,2.948,3.103,3.261
p20199,0,0,0,0,0.005,0.019,0.072,0.080718896,0.094288024,0.112960034,0.145360315,0.196833401,0.257,0.328,0.365,0.404,0.441,0.478,0.515,0.545,0.574
p20203,0,0,0,0,0.003,0.013,0.043,0.047000876,0.055089632,0.067341559,0.09029959,0.132696675,0.195,0.281,0.328,0.381,0.439,0.498,0.558,0.617,0.67
p20001,0,0,0,0.002,0.013,0.044,0.134,0.160416033,0.208704953,0.296520088,0.438283375,0.694445932,1.107,1.705,2.074,2.563,3.188,3.876,4.382,4.934,5.473
p20003,0,0,0,0.001,0.035,0.153,0.611,0.652903473,0.722521715,0.825477169,0.962461481,1.151143655,1.311,1.534,1.696,1.893,2.132,2.409,2.639,2.9,3.182
p20005,0,0,0,0,0.006,0.021,0.069,0.07254483,0.0794562,0.095581567,0.125538454,0.187986956,0.32,0.545,0.656,0.801,0.98,1.206,1.469,1.748,2.046
p20007,0,0,0,0.005,0.027,0.091,0.189,0.196177569,0.208704953,0.259590847,0.349084999,0.475496418,0.598,0.723,0.799,0.902,1.009,1.122,1.189,1.261,1.328
p20009,0,0,0,0,0.021,0.075,0.242,0.254417785,0.300874145,0.399704735,0.592453406,0.970897338,1.685,2.779,3.376,4.104,4.965,5.917,6.893,7.875,8.83
p20011,0,0,0,0,0.007,0.025,0.082,0.085827687,0.096406856,0.120563113,0.166283391,0.258758516,0.437,0.722,0.899,1.131,1.434,1.794,2.223,2.693,3.195
p20013,0,0,0,0.015,0.184,0.245,0.294,0.306527452,0.333716041,0.376895497,0.442688233,0.556220229,0.743,1.057,1.228,1.448,2.098,2.696,2.959,3.243,3.52
p20015,0,0,0,0.014,0.059,0.176,0.477,0.599772048,0.798799667,1.150237266,1.705781275,2.674943804,4.05,5.657,6.884,8.669,11.034,13.682,16.02,18.494,20.909
p20017,0,0,0,0,0.002,0.008,0.025,0.027587471,0.033901312,0.047790783,0.074882587,0.131590869,0.219,0.351,0.434,0.539,0.664,0.81,0.955,1.101,1.245
p20019,0,0,0,0.002,0.036,0.141,0.518,0.588532708,0.703452227,0.867837182,1.087999935,1.398844114,1.618,1.832,2.024,2.238,2.456,2.669,2.847,3.012,3.171
p20021,0,0,0,0,0.008,0.028,0.09,0.101154059,0.125011088,0.171612359,0.248874479,0.384820357,0.617,0.983,1.223,1.524,1.883,2.29,2.723,3.163,3.594
p20025,0,0,0,0.005,0.063,0.098,0.173,0.186981746,0.211883201,0.258504692,0.32485828,0.435687416,0.558,0.713,0.792,0.869,0.987,1.09,1.163,1.229,1.291
p20027,0,0,0,0.004,0.02,0.042,0.103,0.112393399,0.126070504,0.144458505,0.167384605,0.20457404,0.245,0.292,0.335,0.457,0.649,0.829,0.929,1.055,1.207
p20029,0,0,0,0,0.004,0.015,0.05,0.052109667,0.05826788,0.073858484,0.109020236,0.189092762,0.371,0.683,0.811,0.983,1.196,1.451,1.739,2.035,2.345
p20031,0,0,0,0.014,0.19,0.455,1.35,1.438635509,1.591242838,1.836686701,2.213441164,2.774466311,3.374,3.822,4.319,4.989,5.848,6.622,7.068,7.542,8.024
p20033,0,0,0,0,0.006,0.02,0.071,0.080718896,0.097466272,0.128166192,0.172890678,0.243277237,0.33,0.437,0.502,0.571,0.645,0.722,0.781,0.838,0.894
p20035,0,0,0,0,0.011,0.039,0.127,0.136915595,0.155734153,0.188990826,0.259886624,0.415782915,0.751,1.303,1.577,1.946,2.423,3.023,3.64,4.341,5.071
p20037,0,0,0,0,0.02,0.074,0.24,0.264635367,0.315705969,0.450753981,0.704777286,1.202010713,2.066,3.384,4.23,5.342,6.731,8.383,9.984,11.701,13.446
p20041,0,0,0,0.001,0.09,0.398,1.634,1.722684281,1.875166327,2.127776019,2.46892293,3.02990741,3.578,4.327,4.815,5.44,6.242,7.149,7.916,8.738,9.617
p20043,0,0,0,0,0.002,0.007,0.023,0.024522196,0.0264854,0.030412317,0.045149795,0.081829616,0.16,0.286,0.361,0.463,0.6,0.774,0.979,1.214,1.469
p20045,0,0,0,0.001,0.048,0.172,0.556,0.613054904,0.744769451,1.012295686,1.503157805,2.46373493,4.45,7.374,8.844,10.724,12.959,15.589,18.408,21.314,24.31
p20047,0,0,0,0,0.006,0.021,0.071,0.080718896,0.101703936,0.13794158,0.196016183,0.299673324,0.447,0.642,0.767,0.92,1.102,1.293,1.459,1.621,1.781
p20049,0,0,0,0.001,0.012,0.042,0.143,0.164503066,0.202348457,0.269366234,0.370008075,0.535209922,0.734,0.964,1.111,1.287,1.491,1.693,1.846,1.991,2.145
p20051,0,0,0,0.002,0.049,0.171,0.603,0.687643251,0.835879227,1.114394178,1.524080881,2.193918358,3.01,3.968,4.583,5.272,6.088,6.924,7.577,8.238,8.91
p20053,0,0,0,0,0.004,0.014,0.045,0.047000876,0.056149048,0.076030792,0.120032382,0.205679846,0.39,0.656,0.806,1,1.235,1.506,1.799,2.107,2.419
p20057,0,0,0,0.001,0.016,0.054,0.171,0.182894713,0.206586121,0.256332384,0.343578927,0.520834449,0.932,1.56,1.871,2.276,2.783,3.388,4.021,4.689,5.364
p20059,0,0,0,0.002,0.015,0.049,0.151,0.160416033,0.182219553,0.238953917,0.353489857,0.636944039,1.112,1.84,2.347,3.019,3.912,4.974,5.669,6.412,7.154
p20061,0,0,0,0.002,0.021,0.06,0.19,0.216612733,0.273329329,0.405135505,0.647514131,1.151143655,2.045,3.337,4.151,5.214,6.536,8.052,9.4,10.803,12.182
p20069,0,0,0,0,0.004,0.014,0.043,0.048022634,0.057208464,0.079289254,0.120032382,0.21231468,0.368,0.595,0.715,0.867,1.05,1.254,1.442,1.63,1.808
p20073,0,0,0,0,0.008,0.028,0.09,0.099110543,0.117595176,0.16400928,0.256582981,0.444533861,0.711,1.106,1.335,1.611,1.925,2.272,2.595,2.919,3.228
p20077,0,0,0,0,0.001,0.003,0.009,0.009195824,0.01059416,0.01303385,0.018720647,0.032068363,0.066,0.118,0.144,0.179,0.223,0.28,0.339,0.404,0.472
p20079,0,0,0,0.051,0.542,0.732,0.929,0.975779056,1.075307244,1.243646525,1.531789382,2.080020379,2.947,4.378,5.288,7.618,10.045,12.958,14.299,15.648,17.006
p20081,0,0,0,0,0.002,0.008,0.024,0.025543954,0.029663648,0.040187704,0.061668013,0.110580562,0.204,0.342,0.408,0.492,0.593,0.709,0.833,0.961,1.091
p20083,0,0,0,0,0.006,0.023,0.08,0.087871203,0.102763352,0.129252346,0.169587034,0.237748209,0.319,0.421,0.474,0.526,0.577,0.627,0.676,0.723,0.766
p20085,0,0,0,0.001,0.05,0.217,0.839,0.914473566,1.029752356,1.183908045,1.384226638,1.664237464,1.863,2.155,2.389,2.639,2.937,3.257,3.559,3.901,4.274
p20087,0,0,0,0,0.011,0.041,0.132,0.141002628,0.163150065,0.213972371,0.313846135,0.532998311,0.875,1.411,1.725,2.12,2.598,3.15,3.731,4.328,4.915
p20089,0,0,0,0,0.002,0.007,0.021,0.02247868,0.024366568,0.028240008,0.039643722,0.064136726,0.112,0.189,0.232,0.29,0.364,0.453,0.552,0.662,0.78
p20091,0,0,0,0.006,0.167,0.595,1.909,1.99753723,2.194050545,2.833776229,4.262801366,7.661021363,14.916,25.989,31.652,39.2,48.852,60.814,72.739,85.543,98.989
p20095,0,0,0,0.003,0.014,0.046,0.11,0.141002628,0.191754297,0.280227776,0.418461514,0.624780178,0.877,1.106,1.257,1.492,1.792,2.113,2.392,2.691,2.987
p20097,0,0,0,0,0.014,0.051,0.19,0.214569217,0.260616337,0.342138564,0.458105236,0.640261456,0.831,1.056,1.17,1.279,1.395,1.505,1.588,1.667,1.74
p20099,0,0,0,0.006,0.144,0.563,2.125,2.429740938,2.913394011,3.635358007,4.642720371,6.106258656,7.319,8.617,9.486,10.468,11.564,12.732,13.498,14.219,14.981
p20103,0,0,0,0.159,1.554,2.006,2.232,2.28873831,2.401696081,2.552462299,2.812501857,3.352802652,5.398,7.118,8.732,12.591,19.352,25.415,27.584,29.949,32.52
p20105,0,0,0,0,0.002,0.009,0.029,0.029630987,0.03707956,0.054307708,0.085894732,0.148177954,0.265,0.451,0.553,0.681,0.834,1.007,1.191,1.38,1.565
p20107,0,0,0,0,0.008,0.03,0.098,0.105241092,0.12712992,0.169440051,0.254380552,0.42462936,0.673,1.077,1.342,1.679,2.081,2.536,3.017,3.524,4.014
p20111,0,0,0,0.001,0.074,0.265,0.962,1.12495575,1.399488541,1.788895918,2.336777189,3.157075057,4.052,5.411,6.395,7.538,8.867,10.413,11.644,12.966,14.283
p20113,0,0,0,0.001,0.021,0.073,0.23,0.253396027,0.302992977,0.410566276,0.616680125,1.057150177,1.9,3.104,3.742,4.553,5.552,6.678,7.703,8.703,9.714
p20115,0,0,0,0,0.008,0.029,0.094,0.100132301,0.11653576,0.152061584,0.219141687,0.360492633,0.653,1.081,1.289,1.559,1.88,2.256,2.644,3.032,3.424
p20117,0,0,0,0.001,0.005,0.013,0.035,0.040870327,0.055089632,0.077116946,0.11232388,0.187986956,0.311,0.45,0.547,0.7,0.923,1.187,1.372,1.597,1.857
p20119,0,0,0,0.001,0.036,0.143,0.565,0.619185453,0.704511643,0.827649477,0.989991844,1.219703603,1.388,1.613,1.728,1.833,1.934,2.02,2.099,2.2,2.292
p20121,0,0,0,0.001,0.015,0.052,0.166,0.17369889,0.189635465,0.245470842,0.354591072,0.596029231,1.093,1.87,2.262,2.778,3.426,4.186,5.032,5.923,6.795
p20123,0,0,0,0,0.004,0.014,0.042,0.045979118,0.057208464,0.0782031,0.117829952,0.19462179,0.342,0.542,0.66,0.814,1.013,1.24,1.417,1.606,1.813
p20125,0,0,0,0.001,0.022,0.079,0.256,0.276896465,0.336894289,0.467046293,0.716890646,1.220809409,2.124,3.45,4.246,5.263,6.494,7.932,9.247,10.624,12.012
p20127,0,0,0,0,0.006,0.02,0.066,0.07254483,0.088990944,0.122735421,0.177295536,0.274239795,0.462,0.742,0.899,1.09,1.309,1.55,1.794,2.036,2.269
p20131,0,0,0,0.003,0.01,0.03,0.074,0.104219334,0.150437073,0.227006222,0.344680141,0.539633145,0.839,1.158,1.339,1.655,2.126,2.619,2.988,3.38,3.791
p20133,0,0,0,0.004,0.027,0.089,0.191,0.252374269,0.347488449,0.517009385,0.823708453,1.385574447,1.966,2.75,3.203,3.895,4.883,5.882,6.676,7.503,8.31
p20135,0,0,0,0,0.002,0.008,0.024,0.026565713,0.030723064,0.043446167,0.0682753,0.120532813,0.193,0.302,0.39,0.504,0.65,0.822,0.984,1.156,1.329
p20139,0,0,0,0.002,0.017,0.055,0.16,0.193112295,0.269091665,0.402963197,0.622186198,1.01070634,1.574,2.305,2.837,3.527,4.393,5.321,6.064,6.844,7.623
p20141,0,0,0,0,0.003,0.01,0.031,0.032696262,0.040257808,0.056480017,0.086995946,0.143754731,0.267,0.445,0.543,0.666,0.815,0.992,1.178,1.361,1.541
p20143,0,0,0,0,0.003,0.012,0.038,0.040870327,0.04767372,0.06516925,0.102412949,0.175823094,0.31,0.511,0.635,0.796,0.993,1.222,1.463,1.715,1.972
p20145,0,0,0,0.051,0.61,0.777,0.83,0.855211592,0.911097764,0.984055678,1.084696292,1.249560355,1.425,1.803,2.065,2.392,2.78,3.22,3.677,4.144,4.61
p20147,0,0,0,0,0.004,0.014,0.048,0.053131425,0.065683792,0.086892334,0.116728738,0.183563734,0.322,0.502,0.61,0.754,0.946,1.16,1.341,1.537,1.726
p20149,0,0,0,0.01,0.145,0.525,1.72,2.02001591,2.475855202,3.153105555,4.0833034,5.442775281,6.563,7.624,8.352,9.46,10.913,12.345,13.188,13.996,14.803
p20151,0,0,0,0.005,0.036,0.068,0.183,0.204351635,0.262735169,0.343224718,0.520874463,0.849258719,1.285,1.472,1.695,2.121,2.691,3.2,3.369,3.533,3.692
p20155,0,0,0,0.016,0.091,0.294,0.767,1.051389161,1.481063574,2.196203732,3.326769033,5.20060385,7.491,10.004,11.745,14.083,17.078,20.08,21.926,23.772,25.669
p20157,0,0,0,0,0.004,0.013,0.042,0.043935601,0.048733136,0.067341559,0.105716593,0.18688115,0.351,0.593,0.719,0.88,1.076,1.299,1.539,1.783,2.024
p20159,0,0,0,0,0.01,0.035,0.113,0.121589223,0.141961745,0.187904671,0.273101198,0.443428055,0.711,1.097,1.319,1.587,1.897,2.23,2.566,2.929,3.283
p20161,0,0,0,0,0.027,0.097,0.317,0.348419537,0.417409906,0.597384793,0.933829904,1.555868513,2.541,4.03,5.005,6.273,7.854,9.708,10.7,11.685,12.713
p20163,0,0,0,0,0.011,0.039,0.134,0.148154935,0.174803641,0.223747759,0.298429132,0.422417748,0.587,0.808,0.933,1.069,1.218,1.373,1.513,1.652,1.782
p20165,0,0,0,0.004,0.028,0.063,0.16,0.172677131,0.205526705,0.247643151,0.353489857,0.577230536,0.823,1.052,1.207,1.402,1.634,1.856,1.981,2.108,2.232
p20167,0,0,0,0,0.005,0.018,0.057,0.060283732,0.066743208,0.0782031,0.101311735,0.15149537,0.257,0.419,0.495,0.593,0.716,0.851,0.994,1.142,1.291
p20169,0,0,0,0.005,0.035,0.084,0.341,0.355571845,0.381389761,0.434461668,0.550607255,1.600100738,3.271,5.221,7.065,9.516,13.505,18.127,19.281,20.639,22.092
p20173,0,0,0,0.04,0.377,1.221,3.883,4.707239908,6.313059968,9.540778228,15.44343228,25.640315,39.52,60.973,80.447,106.172,140.375,183.207,208.06,233.354,258.824
p20175,0,0,0,0.001,0.024,0.084,0.293,0.321853825,0.387746258,0.514837077,0.712485788,1.042774703,1.402,1.933,2.261,2.635,3.074,3.543,3.987,4.475,4.957
p20177,0,0,0,0.001,0.361,1.485,5.592,6.236811894,7.271831452,8.725076447,10.77868762,13.88891864,17.535,22.454,25.452,28.828,32.614,36.786,41.191,46.017,51.043
p20183,0,0,0,0.002,0.006,0.017,0.04,0.054153183,0.077337368,0.11730465,0.155271246,0.228901764,0.314,0.385,0.432,0.495,0.599,0.728,0.836,0.956,1.082
p20185,0,0,0,0,0.004,0.013,0.043,0.047000876,0.05826788,0.081461563,0.122234811,0.197939207,0.318,0.5,0.62,0.774,0.959,1.169,1.379,1.594,1.805
p20191,0,0,0,0.001,0.019,0.068,0.216,0.237047896,0.282864073,0.371464726,0.521975677,0.799497466,1.287,2.033,2.511,3.109,3.818,4.63,5.397,6.198,6.981
p20197,0,0,0,0.001,0.061,0.244,0.954,1.05751971,1.224684901,1.485858904,1.833522158,2.353154368,2.806,3.309,3.58,3.86,4.148,4.411,4.572,4.72,4.892
p20201,0,0,0,0.001,0.038,0.143,0.515,0.573206336,0.670610331,0.821132552,1.030736781,1.335813194,1.662,2.064,2.33,2.64,2.984,3.331,3.614,3.898,4.175
p20205,0,0,0,0,0.007,0.024,0.08,0.088892961,0.108060432,0.158578509,0.249975694,0.413571303,0.659,1.037,1.327,1.694,2.128,2.619,3.117,3.625,4.113
p20207,0,0,0,0,0.017,0.066,0.242,0.2687224,0.308290057,0.369292418,0.451497949,0.575018924,0.709,0.875,0.98,1.091,1.213,1.33,1.444,1.561,1.67
p20209,0,0,0,0.116,0.443,1.452,3.145,3.319692307,4.558667066,7.484688385,11.50548919,17.25056773,22.991,28.952,33.612,39.609,47.497,55.726,60.218,64.897,69.655
p29003,0.02975,0.0595,0.119,0.169,0.229,0.384,0.016,0.017369889,0.02118832,0.035843088,0.066072871,0.148177954,0.291,0.493,0.783,1.22,1.874,2.71,3.761,5.066,6.68
p29005,0.0125,0.025,0.05,0.073,0.102,0.173,0.007,0.008174065,0.01059416,0.014120004,0.02202429,0.042020614,0.079,0.135,0.215,0.335,0.51,0.744,1.047,1.435,1.921
p29021,0.18275,0.3655,0.731,1.003,1.342,2.195,0.087,0.092979994,0.1059416,0.145544659,0.244469621,0.591606009,1.288,2.141,3.336,5.562,8.946,13.515,19.413,26.851,36.114
p29025,0.01775,0.0355,0.071,0.1,0.136,0.23,0.009,0.010217582,0.011653576,0.014120004,0.02202429,0.042020614,0.096,0.169,0.296,0.498,0.797,1.21,1.76,2.474,3.383
p29033,0.02125,0.0425,0.085,0.12,0.163,0.269,0.011,0.012261098,0.014831824,0.027153854,0.052858296,0.112792174,0.222,0.383,0.608,0.939,1.426,2.045,2.812,3.767,4.965
p29037,0.1915,0.383,0.766,1.056,1.413,2.331,0.094,0.099110543,0.11123868,0.152061584,0.237862334,0.4522745,0.951,1.588,2.587,4.244,6.721,10.152,14.702,20.622,28.05
p29041,0.0165,0.033,0.066,0.093,0.127,0.213,0.009,0.009195824,0.01059416,0.01303385,0.02202429,0.046443836,0.109,0.195,0.327,0.526,0.824,1.23,1.764,2.447,3.316
p29047,0.48725,0.9745,1.949,2.792,3.888,6.21,0.245,0.301418661,0.443895306,0.788547927,1.647416906,3.449007741,6.109,9.058,13.058,18.553,26.525,36.713,50.224,67.346,88.88
p29049,0.0365,0.073,0.146,0.209,0.287,0.48,0.02,0.02247868,0.025425984,0.035843088,0.055060725,0.108368951,0.265,0.459,0.813,1.357,2.155,3.24,4.677,6.532,8.9
p29061,0.01625,0.0325,0.065,0.092,0.125,0.21,0.009,0.009195824,0.01059416,0.014120004,0.02202429,0.044232225,0.099,0.174,0.283,0.459,0.722,1.084,1.563,2.184,2.982
p29063,0.01875,0.0375,0.075,0.105,0.143,0.239,0.011,0.017369889,0.032841896,0.06516925,0.115627523,0.231113375,0.475,0.583,0.868,1.389,2.167,3.103,4.201,5.533,7.131
p29075,0.013,0.026,0.052,0.073,0.099,0.165,0.007,0.008174065,0.009534744,0.016292313,0.028631577,0.056396087,0.109,0.185,0.3,0.476,0.74,1.108,1.61,2.275,3.14
p29079,0.0205,0.041,0.082,0.114,0.154,0.256,0.011,0.01123934,0.013772408,0.020636929,0.035238864,0.076300588,0.161,0.268,0.453,0.73,1.142,1.674,2.344,3.18,4.217
p29081,0.02175,0.0435,0.087,0.119,0.158,0.256,0.011,0.013282856,0.02118832,0.043446167,0.075983801,0.175823094,0.339,0.537,0.8,1.215,1.848,2.569,3.348,4.21,5.198
p29087,0.01225,0.0245,0.049,0.07,0.097,0.162,0.007,0.008174065,0.01059416,0.016292313,0.026429148,0.048655447,0.085,0.14,0.221,0.343,0.523,0.772,1.107,1.549,2.12
p29095,2.01725,4.0345,8.069,11.88,17.182,28.328,1.097,1.448853091,2.337071705,4.466265947,8.542120949,16.60588306,28.315,45.254,66.933,93.532,126.842,165.986,211.632,265.931,331.035
p29101,0.09225,0.1845,0.369,0.519,0.703,1.166,0.048,0.051087909,0.056149048,0.082547717,0.137651814,0.260970127,0.584,0.964,1.601,2.569,4.054,5.926,8.228,11.017,14.436
p29107,0.064,0.128,0.256,0.356,0.478,0.789,0.032,0.034739778,0.038138976,0.057566171,0.10021052,0.214526291,0.532,0.866,1.41,2.352,3.804,5.682,8.012,10.821,14.268
p29115,0.02925,0.0585,0.117,0.164,0.221,0.362,0.015,0.016348131,0.019069488,0.028240008,0.053959511,0.122744424,0.256,0.413,0.637,0.995,1.529,2.217,3.077,4.134,5.447
p29117,0.03025,0.0605,0.121,0.172,0.233,0.382,0.015,0.017369889,0.022247736,0.041273858,0.083692303,0.193515984,0.428,0.712,1.106,1.735,2.665,3.869,5.394,7.269,9.626
p29129,0.00825,0.0165,0.033,0.048,0.068,0.117,0.005,0.006130549,0.007415912,0.010861542,0.017619432,0.036491586,0.068,0.112,0.179,0.281,0.433,0.635,0.898,1.231,1.653
p29147,0.03925,0.0785,0.157,0.22,0.297,0.496,0.02,0.021456922,0.025425984,0.033670779,0.052858296,0.10615734,0.202,0.342,0.586,0.952,1.5,2.264,3.31,4.696,6.479
p29159,0.101,0.202,0.404,0.616,0.885,1.415,0.054,0.074588347,0.126070504,0.236781609,0.494445315,0.926665113,2.057,2.593,3.614,5.58,8.254,11.535,15.54,20.544,26.737
p29165,0.509,1.018,2.036,2.541,3.194,4.687,0.165,1.081020148,2.922928755,6.932922066,12.99102757,22.32732135,31.42,38.905,46.5,56.06,68.747,81.297,101.168,119.886,138.847
p29171,0.0115,0.023,0.046,0.065,0.088,0.147,0.006,0.006130549,0.006356496,0.009775388,0.016518218,0.03538578,0.08,0.13,0.216,0.356,0.568,0.853,1.217,1.67,2.238
p29177,0.0395,0.079,0.158,0.223,0.304,0.509,0.021,0.021456922,0.023307152,0.030412317,0.053959511,0.111686368,0.267,0.476,0.778,1.27,2.014,3.039,4.411,6.199,8.484
p29195,0.07675,0.1535,0.307,0.408,0.536,0.82,0.031,0.101154059,0.255319257,0.571317093,1.106720582,1.984921095,3.018,4.032,5.043,6.323,7.936,9.539,11.369,13.409,15.753
p29211,0.0125,0.025,0.05,0.071,0.097,0.164,0.007,0.007152307,0.007415912,0.010861542,0.018720647,0.034279974,0.077,0.126,0.203,0.329,0.521,0.778,1.108,1.524,2.047
p29227,0.005,0.01,0.02,0.028,0.039,0.066,0.003,0.004087033,0.00529708,0.009775388,0.017619432,0.034279974,0.071,0.102,0.158,0.251,0.392,0.573,0.797,1.072,1.421
p29009,0.08225,0.1645,0.329,0.469,0.632,1.02,0.04,0.045979118,0.060386712,0.09123695,0.155271246,0.329530076,0.668,1.079,1.66,2.515,3.789,5.322,7.201,9.502,12.271
p29011,0.042,0.084,0.168,0.219,0.284,0.439,0.016,0.040870327,0.085812696,0.183560055,0.372210504,0.766323297,1.273,1.741,2.275,3.093,4.294,5.551,6.953,8.527,10.36
p29013,0.0325,0.065,0.13,0.181,0.243,0.405,0.016,0.017369889,0.019069488,0.023895392,0.039643722,0.081829616,0.196,0.368,0.621,0.999,1.552,2.329,3.398,4.822,6.652
p29015,0.06,0.12,0.24,0.343,0.466,0.776,0.032,0.034739778,0.040257808,0.056480017,0.092502019,0.196833401,0.416,0.684,1.106,1.785,2.784,4.099,5.809,7.979,10.694
p29039,0.036,0.072,0.144,0.2,0.266,0.429,0.017,0.020435163,0.027544816,0.042360013,0.075983801,0.178034705,0.354,0.601,0.978,1.538,2.365,3.379,4.625,6.144,7.978
p29043,0.18075,0.3615,0.723,1.005,1.339,2.159,0.085,0.100132301,0.131367585,0.207455446,0.375514148,0.819401967,1.558,2.386,3.713,5.946,9.222,13.271,18.337,24.602,32.334
p29057,0.0165,0.033,0.066,0.093,0.127,0.211,0.008,0.009195824,0.01059416,0.015206158,0.025327934,0.051972864,0.108,0.194,0.317,0.497,0.764,1.127,1.61,2.24,3.039
p29067,0.027,0.054,0.108,0.152,0.205,0.34,0.014,0.016348131,0.02118832,0.033670779,0.059465584,0.127167647,0.266,0.454,0.712,1.084,1.628,2.332,3.257,4.452,5.972
p29077,0.7685,1.537,3.074,4.449,6.008,9.808,0.369,0.496574473,0.804096747,1.669418959,3.368615184,7.385675763,13.036,16.575,21.549,29.997,42.286,56.964,75.969,99.667,128.265
p29083,0.0475,0.095,0.19,0.264,0.356,0.589,0.024,0.025543954,0.027544816,0.035843088,0.067174085,0.149283759,0.309,0.556,0.968,1.638,2.639,4.054,6.003,8.614,11.975
p29085,0.026,0.052,0.104,0.148,0.202,0.339,0.014,0.014304614,0.01589124,0.019550775,0.027530363,0.05307867,0.104,0.179,0.31,0.507,0.802,1.207,1.757,2.485,3.419
p29097,0.23775,0.4755,0.951,1.308,1.749,2.857,0.113,0.122610981,0.145139993,0.212886217,0.352388643,0.649107901,1.287,1.97,3.104,4.934,7.751,11.787,17.316,24.813,34.737
p29109,0.08275,0.1655,0.331,0.457,0.607,0.985,0.039,0.047000876,0.065683792,0.115132342,0.218040473,0.46996739,0.956,1.586,2.461,3.729,5.579,7.896,10.8,14.47,18.998
p29119,0.04,0.08,0.16,0.227,0.309,0.52,0.022,0.02247868,0.024366568,0.032584625,0.05616194,0.118321202,0.269,0.478,0.774,1.257,1.973,2.966,4.307,6.05,8.283
p29145,0.1695,0.339,0.678,0.875,1.123,1.73,0.065,0.066414281,0.072040288,0.081461563,0.105716593,0.290826879,1.176,2.303,3.802,6.404,10.452,15.125,19.733,24.363,29.648
p29153,0.02175,0.0435,0.087,0.124,0.17,0.286,0.012,0.012261098,0.013772408,0.018464621,0.030834006,0.059713504,0.121,0.206,0.344,0.557,0.872,1.302,1.876,2.622,3.572
p29167,0.07675,0.1535,0.307,0.451,0.607,0.949,0.036,0.048022634,0.075218536,0.136855425,0.270898769,0.592711814,1.126,1.754,2.553,3.706,5.357,7.235,9.413,11.939,14.953
p29185,0.0225,0.045,0.09,0.129,0.174,0.289,0.012,0.012261098,0.014831824,0.021723083,0.036340079,0.075194782,0.154,0.277,0.452,0.717,1.117,1.659,2.378,3.306,4.495
p29209,0.099,0.198,0.396,0.546,0.731,1.187,0.047,0.059261974,0.085812696,0.13794158,0.253279337,0.5307867,0.988,1.5,2.266,3.419,5.088,7.129,9.692,12.885,16.817
p29213,0.19075,0.3815,0.763,1.038,1.376,2.134,0.08,0.123632739,0.214002033,0.408393968,0.799481734,1.571349792,2.711,4.113,5.807,7.987,10.754,13.9,17.749,22.438,28.162
p29217,0.044,0.088,0.176,0.244,0.329,0.54,0.022,0.029630987,0.044495472,0.087978488,0.179497965,0.374868107,0.67,1.066,1.646,2.45,3.68,5.277,7.32,9.774,12.751
p29225,0.06575,0.1315,0.263,0.37,0.501,0.818,0.032,0.035761536,0.04237664,0.060824634,0.106817807,0.221161125,0.495,0.911,1.459,2.333,3.651,5.397,7.665,10.522,14.034
p05007,0.00175,0.0035,0.007,0.024,0.085,0.281,1.136,1.225088051,2.028781648,7.129515971,19.82516481,24.54446163,28.197,31.814,34.896,37.53,39.902,42.41,45.529,49.468,54.304
p05009,0.007,0.014,0.028,0.049,1.478,1.753,2.825,2.917119587,3.248169469,4.744321414,8.900015664,10.77054678,11.94,13.081,13.994,14.761,15.402,15.998,16.616,17.484,18.274
p05015,0.0065,0.013,0.026,0.085,0.724,1.97,6.981,7.145154911,7.434981517,8.102710107,9.517797004,10.15571885,10.027,10.524,11.022,11.476,11.851,12.153,12.496,12.94,13.479
p05023,0.00075,0.0015,0.003,0.008,0.03,0.094,0.367,0.394398655,0.758541859,2.490551512,5.610687925,7.461976351,8.851,9.913,10.683,11.301,11.797,12.248,12.831,13.58,14.32
p05033,0.0005,0.001,0.002,0.006,0.023,0.076,0.309,0.336158439,0.377152097,0.43772013,2.533894586,4.074893724,5.858,7.385,8.671,9.581,10.355,10.947,11.578,12.181,13.295
p05047,0,0,0,0.001,0.005,0.016,0.062,0.066414281,0.075218536,0.090150796,0.390931151,0.725408489,1.2,1.616,1.993,2.318,2.561,2.756,2.956,3.19,3.387
p05061,0.00075,0.0015,0.003,0.006,0.175,0.206,0.328,0.338201956,0.355963777,0.589781714,1.024129494,1.29379258,1.569,1.838,2.081,2.286,2.491,2.738,3.037,3.362,3.752
p05071,0.00075,0.0015,0.003,0.005,0.039,0.077,0.214,0.226830315,0.254259841,0.481166297,1.824712442,2.57763291,3.401,4.01,4.545,4.93,5.307,5.677,6.103,6.542,7.036
p05083,0.0005,0.001,0.002,0.004,0.083,0.104,0.189,0.198221086,0.216120865,0.247643151,1.043951355,1.438653117,1.952,2.504,3.004,3.382,3.707,3.995,4.306,4.748,5.155
