t,capcost,fom,vom,cf_improvement
2010,6605.993722,33.02996861,0,1
2011,6135.395108,32.46821112,0,1
2012,5664.796491,31.90645362,0,1
2013,3931.582865,31.3446961,0,1
2014,2958.484284,30.78293861,0,1
2015,2953.824676,30.22118111,0,1
2016,2572.117079,29.65942361,0,1
2017,1573.779998,28.5359086,0,1
2018,1508.455989,26.39723605,0,1
2019,1443.131979,24.25856349,0,1
2020,1363.978252,23.68655638,0,1
2021,1245.815082,22.52890893,0,1
2022,1325.335194,22.00463197,0,1.005350783
2023,1270.342083,21.29939379,0,1.010701565
2024,1215.348972,20.59868736,0,1.016052348
2025,1160.355861,19.90223692,0,1.02140313
2026,1105.36275,19.20978862,0,1.026753913
2027,1050.36964,18.5211084,0,1.032104695
2028,995.3765286,17.83598012,0,1.037455478
2029,940.3834177,17.15420384,0,1.04280626
2030,885.3903068,16.47559438,0,1.048157043
2031,830.3971959,15.79997992,0,1.053507826
2032,775.404085,15.12720087,0,1.058858608
2033,720.4109741,14.45710877,0,1.064209391
2034,665.4178632,13.78956535,0,1.069560173
2035,610.4247523,13.12444168,0,1.074910956
2036,603.2542206,13.02613593,0,1.077916892
2037,596.083689,12.92803952,0,1.080922828
2038,588.9131573,12.83014928,0,1.083928765
2039,581.7426256,12.73246209,0,1.086934701
2040,574.572094,12.63497491,0,1.089940637
2041,567.4015623,12.53768475,0,1.092946574
2042,560.2310307,12.4405887,0,1.09595251
2043,553.060499,12.34368387,0,1.098958446
2044,545.8899673,12.24696746,0,1.101964382
2045,538.7194357,12.15043671,0,1.104970319
2046,531.548904,12.05408893,0,1.107976255
2047,524.3783723,11.95792144,0,1.110982191
2048,517.2078407,11.86193166,0,1.113988127
2049,510.037309,11.76611704,0,1.116994064
2050,502.8667774,11.67047506,0,1.12
