Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
ONSHORE,1,2010,0.403,2371.172207,44.60544,0
ONSHORE,1,2011,0.416,2216.330488,44.60544,0
ONSHORE,1,2012,0.428,2061.488769,44.60544,0
ONSHORE,1,2013,0.452,1938.885389,44.60544,0
ONSHORE,1,2014,0.475953,1816.282011,44.60544,0
ONSHORE,1,2015,0.475953,1715.659316,44.60544,0
ONSHORE,1,2016,0.476,1615.036623,44.60544,0
ONSHORE,1,2017,0.475953,1612.8,44.60544,0
ONSHORE,1,2018,0.521036,1677.4769,43.2054,0
ONSHORE,1,2019,0.522810583,1643.064,42.8508,0
ONSHORE,1,2020,0.524585167,1608.3346,42.4962,0
ONSHORE,1,2021,0.52635975,1573.2888,42.1415,0
ONSHORE,1,2022,0.528134333,1537.9266,41.7869,0
ONSHORE,1,2023,0.529908917,1502.2478,41.4323,0
ONSHORE,1,2024,0.5316835,1466.2527,41.0777,0
ONSHORE,1,2025,0.533458083,1429.941,40.7231,0
ONSHORE,1,2026,0.535232667,1393.313,40.3685,0
ONSHORE,1,2027,0.53700725,1356.3684,40.0138,0
ONSHORE,1,2028,0.538781833,1319.1074,39.6592,0
ONSHORE,1,2029,0.540556417,1281.53,39.3046,0
ONSHORE,1,2030,0.542331,1243.6361,38.95,0
ONSHORE,1,2031,0.542602166,1230.8054,38.6579,0
ONSHORE,1,2032,0.542873331,1217.9572,38.3658,0
ONSHORE,1,2033,0.543144497,1205.0915,38.0736,0
ONSHORE,1,2034,0.543415662,1192.2084,37.7815,0
ONSHORE,1,2035,0.543686828,1179.3078,37.4894,0
ONSHORE,1,2036,0.543957993,1166.3897,37.1973,0
ONSHORE,1,2037,0.544229159,1153.4541,36.9051,0
ONSHORE,1,2038,0.544500324,1140.5011,36.613,0
ONSHORE,1,2039,0.54477149,1127.5306,36.3209,0
ONSHORE,1,2040,0.545042655,1114.5426,36.0288,0
ONSHORE,1,2041,0.545313821,1101.5372,35.7366,0
ONSHORE,1,2042,0.545584986,1088.5142,35.4445,0
ONSHORE,1,2043,0.545856152,1075.4738,35.1524,0
ONSHORE,1,2044,0.546127317,1062.416,34.8603,0
ONSHORE,1,2045,0.546398483,1049.3406,34.5681,0
ONSHORE,1,2046,0.546669648,1036.2478,34.276,0
ONSHORE,1,2047,0.546940814,1023.1375,33.9839,0
ONSHORE,1,2048,0.547211979,1010.0098,33.6917,0
ONSHORE,1,2049,0.547483145,996.8645,33.3996,0
ONSHORE,1,2050,0.54775431,983.7018,33.1075,0
ONSHORE,2,2010,0.384,2371.172207,44.60544,0
ONSHORE,2,2011,0.396,2216.330488,44.60544,0
ONSHORE,2,2012,0.408,2061.488769,44.60544,0
ONSHORE,2,2013,0.431,1938.885389,44.60544,0
ONSHORE,2,2014,0.453351,1816.282011,44.60544,0
ONSHORE,2,2015,0.453351,1715.659316,44.60544,0
ONSHORE,2,2016,0.453,1615.036623,44.60544,0
ONSHORE,2,2017,0.453351,1612.8,44.60544,0
ONSHORE,2,2018,0.467398,1546.0683,43.2054,0
ONSHORE,2,2019,0.469987667,1517.8708,42.8508,0
