i,t,capcost,fom,vom,rte
battery_2,2010,2704.54,67.61,0,0.85
battery_2,2011,2508.61,62.72,0,0.85
battery_2,2012,2312.68,57.82,0,0.85
battery_2,2013,2116.74,52.92,0,0.85
battery_2,2014,1920.81,48.02,0,0.85
battery_2,2015,1724.88,43.12,0,0.85
battery_2,2016,1633.25,40.83,0,0.85
battery_2,2017,1541.63,38.54,0,0.85
battery_2,2018,1122.18,28.05,0,0.85
battery_2,2019,976.94,24.42,0,0.85
battery_2,2020,1117.53,27.94,0,0.85
battery_2,2021,1018.6,25.47,0,0.85
battery_2,2022,1144.86,28.62,0,0.85
battery_2,2023,823.48,20.59,0,0.85
battery_2,2024,777.11,19.43,0,0.85
battery_2,2025,737.39,18.43,0,0.85
battery_2,2026,706.27,17.66,0,0.85
battery_2,2027,675.12,16.88,0,0.85
battery_2,2028,644.02,16.1,0,0.85
battery_2,2029,612.93,15.32,0,0.85
battery_2,2030,581.19,14.53,0,0.85
battery_2,2031,570.92,14.27,0,0.85
battery_2,2032,560.64,14.02,0,0.85
battery_2,2033,551.01,13.78,0,0.85
battery_2,2034,540.73,13.52,0,0.85
battery_2,2035,529.78,13.24,0,0.85
battery_2,2036,520.15,13.0,0,0.85
battery_2,2037,509.87,12.75,0,0.85
battery_2,2038,499.6,12.49,0,0.85
battery_2,2039,489.32,12.23,0,0.85
battery_2,2040,479.7,11.99,0,0.85
battery_2,2041,469.42,11.74,0,0.85
battery_2,2042,458.45,11.46,0,0.85
battery_2,2043,448.18,11.2,0,0.85
battery_2,2044,438.56,10.96,0,0.85
battery_2,2045,428.28,10.71,0,0.85
battery_2,2046,418.0,10.45,0,0.85
battery_2,2047,407.73,10.19,0,0.85
battery_2,2048,398.12,9.95,0,0.85
battery_2,2049,387.84,9.7,0,0.85
battery_2,2050,376.85,9.42,0,0.85
battery_4,2010,4586.21,114.66,0,0.85
battery_4,2011,4253.96,106.35,0,0.85
battery_4,2012,3921.7,98.04,0,0.85
battery_4,2013,3589.45,89.74,0,0.85
battery_4,2014,3257.2,81.43,0,0.85
battery_4,2015,2924.95,73.12,0,0.85
battery_4,2016,2769.58,69.24,0,0.85
battery_4,2017,2614.21,65.36,0,0.85
battery_4,2018,1902.92,47.57,0,0.85
battery_4,2019,1641.81,41.05,0,0.85
battery_4,2020,1953.05,48.83,0,0.85
battery_4,2021,1714.23,42.86,0,0.85
battery_4,2022,1926.72,48.17,0,0.85
battery_4,2023,1386.08,34.65,0,0.85
battery_4,2024,1308.28,32.71,0,0.85
battery_4,2025,1241.72,31.04,0,0.85
battery_4,2026,1189.01,29.73,0,0.85
battery_4,2027,1136.3,28.41,0,0.85
battery_4,2028,1083.6,27.09,0,0.85
battery_4,2029,1030.89,25.77,0,0.85
battery_4,2030,978.2,24.46,0,0.85
battery_4,2031,961.05,24.03,0,0.85
battery_4,2032,943.9,23.6,0,0.85
battery_4,2033,926.73,23.17,0,0.85
battery_4,2034,909.58,22.74,0,0.85
battery_4,2035,892.45,22.31,0,0.85
battery_4,2036,875.28,21.88,0,0.85
battery_4,2037,858.13,21.45,0,0.85
battery_4,2038,840.98,21.02,0,0.85
battery_4,2039,823.83,20.6,0,0.85
battery_4,2040,806.66,20.17,0,0.85
battery_4,2041,789.51,19.74,0,0.85
battery_4,2042,772.37,19.31,0,0.85
battery_4,2043,755.22,18.88,0,0.85
battery_4,2044,738.05,18.45,0,0.85
battery_4,2045,720.9,18.02,0,0.85
battery_4,2046,703.75,17.59,0,0.85
battery_4,2047,686.6,17.17,0,0.85
battery_4,2048,669.43,16.74,0,0.85
battery_4,2049,652.28,16.31,0,0.85
battery_4,2050,635.15,15.88,0,0.85
battery_6,2010,6470.68,161.77,0,0.85
battery_6,2011,6001.91,150.05,0,0.85
battery_6,2012,5533.13,138.33,0,0.85
battery_6,2013,5064.36,126.61,0,0.85
battery_6,2014,4595.59,114.89,0,0.85
battery_6,2015,4126.81,103.17,0,0.85
battery_6,2016,3907.6,97.69,0,0.85
battery_6,2017,3688.38,92.21,0,0.85
battery_6,2018,2684.83,67.12,0,0.85
battery_6,2019,2306.68,57.67,0,0.85
battery_6,2020,2788.57,69.71,0,0.85
battery_6,2021,2409.86,60.25,0,0.85
battery_6,2022,2708.58,67.71,0,0.85
battery_6,2023,1948.68,48.72,0,0.85
battery_6,2024,1839.45,45.99,0,0.85
battery_6,2025,1746.04,43.65,0,0.85
battery_6,2026,1671.75,41.79,0,0.85
battery_6,2027,1597.49,39.94,0,0.85
battery_6,2028,1523.18,38.08,0,0.85
battery_6,2029,1448.85,36.22,0,0.85
battery_6,2030,1375.21,34.38,0,0.85
battery_6,2031,1351.18,33.78,0,0.85
battery_6,2032,1327.15,33.18,0,0.85
battery_6,2033,1302.45,32.56,0,0.85
battery_6,2034,1278.43,31.96,0,0.85
battery_6,2035,1255.11,31.38,0,0.85
battery_6,2036,1230.41,30.76,0,0.85
battery_6,2037,1206.38,30.16,0,0.85
battery_6,2038,1182.36,29.56,0,0.85
battery_6,2039,1158.33,28.96,0,0.85
