t,capcost,fom,vom,cf_improvement
2010,6122.472678,30.61236339,0,1
2011,5686.319196,30.09172334,0,1
2012,5250.165713,29.57108328,0,1
2013,3643.813434,29.05044321,0,1
2014,2741.940117,28.52980316,0,1
2015,2737.621565,28.0091631,0,1
2016,2383.852786,27.48852305,0,1
2017,1458.588283,26.44724293,0,1
2018,1565.881911,18.76,0,1
2019,1375.377679,16.08,0,1.01
2020,1324.761493,15.85184692,0,1.021
2021,1274.145307,15.24618316,0,1.031
2022,1223.529121,14.64051939,0,1.041
2023,1172.912935,14.03485563,0,1.052
2024,1122.296749,13.42919187,0,1.062
2025,1071.680563,12.8235281,0,1.072
2026,1021.064377,12.21786434,0,1.082
2027,970.4481907,11.61220057,0,1.093
2028,919.8320047,11.00653681,0,1.103
2029,869.2158186,10.40087304,0,1.113
2030,818.5996326,9.795209279,0,1.124
2031,811.3279652,9.708197874,0,1.124
2032,804.0562977,9.621186468,0,1.124
2033,796.7846302,9.534175063,0,1.124
2034,789.5129628,9.447163657,0,1.124
2035,782.2412953,9.360152252,0,1.124
2036,774.9696278,9.273140846,0,1.124
2037,767.6979604,9.18612944,0,1.124
2038,760.4262929,9.099118035,0,1.124
2039,753.1546255,9.012106629,0,1.124
2040,745.882958,8.925095224,0,1.124
2041,738.6112905,8.838083818,0,1.124
2042,731.3396231,8.751072413,0,1.124
2043,724.0679556,8.664061007,0,1.124
2044,716.7962882,8.577049602,0,1.124
2045,709.5246207,8.490038196,0,1.124
2046,702.2529532,8.403026791,0,1.124
2047,694.9812858,8.316015385,0,1.124
2048,687.7096183,8.22900398,0,1.124
2049,680.4379508,8.141992574,0,1.124
2050,673.1662834,8.054981169,0,1.124
