i,t,capcost,fom,vom,heatrate
Gas-CT,2010,996.7821695,11.6,4.58,10.2225
Gas-CT,2011,992.2120442,11.6,4.58,10.16785714
Gas-CT,2012,987.6419188,11.6,4.58,10.11321429
Gas-CT,2013,983.0717935,11.6,4.58,10.05857143
Gas-CT,2014,978.5016682,11.6,4.58,10.00392857
Gas-CT,2015,973.9315428,11.6,4.58,9.949285714
Gas-CT,2016,969.3614175,11.6,4.58,9.894642857
Gas-CT,2017,964.7912922,11.6,4.58,9.5145
Gas-CT,2018,960.2211668,11.6,4.58,9.5145
Gas-CT,2019,955.6510415,11.6,4.58,9.5145
Gas-CT,2020,951.0809162,11.6,4.58,9.5145
Gas-CT,2021,946.5107909,11.6,4.58,9.5145
Gas-CT,2022,941.9406655,11.6,4.58,9.5145
Gas-CT,2023,931.1162913,11.6,4.58,9.5145
Gas-CT,2024,914.3799868,11.6,4.58,9.5145
Gas-CT,2025,903.329035,11.6,4.58,9.5145
Gas-CT,2026,896.6626059,11.6,4.58,9.5145
Gas-CT,2027,889.4671488,11.6,4.58,9.5145
Gas-CT,2028,884.7713698,11.6,4.58,9.5145
Gas-CT,2029,881.6097752,11.6,4.58,9.5145
Gas-CT,2030,877.2149839,11.6,4.58,9.5145
Gas-CT,2031,873.4488813,11.6,4.58,9.5145
Gas-CT,2032,869.4200714,11.6,4.58,9.5145
Gas-CT,2033,864.8218097,11.6,4.58,9.5145
Gas-CT,2034,861.4980241,11.6,4.58,9.5145
Gas-CT,2035,859.1014047,11.6,4.58,9.5145
Gas-CT,2036,855.8603205,11.6,4.58,9.5145
Gas-CT,2037,853.8694196,11.6,4.58,9.5145
Gas-CT,2038,851.5553662,11.6,4.58,9.5145
Gas-CT,2039,848.5777875,11.6,4.58,9.5145
Gas-CT,2040,845.4366183,11.6,4.58,9.5145
Gas-CT,2041,843.7756392,11.6,4.58,9.5145
Gas-CT,2042,840.953904,11.6,4.58,9.5145
Gas-CT,2043,838.7101963,11.6,4.58,9.5145
Gas-CT,2044,836.4269222,11.6,4.58,9.5145
Gas-CT,2045,834.6136,11.6,4.58,9.5145
Gas-CT,2046,831.2780374,11.6,4.58,9.5145
Gas-CT,2047,829.0402258,11.6,4.58,9.5145
Gas-CT,2048,826.768189,11.6,4.58,9.5145
Gas-CT,2049,824.478841,11.6,4.58,9.5145
Gas-CT,2050,815.0884748,11.6,4.58,9.5145
Gas-CC,2010,1150.625575,13.095,2.2,6.5375
Gas-CC,2011,1139.690974,13.095,2.2,6.525
Gas-CC,2012,1128.756373,13.095,2.2,6.5125
Gas-CC,2013,1117.821773,13.095,2.2,6.5
Gas-CC,2014,1106.887172,13.095,2.2,6.4875
Gas-CC,2015,1095.952572,13.095,2.2,6.475
Gas-CC,2016,1085.017971,13.095,2.2,6.4625
Gas-CC,2017,1074.08337,13.095,2.2,6.4005
Gas-CC,2018,1063.14877,13.095,2.2,6.4005
Gas-CC,2019,1052.214169,13.095,2.2,6.4005
Gas-CC,2020,1041.279569,13.095,2.2,6.4005
Gas-CC,2021,1030.344968,13.095,2.2,6.4005
Gas-CC,2022,1019.410367,13.095,2.2,6.4005
Gas-CC,2023,1008.475767,13.095,2.2,6.4005
Gas-CC,2024,994.6138128,13.095,2.2,6.4005
Gas-CC,2025,984.681342,13.095,2.2,6.4005
Gas-CC,2026,978.8060925,13.095,2.2,6.4005
Gas-CC,2027,972.3487098,13.095,2.2,6.4005
Gas-CC,2028,968.0317725,13.095,2.2,6.4005
Gas-CC,2029,964.8856821,13.095,2.2,6.4005
Gas-CC,2030,960.487573,13.095,2.2,6.4005
Gas-CC,2031,956.662639,13.095,2.2,6.4005
Gas-CC,2032,952.541065,13.095,2.2,6.4005
Gas-CC,2033,947.9219578,13.095,2.2,6.4005
Gas-CC,2034,944.6008139,13.095,2.2,6.4005
Gas-CC,2035,941.9556119,13.095,2.2,6.4005
Gas-CC,2036,938.2830204,13.095,2.2,6.4005
Gas-CC,2037,935.9810048,13.095,2.2,6.4005
Gas-CC,2038,933.3246276,13.095,2.2,6.4005
Gas-CC,2039,929.941169,13.095,2.2,6.4005
Gas-CC,2040,926.3785016,13.095,2.2,6.4005
Gas-CC,2041,924.4378335,13.095,2.2,6.4005
Gas-CC,2042,921.2254182,13.095,2.2,6.4005
Gas-CC,2043,918.6461609,13.095,2.2,6.4005
Gas-CC,2044,916.0235805,13.095,2.2,6.4005
