i,t,capcost,fom,vom,heatrate
Nuclear,2010,7686.711275,165.9481454,2.692053726,10.455
Nuclear,2011,7633.565731,165.9481454,2.692053726,10.455
Nuclear,2012,7580.420186,165.9481454,2.692053726,10.455
Nuclear,2013,7527.27464,165.9481454,2.692053726,10.455
Nuclear,2014,7474.129095,165.9481454,2.692053726,10.455
Nuclear,2015,7420.983549,165.9481454,2.692053726,10.455
Nuclear,2016,7367.838005,165.9481454,2.692053726,10.455
Nuclear,2017,7314.692459,165.9481454,2.692053726,10.455
Nuclear,2018,7261.546913,165.9481454,2.692053726,10.455
Nuclear,2019,7208.401368,165.9481454,2.692053726,10.455
Nuclear,2020,7172.069171,165.0426129,2.659247015,10.455
Nuclear,2021,8065.093644,164.2896,2.6676,10.455
Nuclear,2022,7750.0,204.0,3.4,10.497
Nuclear,2023,7750.0,204.0,3.4,10.497
Nuclear,2024,7750.0,204.0,3.4,10.497
Nuclear,2025,7750.0,204.0,3.4,10.497
Nuclear,2026,7750.0,204.0,3.4,10.497
Nuclear,2027,7750.0,204.0,3.4,10.497
Nuclear,2028,7750.0,204.0,3.4,10.497
Nuclear,2029,7750.0,204.0,3.4,10.497
Nuclear,2030,7750.0,204.0,3.4,10.497
Nuclear,2031,7750.0,204.0,3.4,10.497
Nuclear,2032,7750.0,204.0,3.4,10.497
Nuclear,2033,7750.0,204.0,3.4,10.497
Nuclear,2034,7750.0,204.0,3.4,10.497
Nuclear,2035,7750.0,204.0,3.4,10.497
Nuclear,2036,7700.0,204.0,3.4,10.497
Nuclear,2037,7650.0,204.0,3.4,10.497
Nuclear,2038,7600.0,204.0,3.4,10.497
Nuclear,2039,7550.0,204.0,3.4,10.497
Nuclear,2040,7500.0,204.0,3.4,10.497
Nuclear,2041,7350.0,204.0,3.4,10.497
Nuclear,2042,7200.0,204.0,3.4,10.497
Nuclear,2043,7050.0,204.0,3.4,10.497
Nuclear,2044,6900.0,204.0,3.4,10.497
Nuclear,2045,6750.0,204.0,3.4,10.497
Nuclear,2046,6600.0,204.0,3.4,10.497
Nuclear,2047,6450.0,204.0,3.4,10.497
Nuclear,2048,6300.0,204.0,3.4,10.497
Nuclear,2049,6150.0,204.0,3.4,10.497
Nuclear,2050,6000.0,204.0,3.4,10.497
