i,t,capcost,fom,vom,heatrate
H2-CT,2010,1010.908235,22.15184016,5.235889493,10.2225
H2-CT,2011,1002.174686,22.15184016,5.235889493,10.16633333
H2-CT,2012,993.441138,22.15184016,5.235889493,10.11016667
H2-CT,2013,984.7075895,22.15184016,5.235889493,10.054
H2-CT,2014,975.974041,22.15184016,5.235889493,9.997833333
H2-CT,2015,967.2404926,22.15184016,5.235889493,9.941666667
H2-CT,2016,958.5069441,22.15184016,5.235889493,9.8855
H2-CT,2017,949.7733956,22.15184016,5.235889493,9.829333333
H2-CT,2018,941.0398472,22.15184016,5.235889493,9.773166667
H2-CT,2019,932.3062987,22.15184016,5.235889493,9.717
H2-CT,2020,906.9256836,21.98658481,5.17208233,9.717
H2-CT,2021,1032.678,24,6.44,9.717
H2-CT,2022,1032.678,24,6.44,9.717
H2-CT,2023,1024.438,23.8,6.44,9.717
H2-CT,2024,1016.301,23.7,6.44,9.717
H2-CT,2025,1209.7968,28.32,7.728,9.717
H2-CT,2026,1200.0324,28.08,7.728,9.717
H2-CT,2027,1190.1444,27.96,7.728,9.717
H2-CT,2028,1180.38,27.84,7.728,9.717
H2-CT,2029,1170.6156,27.6,7.728,9.717
H2-CT,2030,1160.8512,27.48,7.728,9.717
H2-CT,2031,1151.0868,27.36,7.728,9.717
H2-CT,2032,1141.1988,27.12,7.728,9.717
H2-CT,2033,1131.4344,27,7.728,9.717
H2-CT,2034,1121.67,26.88,7.728,9.717
H2-CT,2035,1111.9056,26.76,7.728,9.717
H2-CT,2036,1102.0176,26.52,7.728,9.717
H2-CT,2037,1092.2532,26.4,7.728,9.717
H2-CT,2038,1082.4888,26.28,7.728,9.717
H2-CT,2039,1072.7244,26.04,7.728,9.717
H2-CT,2040,1062.8364,25.92,7.728,9.717
H2-CT,2041,1053.072,25.8,7.728,9.717
H2-CT,2042,1043.3076,25.56,7.728,9.717
H2-CT,2043,1033.5432,25.44,7.728,9.717
H2-CT,2044,1023.7788,25.32,7.728,9.717
H2-CT,2045,1013.8908,25.08,7.728,9.717
H2-CT,2046,1004.1264,24.96,7.728,9.717
H2-CT,2047,994.362,24.84,7.728,9.717
H2-CT,2048,984.5976,24.6,7.728,9.717
H2-CT,2049,974.7096,24.48,7.728,9.717
H2-CT,2050,964.9452,24.36,7.728,9.717
H2-CC,2010,1072.690812,27.47428788,3.06401992,7.765833333
H2-CC,2011,1066.781111,27.47428788,3.06401992,7.734185184
H2-CC,2012,1060.87141,27.47428788,3.06401992,7.702537038
H2-CC,2013,1054.961709,27.47428788,3.06401992,7.670888889
H2-CC,2014,1049.052008,27.47428788,3.06401992,7.63924074
H2-CC,2015,1043.142306,27.47428788,3.06401992,7.607592593
H2-CC,2016,1037.232606,27.47428788,3.06401992,7.575944445
H2-CC,2017,1031.322904,27.47428788,3.06401992,7.544296296
H2-CC,2018,1025.413203,27.47428788,3.06401992,7.512648148
H2-CC,2019,1019.503502,27.47428788,3.06401992,7.481
H2-CC,2020,992.2011414,27.67866732,3.026680244,7.481
H2-CC,2021,1121.147447,29.59533333,3.556933333,7.481
H2-CC,2022,1121.147447,29.59533333,3.556933333,7.481
H2-CC,2023,1111.72638,29.32066667,3.5432,7.471
H2-CC,2024,1102.27201,29.08033333,3.536333333,7.460333333
H2-CC,2025,1311.463568,34.608,4.22712,7.449666667
H2-CC,2026,1300.118324,34.2784,4.21888,7.439
H2-CC,2027,1288.813044,33.99,4.21064,7.429
H2-CC,2028,1277.5502,33.7016,4.19416,7.418333333
H2-CC,2029,1266.204956,33.372,4.18592,7.407666667
H2-CC,2030,1254.942112,33.0836,4.16944,7.397666667
H2-CC,2031,1243.596868,32.7952,4.1612,7.387
H2-CC,2032,1232.291588,32.4656,4.14472,7.376333333
H2-CC,2033,1221.028744,32.0948,4.13648,7.365666667
H2-CC,2034,1209.6835,31.8064,4.12824,7.355666667
H2-CC,2035,1198.420656,31.518,4.11176,7.345
H2-CC,2036,1188.268976,31.2708,4.10352,7.345
H2-CC,2037,1178.242132,31.0648,4.09528,7.345
H2-CC,2038,1168.132888,30.8588,4.08704,7.345
H2-CC,2039,1158.106044,30.6116,4.0788,7.345
H2-CC,2040,1147.954364,30.4056,4.07056,7.345
H2-CC,2041,1137.92752,30.1996,4.06232,7.345
H2-CC,2042,1127.818276,29.9524,4.05408,7.345
H2-CC,2043,1117.791432,29.7464,4.04584,7.345
H2-CC,2044,1107.682188,29.5404,4.0376,7.345
H2-CC,2045,1097.530508,29.2932,4.02936,7.345
H2-CC,2046,1087.503664,29.0872,4.02112,7.345
H2-CC,2047,1077.39442,28.8812,4.01288,7.345
H2-CC,2048,1067.367576,28.634,4.00464,7.345
H2-CC,2049,1057.215896,28.428,3.9964,7.345
H2-CC,2050,1047.189052,28.222,3.98816,7.345
