i,t,capcost,fom,vom,heatrate
RE-CT,2010,1026.685635,11.6,4.58,10.2225
RE-CT,2011,1021.978406,11.6,4.58,10.16785714
RE-CT,2012,1017.271176,11.6,4.58,10.11321429
RE-CT,2013,1012.563947,11.6,4.58,10.05857143
RE-CT,2014,1007.856718,11.6,4.58,10.00392857
RE-CT,2015,1003.149489,11.6,4.58,9.949285714
RE-CT,2016,998.44226,11.6,4.58,9.894642857
RE-CT,2017,993.735031,11.6,4.58,9.5145
RE-CT,2018,989.0278018,11.6,4.58,9.5145
RE-CT,2019,984.3205727,11.6,4.58,9.5145
RE-CT,2020,979.6133437,11.6,4.58,9.5145
RE-CT,2021,974.9061146,11.6,4.58,9.5145
RE-CT,2022,970.1988855,11.6,4.58,9.5145
RE-CT,2023,959.04978,11.6,4.58,9.5145
RE-CT,2024,941.8113864,11.6,4.58,9.5145
RE-CT,2025,930.4289061,11.6,4.58,9.5145
RE-CT,2026,923.5624841,11.6,4.58,9.5145
RE-CT,2027,916.1511633,11.6,4.58,9.5145
RE-CT,2028,911.3145109,11.6,4.58,9.5145
RE-CT,2029,908.0580685,11.6,4.58,9.5145
RE-CT,2030,903.5314334,11.6,4.58,9.5145
RE-CT,2031,899.6523477,11.6,4.58,9.5145
RE-CT,2032,895.5026735,11.6,4.58,9.5145
RE-CT,2033,890.766464,11.6,4.58,9.5145
RE-CT,2034,887.3429648,11.6,4.58,9.5145
RE-CT,2035,884.8744468,11.6,4.58,9.5145
RE-CT,2036,881.5361301,11.6,4.58,9.5145
RE-CT,2037,879.4855022,11.6,4.58,9.5145
RE-CT,2038,877.1020272,11.6,4.58,9.5145
RE-CT,2039,874.0351211,11.6,4.58,9.5145
RE-CT,2040,870.7997168,11.6,4.58,9.5145
RE-CT,2041,869.0889084,11.6,4.58,9.5145
RE-CT,2042,866.1825211,11.6,4.58,9.5145
RE-CT,2043,863.8715022,11.6,4.58,9.5145
RE-CT,2044,861.5197299,11.6,4.58,9.5145
RE-CT,2045,859.652008,11.6,4.58,9.5145
RE-CT,2046,856.2163785,11.6,4.58,9.5145
RE-CT,2047,853.9114326,11.6,4.58,9.5145
RE-CT,2048,851.5712347,11.6,4.58,9.5145
RE-CT,2049,849.2132062,11.6,4.58,9.5145
RE-CT,2050,839.541129,11.6,4.58,9.5145
RE-CC,2010,1462.279443,11.6,4.58,9.5145
RE-CC,2011,1455.575069,11.6,4.58,9.5145
RE-CC,2012,1448.870695,11.6,4.58,9.5145
RE-CC,2013,1442.166321,11.6,4.58,9.5145
RE-CC,2014,1435.461947,11.6,4.58,9.5145
RE-CC,2015,1428.757573,11.6,4.58,9.5145
RE-CC,2016,1422.053199,11.6,4.58,9.5145
RE-CC,2017,1415.348826,11.6,4.58,9.5145
RE-CC,2018,1408.644452,11.6,4.58,9.5145
RE-CC,2019,1401.940078,11.6,4.58,9.5145
RE-CC,2020,1395.235704,11.6,4.58,9.5145
RE-CC,2021,1388.53133,11.6,4.58,9.5145
RE-CC,2022,1381.826956,11.6,4.58,9.5145
RE-CC,2023,1365.947599,11.6,4.58,9.5145
RE-CC,2024,1341.395441,11.6,4.58,9.5145
RE-CC,2025,1325.183694,11.6,4.58,9.5145
RE-CC,2026,1315.404043,11.6,4.58,9.5145
RE-CC,2027,1304.848307,11.6,4.58,9.5145
RE-CC,2028,1297.959599,11.6,4.58,9.5145
RE-CC,2029,1293.32154,11.6,4.58,9.5145
RE-CC,2030,1286.874381,11.6,4.58,9.5145
RE-CC,2031,1281.349509,11.6,4.58,9.5145
RE-CC,2032,1275.439245,11.6,4.58,9.5145
RE-CC,2033,1268.693595,11.6,4.58,9.5145
RE-CC,2034,1263.817601,11.6,4.58,9.5145
RE-CC,2035,1260.301761,11.6,4.58,9.5145
RE-CC,2036,1255.54709,11.6,4.58,9.5145
RE-CC,2037,1252.626439,11.6,4.58,9.5145
RE-CC,2038,1249.231722,11.6,4.58,9.5145
RE-CC,2039,1244.863614,11.6,4.58,9.5145
RE-CC,2040,1240.255519,11.6,4.58,9.5145
RE-CC,2041,1237.818863,11.6,4.58,9.5145
RE-CC,2042,1233.679377,11.6,4.58,9.5145
RE-CC,2043,1230.387858,11.6,4.58,9.5145
RE-CC,2044,1227.038295,11.6,4.58,9.5145
RE-CC,2045,1224.378151,11.6,4.58,9.5145
RE-CC,2046,1219.484881,11.6,4.58,9.5145
RE-CC,2047,1216.202011,11.6,4.58,9.5145
RE-CC,2048,1212.868933,11.6,4.58,9.5145
RE-CC,2049,1209.51046,11.6,4.58,9.5145
RE-CC,2050,1195.734793,11.6,4.58,9.5145
