i,t,capcost,fom,vom,heatrate
Gas-CC-CCS_mod,2010,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2011,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2012,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2013,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2014,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2015,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2016,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2017,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2018,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2019,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2020,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2021,2572.02,68.796,5.0004,7.22
Gas-CC-CCS_mod,2022,2656.6,70.7,5.11,7.22
Gas-CC-CCS_mod,2023,2631.1,70.1,5.08,7.22
Gas-CC-CCS_mod,2024,2605.7,69.5,5.05,7.22
Gas-CC-CCS_mod,2025,2580.2,68.8,5.02,7.22
Gas-CC-CCS_mod,2026,2554.7,68.2,4.99,7.22
Gas-CC-CCS_mod,2027,2529.3,67.6,4.95,7.22
Gas-CC-CCS_mod,2028,2503.8,67.0,4.92,7.22
Gas-CC-CCS_mod,2029,2478.3,66.4,4.89,7.22
Gas-CC-CCS_mod,2030,2452.9,65.7,4.86,7.22
Gas-CC-CCS_mod,2031,2427.4,65.1,4.82,7.22
Gas-CC-CCS_mod,2032,2401.9,64.5,4.79,7.22
Gas-CC-CCS_mod,2033,2376.5,63.9,4.76,7.22
Gas-CC-CCS_mod,2034,2351.0,63.2,4.73,7.22
Gas-CC-CCS_mod,2035,2325.5,62.6,4.7,7.22
Gas-CC-CCS_mod,2036,2300.1,62.0,4.66,7.22
Gas-CC-CCS_mod,2037,2274.6,61.4,4.63,7.22
Gas-CC-CCS_mod,2038,2249.1,60.8,4.6,7.22
Gas-CC-CCS_mod,2039,2223.7,60.1,4.57,7.22
Gas-CC-CCS_mod,2040,2198.2,59.5,4.53,7.22
Gas-CC-CCS_mod,2041,2172.7,58.9,4.5,7.22
Gas-CC-CCS_mod,2042,2147.3,58.3,4.47,7.22
Gas-CC-CCS_mod,2043,2121.8,57.6,4.44,7.22
Gas-CC-CCS_mod,2044,2096.3,57.0,4.4,7.22
Gas-CC-CCS_mod,2045,2070.9,56.4,4.37,7.22
Gas-CC-CCS_mod,2046,2045.4,55.8,4.34,7.22
Gas-CC-CCS_mod,2047,2019.9,55.2,4.31,7.22
Gas-CC-CCS_mod,2048,1994.5,54.5,4.28,7.22
Gas-CC-CCS_mod,2049,1969.0,53.9,4.24,7.22
Gas-CC-CCS_mod,2050,1943.5,53.3,4.21,7.22
