t,capcost,fom,vom,cf_improvement
2010,6309.568739310271,31.547843696551354,0.0,1.0
2011,5860.086885131101,31.01129345758559,0.0,1.0
2012,5410.605028927257,30.47474320849646,0.0,1.0
2013,3755.1643831056294,29.93819294928396,0.0,1.0
2014,2825.7308047056367,29.4016427103182,0.0,1.0
2015,2821.280282420129,28.865092461229068,0.0,1.0
2016,2456.7007168991886,28.328542212139936,0.0,1.0
2017,1503.161143818444,27.255441713961673,0.0,1.0
2018,1440.7683612341104,25.21273594205736,0.0,1.0
2019,1378.3755786497768,23.170030170153055,0.0,1.0
2020,1302.773648,22.62369024,0.0,1.0
2021,1139.2,20.5568,0.0,1.0
2022,1136.956784,20.48181227,0.0,1.0
2023,1134.713567,20.4133942,0.0,1.0
2024,1132.470351,20.34570661,0.0,1.0
2025,1130.227134,20.2787306,0.0,1.0
2026,1127.983918,20.21244791,0.0,1.0
2027,1125.740701,20.1468409,0.0,1.0
2028,1123.497485,20.08189254,0.0,1.0
2029,1121.254268,20.01758634,0.0,1.0
2030,1119.011052,19.95390638,0.0,1.0
2031,1099.777042,19.71685208,0.0,1.0059360396876666
2032,1080.543033,19.47984576,0.0,1.0118720759874225
2033,1061.309024,19.24288708,0.0,1.0178081156750893
2034,1042.075015,19.00597572,0.0,1.0237441553627558
2035,1022.841006,18.76911135,0.0,1.0296801916625116
2036,1003.606997,18.53229365,0.0,1.0356162313501782
2037,984.3729876,18.2955223,0.0,1.041552271037845
2038,965.1389785,18.05879698,0.0,1.047488307337601
2039,945.9049694,17.82211737,0.0,1.0534243470252673
2040,926.6709602,17.58548317,0.0,1.059360386712934
2041,907.4369511,17.34889406,0.0,1.06529642301269
2042,888.202942,17.11234974,0.0,1.0712324627003567
2043,868.9689329,16.8758499,0.0,1.0771684990001125
2044,849.7349237,16.63939425,0.0,1.083104538687779
2045,830.5009146,16.40298249,0.0,1.0890405783754458
2046,811.2669055,16.16661431,0.0,1.0949766146752016
2047,792.0328963,15.93028944,0.0,1.1009126543628682
2048,772.7988872,15.69400758,0.0,1.1068486940505347
2049,753.5648781,15.45776843,0.0,1.1127847303502907
2050,734.3308689,15.22157173,0.0,1.1187207700379573
