Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
OFFSHORE,1,2010,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2011,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2012,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2013,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2014,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2015,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2016,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2017,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2018,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2019,0.449697674,2500.8846,113.9312,0
OFFSHORE,1,2020,0.456028208,2328.0373,107.2328,0
OFFSHORE,1,2021,0.460519794,2198.8666,102.4802,0
OFFSHORE,1,2022,0.464003738,2093.6281,98.7938,0
OFFSHORE,1,2023,0.466850328,2003.5274,95.7818,0
OFFSHORE,1,2024,0.469257086,1923.873,93.2352,0
OFFSHORE,1,2025,0.471341914,1851.8647,91.0292,0
OFFSHORE,1,2026,0.473180863,1785.6962,89.0834,0
OFFSHORE,1,2027,0.474825859,1724.1343,87.3428,0
OFFSHORE,1,2028,0.476313938,1666.2993,85.7682,0
OFFSHORE,1,2029,0.477672449,1611.5416,84.3308,0
OFFSHORE,1,2030,0.478922157,1559.3681,83.0084,0
OFFSHORE,1,2031,0.480079206,1531.8872,81.7841,0
OFFSHORE,1,2032,0.481156393,1506.3032,80.6444,0
OFFSHORE,1,2033,0.482164034,1482.3709,79.5782,0
OFFSHORE,1,2034,0.483110568,1459.89,78.5766,0
OFFSHORE,1,2035,0.484002983,1438.6944,77.6324,0
OFFSHORE,1,2036,0.484847136,1418.6451,76.7391,0
OFFSHORE,1,2037,0.485647979,1399.6244,75.8918,0
OFFSHORE,1,2038,0.486409741,1381.5319,75.0857,0
OFFSHORE,1,2039,0.487136059,1364.2813,74.3172,0
OFFSHORE,1,2040,0.487830085,1347.7976,73.5828,0
OFFSHORE,1,2041,0.488494569,1332.0156,72.8797,0
OFFSHORE,1,2042,0.489131923,1316.8779,72.2054,0
OFFSHORE,1,2043,0.489744277,1302.334,71.5574,0
OFFSHORE,1,2044,0.490333518,1288.3391,70.9339,0
OFFSHORE,1,2045,0.490901326,1274.8532,70.3331,0
OFFSHORE,1,2046,0.491449208,1261.8405,69.7534,0
OFFSHORE,1,2047,0.491978513,1249.2691,69.1933,0
OFFSHORE,1,2048,0.492490462,1237.1099,68.6516,0
OFFSHORE,1,2049,0.492986155,1225.3368,68.1271,0
OFFSHORE,1,2050,0.493466593,1213.926,67.6188,0
OFFSHORE,2,2010,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2011,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2012,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2013,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2014,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2015,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2016,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2017,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2018,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2019,0.438233138,2508.5448,116.3806,0
OFFSHORE,2,2020,0.444402283,2335.1681,109.5382,0
OFFSHORE,2,2021,0.44877936,2205.6017,104.6834,0
OFFSHORE,2,2022,0.452174486,2100.0409,100.9177,0
OFFSHORE,2,2023,0.454948505,2009.6642,97.841,0
OFFSHORE,2,2024,0.457293905,1929.7658,95.2396,0
OFFSHORE,2,2025,0.459325583,1857.537,92.9862,0
OFFSHORE,2,2026,0.46111765,1791.1658,90.9986,0
OFFSHORE,2,2027,0.462720708,1729.4153,89.2205,0
OFFSHORE,2,2028,0.464170851,1671.4032,87.6121,0
OFFSHORE,2,2029,0.465494728,1616.4778,86.1438,0
OFFSHORE,2,2030,0.466712576,1564.1444,84.793,0
OFFSHORE,2,2031,0.467840128,1536.5794,83.5424,0
OFFSHORE,2,2032,0.468889853,1510.917,82.3781,0
OFFSHORE,2,2033,0.469871805,1486.9114,81.289,0
OFFSHORE,2,2034,0.470794208,1464.3616,80.2659,0
OFFSHORE,2,2035,0.471663872,1443.1011,79.3014,0
OFFSHORE,2,2036,0.472486504,1422.9904,78.3889,0
OFFSHORE,2,2037,0.473266931,1403.9114,77.5233,0
OFFSHORE,2,2038,0.474009272,1385.7636,76.7,0
OFFSHORE,2,2039,0.474717074,1368.4601,75.9149,0
OFFSHORE,2,2040,0.475393406,1351.9259,75.1648,0
OFFSHORE,2,2041,0.47604095,1336.0956,74.4466,0
OFFSHORE,2,2042,0.476662056,1320.9115,73.7577,0
OFFSHORE,2,2043,0.477258799,1306.3231,73.0958,0
OFFSHORE,2,2044,0.477833017,1292.2853,72.4589,0
OFFSHORE,2,2045,0.47838635,1278.758,71.8452,0
OFFSHORE,2,2046,0.478920264,1265.7056,71.253,0
OFFSHORE,2,2047,0.479436075,1253.0956,70.6809,0
OFFSHORE,2,2048,0.479934972,1240.8992,70.1276,0
OFFSHORE,2,2049,0.480418028,1229.09,69.5918,0
OFFSHORE,2,2050,0.480886218,1217.6443,69.0725,0
OFFSHORE,3,2010,0.441508862,2639.0237,118.4608,0
OFFSHORE,3,2011,0.441508862,2639.0237,118.4608,0
OFFSHORE,3,2012,0.441508862,2639.0237,118.4608,0
OFFSHORE,3,2013,0.441508862,2639.0237,118.4608,0
OFFSHORE,3,2014,0.441508862,2639.0237,118.4608,0
OFFSHORE,3,2015,0.441508862,2639.0237,118.4608,0
OFFSHORE,3,2016,0.441508862,2639.0237,118.4608,0
