i,t,capcost,fom,vom,rte,,,,
battery_4,2029,532.3238506,13.30809627,0,0.85,,,,
battery_4,2030,485.8511334,12.14627834,0,0.85,,,,
battery_4,2031,476.3453504,11.90863376,0,0.85,,,,
battery_4,2032,466.8395674,11.67098919,0,0.85,,,,
battery_4,2033,457.3337843,11.43334461,0,0.85,,,,
battery_4,2034,447.8280013,11.19570003,0,0.85,,,,
battery_4,2035,438.3222182,10.95805546,0,0.85,,,,
battery_4,2036,428.8164352,10.72041088,0,0.85,,,,
battery_4,2037,419.3106521,10.4827663,0,0.85,,,,
battery_4,2038,409.8048691,10.24512173,0,0.85,,,,
battery_4,2039,400.299086,10.00747715,0,0.85,,,,
battery_4,2040,390.793303,9.769832575,0,0.85,,,,
battery_4,2041,381.2875199,9.532187998,0,0.85,,,,
battery_4,2042,371.7817369,9.294543423,0,0.85,,,,
battery_4,2043,362.2759539,9.056898848,0,0.85,,,,
battery_4,2044,352.7701708,8.81925427,0,0.85,,,,
battery_4,2045,343.2643878,8.581609695,0,0.85,,,,
battery_4,2046,333.7586047,8.343965118,0,0.85,,,,
battery_4,2047,324.2528217,8.106320543,0,0.85,,,,
battery_4,2048,314.7470386,7.868675965,0,0.85,,,,
battery_4,2049,305.2412556,7.63103139,0,0.85,,,,
battery_4,2050,295.7354725,7.393386813,0,0.85,,,,
battery_6,2010,4200,105,0,0.85,,,,
battery_6,2011,4200,105,0,0.85,,,,
battery_6,2012,4200,105,0,0.85,,,,
battery_6,2013,4200,105,0,0.85,,,,
battery_6,2014,4200,105,0,0.85,,,,
battery_6,2015,4200,105,0,0.85,,,,
battery_6,2016,4200,105,0,0.85,,,,
battery_6,2017,4200,105,0,0.85,,,,
battery_6,2018,1892.578125,47.31445313,0,0.85,,,,
battery_6,2019,1686.947991,42.17369979,0,0.85,,,,
battery_6,2020,1481.317858,37.03294645,0,0.85,,,,
battery_6,2021,1368.19904,34.20497599,0,0.85,,,,
battery_6,2022,1255.080221,31.37700554,0,0.85,,,,
battery_6,2023,1141.961403,28.54903508,0,0.85,,,,
battery_6,2024,1028.842585,25.72106462,0,0.85,,,,
battery_6,2025,915.7237667,22.89309417,0,0.85,,,,
battery_6,2026,856.4710524,21.41177631,0,0.85,,,,
battery_6,2027,797.2183381,19.93045845,0,0.85,,,,
battery_6,2028,737.9656238,18.44914059,0,0.85,,,,
battery_6,2029,678.7129095,16.96782274,0,0.85,,,,
battery_6,2030,619.4601951,15.48650488,0,0.85,,,,
battery_6,2031,607.3403218,15.18350804,0,0.85,,,,
battery_6,2032,595.2204484,14.88051121,0,0.85,,,,
battery_6,2033,583.100575,14.57751437,0,0.85,,,,
battery_6,2034,570.9807016,14.27451754,0,0.85,,,,
battery_6,2035,558.8608282,13.97152071,0,0.85,,,,
battery_6,2036,546.7409548,13.66852387,0,0.85,,,,
battery_6,2037,534.6210815,13.36552704,0,0.85,,,,
battery_6,2038,522.5012081,13.0625302,0,0.85,,,,
battery_6,2039,510.3813347,12.75953337,0,0.85,,,,
battery_6,2040,498.2614613,12.45653653,0,0.85,,,,
battery_6,2041,486.1415879,12.1535397,0,0.85,,,,
battery_6,2042,474.0217145,11.85054286,0,0.85,,,,
battery_6,2043,461.9018412,11.54754603,0,0.85,,,,
battery_6,2044,449.7819678,11.24454919,0,0.85,,,,
battery_6,2045,437.6620944,10.94155236,0,0.85,,,,
battery_6,2046,425.542221,10.63855553,0,0.85,,,,
battery_6,2047,413.4223476,10.33555869,0,0.85,,,,
battery_6,2048,401.3024742,10.03256186,0,0.85,,,,
battery_6,2049,389.1826009,9.729565022,0,0.85,,,,
battery_6,2050,377.0627275,9.426568187,0,0.85,,,,
battery_8,2010,4500,112.5,0,0.85,,,,
battery_8,2011,4500,112.5,0,0.85,,,,
battery_8,2012,4500,112.5,0,0.85,,,,
battery_8,2013,4500,112.5,0,0.85,,,,
battery_8,2014,4500,112.5,0,0.85,,,,
battery_8,2015,4500,112.5,0,0.85,,,,
battery_8,2016,4500,112.5,0,0.85,,,,
battery_8,2017,4500,112.5,0,0.85,,,,
battery_8,2018,2300.78125,57.51953125,0,0.85,,,,
battery_8,2019,2050.799519,51.26998798,0,0.85,,,,
battery_8,2020,1800.817788,45.0204447,0,0.85,,,,
battery_8,2021,1663.300793,41.58251983,0,0.85,,,,
battery_8,2022,1525.783799,38.14459497,0,0.85,,,,
battery_8,2023,1388.266804,34.7066701,0,0.85,,,,
battery_8,2024,1250.749809,31.26874523,0,0.85,,,,
battery_8,2025,1113.232814,27.83082036,0,0.85,,,,
battery_8,2026,1041.200103,26.03000257,0,0.85,,,,
battery_8,2027,969.1673914,24.22918479,0,0.85,,,,
battery_8,2028,897.1346799,22.428367,0,0.85,,,,
battery_8,2029,825.1019684,20.62754921,0,0.85,,,,
battery_8,2030,753.0692568,18.82673142,0,0.85,,,,
battery_8,2031,738.3352931,18.45838233,0,0.85,,,,
battery_8,2032,723.6013294,18.09003324,0,0.85,,,,
battery_8,2033,708.8673657,17.72168414,0,0.85,,,,
battery_8,2034,694.133402,17.35333505,0,0.85,,,,
battery_8,2035,679.3994382,16.98498596,0,0.85,,,,
battery_8,2036,664.6654745,16.61663686,0,0.85,,,,
battery_8,2037,649.9315108,16.24828777,0,0.85,,,,
battery_8,2038,635.1975471,15.87993868,0,0.85,,,,
battery_8,2039,620.4635834,15.51158958,0,0.85,,,,
battery_8,2040,605.7296196,15.14324049,0,0.85,,,,
battery_8,2041,590.9956559,14.7748914,0,0.85,,,,
battery_8,2042,576.2616922,14.4065423,0,0.85,,,,
battery_8,2043,561.5277285,14.03819321,0,0.85,,,,
battery_8,2044,546.7937648,13.66984412,0,0.85,,,,
battery_8,2045,532.059801,13.30149503,0,0.85,,,,
battery_8,2046,517.3258373,12.93314593,0,0.85,,,,
battery_8,2047,502.5918736,12.56479684,0,0.85,,,,
battery_8,2048,487.8579099,12.19644775,0,0.85,,,,
battery_8,2049,473.1239461,11.82809865,0,0.85,,,,
battery_8,2050,458.3899824,11.45974956,0,0.85,,,,
battery_10,2010,5000,125,0,0.85,,,,
battery_10,2011,5000,125,0,0.85,,,,
battery_10,2012,5000,125,0,0.85,,,,
battery_10,2013,5000,125,0,0.85,,,,
battery_10,2014,5000,125,0,0.85,,,,
battery_10,2015,5000,125,0,0.85,,,,
battery_10,2016,5000,125,0,0.85,,,,
battery_10,2017,5000,125,0,0.85,,,,
battery_10,2018,2708.984375,67.72460938,0,0.85,,,,
battery_10,2019,2414.651047,60.36627617,0,0.85,,,,
battery_10,2020,2120.317718,53.00794296,0,0.85,,,,
battery_10,2021,1958.402547,48.96006368,0,0.85,,,,
battery_10,2022,1796.487376,44.9121844,0,0.85,,,,
battery_10,2023,1634.572205,40.86430512,0,0.85,,,,
battery_10,2024,1472.657033,36.81642584,0,0.85,,,,
battery_10,2025,1310.741862,32.76854655,0,0.85,,,,
battery_10,2026,1225.929153,30.64822884,0,0.85,,,,
battery_10,2027,1141.116445,28.52791112,0,0.85,,,,
battery_10,2028,1056.303736,26.4075934,0,0.85,,,,
battery_10,2029,971.4910273,24.28727568,0,0.85,,,,
battery_10,2030,886.6783185,22.16695796,0,0.85,,,,
battery_10,2031,869.3302645,21.73325661,0,0.85,,,,
battery_10,2032,851.9822104,21.29955526,0,0.85,,,,
battery_10,2033,834.6341564,20.86585391,0,0.85,,,,
battery_10,2034,817.2861023,20.43215256,0,0.85,,,,
battery_10,2035,799.9380482,19.99845121,0,0.85,,,,
battery_10,2036,782.5899942,19.56474985,0,0.85,,,,
battery_10,2037,765.2419401,19.1310485,0,0.85,,,,
battery_10,2038,747.8938861,18.69734715,0,0.85,,,,
battery_10,2039,730.545832,18.2636458,0,0.85,,,,
battery_10,2040,713.197778,17.82994445,0,0.85,,,,
battery_10,2041,695.8497239,17.3962431,0,0.85,,,,
battery_10,2042,678.5016698,16.96254175,0,0.85,,,,
battery_10,2043,661.1536158,16.52884039,0,0.85,,,,
battery_10,2044,643.8055617,16.09513904,0,0.85,,,,
battery_10,2045,626.4575077,15.66143769,0,0.85,,,,
battery_10,2046,609.1094536,15.22773634,0,0.85,,,,
battery_10,2047,591.7613995,14.79403499,0,0.85,,,,
battery_10,2048,574.4133455,14.36033364,0,0.85,,,,
battery_10,2049,557.0652914,13.92663229,0,0.85,,,,
battery_10,2050,539.7172374,13.49293093,0,0.85,,,,
