type,t,capcost,fom,vom
csp1,2010,8682.969256,67.584,4.1984
csp1,2011,8682.969256,67.584,4.1984
csp1,2012,8682.969256,67.584,4.1984
csp1,2013,8682.969256,67.584,4.1984
csp1,2014,8682.969256,67.584,4.1984
csp1,2015,8682.969256,67.584,4.1984
csp1,2016,8682.969256,67.584,4.1984
csp1,2017,8682.969256,67.584,4.1984
csp1,2018,8609.41593,67.61205,4.2001425
csp1,2019,8248.44386,67.61205,4.2001425
csp1,2020,7887.471791,67.61205,4.2001425
csp1,2021,7526.499722,67.61205,4.2001425
csp1,2022,7203.163434,67.61205,4.2001425
csp1,2023,6919.273778,65.92704315,3.5854875
csp1,2024,6647.186498,64.2420363,3.5854875
csp1,2025,6458.487413,62.55702945,3.5854875
csp1,2026,6217.44021,60.8720226,3.5854875
csp1,2027,6012.350325,59.18701575,3.5854875
csp1,2028,5840.04204,57.50200889,3.5854875
csp1,2029,5645.913503,55.81700204,3.5854875
csp1,2030,5513.762678,54.13199519,3.5854875
csp1,2031,5398.71975,52.44698834,3.5854875
csp1,2032,5279.988893,52.44698834,3.5854875
csp1,2033,5165.458178,52.44698834,3.5854875
csp1,2034,5038.634363,52.44698834,3.5854875
csp1,2035,4961.392718,52.44698834,3.5854875
csp1,2036,4872.472628,52.44698834,3.5854875
csp1,2037,4806.294773,52.44698834,3.5854875
csp1,2038,4746.570795,52.44698834,3.5854875
csp1,2039,4692.788483,52.44698834,3.5854875
csp1,2040,4635.523125,52.44698834,3.5854875
csp1,2041,4598.336498,52.44698834,3.5854875
csp1,2042,4563.710933,52.44698834,3.5854875
csp1,2043,4535.949015,52.44698834,3.5854875
csp1,2044,4505.113823,52.44698834,3.5854875
csp1,2045,4480.83495,52.44698834,3.5854875
csp1,2046,4456.556078,52.44698834,3.5854875
csp1,2047,4436.067578,52.44698834,3.5854875
csp1,2048,4410.76428,52.44698834,3.5854875
csp1,2049,4387.202505,52.44698834,3.5854875
csp1,2050,4362.616305,52.44698834,3.5854875
csp2,2010,7742.559666,67.584,4.1984
csp2,2011,7742.559666,67.584,4.1984
csp2,2012,7742.559666,67.584,4.1984
csp2,2013,7742.559666,67.584,4.1984
csp2,2014,7742.559666,67.584,4.1984
csp2,2015,7742.559666,67.584,4.1984
csp2,2016,7742.559666,67.584,4.1984
csp2,2017,7742.559666,67.584,4.1984
csp2,2018,7668.616033,67.61205,4.2001425
csp2,2019,7348.011263,67.61205,4.2001425
csp2,2020,7027.406493,67.61205,4.2001425
csp2,2021,6706.801723,67.61205,4.2001425
csp2,2022,6423.832735,67.61205,4.2001425
csp2,2023,6161.506605,65.92704315,3.5854875
csp2,2024,5911.34202,64.2420363,3.5854875
csp2,2025,5740.8777,62.55702945,3.5854875
csp2,2026,5522.06052,60.8720226,3.5854875
csp2,2027,5335.2054,59.18701575,3.5854875
csp2,2028,5178.468375,57.50200889,3.5854875
csp2,2029,4999.60377,55.81700204,3.5854875
csp2,2030,4878.106965,54.13199519,3.5854875
csp2,2031,4773.8205,52.44698834,3.5854875
csp2,2032,4671.378,52.44698834,3.5854875
csp2,2033,4572.62343,52.44698834,3.5854875
csp2,2034,4461.16599,52.44698834,3.5854875
