i,t,capcost,fom,vom,heatrate
H2-CT,2010,1091.780894,23.92398737,5.654760652,10.2225
H2-CT,2011,1082.348661,23.92398737,5.654760652,10.16633333
H2-CT,2012,1072.916429,23.92398737,5.654760652,10.11016667
H2-CT,2013,1063.484197,23.92398737,5.654760652,10.054
H2-CT,2014,1054.051965,23.92398737,5.654760652,9.997833333
H2-CT,2015,1044.619732,23.92398737,5.654760652,9.941666667
H2-CT,2016,1035.187499,23.92398737,5.654760652,9.8855
H2-CT,2017,1025.755267,23.92398737,5.654760652,9.829333333
H2-CT,2018,1016.323035,23.92398737,5.654760652,9.773166667
H2-CT,2019,1006.890803,23.92398737,5.654760652,9.717
H2-CT,2020,979.4797383,23.74551159,5.585848916,9.717
H2-CT,2021,1115.29224,25.92,6.9552,9.717
H2-CT,2022,1143.712,26.1,6.94,9.717
H2-CT,2023,1134.648,26,6.94,9.717
H2-CT,2024,1125.584,25.8,6.94,9.717
H2-CT,2025,1116.52,25.7,6.94,9.717
H2-CT,2026,1107.456,25.6,6.94,9.717
H2-CT,2027,1098.392,25.4,6.94,9.717
H2-CT,2028,1089.328,25.3,6.94,9.717
H2-CT,2029,1080.367,25.1,6.94,9.717
H2-CT,2030,1071.303,25,6.94,9.717
H2-CT,2031,1062.239,24.8,6.94,9.717
H2-CT,2032,1053.175,24.7,6.94,9.717
H2-CT,2033,1044.111,24.5,6.94,9.717
H2-CT,2034,1035.047,24.4,6.94,9.717
H2-CT,2035,1025.983,24.2,6.94,9.717
H2-CT,2036,1016.919,24.1,6.94,9.717
H2-CT,2037,1007.958,23.9,6.94,9.717
H2-CT,2038,998.894,23.8,6.94,9.717
H2-CT,2039,989.83,23.7,6.94,9.717
H2-CT,2040,980.766,23.5,6.94,9.717
H2-CT,2041,971.702,23.4,6.94,9.717
H2-CT,2042,962.638,23.2,6.94,9.717
H2-CT,2043,953.574,23.1,6.94,9.717
H2-CT,2044,944.51,22.9,6.94,9.717
H2-CT,2045,935.549,22.8,6.94,9.717
H2-CT,2046,926.485,22.6,6.94,9.717
H2-CT,2047,917.421,22.5,6.94,9.717
H2-CT,2048,908.357,22.3,6.94,9.717
H2-CT,2049,899.293,22.2,6.94,9.717
H2-CT,2050,890.229,22,6.94,9.717
H2-CC,2010,1147.588268,29.67223091,3.309141514,7.998808333
H2-CC,2011,1141.300114,29.67223091,3.309141514,7.96621074
H2-CC,2012,1135.011959,29.67223091,3.309141514,7.933613149
H2-CC,2013,1128.723804,29.67223091,3.309141514,7.901015555
H2-CC,2014,1122.435649,29.67223091,3.309141514,7.868417963
H2-CC,2015,1116.147494,29.67223091,3.309141514,7.835820371
H2-CC,2016,1109.859339,29.67223091,3.309141514,7.803222778
H2-CC,2017,1103.571184,29.67223091,3.309141514,7.770625185
H2-CC,2018,1097.283029,29.67223091,3.309141514,7.738027593
H2-CC,2019,1090.994874,29.67223091,3.309141514,7.70543
H2-CC,2020,1061.782435,29.8929607,3.268814663,7.70543
H2-CC,2021,1199.68632,31.96296,3.841488,7.70543
H2-CC,2022,1236.412,32.651,3.8728,7.70543
H2-CC,2023,1226.043333,32.342,3.859066667,7.69513
H2-CC,2024,1215.606,32.06733333,3.8522,7.684143333
H2-CC,2025,1205.168667,31.827,3.838466667,7.673156667
H2-CC,2026,1194.8,31.518,3.824733333,7.66217
H2-CC,2027,1184.362667,31.24333333,3.817866667,7.65187
H2-CC,2028,1173.925333,30.93433333,3.804133333,7.640883333
H2-CC,2029,1163.591,30.65966667,3.797266667,7.629896667
H2-CC,2030,1153.153667,30.41933333,3.783533333,7.619596667
H2-CC,2031,1142.716333,30.076,3.7698,7.60861
H2-CC,2032,1132.347667,29.83566667,3.762933333,7.597623333
H2-CC,2033,1121.910333,29.49233333,3.7492,7.586636667
H2-CC,2034,1111.473,29.252,3.742333333,7.576336667
H2-CC,2035,1101.104333,28.97733333,3.7286,7.56535
H2-CC,2036,1091.834333,28.737,3.721733333,7.56535
H2-CC,2037,1082.598667,28.531,3.714866667,7.56535
H2-CC,2038,1073.328667,28.35933333,3.708,7.56535
H2-CC,2039,1063.99,28.18766667,3.694266667,7.56535
H2-CC,2040,1054.72,27.98166667,3.6874,7.56535
H2-CC,2041,1045.45,27.74133333,3.680533333,7.56535
H2-CC,2042,1036.18,27.53533333,3.673666667,7.56535
H2-CC,2043,1026.91,27.36366667,3.6668,7.56535
H2-CC,2044,1017.64,27.15766667,3.659933333,7.56535
H2-CC,2045,1008.404333,26.91733333,3.653066667,7.56535
H2-CC,2046,999.1343333,26.71133333,3.639333333,7.56535
H2-CC,2047,989.8643333,26.53966667,3.632466667,7.56535
H2-CC,2048,980.5943333,26.33366667,3.6256,7.56535
H2-CC,2049,971.3243333,26.162,3.618733333,7.56535
H2-CC,2050,962.0543333,25.88733333,3.611866667,7.56535
