i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
tes_ms,2010,2500,79.57559682,62.5,1.98938992,4.1,0.377
tes_ms,2011,2500,79.15567282,62.5,1.978891821,4.1,0.379
tes_ms,2012,2500,78.74015748,62.5,1.968503937,4.1,0.381
tes_ms,2013,2500,78.32898172,62.5,1.958224543,4.1,0.383
tes_ms,2014,2500,77.92207792,62.5,1.948051948,4.1,0.385
tes_ms,2015,2500,77.51937984,62.5,1.937984496,4.1,0.387
tes_ms,2016,2500,77.12082262,62.5,1.928020566,4.1,0.389
tes_ms,2017,2500,76.72634271,62.5,1.918158568,4.1,0.391
tes_ms,2018,2500,76.33587786,62.5,1.908396947,4.1,0.393
tes_ms,2019,2500,75.94936709,62.5,1.898734177,4.1,0.395
tes_ms,2020,2500,73.29957806,62.5,1.832489451,4,0.397
tes_ms,2021,2500,70.64978903,62.5,1.766244726,4,0.4045
tes_ms,2022,2191.110913,68,54.77777282,1.7,4,0.412
tes_ms,2023,2059.641629,63.91991841,51.49104072,1.59799796,3.8,0.42925
tes_ms,2024,1928.172345,59.83983682,48.20430863,1.49599592,3.7,0.4465
tes_ms,2025,1796.703061,55.75975523,44.91757653,1.393993881,3.6,0.46375
tes_ms,2026,1665.233777,51.67967364,41.63084444,1.291991841,3.4,0.481
tes_ms,2027,1533.764494,47.59959205,38.34411234,1.189989801,3.3,0.49825
tes_ms,2028,1402.29521,43.51951045,35.05738025,1.087987761,3.2,0.5155
tes_ms,2029,1270.825926,39.43942886,31.77064815,0.985985722,3,0.53275
tes_ms,2030,1139.356642,35.35934727,28.48391606,0.883983682,2.9,0.55
tes_ms,2031,1125.114684,34.91735543,28.12786711,0.872933886,2.9,0.55
tes_ms,2032,1110.872726,34.47536359,27.77181816,0.86188409,2.9,0.55
tes_ms,2033,1096.630768,34.03337175,27.4157692,0.850834294,2.9,0.55
tes_ms,2034,1082.38881,33.59137991,27.05972025,0.839784498,2.9,0.55
tes_ms,2035,1068.146852,33.14938807,26.7036713,0.828734702,2.9,0.55
tes_ms,2036,1053.904894,32.70739623,26.34762235,0.817684906,2.9,0.55
tes_ms,2037,1039.662936,32.26540439,25.9915734,0.80663511,2.9,0.55
tes_ms,2038,1025.420978,31.82341255,25.63552445,0.795585314,2.9,0.55
tes_ms,2039,1011.17902,31.3814207,25.2794755,0.784535518,2.9,0.55
tes_ms,2040,996.937062,30.93942886,24.92342655,0.773485722,2.9,0.55
tes_ms,2041,982.695104,30.49743702,24.5673776,0.762435926,2.9,0.55
tes_ms,2042,968.4531459,30.05544518,24.21132865,0.75138613,2.9,0.55
tes_ms,2043,954.2111879,29.61345334,23.8552797,0.740336334,2.9,0.55
tes_ms,2044,939.9692299,29.1714615,23.49923075,0.729286538,2.9,0.55
tes_ms,2045,925.7272718,28.72946966,23.1431818,0.718236741,2.9,0.55
tes_ms,2046,911.4853138,28.28747782,22.78713285,0.707186945,2.9,0.55
tes_ms,2047,897.2433558,27.84548598,22.43108389,0.696137149,2.9,0.55
tes_ms,2048,883.0013978,27.40349414,22.07503494,0.685087353,2.9,0.55
tes_ms,2049,868.7594397,26.9615023,21.71898599,0.674037557,2.9,0.55
tes_ms,2050,854.5174817,26.51951045,21.36293704,0.662987761,2.9,0.55
