i,t,capcost,fom,vom,heatrate
coal-CCS_mod,2010,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2011,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2012,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2013,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2014,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2015,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2016,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2017,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2018,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2019,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2020,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2021,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2022,5312.5,137.2,16.12,10.938
coal-CCS_mod,2023,5250.0,135.8,15.97,10.882
coal-CCS_mod,2024,5187.4,134.4,15.83,10.825
coal-CCS_mod,2025,5124.8,132.9,15.68,10.769
coal-CCS_mod,2026,5062.2,131.5,15.53,10.713
coal-CCS_mod,2027,4999.6,130.0,15.39,10.657
coal-CCS_mod,2028,4937.1,128.6,15.24,10.601
coal-CCS_mod,2029,4874.5,127.1,15.09,10.544
coal-CCS_mod,2030,4811.9,125.7,14.95,10.488
coal-CCS_mod,2031,4749.3,124.3,14.8,10.432
coal-CCS_mod,2032,4686.8,122.8,14.65,10.376
coal-CCS_mod,2033,4561.6,119.9,14.36,10.319
coal-CCS_mod,2034,4499.0,118.5,14.22,10.263
coal-CCS_mod,2035,4499.0,118.5,14.22,10.207
coal-CCS_mod,2036,4449.9,117.3,14.16,10.207
coal-CCS_mod,2037,4400.8,116.2,14.11,10.207
coal-CCS_mod,2038,4351.7,115.1,14.06,10.207
coal-CCS_mod,2039,4302.5,113.9,14.01,10.207
coal-CCS_mod,2040,4253.4,112.8,13.95,10.207
coal-CCS_mod,2041,4204.3,111.6,13.9,10.207
coal-CCS_mod,2042,4155.1,110.5,13.85,10.207
coal-CCS_mod,2043,4106.0,109.4,13.8,10.207
coal-CCS_mod,2044,4056.9,108.2,13.74,10.207
coal-CCS_mod,2045,4007.8,107.1,13.69,10.207
coal-CCS_mod,2046,3958.6,105.9,13.64,10.207
coal-CCS_mod,2047,3909.5,104.8,13.59,10.207
coal-CCS_mod,2048,3860.4,103.7,13.53,10.207
coal-CCS_mod,2049,3811.2,102.5,13.48,10.207
coal-CCS_mod,2050,3762.1,101.4,13.43,10.207
