t,capcost,fom,vom,cf_improvement
2010,7134.47322,35.6723661,0,0.926146827
2011,6626.226717,35.06566801,0,0.926146827
2012,6117.98021,34.45896991,0,0.926146827
2013,4246.109494,33.85227179,0,0.926146827
2014,3195.163027,33.2455737,0,0.926146827
2015,3190.13065,32.6388756,0,0.926146827
2016,2777.886445,32.0321775,0,0.926146827
2017,1699.682398,30.81878129,0,0.926146827
2018,1629.132468,28.50901493,0,0.926146827
2019,1558.582537,26.19924857,0,0.926146827
2020,1473.096512,25.58148089,0,0.926146827
2021,1345.480289,24.33122164,0,0.926146827
2022,1366.598204,23.76560346,0,0.926146827
2023,1434.792072,22.21880245,0,0.93182784
2024,1378.922112,21.60888882,0,0.937508853
2025,1323.052152,21.00107658,0,0.943189867
2026,1267.182192,20.39527973,0,0.94887088
2027,1211.312232,19.79141686,0,0.954551893
2028,1155.442272,19.18941091,0,0.960232907
2029,1099.572312,18.58918887,0,0.96591392
2030,1043.702352,17.99068147,0,0.971594933
2031,987.8323917,17.39382303,0,0.977275947
2032,931.9624317,16.79855113,0,0.98295696
2033,876.0924717,16.2048065,0,0.988637973
2034,820.2225116,15.61253278,0,0.994318987
2035,764.3525516,15.02167633,0,1
2036,750.6807417,14.86931809,0,1.003919562
2037,737.0089318,14.71724064,0,1.007839123
2038,723.3371218,14.56543935,0,1.011758685
2039,709.6653119,14.41390973,0,1.015678247
2040,695.993502,14.26264738,0,1.019597808
2041,682.3216921,14.11164797,0,1.02351737
2042,668.6498821,13.9609073,0,1.027436932
2043,654.9780722,13.81042124,0,1.031356493
2044,641.3062623,13.66018574,0,1.035276055
2045,627.6344524,13.51019684,0,1.039195616
2046,613.9626424,13.36045068,0,1.043115178
2047,600.2908325,13.21094346,0,1.04703474
2048,586.6190226,13.06167147,0,1.050954301
2049,572.9472127,12.91263107,0,1.054873863
2050,559.2754027,12.76381869,0,1.058793425
