i,t,capcost,fom,vom,rte
battery_2,2010,2606.08,65.152,0,0.85
battery_2,2011,2606.08,65.152,0,0.85
battery_2,2012,2606.08,65.152,0,0.85
battery_2,2013,2606.08,65.152,0,0.85
battery_2,2014,2606.08,65.152,0,0.85
battery_2,2015,2606.08,65.152,0,0.85
battery_2,2016,2606.08,65.152,0,0.85
battery_2,2017,2606.08,65.152,0,0.85
battery_2,2018,980.334,24.21773715,0,0.85
battery_2,2019,853.4592,21.33648,0,0.85
battery_2,2020,810.0348441,20.2508711,0,0.85
battery_2,2021,784.3132,19.60783,0,0.85
battery_2,2022,760.606,19.01515,0,0.85
battery_2,2023,739.8622,18.496555,0,0.85
battery_2,2024,717.1428,17.92857,0,0.85
battery_2,2025,694.4234,17.360585,0,0.85
battery_2,2026,674.37106,16.8592765,0,0.85
battery_2,2027,654.31872,16.357968,0,0.85
battery_2,2028,634.26638,15.8566595,0,0.85
battery_2,2029,614.21404,15.355351,0,0.85
battery_2,2030,594.1617,14.8540425,0,0.85
battery_2,2031,594.1617,14.8540425,0,0.85
battery_2,2032,594.1617,14.8540425,0,0.85
battery_2,2033,594.1617,14.8540425,0,0.85
battery_2,2034,594.1617,14.8540425,0,0.85
battery_2,2035,594.1617,14.8540425,0,0.85
battery_2,2036,594.1617,14.8540425,0,0.85
battery_2,2037,594.1617,14.8540425,0,0.85
battery_2,2038,594.1617,14.8540425,0,0.85
battery_2,2039,594.1617,14.8540425,0,0.85
battery_2,2040,594.1617,14.8540425,0,0.85
battery_2,2041,594.1617,14.8540425,0,0.85
battery_2,2042,594.1617,14.8540425,0,0.85
battery_2,2043,594.1617,14.8540425,0,0.85
battery_2,2044,594.1617,14.8540425,0,0.85
battery_2,2045,594.1617,14.8540425,0,0.85
battery_2,2046,594.1617,14.8540425,0,0.85
battery_2,2047,594.1617,14.8540425,0,0.85
battery_2,2048,594.1617,14.8540425,0,0.85
battery_2,2049,594.1617,14.8540425,0,0.85
battery_2,2050,594.1617,14.8540425,0,0.85
battery_4,2010,4006.511151,100.1627788,0,0.85
battery_4,2011,3716.256416,92.9064104,0,0.85
battery_4,2012,3426.001681,85.65004203,0,0.85
battery_4,2013,3135.746945,78.39367363,0,0.85
battery_4,2014,2845.492211,71.13730528,0,0.85
battery_4,2015,2555.237474,63.88093685,0,0.85
battery_4,2016,2419.50387,60.48759675,0,0.85
battery_4,2017,2283.770267,57.09425668,0,0.85
battery_4,2018,1662.394,41.55985,0,0.85
battery_4,2019,1434.2856,35.85714,0,0.85
battery_4,2020,1363.284234,34.08210586,0,0.85
battery_4,2021,1317.7252,32.94313,0,0.85
battery_4,2022,1278.2132,31.95533,0,0.85
battery_4,2023,1243.6402,31.091005,0,0.85
battery_4,2024,1205.116,30.1279,0,0.85
battery_4,2025,1166.5918,29.164795,0,0.85
battery_4,2026,1129.45052,28.236263,0,0.85
battery_4,2027,1092.30924,27.307731,0,0.85
battery_4,2028,1055.16796,26.379199,0,0.85
battery_4,2029,1018.02668,25.450667,0,0.85
battery_4,2030,980.8854,24.522135,0,0.85
battery_4,2031,980.8854,24.522135,0,0.85
battery_4,2032,980.8854,24.522135,0,0.85
battery_4,2033,980.8854,24.522135,0,0.85
battery_4,2034,980.8854,24.522135,0,0.85
battery_4,2035,980.8854,24.522135,0,0.85
battery_4,2036,980.8854,24.522135,0,0.85
battery_4,2037,980.8854,24.522135,0,0.85
battery_4,2038,980.8854,24.522135,0,0.85
battery_4,2039,980.8854,24.522135,0,0.85
battery_4,2040,980.8854,24.522135,0,0.85
battery_4,2041,980.8854,24.522135,0,0.85
battery_4,2042,980.8854,24.522135,0,0.85
battery_4,2043,980.8854,24.522135,0,0.85
battery_4,2044,980.8854,24.522135,0,0.85
battery_4,2045,980.8854,24.522135,0,0.85
battery_4,2046,980.8854,24.522135,0,0.85
battery_4,2047,980.8854,24.522135,0,0.85
battery_4,2048,980.8854,24.522135,0,0.85
battery_4,2049,980.8854,24.522135,0,0.85
battery_4,2050,980.8854,24.522135,0,0.85
battery_6,2010,4378.2144,109.45536,0,0.85
battery_6,2011,4378.2144,109.45536,0,0.85
battery_6,2012,4378.2144,109.45536,0,0.85
battery_6,2013,4378.2144,109.45536,0,0.85
battery_6,2014,4378.2144,109.45536,0,0.85
battery_6,2015,4378.2144,109.45536,0,0.85
battery_6,2016,4378.2144,109.45536,0,0.85
battery_6,2017,4378.2144,109.45536,0,0.85
battery_6,2018,2345.472,58.6368,0,0.85
battery_6,2019,2015.112,50.3778,0,0.85
battery_6,2020,1916.533624,47.91334061,0,0.85
battery_6,2021,1851.1372,46.27843,0,0.85
battery_6,2022,1795.8204,44.89551,0,0.85
battery_6,2023,1747.4182,43.685455,0,0.85
battery_6,2024,1693.0892,42.32723,0,0.85
battery_6,2025,1638.7602,40.969005,0,0.85
battery_6,2026,1584.52998,39.6132495,0,0.85
battery_6,2027,1530.29976,38.257494,0,0.85
battery_6,2028,1476.06954,36.9017385,0,0.85
battery_6,2029,1421.83932,35.545983,0,0.85
battery_6,2030,1367.6091,34.1902275,0,0.85
battery_6,2031,1367.6091,34.1902275,0,0.85
battery_6,2032,1367.6091,34.1902275,0,0.85
battery_6,2033,1367.6091,34.1902275,0,0.85
battery_6,2034,1367.6091,34.1902275,0,0.85
battery_6,2035,1367.6091,34.1902275,0,0.85
battery_6,2036,1367.6091,34.1902275,0,0.85
battery_6,2037,1367.6091,34.1902275,0,0.85
battery_6,2038,1367.6091,34.1902275,0,0.85
battery_6,2039,1367.6091,34.1902275,0,0.85
battery_6,2040,1367.6091,34.1902275,0,0.85
battery_6,2041,1367.6091,34.1902275,0,0.85
battery_6,2042,1367.6091,34.1902275,0,0.85
battery_6,2043,1367.6091,34.1902275,0,0.85
battery_6,2044,1367.6091,34.1902275,0,0.85
battery_6,2045,1367.6091,34.1902275,0,0.85
battery_6,2046,1367.6091,34.1902275,0,0.85
battery_6,2047,1367.6091,34.1902275,0,0.85
battery_6,2048,1367.6091,34.1902275,0,0.85
battery_6,2049,1367.6091,34.1902275,0,0.85
battery_6,2050,1367.6091,34.1902275,0,0.85
battery_8,2010,4690.944,117.2736,0,0.85
battery_8,2011,4690.944,117.2736,0,0.85
battery_8,2012,4690.944,117.2736,0,0.85
battery_8,2013,4690.944,117.2736,0,0.85
battery_8,2014,4690.944,117.2736,0,0.85
battery_8,2015,4690.944,117.2736,0,0.85
battery_8,2016,4690.944,117.2736,0,0.85
battery_8,2017,4690.944,117.2736,0,0.85
battery_8,2018,3028.55,75.71375,0,0.85
battery_8,2019,2595.9384,64.89846,0,0.85
battery_8,2020,2469.783014,61.74457536,0,0.85
battery_8,2021,2384.5492,59.61373,0,0.85
battery_8,2022,2313.4276,57.83569,0,0.85
battery_8,2023,2251.1962,56.279905,0,0.85
battery_8,2024,2181.0624,54.52656,0,0.85
battery_8,2025,2110.9286,52.773215,0,0.85
battery_8,2026,2039.60944,50.990236,0,0.85
battery_8,2027,1968.29028,49.207257,0,0.85
battery_8,2028,1896.97112,47.424278,0,0.85
battery_8,2029,1825.65196,45.641299,0,0.85
battery_8,2030,1754.3328,43.85832,0,0.85
battery_8,2031,1754.3328,43.85832,0,0.85
battery_8,2032,1754.3328,43.85832,0,0.85
battery_8,2033,1754.3328,43.85832,0,0.85
battery_8,2034,1754.3328,43.85832,0,0.85
battery_8,2035,1754.3328,43.85832,0,0.85
battery_8,2036,1754.3328,43.85832,0,0.85
battery_8,2037,1754.3328,43.85832,0,0.85
battery_8,2038,1754.3328,43.85832,0,0.85
battery_8,2039,1754.3328,43.85832,0,0.85
battery_8,2040,1754.3328,43.85832,0,0.85
battery_8,2041,1754.3328,43.85832,0,0.85
battery_8,2042,1754.3328,43.85832,0,0.85
battery_8,2043,1754.3328,43.85832,0,0.85
battery_8,2044,1754.3328,43.85832,0,0.85
battery_8,2045,1754.3328,43.85832,0,0.85
battery_8,2046,1754.3328,43.85832,0,0.85
battery_8,2047,1754.3328,43.85832,0,0.85
battery_8,2048,1754.3328,43.85832,0,0.85
battery_8,2049,1754.3328,43.85832,0,0.85
battery_8,2050,1754.3328,43.85832,0,0.85
battery_10,2010,5212.16,130.304,0,0.85
battery_10,2011,5212.16,130.304,0,0.85
battery_10,2012,5212.16,130.304,0,0.85
battery_10,2013,5212.16,130.304,0,0.85
battery_10,2014,5212.16,130.304,0,0.85
battery_10,2015,5212.16,130.304,0,0.85
