type,t,capcost,fom,vom
csp1,2010,8839.262703,68.800512,4.2739712
csp1,2011,8839.262703,68.800512,4.2739712
csp1,2012,8839.262703,68.800512,4.2739712
csp1,2013,8839.262703,68.800512,4.2739712
csp1,2014,8839.262703,68.800512,4.2739712
csp1,2015,8839.262703,68.800512,4.2739712
csp1,2016,8839.262703,68.800512,4.2739712
csp1,2017,8839.262703,68.800512,4.2739712
csp1,2018,8434.5,67.61205,4.2001425
csp1,2019,8041.8,67.61205,4.2001425
csp1,2020,7649.1,67.61205,4.2001425
csp1,2021,7256.4,67.61205,4.2001425
csp1,2022,6869.07245,65.92704315,3.5854875
csp1,2023,6627.445175,64.2420363,3.5854875
csp1,2024,6391.9248,62.55702945,3.5854875
csp1,2025,6171.50125,60.8720226,3.5854875
csp1,2026,5969.7869,59.18701575,3.5854875
csp1,2027,5787.07255,57.50200889,3.5854875
csp1,2028,5620.375725,55.81700204,3.5854875
csp1,2029,5469.5927,54.13199519,3.5854875
csp1,2030,5333.998175,52.44698834,3.5854875
csp1,2031,5205.341,52.44698834,3.5854875
csp1,2032,5089.076925,52.44698834,3.5854875
csp1,2033,4984.91055,52.44698834,3.5854875
csp1,2034,4892.655675,52.44698834,3.5854875
csp1,2035,4811.3916,52.44698834,3.5854875
csp1,2036,4737.180975,52.44698834,3.5854875
csp1,2037,4672.490175,52.44698834,3.5854875
csp1,2038,4616.745925,52.44698834,3.5854875
csp1,2039,4566.67495,52.44698834,3.5854875
csp1,2040,4524.057425,52.44698834,3.5854875
csp1,2041,4488.08645,52.44698834,3.5854875
csp1,2042,4456.864325,52.44698834,3.5854875
csp1,2043,4429.7399,52.44698834,3.5854875
csp1,2044,4404.9422,52.44698834,3.5854875
csp1,2045,4381.168925,52.44698834,3.5854875
csp1,2046,4360.09565,52.44698834,3.5854875
csp1,2047,4337.3468,52.44698834,3.5854875
csp1,2048,4315.2491,52.44698834,3.5854875
csp1,2049,4292.126975,52.44698834,3.5854875
csp1,2050,4265.280425,52.44698834,3.5854875
csp2,2010,7881.92574,68.800512,4.2739712
csp2,2011,7881.92574,68.800512,4.2739712
csp2,2012,7881.92574,68.800512,4.2739712
csp2,2013,7881.92574,68.800512,4.2739712
