type,t,capcost,fom,vom
csp1,2010,8635.939776,66.84221187,4.051043144
csp1,2011,8635.939776,66.84221187,4.051043144
csp1,2012,8635.939776,66.84221187,4.051043144
csp1,2013,8635.939776,66.84221187,4.051043144
csp1,2014,8635.939776,66.84221187,4.051043144
csp1,2015,8635.939776,66.84221187,4.051043144
csp1,2016,8635.939776,66.84221187,4.051043144
csp1,2017,8297.720731,66.84221187,4.051043144
csp1,2018,7959.501686,66.84221187,4.051043144
csp1,2019,7621.282641,66.84221187,4.051043144
csp1,2020,7283.063596,66.84221187,3.544662751
csp1,2021,6900.215995,64.20903383,3.544662751
csp1,2022,6517.368394,61.57585578,3.544662751
csp1,2023,6134.520793,58.94267774,3.544662751
csp1,2024,5751.673192,56.3094997,3.544662751
csp1,2025,5368.825591,53.67632165,3.544662751
csp1,2026,4985.97799,51.04314361,3.544662751
csp1,2027,4603.130389,48.40996557,3.544662751
csp1,2028,4220.282788,45.77678752,3.544662751
csp1,2029,3837.435187,43.14360948,3.544662751
csp1,2030,3454.587586,40.51043144,3.544662751
csp1,2031,3421.165143,40.51043144,3.544662751
csp1,2032,3387.742701,40.51043144,3.544662751
csp1,2033,3354.320259,40.51043144,3.544662751
csp1,2034,3320.897816,40.51043144,3.544662751
csp1,2035,3287.475374,40.51043144,3.544662751
csp1,2036,3254.052932,40.51043144,3.544662751
csp1,2037,3220.630489,40.51043144,3.544662751
csp1,2038,3187.208047,40.51043144,3.544662751
csp1,2039,3153.785605,40.51043144,3.544662751
csp1,2040,3120.363162,40.51043144,3.544662751
csp1,2041,3086.94072,40.51043144,3.544662751
csp1,2042,3053.518278,40.51043144,3.544662751
csp1,2043,3020.095835,40.51043144,3.544662751
csp1,2044,2986.673393,40.51043144,3.544662751
csp1,2045,2953.250951,40.51043144,3.544662751
csp1,2046,2919.828508,40.51043144,3.544662751
csp1,2047,2886.406066,40.51043144,3.544662751
csp1,2048,2852.983624,40.51043144,3.544662751
csp1,2049,2819.561181,40.51043144,3.544662751
csp1,2050,2786.138739,40.51043144,3.544662751
csp2,2010,7405.576321,66.84221187,4.051043144
csp2,2011,7405.576321,66.84221187,4.051043144
csp2,2012,7405.576321,66.84221187,4.051043144
csp2,2013,7405.576321,66.84221187,4.051043144
csp2,2014,7405.576321,66.84221187,4.051043144
csp2,2015,7405.576321,66.84221187,4.051043144
csp2,2016,7405.576321,66.84221187,4.051043144
csp2,2017,7399.904052,66.84221187,4.051043144
csp2,2018,7099.254983,66.84221187,4.051043144
csp2,2019,6798.605914,66.84221187,4.051043144
csp2,2020,6497.956846,66.84221187,3.544662751
csp2,2021,6160.081951,64.20903383,3.544662751
csp2,2022,5822.207056,61.57585578,3.544662751
csp2,2023,5484.332162,58.94267774,3.544662751
csp2,2024,5146.457267,56.3094997,3.544662751
csp2,2025,4808.582373,53.67632165,3.544662751
csp2,2026,4470.707478,51.04314361,3.544662751
csp2,2027,4132.832584,48.40996557,3.544662751
csp2,2028,3794.957689,45.77678752,3.544662751
csp2,2029,3457.082795,43.14360948,3.544662751
csp2,2030,3119.2079,40.51043144,3.544662751
csp2,2031,3088.190879,40.51043144,3.544662751
csp2,2032,3057.173857,40.51043144,3.544662751
csp2,2033,3026.156836,40.51043144,3.544662751
csp2,2034,2995.139814,40.51043144,3.544662751
csp2,2035,2964.122793,40.51043144,3.544662751
csp2,2036,2933.105772,40.51043144,3.544662751
csp2,2037,2902.08875,40.51043144,3.544662751
csp2,2038,2871.071729,40.51043144,3.544662751
csp2,2039,2840.054707,40.51043144,3.544662751
csp2,2040,2809.037686,40.51043144,3.544662751
csp2,2041,2778.020665,40.51043144,3.544662751
csp2,2042,2747.003643,40.51043144,3.544662751
csp2,2043,2715.986622,40.51043144,3.544662751
csp2,2044,2684.9696,40.51043144,3.544662751
csp2,2045,2653.952579,40.51043144,3.544662751
csp2,2046,2622.935557,40.51043144,3.544662751
csp2,2047,2591.918536,40.51043144,3.544662751
csp2,2048,2560.901515,40.51043144,3.544662751
csp2,2049,2529.884493,40.51043144,3.544662751
csp2,2050,2498.867472,40.51043144,3.544662751
