t,capcost,fom,vom,cf_improvement
2010,6232.677186,31.16338593,0,1
2011,5788.672942,30.63337436,0,1
2012,5344.668696,30.10336278,0,1
2013,3709.402076,29.57335119,0,1
2014,2791.295039,29.04333962,0,1
2015,2786.898753,28.51332804,0,1
2016,2426.762136,27.98331646,0,1
2017,1484.842872,26.9232933,0,1
2018,1423.210439,24.90548096,0,1
2019,1361.578006,22.88766862,0,1
2020,1347.269745,23.3964,0,1.010792797
2021,1288.483956,22.71037865,0,1.021585595
2022,1229.698168,22.02696337,0,1.032378392
2023,1170.91238,21.34603917,0,1.043171189
2024,1112.126592,20.66749775,0,1.053963987
2025,1053.340804,19.991237,0,1.064756784
2026,994.5550154,19.31716053,0,1.075549581
2027,935.7692272,18.64517735,0,1.086342379
2028,876.983439,17.97520142,0,1.097135176
2029,818.1976507,17.30715138,0,1.107927973
2030,759.4118625,16.64095018,0,1.118720771
2031,752.6448526,16.55560512,0,1.12277347
2032,745.8778428,16.47056323,0,1.126826169
2033,739.1108329,16.38581956,0,1.130878869
2034,732.343823,16.30136924,0,1.134931568
2035,725.5768131,16.21720752,0,1.138984267
2036,718.8098033,16.13332973,0,1.143036966
2037,712.0427934,16.04973133,0,1.147089666
2038,705.2757835,15.96640785,0,1.151142365
2039,698.5087736,15.88335494,0,1.155195064
2040,691.7417638,15.80056832,0,1.159247763
2041,684.9747539,15.7180438,0,1.163300463
2042,678.207744,15.63577729,0,1.167353162
2043,671.4407341,15.55376479,0,1.171405861
2044,664.6737243,15.47200236,0,1.17545856
2045,657.9067144,15.39048615,0,1.17951126
2046,651.1397045,15.30921241,0,1.183563959
2047,644.3726946,15.22817743,0,1.187616658
2048,637.6056848,15.14737759,0,1.191669357
2049,630.8386749,15.06680936,0,1.195722057
2050,624.071665,14.98646926,0,1.199774756
