i,t,capcost,fom,vom,heatrate
beccs_90,2010.0,5993.0,161.56,14.81,11.9366
beccs_90,2011.0,5993.0,161.56,14.81,11.9366
beccs_90,2012.0,5993.0,161.56,14.81,11.9366
beccs_90,2013.0,5993.0,161.56,14.81,11.9366
beccs_90,2014.0,5993.0,161.56,14.81,11.9366
beccs_90,2015.0,5993.0,161.56,14.81,11.9366
beccs_90,2016.0,5993.0,161.56,14.81,11.9366
beccs_90,2017.0,5993.0,161.56,14.81,11.9366
beccs_90,2018.0,5993.0,161.56,14.81,11.9366
beccs_90,2019.0,5993.0,161.56,14.81,11.9366
beccs_90,2020.0,5993.0,161.56,14.81,11.9366
beccs_90,2021.0,5933.07,161.4,14.79,11.9366
beccs_90,2022.0,5873.74,161.24,14.78,11.9366
beccs_90,2023.0,5815.01,161.08,14.77,11.9366
beccs_90,2024.0,5756.86,160.92,14.75,11.9366
beccs_90,2025.0,5699.29,160.76,14.74,11.9366
beccs_90,2026.0,5613.8,159.15,14.53,11.8298
beccs_90,2027.0,5529.59,157.56,14.33,11.7239
beccs_90,2028.0,5446.65,155.98,14.13,11.619
beccs_90,2029.0,5364.95,154.42,13.93,11.515
beccs_90,2030.0,5284.47,152.88,13.74,11.412
beccs_90,2031.0,5205.21,151.35,13.55,11.3098
beccs_90,2032.0,5127.13,149.83,13.36,11.2086
beccs_90,2033.0,5050.22,148.34,13.17,11.1083
beccs_90,2034.0,4974.47,146.85,12.99,11.0089
beccs_90,2035.0,4899.85,145.38,12.81,10.9103
beccs_90,2036.0,4826.35,145.24,12.8,10.9103
beccs_90,2037.0,4753.96,145.09,12.79,10.9103
beccs_90,2038.0,4682.65,144.95,12.77,10.9103
beccs_90,2039.0,4612.41,144.8,12.76,10.9103
beccs_90,2040.0,4543.22,144.66,12.75,10.9103
beccs_90,2041.0,4475.07,144.51,12.73,10.9103
beccs_90,2042.0,4407.95,144.37,12.72,10.9103
beccs_90,2043.0,4341.83,144.23,12.71,10.9103
beccs_90,2044.0,4276.7,144.08,12.7,10.9103
beccs_90,2045.0,4212.55,143.94,12.68,10.9103
beccs_90,2046.0,4149.36,143.79,12.67,10.9103
beccs_90,2047.0,4087.12,143.65,12.66,10.9103
beccs_90,2048.0,4025.82,143.51,12.65,10.9103
beccs_90,2049.0,3965.43,143.36,12.63,10.9103
beccs_90,2050.0,3905.95,143.22,12.62,10.9103
beccs_99,2010.0,6234.05,161.56,15.9,12.6532
beccs_99,2011.0,6234.05,161.56,15.9,12.6532
beccs_99,2012.0,6234.05,161.56,15.9,12.6532
beccs_99,2013.0,6234.05,161.56,15.9,12.6532
beccs_99,2014.0,6234.05,161.56,15.9,12.6532
beccs_99,2015.0,6234.05,161.56,15.9,12.6532
beccs_99,2016.0,6234.05,161.56,15.9,12.6532
beccs_99,2017.0,6234.05,161.56,15.9,12.6532
beccs_99,2018.0,6234.05,161.56,15.9,12.6532
beccs_99,2019.0,6234.05,161.56,15.9,12.6532
beccs_99,2020.0,6234.05,161.56,15.9,12.6532
beccs_99,2021.0,6171.71,161.4,15.89,12.6532
beccs_99,2022.0,6110.0,161.24,15.87,12.6532
beccs_99,2023.0,6048.9,161.08,15.86,12.6532
beccs_99,2024.0,5988.41,160.92,15.84,12.6532
beccs_99,2025.0,5928.52,160.76,15.83,12.6532
beccs_99,2026.0,5839.6,159.15,15.61,12.5399
beccs_99,2027.0,5752.0,157.56,15.39,12.4277
beccs_99,2028.0,5665.72,155.98,15.17,12.3165
beccs_99,2029.0,5580.74,154.42,14.96,12.2063
beccs_99,2030.0,5497.03,152.88,14.76,12.097
beccs_99,2031.0,5414.57,151.35,14.55,11.9887
beccs_99,2032.0,5333.35,149.84,14.35,11.8814
beccs_99,2033.0,5253.35,148.34,14.15,11.7751
beccs_99,2034.0,5174.55,146.85,13.95,11.6697
beccs_99,2035.0,5096.93,145.38,13.76,11.5653
beccs_99,2036.0,5020.48,145.24,13.74,11.5653
beccs_99,2037.0,4945.17,145.09,13.73,11.5653
beccs_99,2038.0,4870.99,144.95,13.72,11.5653
beccs_99,2039.0,4797.93,144.8,13.7,11.5653
beccs_99,2040.0,4725.96,144.66,13.69,11.5653
beccs_99,2041.0,4655.07,144.51,13.68,11.5653
beccs_99,2042.0,4585.24,144.37,13.66,11.5653
beccs_99,2043.0,4516.47,144.23,13.65,11.5653
beccs_99,2044.0,4448.72,144.08,13.63,11.5653
beccs_99,2045.0,4381.99,143.94,13.62,11.5653
beccs_99,2046.0,4316.26,143.79,13.61,11.5653
beccs_99,2047.0,4251.51,143.65,13.59,11.5653
beccs_99,2048.0,4187.74,143.51,13.58,11.5653
beccs_99,2049.0,4124.93,143.36,13.57,11.5653
beccs_99,2050.0,4063.05,143.22,13.55,11.5653
