i,t,capcost,fom,vom,heatrate
coal-CCS_mod,2010,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2011,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2012,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2013,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2014,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2015,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2016,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2017,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2018,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2019,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2020,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2021,5125.032,131.868,15.8652,10.938
coal-CCS_mod,2022,5312.5,137.2,16.12,10.938
coal-CCS_mod,2023,5263.5,136.1,16.07,10.938
coal-CCS_mod,2024,5214.4,135.0,16.01,10.938
coal-CCS_mod,2025,5165.3,133.8,15.96,10.938
coal-CCS_mod,2026,5116.3,132.7,15.91,10.938
coal-CCS_mod,2027,5067.2,131.5,15.86,10.938
coal-CCS_mod,2028,5018.2,130.4,15.81,10.938
coal-CCS_mod,2029,4969.1,129.3,15.75,10.938
coal-CCS_mod,2030,4920.0,128.1,15.7,10.938
coal-CCS_mod,2031,4871.0,127.0,15.65,10.938
coal-CCS_mod,2032,4821.9,125.9,15.6,10.938
coal-CCS_mod,2033,4723.8,123.6,15.49,10.938
coal-CCS_mod,2034,4674.7,122.4,15.44,10.938
coal-CCS_mod,2035,4674.7,122.4,15.44,10.938
coal-CCS_mod,2036,4625.7,121.3,15.39,10.938
coal-CCS_mod,2037,4576.6,120.2,15.33,10.938
coal-CCS_mod,2038,4527.5,119.0,15.28,10.938
coal-CCS_mod,2039,4478.5,117.9,15.23,10.938
coal-CCS_mod,2040,4429.4,116.8,15.18,10.938
coal-CCS_mod,2041,4380.4,115.6,15.12,10.938
coal-CCS_mod,2042,4331.3,114.5,15.07,10.938
coal-CCS_mod,2043,4282.2,113.3,15.02,10.938
coal-CCS_mod,2044,4233.2,112.2,14.97,10.938
coal-CCS_mod,2045,4184.1,111.1,14.91,10.938
coal-CCS_mod,2046,4135.1,109.9,14.86,10.938
coal-CCS_mod,2047,4086.0,108.8,14.81,10.938
coal-CCS_mod,2048,4036.9,107.6,14.76,10.938
coal-CCS_mod,2049,3987.9,106.5,14.7,10.938
coal-CCS_mod,2050,3938.8,105.4,14.65,10.938
