Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
ONSHORE,1,2010,0.3,1495.4474,51.331,0
ONSHORE,1,2011,0.3,1495.4474,51.331,0
ONSHORE,1,2012,0.3,1495.4474,51.331,0
ONSHORE,1,2013,0.3,1495.4474,51.331,0
ONSHORE,1,2014,0.476608554,1495.4474,51.331,0
ONSHORE,1,2015,0.476608554,1495.4474,51.331,0
ONSHORE,1,2016,0.476608554,1495.4474,51.331,0
ONSHORE,1,2017,0.485319535,1406.1613,50.2231,0
ONSHORE,1,2018,0.490962433,1370.1719,49.4845,0
ONSHORE,1,2019,0.496434654,1330.3752,48.746,0
ONSHORE,1,2020,0.501736199,1286.9854,48.0074,0
ONSHORE,1,2021,0.506867067,1238.573,47.2688,0
ONSHORE,1,2022,0.511827259,1187.1157,46.5302,0
ONSHORE,1,2023,0.516616774,1132.6834,45.7917,0
ONSHORE,1,2024,0.521235613,1075.4947,45.0531,0
ONSHORE,1,2025,0.525683776,1015.7681,44.3145,0
ONSHORE,1,2026,0.529961262,953.7221,43.5759,0
ONSHORE,1,2027,0.534068071,889.5753,42.8374,0
ONSHORE,1,2028,0.538004204,823.5462,42.0988,0
ONSHORE,1,2029,0.541769661,734.2353,41.3602,0
ONSHORE,1,2030,0.545364441,708.3272,40.6216,0
ONSHORE,1,2031,0.548788545,678.1257,40.2524,0
ONSHORE,1,2032,0.552041972,672.9554,39.8831,0
ONSHORE,1,2033,0.555124723,667.7851,39.5138,0
ONSHORE,1,2034,0.558036798,662.6148,39.1445,0
ONSHORE,1,2035,0.560778196,657.4445,38.7752,0
ONSHORE,1,2036,0.563348917,652.2742,38.4059,0
ONSHORE,1,2037,0.565748962,647.1039,38.0366,0
ONSHORE,1,2038,0.567978331,641.9336,37.6673,0
ONSHORE,1,2039,0.570037023,636.7633,37.2981,0
ONSHORE,1,2040,0.571925039,631.5931,36.9288,0
ONSHORE,1,2041,0.573642378,626.4228,36.5595,0
ONSHORE,1,2042,0.575189041,621.2525,36.1902,0
ONSHORE,1,2043,0.576565027,616.0822,35.8209,0
ONSHORE,1,2044,0.577770337,610.9119,35.4516,0
ONSHORE,1,2045,0.57880497,605.7416,35.0823,0
ONSHORE,1,2046,0.579668927,600.5713,34.713,0
ONSHORE,1,2047,0.580362208,595.401,34.3438,0
ONSHORE,1,2048,0.580884812,590.2307,33.9745,0
ONSHORE,1,2049,0.58123674,585.0604,33.6052,0
ONSHORE,1,2050,0.581417991,579.8901,33.2359,0
ONSHORE,2,2010,0.3,1515.0383,51.331,0
ONSHORE,2,2011,0.3,1515.0383,51.331,0
ONSHORE,2,2012,0.3,1515.0383,51.331,0
ONSHORE,2,2013,0.3,1515.0383,51.331,0
ONSHORE,2,2014,0.465106664,1515.0383,51.331,0
ONSHORE,2,2015,0.465106664,1515.0383,51.331,0
ONSHORE,2,2016,0.465106664,1515.0383,51.331,0
ONSHORE,2,2017,0.47397453,1426.5084,50.2231,0
ONSHORE,2,2018,0.479719057,1391.159,49.4845,0
ONSHORE,2,2019,0.485289834,1351.7676,48.746,0
ONSHORE,2,2020,0.49068686,1308.5637,48.0074,0
ONSHORE,2,2021,0.495910136,1260.1123,47.2688,0
ONSHORE,2,2022,0.500959662,1208.4277,46.5302,0
ONSHORE,2,2023,0.505835437,1153.5935,45.7917,0
ONSHORE,2,2024,0.510537462,1095.844,45.0531,0
ONSHORE,2,2025,0.515065736,1035.4133,44.3145,0
ONSHORE,2,2026,0.51942026,972.5355,43.5759,0
ONSHORE,2,2027,0.523601034,907.4448,42.8374,0
ONSHORE,2,2028,0.527608057,840.3753,42.0988,0
ONSHORE,2,2029,0.53144133,749.548,41.3602,0
ONSHORE,2,2030,0.535100853,723.246,40.6216,0
ONSHORE,2,2031,0.538586625,692.654,40.2524,0
ONSHORE,2,2032,0.541898647,687.4567,39.8831,0
ONSHORE,2,2033,0.545036919,682.2593,39.5138,0
ONSHORE,2,2034,0.54800144,677.062,39.1445,0
ONSHORE,2,2035,0.550792211,671.8646,38.7752,0
ONSHORE,2,2036,0.553409232,666.6673,38.4059,0
ONSHORE,2,2037,0.555852502,661.4699,38.0366,0
ONSHORE,2,2038,0.558122022,656.2726,37.6673,0
ONSHORE,2,2039,0.560217791,651.0752,37.2981,0
ONSHORE,2,2040,0.56213981,645.8779,36.9288,0
ONSHORE,2,2041,0.563888079,640.6805,36.5595,0
ONSHORE,2,2042,0.565462597,635.4832,36.1902,0
ONSHORE,2,2043,0.566863365,630.2858,35.8209,0
ONSHORE,2,2044,0.568090383,625.0885,35.4516,0
ONSHORE,2,2045,0.56914365,619.8911,35.0823,0
ONSHORE,2,2046,0.570023167,614.6938,34.713,0
ONSHORE,2,2047,0.570728934,609.4964,34.3438,0
ONSHORE,2,2048,0.57126095,604.2991,33.9745,0
ONSHORE,2,2049,0.571619216,599.1017,33.6052,0
ONSHORE,2,2050,0.571803732,593.9044,33.2359,0
ONSHORE,3,2010,0.3,1525.2551,51.331,0
ONSHORE,3,2011,0.3,1525.2551,51.331,0
ONSHORE,3,2012,0.3,1525.2551,51.331,0
ONSHORE,3,2013,0.3,1525.2551,51.331,0
ONSHORE,3,2014,0.453274361,1525.2551,51.331,0
ONSHORE,3,2015,0.453274361,1525.2551,51.331,0
ONSHORE,3,2016,0.453274361,1525.2551,51.331,0
ONSHORE,3,2017,0.463378217,1445.1754,50.2231,0
ONSHORE,3,2018,0.469923408,1413.9574,49.4845,0
ONSHORE,3,2019,0.476270631,1377.5171,48.746,0
ONSHORE,3,2020,0.482419886,1336.1813,48.0074,0
ONSHORE,3,2021,0.488371174,1277.3255,47.2688,0
ONSHORE,3,2022,0.494124495,1217.7384,46.5302,0
ONSHORE,3,2023,0.499679848,1157.2673,45.7917,0
ONSHORE,3,2024,0.505037234,1095.912,45.0531,0
ONSHORE,3,2025,0.510196652,1033.6727,44.3145,0
ONSHORE,3,2026,0.515158103,970.5492,43.5759,0
ONSHORE,3,2027,0.519921587,906.5417,42.8374,0
ONSHORE,3,2028,0.524487103,841.65,42.0988,0
ONSHORE,3,2029,0.528854651,754.9044,41.3602,0
ONSHORE,3,2030,0.533024233,730.1756,40.6216,0
ONSHORE,3,2031,0.536995847,701.6836,40.2524,0
ONSHORE,3,2032,0.540769493,697.2547,39.8831,0
ONSHORE,3,2033,0.544345172,692.8258,39.5138,0
ONSHORE,3,2034,0.547722884,688.3969,39.1445,0
ONSHORE,3,2035,0.550902628,683.968,38.7752,0
ONSHORE,3,2036,0.553884405,679.5392,38.4059,0
ONSHORE,3,2037,0.556668214,675.1103,38.0366,0
ONSHORE,3,2038,0.559254056,670.6814,37.6673,0
ONSHORE,3,2039,0.561641931,666.2525,37.2981,0
ONSHORE,3,2040,0.563831838,661.8236,36.9288,0
ONSHORE,3,2041,0.565823778,657.3947,36.5595,0
ONSHORE,3,2042,0.56761775,652.9658,36.1902,0
ONSHORE,3,2043,0.569213755,648.5369,35.8209,0
ONSHORE,3,2044,0.570611793,644.1081,35.4516,0
ONSHORE,3,2045,0.571811863,639.6792,35.0823,0
ONSHORE,3,2046,0.572813966,635.2503,34.713,0
ONSHORE,3,2047,0.573618101,630.8214,34.3438,0
ONSHORE,3,2048,0.574224269,626.3925,33.9745,0
ONSHORE,3,2049,0.574632469,621.9636,33.6052,0
ONSHORE,3,2050,0.574842702,617.5347,33.2359,0
