Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
ONSHORE,1,2010,0.403,2315.597858,43.56,0
ONSHORE,1,2011,0.416,2164.385242,43.56,0
ONSHORE,1,2012,0.428,2013.172626,43.56,0
ONSHORE,1,2013,0.452,1893.442763,43.56,0
ONSHORE,1,2014,0.475953,1773.712901,43.56,0
ONSHORE,1,2015,0.475953,1675.448551,43.56,0
ONSHORE,1,2016,0.476,1577.184202,43.56,0
ONSHORE,1,2017,0.475953,1575,43.56,0
ONSHORE,1,2018,0.488476692,1538.4615,42.8538,0
ONSHORE,1,2019,0.501000385,1501.9231,42.1477,0
ONSHORE,1,2020,0.513524077,1465.3846,41.4415,0
ONSHORE,1,2021,0.526047769,1428.8462,40.7354,0
ONSHORE,1,2022,0.538571462,1392.3077,40.0292,0
ONSHORE,1,2023,0.551095154,1355.7692,39.3231,0
ONSHORE,1,2024,0.563618846,1319.2308,38.6169,0
ONSHORE,1,2025,0.576142538,1282.6923,37.9108,0
ONSHORE,1,2026,0.588666231,1246.1538,37.2046,0
ONSHORE,1,2027,0.601189923,1209.6154,36.4985,0
ONSHORE,1,2028,0.613713615,1173.0769,35.7923,0
ONSHORE,1,2029,0.626237308,1136.5385,35.0862,0
ONSHORE,1,2030,0.638761,1100,34.38,0
ONSHORE,1,2031,0.639399761,1085.3028,33.8643,0
ONSHORE,1,2032,0.640038522,1070.5507,33.3486,0
ONSHORE,1,2033,0.640677283,1055.7437,32.8329,0
ONSHORE,1,2034,0.641316044,1040.8817,32.3172,0
ONSHORE,1,2035,0.641954805,1025.9649,31.8015,0
ONSHORE,1,2036,0.642593566,1010.9931,31.2858,0
ONSHORE,1,2037,0.643232327,995.9665,30.7701,0
ONSHORE,1,2038,0.643871088,980.8849,30.2544,0
ONSHORE,1,2039,0.644509849,965.7485,29.7387,0
ONSHORE,1,2040,0.64514861,950.5571,29.223,0
ONSHORE,1,2041,0.645787371,935.3108,28.7073,0
ONSHORE,1,2042,0.646426132,920.0096,28.1916,0
ONSHORE,1,2043,0.647064893,904.6535,27.6759,0
ONSHORE,1,2044,0.647703654,889.2425,27.1602,0
