type,t,capcost,fom,vom
csp1,2010,9368.88192,77.43885477,4.530053337
csp1,2011,9368.88192,77.43885477,4.530053337
csp1,2012,9368.88192,77.43885477,4.530053337
csp1,2013,9368.88192,77.43885477,4.530053337
csp1,2014,9368.88192,77.43885477,4.530053337
csp1,2015,9368.88192,77.43885477,4.530053337
csp1,2016,9368.88192,77.43885477,4.530053337
csp1,2017,9368.88192,77.43885477,4.530053337
csp1,2018,8939.867183,77.43885477,4.451801067
csp1,2019,8523.637905,77.43885477,4.451801067
csp1,2020,8084.343,77.43885477,4.279203501
csp1,2021,7645.048095,77.43885477,4.106605935
csp1,2022,7271.290188,74.43776576,4.012658476
csp1,2023,6897.532281,71.43667674,3.918711016
csp1,2024,6523.774374,68.43558773,3.824763557
csp1,2025,6150.016467,65.43449871,3.730816098
csp1,2026,5776.258561,62.4334097,3.636868639
csp1,2027,5402.500654,59.43232068,3.54292118
csp1,2028,5028.742747,56.43123167,3.44897372
csp1,2029,4654.98484,53.43014266,3.355026261
csp1,2030,4281.226933,50.42905364,3.261078802
csp1,2031,4227.711596,50.14889223,3.261078802
csp1,2032,4174.19626,49.86873082,3.261078802
csp1,2033,4120.680923,49.58856941,3.261078802
csp1,2034,4067.165586,49.308408,3.261078802
csp1,2035,4013.65025,49.0282466,3.261078802
csp1,2036,3960.134913,48.74808519,3.261078802
csp1,2037,3906.619576,48.46792378,3.261078802
csp1,2038,3853.10424,48.18776237,3.261078802
csp1,2039,3799.588903,47.90760096,3.261078802
csp1,2040,3746.073566,47.62743955,3.261078802
csp1,2041,3692.55823,47.34727814,3.261078802
csp1,2042,3639.042893,47.06711673,3.261078802
csp1,2043,3585.527556,46.78695532,3.261078802
csp1,2044,3532.01222,46.50679391,3.261078802
csp1,2045,3478.496883,46.2266325,3.261078802
csp1,2046,3424.981547,45.9464711,3.261078802
csp1,2047,3371.46621,45.66630969,3.261078802
csp1,2048,3317.950873,45.38614828,3.261078802
csp1,2049,3264.435537,45.10598687,3.261078802
csp1,2050,3210.9202,44.82582546,3.261078802
csp2,2010,8354.184511,72.92280981,4.530053337
csp2,2011,8354.184511,72.92280981,4.530053337
csp2,2012,8354.184511,72.92280981,4.530053337
csp2,2013,8354.184511,72.92280981,4.530053337
csp2,2014,8354.184511,72.92280981,4.530053337
csp2,2015,8354.184511,72.92280981,4.530053337
csp2,2016,8354.184511,72.92280981,4.530053337
csp2,2017,8354.184511,72.92280981,4.530053337
csp2,2018,7968.453551,71.66313913,4.451801067
csp2,2019,6896.877795,69.54330578,3.709859395
csp2,2020,6859.440487,69.32265289,3.687179698
csp2,2021,6822.003179,69.102,3.6645
csp2,2022,6488.483024,66.424,3.580666667
csp2,2023,6154.962868,63.746,3.496833333
csp2,2024,5821.442713,61.068,3.413
csp2,2025,5487.922558,58.39,3.329166667
csp2,2026,5154.402402,55.712,3.245333333
csp2,2027,4820.882247,53.034,3.1615
csp2,2028,4487.362091,50.356,3.077666667
csp2,2029,4153.841936,47.678,2.993833333
csp2,2030,3820.32178,45,2.91
csp2,2031,3772.567758,44.75,2.91
