i,t,capcost,fom,vom,heatrate
Coal-IGCC,2010,5175.065936,144.6629347,14.53715705,9.325
Coal-IGCC,2011,5132.547789,144.6629347,14.53715705,9.239333333
Coal-IGCC,2012,5090.029641,144.6629347,14.53715705,9.153666667
Coal-IGCC,2013,5047.511494,144.6629347,14.53715705,9.068
Coal-IGCC,2014,5004.993347,144.6629347,14.53715705,8.982333333
Coal-IGCC,2015,4962.475199,144.6629347,14.53715705,8.896666667
Coal-IGCC,2016,4919.957052,144.6629347,14.53715705,8.811
Coal-IGCC,2017,4877.438904,144.6629347,14.53715705,8.725333333
Coal-IGCC,2018,4834.920757,144.6629347,14.53715705,8.639666667
Coal-IGCC,2019,4792.40261,144.6629347,14.53715705,8.554
Coal-IGCC,2020,4449,140.54,14.36,8.45
Coal-IGCC,2021,4410,140.54,14.36,8.347
Coal-IGCC,2022,4370,140.54,14.36,8.243
Coal-IGCC,2023,4330,140.54,14.36,8.139
Coal-IGCC,2024,4254,140.54,14.36,8.036
Coal-IGCC,2025,4214,140.54,14.36,7.932
Coal-IGCC,2026,4191,140.54,14.36,7.828
Coal-IGCC,2027,4168,140.54,14.36,7.725
Coal-IGCC,2028,4144,140.54,14.36,7.621
Coal-IGCC,2029,4123,140.54,14.36,7.517
Coal-IGCC,2030,4094,140.54,14.36,7.414
Coal-IGCC,2031,4075,140.54,14.36,7.414
Coal-IGCC,2032,4058,140.54,14.36,7.414
Coal-IGCC,2033,4036,140.54,14.36,7.414
Coal-IGCC,2034,4018,140.54,14.36,7.414
Coal-IGCC,2035,4001,140.54,14.36,7.414
Coal-IGCC,2036,3982,140.54,14.36,7.414
Coal-IGCC,2037,3962,140.54,14.36,7.414
Coal-IGCC,2038,3945,140.54,14.36,7.414
Coal-IGCC,2039,3932,140.54,14.36,7.414
Coal-IGCC,2040,3917,140.54,14.36,7.414
Coal-IGCC,2041,3902,140.54,14.36,7.414
Coal-IGCC,2042,3891,140.54,14.36,7.414
Coal-IGCC,2043,3872,140.54,14.36,7.414
Coal-IGCC,2044,3863,140.54,14.36,7.414
Coal-IGCC,2045,3845,140.54,14.36,7.414
Coal-IGCC,2046,3835,140.54,14.36,7.414
Coal-IGCC,2047,3818,140.54,14.36,7.414
Coal-IGCC,2048,3805,140.54,14.36,7.414
Coal-IGCC,2049,3791,140.54,14.36,7.414
Coal-IGCC,2050,3777,140.54,14.36,7.414
Coal-new,2010,2712.0504,72.68578525,7.956967578,8.83
Coal-new,2011,2703.951705,72.68578525,7.956967578,8.790333333
Coal-new,2012,2695.85301,72.68578525,7.956967578,8.750666667
Coal-new,2013,2687.754315,72.68578525,7.956967578,8.711
Coal-new,2014,2679.655621,72.68578525,7.956967578,8.671333333
Coal-new,2015,2671.556926,72.68578525,7.956967578,8.631666667
Coal-new,2016,2663.458231,72.68578525,7.956967578,8.592
Coal-new,2017,2655.359536,72.68578525,7.956967578,8.552333333
Coal-new,2018,2647.260842,72.68578525,7.956967578,8.512666667
Coal-new,2019,2639.162147,72.68578525,7.956967578,8.473
Coal-new,2020,2568,74,7.86,8.473
Coal-new,2021,2568,74,7.86,8.473
Coal-new,2022,2396,74,7.86,8.473
Coal-new,2023,2381,74,7.86,8.473
Coal-new,2024,2366,74,7.86,8.473
Coal-new,2025,2337,73,7.8,8.473
Coal-new,2026,2309,73,7.75,8.386
Coal-new,2027,2281,72,7.69,8.3
Coal-new,2028,2253,72,7.63,8.213
Coal-new,2029,2225,72,7.58,8.126
Coal-new,2030,2198,71,7.52,8.04
Coal-new,2031,2170,71,7.46,7.953
Coal-new,2032,2143,70,7.41,7.866
Coal-new,2033,2116,70,7.35,7.78
Coal-new,2034,2102,70,7.35,7.78
Coal-new,2035,2087,70,7.35,7.78
Coal-new,2036,2073,70,7.35,7.78
Coal-new,2037,2059,70,7.35,7.78
Coal-new,2038,2044,70,7.35,7.78
Coal-new,2039,2030,70,7.35,7.78
Coal-new,2040,2015,70,7.35,7.78
Coal-new,2041,2001,70,7.35,7.78
Coal-new,2042,1987,70,7.35,7.78
Coal-new,2043,1972,70,7.35,7.78
Coal-new,2044,1958,70,7.35,7.78
Coal-new,2045,1943,70,7.35,7.78
Coal-new,2046,1929,70,7.35,7.78
Coal-new,2047,1915,70,7.35,7.78
Coal-new,2048,1900,70,7.35,7.78
Coal-new,2049,1886,70,7.35,7.78
Coal-new,2050,1871,70,7.35,7.78
CoalOldScr,2010,2679,36.69317927,6.49627743,9.984242986
CoalOldScr,2011,2671,36.69317927,6.631504985,9.984242986
CoalOldScr,2012,2663,36.69317927,6.766732539,9.984242986
CoalOldScr,2013,2655,36.69317927,6.901960094,9.984242986
CoalOldScr,2014,2647,36.69317927,7.037187648,9.984242986
CoalOldScr,2015,2639,36.69317927,7.172415203,9.984242986
CoalOldScr,2016,2631,36.69317927,7.32171735,9.984242986
CoalOldScr,2017,2623,36.69317927,7.471019497,9.984242986
CoalOldScr,2018,2615,36.69317927,7.620321644,9.984242986
CoalOldScr,2019,2607,36.69317927,7.769623791,9.984242986
CoalOldScr,2020,2599,36.69317927,7.918925938,9.984242986
CoalOldScr,2021,2591,36.69317927,8.083767573,9.984242986
CoalOldScr,2022,2583,36.69317927,8.248609207,9.984242986
CoalOldScr,2023,2566,36.69317927,8.413450841,9.984242986
CoalOldScr,2024,2566,36.69317927,8.578292476,9.984242986
CoalOldScr,2025,2551,36.69317927,8.74313411,9.984242986
CoalOldScr,2026,2524,36.69317927,8.925132594,9.984242986
CoalOldScr,2027,2497,36.69317927,9.107131079,9.984242986
CoalOldScr,2028,2469,36.69317927,9.289129563,9.984242986
CoalOldScr,2029,2441,36.69317927,9.471128047,9.984242986
CoalOldScr,2030,2410,36.69317927,9.653126531,9.984242986
CoalOldScr,2031,2383,36.69317927,9.854067564,9.984242986
CoalOldScr,2032,2351,36.69317927,10.0550086,9.984242986
CoalOldScr,2033,2318,36.69317927,10.25594963,9.984242986
CoalOldScr,2034,2302,36.69317927,10.45689066,9.984242986
CoalOldScr,2035,2286,36.69317927,10.65783169,9.984242986
CoalOldScr,2036,2269,36.69317927,10.87968683,9.984242986
CoalOldScr,2037,2253,36.69317927,11.10154197,9.984242986
CoalOldScr,2038,2237,36.69317927,11.3233971,9.984242986
CoalOldScr,2039,2223,36.69317927,11.54525224,9.984242986
CoalOldScr,2040,2207,36.69317927,11.76710738,9.984242986
CoalOldScr,2041,2189,36.69317927,12.01205337,9.984242986
CoalOldScr,2042,2174,36.69317927,12.25699937,9.984242986
CoalOldScr,2043,2159,36.69317927,12.50194537,9.984242986
CoalOldScr,2044,2144,36.69317927,12.74689137,9.984242986
CoalOldScr,2045,2131,36.69317927,12.99183736,9.984242986
CoalOldScr,2046,2116,36.69317927,13.26227754,9.984242986
CoalOldScr,2047,2099,36.69317927,13.53271771,9.984242986
CoalOldScr,2048,2082,36.69317927,13.80315788,9.984242986
CoalOldScr,2049,2066,36.69317927,14.07359806,9.984242986
CoalOldScr,2050,2030,36.69317927,14.34403823,9.984242986
CoalOldUns,2010,2088.111095,36.69317927,6.49627743,10.26026846
CoalOldUns,2011,2080.111095,36.69317927,6.631504985,10.26026846
CoalOldUns,2012,2072.111095,36.69317927,6.766732539,10.26026846
