Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
ONSHORE,1,2010,0.403,2413.853307,43,0
ONSHORE,1,2011,0.416,2256.224437,43,0
ONSHORE,1,2012,0.428,2098.595567,43,0
ONSHORE,1,2013,0.452,1973.785326,43,0
ONSHORE,1,2014,0.475953,1848.975087,43,0
ONSHORE,1,2015,0.475953,1746.541184,43,0
ONSHORE,1,2016,0.476,1644.107282,43,0
ONSHORE,1,2017,0.475953,1641.8304,43,0
ONSHORE,1,2018,0.4886605,1508.862,43,0
ONSHORE,1,2019,0.501368,1375.8936,43,0
ONSHORE,1,2020,0.507476364,1311.7851,42.2164,0
ONSHORE,1,2021,0.513584727,1247.6766,41.4327,0
ONSHORE,1,2022,0.519693091,1183.5681,40.6491,0
ONSHORE,1,2023,0.525801455,1119.4597,39.8655,0
ONSHORE,1,2024,0.531909818,1055.3512,39.0818,0
ONSHORE,1,2025,0.538018182,991.2427,38.2982,0
ONSHORE,1,2026,0.544126545,927.1342,37.5145,0
ONSHORE,1,2027,0.550234909,863.0257,36.7309,0
ONSHORE,1,2028,0.556343273,798.9172,35.9473,0
ONSHORE,1,2029,0.562451636,734.8087,35.1636,0
ONSHORE,1,2030,0.56856,670.7002,34.38,0
ONSHORE,1,2031,0.56912856,662.3165,33.8643,0
ONSHORE,1,2032,0.56969712,653.9327,33.3486,0
ONSHORE,1,2033,0.57026568,645.549,32.8329,0
ONSHORE,1,2034,0.57083424,637.1652,32.3172,0
ONSHORE,1,2035,0.5714028,628.7815,31.8015,0
ONSHORE,1,2036,0.57197136,620.3977,31.2858,0
ONSHORE,1,2037,0.57253992,612.014,30.7701,0
ONSHORE,1,2038,0.57310848,603.6302,30.2544,0
ONSHORE,1,2039,0.57367704,595.2465,29.7387,0
ONSHORE,1,2040,0.5742456,586.8627,29.223,0
ONSHORE,1,2041,0.57481416,578.4789,28.7073,0
ONSHORE,1,2042,0.57538272,570.0952,28.1916,0
ONSHORE,1,2043,0.57595128,561.7114,27.6759,0
ONSHORE,1,2044,0.57651984,553.3277,27.1602,0
ONSHORE,1,2045,0.5770884,544.9439,26.6445,0
ONSHORE,1,2046,0.57765696,536.5602,26.1288,0
ONSHORE,1,2047,0.57822552,528.1764,25.6131,0
ONSHORE,1,2048,0.57879408,519.7927,25.0974,0
ONSHORE,1,2049,0.57936264,511.4089,24.5817,0
ONSHORE,1,2050,0.5799312,503.0252,24.066,0
ONSHORE,2,2010,0.384,2413.853307,43,0
ONSHORE,2,2011,0.396,2256.224437,43,0
ONSHORE,2,2012,0.408,2098.595567,43,0
ONSHORE,2,2013,0.431,1973.785326,43,0
ONSHORE,2,2014,0.453351,1848.975087,43,0
ONSHORE,2,2015,0.453351,1746.541184,43,0
ONSHORE,2,2016,0.453,1644.107282,43,0
ONSHORE,2,2017,0.453351,1641.8304,43,0
ONSHORE,2,2018,0.4552425,1508.862,43,0
ONSHORE,2,2019,0.457134,1375.8936,43,0
ONSHORE,2,2020,0.463339091,1311.7851,42.2164,0
ONSHORE,2,2021,0.469544182,1247.6766,41.4327,0
ONSHORE,2,2022,0.475749273,1183.5681,40.6491,0
ONSHORE,2,2023,0.481954364,1119.4597,39.8655,0
ONSHORE,2,2024,0.488159455,1055.3512,39.0818,0
ONSHORE,2,2025,0.494364545,991.2427,38.2982,0
ONSHORE,2,2026,0.500569636,927.1342,37.5145,0
ONSHORE,2,2027,0.506774727,863.0257,36.7309,0
ONSHORE,2,2028,0.512979818,798.9172,35.9473,0
ONSHORE,2,2029,0.519184909,734.8087,35.1636,0
ONSHORE,2,2030,0.52539,670.7002,34.38,0
ONSHORE,2,2031,0.526178085,662.3165,33.8643,0
ONSHORE,2,2032,0.52696617,653.9327,33.3486,0
ONSHORE,2,2033,0.527754255,645.549,32.8329,0
ONSHORE,2,2034,0.52854234,637.1652,32.3172,0
ONSHORE,2,2035,0.529330425,628.7815,31.8015,0
ONSHORE,2,2036,0.53011851,620.3977,31.2858,0
ONSHORE,2,2037,0.530906595,612.014,30.7701,0
ONSHORE,2,2038,0.53169468,603.6302,30.2544,0
ONSHORE,2,2039,0.532482765,595.2465,29.7387,0
ONSHORE,2,2040,0.53327085,586.8627,29.223,0
ONSHORE,2,2041,0.534058935,578.4789,28.7073,0
ONSHORE,2,2042,0.53484702,570.0952,28.1916,0
ONSHORE,2,2043,0.535635105,561.7114,27.6759,0
ONSHORE,2,2044,0.53642319,553.3277,27.1602,0
ONSHORE,2,2045,0.537211275,544.9439,26.6445,0
ONSHORE,2,2046,0.53799936,536.5602,26.1288,0
