,wind-ofs_1*wind-ofs_7,wind-ofs_8*wind-ofs_14
2010,1,1
2011,1,1
2012,1,1
2013,1,1
2014,1,1
2015,1,1
2016,1,1
2017,1,1
2018,1,1
2019,0.934885439,0.940963531
2020,0.896795863,0.90642941
2021,0.869770878,0.881927062
2022,0.848808671,0.862921564
2023,0.831681302,0.847392942
2024,0.817200317,0.834263678
2025,0.804656317,0.822890593
2026,0.793591725,0.812858821
2027,0.78369411,0.803885095
2028,0.774740629,0.795767373
2029,0.76656674,0.788356473
2030,0.759047492,0.781539105
2031,0.752085756,0.775227209
2032,0.745604534,0.769350975
2033,0.739541756,0.763854124
2034,0.733846651,0.758690627
2035,0.728477164,0.753822352
2036,0.723398065,0.749217359
2037,0.718579549,0.744848626
2038,0.713996179,0.740693089
2039,0.709626068,0.736730904
2040,0.705450249,0.732944875
2041,0.701452179,0.729320004
2042,0.697617343,0.725843128
2043,0.693932931,0.722502636
2044,0.690387588,0.719288231
2045,0.686971195,0.71619074
2046,0.6836747,0.713201956
2047,0.680489973,0.710314506
2048,0.677409682,0.707521743
2049,0.674427195,0.704817655
2050,0.671536491,0.702196783
