i,t,capcost,fom,vom,heatrate
H2-CT,2010,0,0,0,10.2225
H2-CT,2011,0,0,0,10.16633333
H2-CT,2012,0,0,0,10.11016667
H2-CT,2013,0,0,0,10.054
H2-CT,2014,0,0,0,9.997833333
H2-CT,2015,0,0,0,9.941666667
H2-CT,2016,0,0,0,9.8855
H2-CT,2017,0,0,0,9.829333333
H2-CT,2018,0,0,0,9.773166667
H2-CT,2019,0,0,0,9.717
H2-CT,2020,0,0,0,9.717
H2-CT,2021,0,0,0,9.717
H2-CT,2022,0,0,0,9.717
H2-CT,2023,0,0,0,9.717
H2-CT,2024,0,0,0,9.717
H2-CT,2025,0,0,0,9.717
H2-CT,2026,0,0,0,9.717
H2-CT,2027,0,0,0,9.717
H2-CT,2028,0,0,0,9.717
H2-CT,2029,0,0,0,9.717
H2-CT,2030,0,0,0,9.717
H2-CT,2031,0,0,0,9.717
H2-CT,2032,0,0,0,9.717
H2-CT,2033,0,0,0,9.717
H2-CT,2034,0,0,0,9.717
H2-CT,2035,0,0,0,9.717
H2-CT,2036,0,0,0,9.717
H2-CT,2037,0,0,0,9.717
H2-CT,2038,0,0,0,9.717
H2-CT,2039,0,0,0,9.717
H2-CT,2040,0,0,0,9.717
H2-CT,2041,0,0,0,9.717
H2-CT,2042,0,0,0,9.717
H2-CT,2043,0,0,0,9.717
H2-CT,2044,0,0,0,9.717
H2-CT,2045,0,0,0,9.717
H2-CT,2046,0,0,0,9.717
H2-CT,2047,0,0,0,9.717
H2-CT,2048,0,0,0,9.717
H2-CT,2049,0,0,0,9.717
H2-CT,2050,0,0,0,9.717
H2-CC,2010,0,0,0,7.765833333
H2-CC,2011,0,0,0,7.734185184
H2-CC,2012,0,0,0,7.702537038
H2-CC,2013,0,0,0,7.670888889
H2-CC,2014,0,0,0,7.63924074
H2-CC,2015,0,0,0,7.607592593
H2-CC,2016,0,0,0,7.575944445
H2-CC,2017,0,0,0,7.544296296
H2-CC,2018,0,0,0,7.512648148
H2-CC,2019,0,0,0,7.481
H2-CC,2020,0,0,0,7.481
H2-CC,2021,0,0,0,7.481
H2-CC,2022,0,0,0,7.481
H2-CC,2023,0,0,0,7.471
H2-CC,2024,0,0,0,7.460333333
H2-CC,2025,0,0,0,7.449666667
H2-CC,2026,0,0,0,7.439
H2-CC,2027,0,0,0,7.429
H2-CC,2028,0,0,0,7.418333333
H2-CC,2029,0,0,0,7.407666667
H2-CC,2030,0,0,0,7.397666667
H2-CC,2031,0,0,0,7.387
H2-CC,2032,0,0,0,7.376333333
H2-CC,2033,0,0,0,7.365666667
H2-CC,2034,0,0,0,7.355666667
H2-CC,2035,0,0,0,7.345
H2-CC,2036,0,0,0,7.345
H2-CC,2037,0,0,0,7.345
H2-CC,2038,0,0,0,7.345
H2-CC,2039,0,0,0,7.345
H2-CC,2040,0,0,0,7.345
H2-CC,2041,0,0,0,7.345
H2-CC,2042,0,0,0,7.345
H2-CC,2043,0,0,0,7.345
H2-CC,2044,0,0,0,7.345
H2-CC,2045,0,0,0,7.345
H2-CC,2046,0,0,0,7.345
H2-CC,2047,0,0,0,7.345
H2-CC,2048,0,0,0,7.345
H2-CC,2049,0,0,0,7.345
H2-CC,2050,0,0,0,7.345
