Tech,Wind class,Year,CF_mult,Overnight Cap Cost $/kW,Fixed O&M $/(kW-yr),Var O&M $/MWh,rsc_mult
OFFSHORE,5,2028,1.04667,2074.48638,96.8384,0,0.82511
OFFSHORE,5,2029,1.05602,2043.68568,95.21541,0,0.81286
OFFSHORE,5,2030,1.06514,2015.82305,93.7224,0,0.80178
OFFSHORE,5,2031,1.06973,1990.38647,92.34009,0,0.79166
OFFSHORE,5,2032,1.07415,1966.98708,91.0532,0,0.78236
OFFSHORE,5,2033,1.07843,1945.32264,89.84938,0,0.77374
OFFSHORE,5,2034,1.08258,1925.15352,88.71858,0,0.76572
OFFSHORE,5,2035,1.08661,1906.28657,87.65242,0,0.75821
OFFSHORE,5,2036,1.09054,1888.56379,86.64393,0,0.75116
OFFSHORE,5,2037,1.09439,1871.85431,85.68717,0,0.74452
OFFSHORE,5,2038,1.09815,1856.0485,84.77711,0,0.73823
OFFSHORE,5,2039,1.10184,1841.05361,83.90939,0,0.73227
OFFSHORE,5,2040,1.10546,1826.79048,83.08025,0,0.72659
OFFSHORE,5,2041,1.10902,1813.19099,82.2864,0,0.72119
OFFSHORE,5,2042,1.11252,1800.19612,81.52496,0,0.71602
OFFSHORE,5,2043,1.11597,1787.75441,80.79339,0,0.71107
OFFSHORE,5,2044,1.11937,1775.82066,80.08943,0,0.70632
OFFSHORE,5,2045,1.12273,1764.35502,79.41108,0,0.70176
OFFSHORE,5,2046,1.12604,1753.32215,78.75654,0,0.69737
OFFSHORE,5,2047,1.12932,1742.69057,78.12419,0,0.69314
OFFSHORE,5,2048,1.13256,1732.4321,77.51257,0,0.68906
OFFSHORE,5,2049,1.13577,1722.52145,76.92037,0,0.68512
OFFSHORE,5,2050,1.13894,1712.9358,76.3464,0,0.68131
OFFSHORE,6,2010,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2011,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2012,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2013,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2014,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2015,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2016,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2017,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2018,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2019,0.93898,2865.14721,122.62153,0,1
OFFSHORE,6,2020,0.9522,2660.96743,114.0057,0,1
OFFSHORE,6,2021,0.96916,2537.45812,114.07371,0,1
OFFSHORE,6,2022,0.98403,2772.88111,109.97027,0,0.98471
OFFSHORE,6,2023,0.99756,2566.24518,106.61751,0,0.9194
OFFSHORE,6,2024,1.01017,2267.11331,103.78279,0,0.89346
OFFSHORE,6,2025,1.02211,2213.32068,101.32725,0,0.87226
OFFSHORE,6,2026,1.03354,2167.83966,99.1613,0,0.85434
OFFSHORE,6,2027,1.04456,2128.44221,97.2238,0,0.83881
OFFSHORE,6,2028,1.05526,2093.69119,95.47112,0,0.82511
OFFSHORE,6,2029,1.06568,2062.60535,93.87104,0,0.81286
OFFSHORE,6,2030,1.07588,2034.48478,92.39912,0,0.80178
OFFSHORE,6,2031,1.08082,2008.81272,91.03633,0,0.79166
OFFSHORE,6,2032,1.0856,1985.19671,89.7676,0,0.78236
OFFSHORE,6,2033,1.09023,1963.3317,88.58078,0,0.77374
OFFSHORE,6,2034,1.09474,1942.97586,87.46594,0,0.76572
OFFSHORE,6,2035,1.09913,1923.93425,86.41484,0,0.75821
OFFSHORE,6,2036,1.10342,1906.0474,85.42058,0,0.75116
OFFSHORE,6,2037,1.10762,1889.18323,84.47734,0,0.74452
OFFSHORE,6,2038,1.11174,1873.2311,83.58012,0,0.73823
OFFSHORE,6,2039,1.11579,1858.09739,82.72465,0,0.73227
OFFSHORE,6,2040,1.11977,1843.70221,81.90722,0,0.72659
OFFSHORE,6,2041,1.12369,1829.97683,81.12458,0,0.72119
OFFSHORE,6,2042,1.12755,1816.86166,80.37389,0,0.71602
OFFSHORE,6,2043,1.13135,1804.30476,79.65265,0,0.71107
OFFSHORE,6,2044,1.13511,1792.26053,78.95864,0,0.70632
OFFSHORE,6,2045,1.13883,1780.68875,78.28986,0,0.70176
OFFSHORE,6,2046,1.1425,1769.55375,77.64456,0,0.69737
OFFSHORE,6,2047,1.14614,1758.82374,77.02114,0,0.69314
OFFSHORE,6,2048,1.14973,1748.47031,76.41815,0,0.68906
OFFSHORE,6,2049,1.1533,1738.4679,75.83432,0,0.68512
OFFSHORE,6,2050,1.15683,1728.79351,75.26845,0,0.68131
OFFSHORE,7,2010,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2011,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2012,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2013,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2014,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2015,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2016,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2017,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2018,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2019,0.93898,3126.86747,117.18194,0,1
OFFSHORE,7,2020,0.9522,2904.03665,108.94829,0,1
OFFSHORE,7,2021,0.9714,2769.24524,109.01328,0,1
OFFSHORE,7,2022,0.98849,3026.17323,105.09186,0,0.98471
OFFSHORE,7,2023,1.00426,2800.66189,101.88784,0,0.9194
OFFSHORE,7,2024,1.01911,2474.20546,99.17887,0,0.89346
OFFSHORE,7,2025,1.03328,2415.49908,96.83226,0,0.87226
OFFSHORE,7,2026,1.04694,2365.86354,94.7624,0,0.85434
OFFSHORE,7,2027,1.0602,2322.86728,92.91085,0,0.83881
OFFSHORE,7,2028,1.07313,2284.9419,91.23591,0,0.82511
OFFSHORE,7,2029,1.08579,2251.01648,89.70682,0,0.81286
OFFSHORE,7,2030,1.09822,2220.32721,88.30019,0,0.80178
OFFSHORE,7,2031,1.10391,2192.3101,86.99786,0,0.79166
OFFSHORE,7,2032,1.10943,2166.53686,85.78541,0,0.78236
OFFSHORE,7,2033,1.11481,2142.67456,84.65124,0,0.77374
OFFSHORE,7,2034,1.12006,2120.4593,83.58586,0,0.76572
OFFSHORE,7,2035,1.1252,2099.6783,82.58138,0,0.75821
OFFSHORE,7,2036,1.13023,2080.15756,81.63123,0,0.75116
OFFSHORE,7,2037,1.13518,2061.75292,80.72983,0,0.74452
OFFSHORE,7,2038,1.14004,2044.34362,79.87242,0,0.73823
OFFSHORE,7,2039,1.14483,2027.8275,79.0549,0,0.73227
OFFSHORE,7,2040,1.14956,2012.11738,78.27373,0,0.72659
OFFSHORE,7,2041,1.15422,1997.13823,77.5258,0,0.72119
OFFSHORE,7,2042,1.15882,1982.82505,76.80842,0,0.71602
OFFSHORE,7,2043,1.16338,1969.12112,76.11917,0,0.71107
OFFSHORE,7,2044,1.16788,1955.9767,75.45595,0,0.70632
OFFSHORE,7,2045,1.17234,1943.34788,74.81684,0,0.70176
OFFSHORE,7,2046,1.17676,1931.19573,74.20016,0,0.69737
OFFSHORE,7,2047,1.18114,1919.48558,73.60439,0,0.69314
OFFSHORE,7,2048,1.18548,1908.1864,73.02816,0,0.68906
OFFSHORE,7,2049,1.18979,1897.27032,72.47023,0,0.68512
OFFSHORE,7,2050,1.19407,1886.7122,71.92946,0,0.68131
OFFSHORE,8,2010,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2011,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2012,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2013,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2014,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2015,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2016,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2017,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2018,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2019,0.97317,38081.7705,84.27461,0,1
OFFSHORE,8,2020,0.97898,35539.013,78.64784,0,1
OFFSHORE,8,2021,0.98877,34093.2448,78.92734,0,1
OFFSHORE,8,2022,0.99763,37321.6983,76.27695,0,0.98643
OFFSHORE,8,2023,1.00591,34587.1214,74.11142,0,0.92226
OFFSHORE,8,2024,1.01378,30589.5971,72.28049,0,0.89723
OFFSHORE,8,2025,1.02136,29892.4488,70.69447,0,0.87679
OFFSHORE,8,2026,1.02871,29303.0184,69.2955,0,0.8595
OFFSHORE,8,2027,1.03588,28792.4305,68.04408,0,0.84452
OFFSHORE,8,2028,1.04291,28342.06,66.91203,0,0.83131
OFFSHORE,8,2029,1.04982,27939.1899,65.87855,0,0.81949
OFFSHORE,8,2030,1.05664,27574.7496,64.92784,0,0.8088
OFFSHORE,8,2031,1.05959,27242.0416,64.04762,0,0.79905
OFFSHORE,8,2032,1.06246,26935.98,63.22816,0,0.79007
OFFSHORE,8,2033,1.06527,26652.6112,62.4616,0,0.78176
OFFSHORE,8,2034,1.06803,26388.8011,61.74153,0,0.77402
OFFSHORE,8,2035,1.07074,26142.0233,61.06263,0,0.76678
OFFSHORE,8,2036,1.0734,25910.2111,60.42045,0,0.75998
OFFSHORE,8,2037,1.07602,25691.6528,59.81121,0,0.75357
OFFSHORE,8,2038,1.07861,25484.9144,59.2317,0,0.74751
OFFSHORE,8,2039,1.08117,25288.7828,58.67916,0,0.74175
OFFSHORE,8,2040,1.08369,25102.2224,58.15118,0,0.73628
OFFSHORE,8,2041,1.08619,24924.3424,57.64568,0,0.73106
OFFSHORE,8,2042,1.08866,24754.3709,57.16082,0,0.72608
OFFSHORE,8,2043,1.09111,24591.6345,56.69497,0,0.72131
OFFSHORE,8,2044,1.09354,24435.5422,56.24671,0,0.71673
OFFSHORE,8,2045,1.09595,24285.5728,55.81475,0,0.71233
OFFSHORE,8,2046,1.09834,24141.264,55.39795,0,0.7081
OFFSHORE,8,2047,1.10071,24002.204,54.99529,0,0.70402
OFFSHORE,8,2048,1.10307,23868.0243,54.60583,0,0.70008
OFFSHORE,8,2049,1.10541,23738.3939,54.22873,0,0.69628
OFFSHORE,8,2050,1.10774,23613.0145,53.86324,0,0.6926
OFFSHORE,9,2010,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2011,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2012,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2013,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2014,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2015,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2016,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2017,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2018,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2019,0.97317,38226.2248,85.22722,0,1
OFFSHORE,9,2020,0.97898,35673.8221,79.53686,0,1
OFFSHORE,9,2021,0.98891,34222.5697,79.81951,0,1
OFFSHORE,9,2022,0.99792,37463.2696,77.13916,0,0.98643
OFFSHORE,9,2023,1.00633,34718.3197,74.94916,0,0.92226
OFFSHORE,9,2024,1.01435,30705.6317,73.09753,0,0.89723
OFFSHORE,9,2025,1.02207,30005.839,71.49358,0,0.87679
OFFSHORE,9,2026,1.02956,29414.1726,70.0788,0,0.8595
OFFSHORE,9,2027,1.03688,28901.6479,68.81323,0,0.84452
OFFSHORE,9,2028,1.04405,28449.5691,67.66838,0,0.83131
OFFSHORE,9,2029,1.0511,28045.1708,66.62322,0,0.81949
OFFSHORE,9,2030,1.05805,27679.3481,65.66177,0,0.8088
OFFSHORE,9,2031,1.06105,27345.3781,64.7716,0,0.79905
OFFSHORE,9,2032,1.06398,27038.1555,63.94287,0,0.79007
OFFSHORE,9,2033,1.06684,26753.7117,63.16765,0,0.78176
OFFSHORE,9,2034,1.06964,26488.901,62.43944,0,0.77402
OFFSHORE,9,2035,1.07239,26241.187,61.75286,0,0.76678
OFFSHORE,9,2036,1.0751,26008.4956,61.10342,0,0.75998
OFFSHORE,9,2037,1.07777,25789.1082,60.4873,0,0.75357
OFFSHORE,9,2038,1.08041,25581.5856,59.90124,0,0.74751
OFFSHORE,9,2039,1.08301,25384.7099,59.34245,0,0.74175
OFFSHORE,9,2040,1.08558,25197.4419,58.80851,0,0.73628
OFFSHORE,9,2041,1.08813,25018.8872,58.29729,0,0.73106
OFFSHORE,9,2042,1.09065,24848.2709,57.80694,0,0.72608
OFFSHORE,9,2043,1.09315,24684.9172,57.33583,0,0.72131
OFFSHORE,9,2044,1.09562,24528.2328,56.88251,0,0.71673
OFFSHORE,9,2045,1.09808,24377.6946,56.44567,0,0.71233
OFFSHORE,9,2046,1.10052,24232.8384,56.02416,0,0.7081
OFFSHORE,9,2047,1.10294,24093.2508,55.61694,0,0.70402
OFFSHORE,9,2048,1.10534,23958.5622,55.22307,0,0.70008
OFFSHORE,9,2049,1.10773,23828.4401,54.84172,0,0.69628
OFFSHORE,9,2050,1.11011,23702.5851,54.47209,0,0.6926
OFFSHORE,10,2010,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2011,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2012,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2013,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2014,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2015,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2016,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2017,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2018,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2019,0.97317,39277.8596,88.6801,0,1
OFFSHORE,10,2020,0.97898,36655.2384,82.75921,0,1
OFFSHORE,10,2021,0.98902,35164.0608,83.05332,0,1
OFFSHORE,10,2022,0.99813,38493.915,80.26437,0,0.98643
OFFSHORE,10,2023,1.00665,35673.4493,77.98564,0,0.92226
OFFSHORE,10,2024,1.01477,31550.369,76.059,0,0.89723
OFFSHORE,10,2025,1.02259,30831.3244,74.39007,0,0.87679
OFFSHORE,10,2026,1.03019,30223.3808,72.91796,0,0.8595
OFFSHORE,10,2027,1.03761,29696.7561,71.60112,0,0.84452
OFFSHORE,10,2028,1.04489,29232.2402,70.4099,0,0.83131
OFFSHORE,10,2029,1.05204,28816.7166,69.32239,0,0.81949
OFFSHORE,10,2030,1.0591,28440.8298,68.32198,0,0.8088
OFFSHORE,10,2031,1.06213,28097.672,67.39575,0,0.79905
OFFSHORE,10,2032,1.06509,27781.9974,66.53345,0,0.79007
OFFSHORE,10,2033,1.06799,27489.7284,65.72682,0,0.78176
OFFSHORE,10,2034,1.07083,27217.6325,64.96911,0,0.77402
OFFSHORE,10,2035,1.07362,26963.1038,64.25472,0,0.76678
