t,capcost,fom,vom,cf_improvement
2010,6309.568739310271,31.547843696551354,0.0,1.0
2011,5860.086885131101,31.01129345758559,0.0,1.0
2012,5410.605028927257,30.47474320849646,0.0,1.0
2013,3755.1643831056294,29.93819294928396,0.0,1.0
2014,2825.7308047056367,29.4016427103182,0.0,1.0
2015,2821.280282420129,28.865092461229068,0.0,1.0
2016,2456.7007168991886,28.328542212139936,0.0,1.0
2017,1503.161143818444,27.255441713961673,0.0,1.0
2018,1440.7683612341104,25.21273594205736,0.0,1.0
2019,1378.3755786497768,23.170030170153055,0.0,1.0
2020,1302.773648,22.62369024,0.0,1.0
2021,1139.2,20.5568,0.0,1.010677558718621
2022,1094.214541,19.95173096,0.0,1.021355114085506
2023,1049.229082,19.35442986,0.0,1.0320326694523907
2024,1004.243623,18.75899579,0.0,1.0427102281710117
2025,959.258164,18.1653519,0.0,1.0533877835378966
2026,914.272705,17.57342551,0.0,1.0640653422565174
2027,869.287246,16.9831478,0.0,1.0747428976234024
2028,824.301787,16.39445359,0.0,1.085420452990287
2029,779.316328,15.80728111,0.0,1.096098011708908
2030,734.3308689,15.22157173,0.0,1.106775567075793
2031,727.7873522,15.12086937,0.0,1.110784994262649
2032,721.2438354,15.02042613,0.0,1.1147944214495051
2033,714.7003187,14.92023778,0.0,1.118803845284625
2034,708.156802,14.82030016,0.0,1.1228132724714812
2035,701.6132852,14.72060919,0.0,1.126822699658337
2036,695.0697685,14.62116091,0.0,1.1308321268451933
2037,688.5262517,14.52195142,0.0,1.1348415506803131
2038,681.982735,14.42297691,0.0,1.1388509778671694
2039,675.4392182,14.32423365,0.0,1.1428604050540252
2040,668.8957015,14.22571798,0.0,1.1468698322408815
2041,662.3521847,14.12742634,0.0,1.1508792560760013
2042,655.808668,14.02935522,0.0,1.1548886832628573
2043,649.2651512,13.93150119,0.0,1.1588981104497136
2044,642.7216345,13.8338609,0.0,1.1629075376365696
2045,636.1781177,13.73643107,0.0,1.1669169614716897
2046,629.634601,13.63920846,0.0,1.1709263886585455
2047,623.0910842,13.54218992,0.0,1.1749358158454017
2048,616.5475675,13.44537236,0.0,1.1789452430322576
2049,610.0040507,13.34875275,0.0,1.1829546668673776
2050,603.460534,13.25232813,0.0,1.1869640940542336
