Tech,Wind class,Year,CF_mult,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
OFFSHORE,1,2010,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2011,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2012,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2013,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2014,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2015,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2016,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2017,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2018,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2019,0.9389786365636869,2531.7376180218025,115.33675120649932,0.0
OFFSHORE,1,2020,0.9594362993733865,2239.8312,102.3330365,0.0
OFFSHORE,1,2021,0.9791281884667533,1986.242961,96.98341562,0.0
OFFSHORE,1,2022,0.9962932640011475,1879.012145,92.83392733,0.0
OFFSHORE,1,2023,1.0118569039185212,1802.93067,89.44354853,0.0
OFFSHORE,1,2024,1.0263137042540298,1743.917294,86.5770241,0.0
OFFSHORE,1,2025,1.039959362331194,1695.699854,84.09392769,0.0
OFFSHORE,1,2026,1.0529848382020044,1654.93259,81.90368143,0.0
OFFSHORE,1,2027,1.0655206645617776,1619.61838,79.94443939,0.0
OFFSHORE,1,2028,1.0776600256563196,1588.469038,78.17208938,0.0
OFFSHORE,1,2029,1.0894717844511839,1560.605003,76.55406059,0.0
OFFSHORE,1,2030,1.1010082709537283,1535.398917,75.06561839,0.0
OFFSHORE,1,2031,1.106568130653433,1512.387564,73.68753616,0.0
OFFSHORE,1,2032,1.111925709045865,1491.21917,72.4045723,0.0
OFFSHORE,1,2033,1.117107050029427,1471.620299,71.20443976,0.0
OFFSHORE,1,2034,1.1221334639566487,1453.374187,70.07708852,0.0
OFFSHORE,1,2035,1.1270226134056271,1436.306089,69.0141935,0.0
OFFSHORE,1,2036,1.1317893024523398,1420.273075,68.00878106,0.0
OFFSHORE,1,2037,1.136446055052742,1405.156748,67.05495146,0.0
OFFSHORE,1,2038,1.1410035681435386,1390.857928,66.14766907,0.0
OFFSHORE,1,2039,1.1454710499017484,1377.292712,65.28260145,0.0
OFFSHORE,1,2040,1.1498564786594325,1364.389483,64.45599424,0.0
OFFSHORE,1,2041,1.154166817969961,1352.086626,63.66457266,0.0
OFFSHORE,1,2042,1.1584081815617482,1340.330747,62.90546317,0.0
OFFSHORE,1,2043,1.1625859648836419,1329.075273,62.17613046,0.0
OFFSHORE,1,2044,1.1667049474179996,1318.279336,61.47432641,0.0
OFFSHORE,1,2045,1.1707693970817892,1307.90688,60.79804823,0.0
OFFSHORE,1,2046,1.1747831286912038,1297.925932,60.14550407,0.0
OFFSHORE,1,2047,1.1787495707783677,1288.308009,59.51508437,0.0
OFFSHORE,1,2048,1.1826718136158398,1279.027627,58.90533793,0.0
OFFSHORE,1,2049,1.1865526572411225,1270.061896,58.31495182,0.0
OFFSHORE,1,2050,1.190394638600945,1261.390177,57.74273436,0.0
OFFSHORE,2,2010,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2011,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2012,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2013,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2014,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2015,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2016,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2017,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2018,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2019,0.93897863596459,2539.492320698436,117.81636906714856,0.0
OFFSHORE,2,2020,0.9594362998266411,2246.691802,104.5330751,0.0
OFFSHORE,2,2021,0.9793466846712955,1992.326823,99.06844379,0.0
OFFSHORE,2,2022,0.9967302595248687,1884.767559,94.82974643,0.0
OFFSHORE,2,2023,1.012512394780637,1808.453046,91.36647851,0.0
OFFSHORE,2,2024,1.027187694637995,1749.258912,88.43832721,0.0
OFFSHORE,2,2025,1.0410518485792848,1700.893783,85.90184719,0.0
OFFSHORE,2,2026,1.0542958242462273,1660.001648,83.66451324,0.0
OFFSHORE,2,2027,1.0670501473695022,1624.57927,81.66314982,0.0
OFFSHORE,2,2028,1.0794080059244,1593.334519,79.8526964,0.0
OFFSHORE,2,2029,1.091438262422138,1565.385136,78.19988191,0.0
OFFSHORE,2,2030,1.1031932467146548,1540.101844,76.67943997,0.0
OFFSHORE,2,2031,1.1088213851773303,1517.020006,75.27173061,0.0
OFFSHORE,2,2032,1.114247244968175,1495.786774,73.96118455,0.0
OFFSHORE,2,2033,1.1194968656683466,1476.127872,72.73525058,0.0
OFFSHORE,2,2034,1.1245915601811425,1457.825872,71.58366263,0.0
