,wind-ofs_1*wind-ofs_7,wind-ofs_8*wind-ofs_14
2010,1,1
2011,1,1
2012,1,1
2013,1,1
2014,1,1
2015,1,1
2016,1,1
2017,1,1
2018,1,1
2019,0.964023353,0.966492954
2020,0.953863944,0.958759751
2021,0.946655728,0.953272956
2022,0.941064602,0.949017068
2023,0.936496319,0.945539753
2024,0.932633891,0.942599726
2025,0.929288104,0.940052959
2026,0.92633691,0.93780655
2027,0.923696978,0.93579707
2028,0.921308868,0.933979274
2029,0.919128695,0.932319756
2030,0.91712313,0.930793147
2031,0.915266267,0.929379728
2032,0.913537569,0.928063867
2033,0.911920479,0.926832961
2034,0.910401458,0.925676702
2035,0.908969286,0.924586553
2036,0.907614567,0.923555359
2037,0.906329353,0.922577072
2038,0.905106858,0.921646525
2039,0.903941244,0.920759276
2040,0.902827452,0.919911473
2041,0.90176107,0.919099758
2042,0.900738227,0.918321183
2043,0.899755505,0.917573149
2044,0.898809877,0.91685335
2045,0.897898642,0.91615973
2046,0.897019388,0.915490454
2047,0.896169944,0.914843869
2048,0.895348356,0.914218488
2049,0.894552855,0.913612963
2050,0.893781834,0.913026073
