,hydD,hydND,hydSD,hydSND,hydUD,hydUND,hydNPD,hydNPND,pumped-hydro,pumped-hydro-flex
2010,1,1,1,1,1,1,1,1,1,1
2011,1,1,1,1,1,1,1,1,1,1
2012,1,1,1,1,1,1,1,1,1,1
2013,1,1,1,1,1,1,1,1,1,1
2014,1,1,1,1,1,1,1,1,1,1
2015,0.99871931,0.99871931,0.99871931,0.99871931,1,1,1,1,1,1
2016,0.99743862,0.99743862,0.99743862,0.99743862,1,1,1,1,1,1
2017,0.994887075,0.994887075,0.994887075,0.994887075,1,1,1,1,1,1
2018,0.99233553,0.99233553,0.99233553,0.99233553,1,1,1,1,1,1
2019,0.989797035,0.989797035,0.989797035,0.989797035,1,1,1,1,1,1
2020,0.98725854,0.98725854,0.98725854,0.98725854,1,1,1,1,1,1
2021,0.98473304,0.98473304,0.98473304,0.98473304,1,1,1,1,1,1
2022,0.98220754,0.98220754,0.98220754,0.98220754,1,1,1,1,1,1
2023,0.979694955,0.979694955,0.979694955,0.979694955,1,1,1,1,1,1
2024,0.97718237,0.97718237,0.97718237,0.97718237,1,1,1,1,1,1
2025,0.97468264,0.97468264,0.97468264,0.97468264,1,1,1,1,1,1
2026,0.97218291,0.97218291,0.97218291,0.97218291,1,1,1,1,1,1
2027,0.96969597,0.96969597,0.96969597,0.96969597,1,1,1,1,1,1
2028,0.96720903,0.96720903,0.96720903,0.96720903,1,1,1,1,1,1
2029,0.964734815,0.964734815,0.964734815,0.964734815,1,1,1,1,1,1
2030,0.9622606,0.9622606,0.9622606,0.9622606,1,1,1,1,1,1
2031,0.959799045,0.959799045,0.959799045,0.959799045,1,1,1,1,1,1
2032,0.95733749,0.95733749,0.95733749,0.95733749,1,1,1,1,1,1
2033,0.954888525,0.954888525,0.954888525,0.954888525,1,1,1,1,1,1
2034,0.95243956,0.95243956,0.95243956,0.95243956,1,1,1,1,1,1
2035,0.950003125,0.950003125,0.950003125,0.950003125,1,1,1,1,1,1
2036,0.94756669,0.94756669,0.94756669,0.94756669,1,1,1,1,1,1
2037,0.94514272,0.94514272,0.94514272,0.94514272,1,1,1,1,1,1
2038,0.94271875,0.94271875,0.94271875,0.94271875,1,1,1,1,1,1
2039,0.940307185,0.940307185,0.940307185,0.940307185,1,1,1,1,1,1
2040,0.93789562,0.93789562,0.93789562,0.93789562,1,1,1,1,1,1
2041,0.93549639,0.93549639,0.93549639,0.93549639,1,1,1,1,1,1
2042,0.93309716,0.93309716,0.93309716,0.93309716,1,1,1,1,1,1
2043,0.930710205,0.930710205,0.930710205,0.930710205,1,1,1,1,1,1
2044,0.92832325,0.92832325,0.92832325,0.92832325,1,1,1,1,1,1
2045,0.92594851,0.92594851,0.92594851,0.92594851,1,1,1,1,1,1
2046,0.92357377,0.92357377,0.92357377,0.92357377,1,1,1,1,1,1
2047,0.921211175,0.921211175,0.921211175,0.921211175,1,1,1,1,1,1
2048,0.91884858,0.91884858,0.91884858,0.91884858,1,1,1,1,1,1
2049,0.916498075,0.916498075,0.916498075,0.916498075,1,1,1,1,1,1
2050,0.91414757,0.91414757,0.91414757,0.91414757,1,1,1,1,1,1
