t,capcost,fom,vom,cf_improvement
2010,6122.472678,30.61236339,0,1
2011,5686.319196,30.09172334,0,1
2012,5250.165713,29.57108328,0,1
2013,3643.813434,29.05044321,0,1
2014,2741.940117,28.52980316,0,1
2015,2737.621565,28.0091631,0,1
2016,2383.852786,27.48852305,0,1
2017,1458.588283,26.44724293,0,1
2018,1565.881911,18.76,0,1
2019,1375.377679,16.08,0,1.019
2020,1311.540279,15.69364437,0,1.038
2021,1247.70288,14.92977805,0,1.057
2022,1183.86548,14.16591173,0,1.076
2023,1120.028081,13.40204541,0,1.095
2024,1056.190681,12.63817909,0,1.114
2025,992.3532814,11.87431277,0,1.133
2026,928.5158818,11.11044645,0,1.153
2027,864.6784822,10.34658013,0,1.172
2028,800.8410826,9.582713809,0,1.191
2029,737.003683,8.818847489,0,1.21
2030,673.1662834,8.054981169,0,1.229
2031,664.8364293,7.955307701,0,1.229
2032,656.5065752,7.855634233,0,1.229
2033,648.1767211,7.755960766,0,1.229
2034,639.846867,7.656287298,0,1.229
2035,631.5170129,7.55661383,0,1.229
2036,623.1871589,7.456940362,0,1.229
2037,614.8573048,7.357266895,0,1.229
2038,606.5274507,7.257593427,0,1.229
2039,598.1975966,7.157919959,0,1.229
2040,589.8677425,7.058246492,0,1.229
2041,581.5378884,6.958573024,0,1.229
2042,573.2080343,6.858899556,0,1.229
2043,564.8781803,6.759226089,0,1.229
2044,556.5483262,6.659552621,0,1.229
2045,548.2184721,6.559879153,0,1.229
2046,539.888618,6.460205685,0,1.229
2047,531.5587639,6.360532218,0,1.229
2048,523.2289098,6.26085875,0,1.229
2049,514.8990557,6.161185282,0,1.229
2050,506.5692017,6.061511815,0,1.229
