i,t,capcost,fom,vom,heatrate
RE-CT,2010,953.78,20.9,4.94,10.2225
RE-CT,2011,945.54,20.9,4.94,10.16633333
RE-CT,2012,937.3,20.9,4.94,10.11016667
RE-CT,2013,929.06,20.9,4.94,10.054
RE-CT,2014,920.82,20.9,4.94,9.997833333
RE-CT,2015,912.58,20.9,4.94,9.941666667
RE-CT,2016,904.34,20.9,4.94,9.8855
RE-CT,2017,896.1,20.9,4.94,9.829333333
RE-CT,2018,887.86,20.9,4.94,9.773166667
RE-CT,2019,879.62,20.9,4.94,9.717
RE-CT,2020,871.38,20.9,4.94,9.717
RE-CT,2021,863.14,20.9,4.94,9.717
RE-CT,2022,859.02,20.9,4.94,9.717
RE-CT,2023,841.51,20.9,4.94,9.717
RE-CT,2024,832.24,20.9,4.94,9.717
RE-CT,2025,829.15,20.9,4.94,9.717
RE-CT,2026,822.97,20.9,4.94,9.717
RE-CT,2027,810.61,20.9,4.94,9.717
RE-CT,2028,804.43,20.9,4.94,9.717
RE-CT,2029,799.28,20.9,4.94,9.717
RE-CT,2030,795.16,20.9,4.94,9.717
RE-CT,2031,792.07,20.9,4.94,9.717
RE-CT,2032,786.92,20.9,4.94,9.717
RE-CT,2033,781.77,20.9,4.94,9.717
RE-CT,2034,777.65,20.9,4.94,9.717
RE-CT,2035,773.53,20.9,4.94,9.717
RE-CT,2036,768.38,20.9,4.94,9.717
RE-CT,2037,764.26,20.9,4.94,9.717
RE-CT,2038,760.14,20.9,4.94,9.717
RE-CT,2039,757.05,20.9,4.94,9.717
RE-CT,2040,751.9,20.9,4.94,9.717
RE-CT,2041,747.78,20.9,4.94,9.717
RE-CT,2042,743.66,20.9,4.94,9.717
RE-CT,2043,739.54,20.9,4.94,9.717
RE-CT,2044,735.42,20.9,4.94,9.717
RE-CT,2045,732.33,20.9,4.94,9.717
RE-CT,2046,728.21,20.9,4.94,9.717
RE-CT,2047,724.09,20.9,4.94,9.717
RE-CT,2048,719.97,20.9,4.94,9.717
RE-CT,2049,714.82,20.9,4.94,9.717
RE-CT,2050,706.58,20.9,4.94,9.717
RE-CC,2010,1358.442,20.9,4.94,10.2225
RE-CC,2011,1346.706,20.9,4.94,10.16633333
RE-CC,2012,1334.97,20.9,4.94,10.11016667
RE-CC,2013,1323.234,20.9,4.94,10.054
RE-CC,2014,1311.498,20.9,4.94,9.997833333
RE-CC,2015,1299.762,20.9,4.94,9.941666667
RE-CC,2016,1288.026,20.9,4.94,9.8855
RE-CC,2017,1276.29,20.9,4.94,9.829333333
RE-CC,2018,1264.554,20.9,4.94,9.773166667
RE-CC,2019,1252.818,20.9,4.94,9.717
RE-CC,2020,1241.082,20.9,4.94,9.717
RE-CC,2021,1229.346,20.9,4.94,9.717
RE-CC,2022,1223.478,20.9,4.94,9.717
RE-CC,2023,1198.539,20.9,4.94,9.717
RE-CC,2024,1185.336,20.9,4.94,9.717
RE-CC,2025,1180.935,20.9,4.94,9.717
RE-CC,2026,1172.133,20.9,4.94,9.717
RE-CC,2027,1154.529,20.9,4.94,9.717
RE-CC,2028,1145.727,20.9,4.94,9.717
RE-CC,2029,1138.392,20.9,4.94,9.717
RE-CC,2030,1132.524,20.9,4.94,9.717
RE-CC,2031,1128.123,20.9,4.94,9.717
RE-CC,2032,1120.788,20.9,4.94,9.717
RE-CC,2033,1113.453,20.9,4.94,9.717
RE-CC,2034,1107.585,20.9,4.94,9.717
RE-CC,2035,1101.717,20.9,4.94,9.717
RE-CC,2036,1094.382,20.9,4.94,9.717
RE-CC,2037,1088.514,20.9,4.94,9.717
RE-CC,2038,1082.646,20.9,4.94,9.717
RE-CC,2039,1078.245,20.9,4.94,9.717
RE-CC,2040,1070.91,20.9,4.94,9.717
RE-CC,2041,1065.042,20.9,4.94,9.717
RE-CC,2042,1059.174,20.9,4.94,9.717
RE-CC,2043,1053.306,20.9,4.94,9.717
RE-CC,2044,1047.438,20.9,4.94,9.717
RE-CC,2045,1043.037,20.9,4.94,9.717
RE-CC,2046,1037.169,20.9,4.94,9.717
RE-CC,2047,1031.301,20.9,4.94,9.717
RE-CC,2048,1025.433,20.9,4.94,9.717
RE-CC,2049,1018.098,20.9,4.94,9.717
RE-CC,2050,1006.362,20.9,4.94,9.717
