t,capcost,fom,vom,cf_improvement
2010,6122.472678,30.61236339,0,1
2011,5686.319196,30.09172334,0,1
2012,5250.165713,29.57108328,0,1
2013,3643.813434,29.05044321,0,1
2014,2741.940117,28.52980316,0,1
2015,2737.621565,28.0091631,0,1
2016,2383.852786,27.48852305,0,1
2017,1458.588283,26.44724293,0,1
2018,1565.881911,18.76,0,1
2019,1375.377679,16.08,0,1.005
2020,1344.406514,16.08691555,0,1.01
2021,1313.435349,15.71632042,0,1.015
2022,1282.464184,15.34572528,0,1.02
2023,1251.493019,14.97513014,0,1.025
2024,1220.521854,14.60453501,0,1.03
2025,1189.550689,14.23393987,0,1.034
2026,1158.579524,13.86334473,0,1.039
2027,1127.608359,13.4927496,0,1.044
2028,1096.637194,13.12215446,0,1.049
2029,1065.666029,12.75155932,0,1.054
2030,1034.694864,12.38096419,0,1.059
2031,1023.890103,12.25167644,0,1.059
2032,1013.085341,12.1223887,0,1.059
2033,1002.28058,11.99310095,0,1.059
2034,991.4758179,11.86381321,0,1.059
2035,980.6710563,11.73452546,0,1.059
2036,969.8662948,11.60523772,0,1.059
2037,959.0615332,11.47594997,0,1.059
2038,948.2567716,11.34666222,0,1.059
2039,937.45201,11.21737448,0,1.059
2040,926.6472484,11.08808673,0,1.059
2041,915.8424869,10.95879899,0,1.059
2042,905.0377253,10.82951124,0,1.059
2043,894.2329637,10.7002235,0,1.059
2044,883.4282021,10.57093575,0,1.059
2045,872.6234405,10.44164801,0,1.059
2046,861.8186789,10.31236026,0,1.059
2047,851.0139174,10.18307252,0,1.059
2048,840.2091558,10.05378477,0,1.059
2049,829.4043942,9.924497025,0,1.059
2050,818.5996326,9.795209279,0,1.059
