i,t,capcost,capcost_energy,fom,fom_energy,vom,rte
battery_li,2010,363.01,390.93,9.08,9.77,0,0.85
battery_li,2011,363.01,390.93,9.08,9.77,0,0.85
battery_li,2012,363.01,390.93,9.08,9.77,0,0.85
battery_li,2013,363.01,390.93,9.08,9.77,0,0.85
battery_li,2014,363.01,390.93,9.08,9.77,0,0.85
battery_li,2015,363.01,390.93,9.08,9.77,0,0.85
battery_li,2016,363.01,390.93,9.08,9.77,0,0.85
battery_li,2017,363.01,390.93,9.08,9.77,0,0.85
battery_li,2018,363.01,390.93,9.08,9.77,0,0.85
battery_li,2019,363.01,390.93,9.08,9.77,0,0.85
battery_li,2020,363.01,390.93,9.08,9.77,0,0.85
battery_li,2021,363.01,390.93,9.08,9.77,0,0.85
battery_li,2022,363.01,390.93,9.08,9.77,0,0.85
battery_li,2023,359.28,386.92,8.98,9.67,0,0.85
battery_li,2024,346.86,355.75,8.67,8.89,0,0.85
battery_li,2025,311.36,309.93,7.78,7.75,0,0.85
battery_li,2026,312.35,297.14,7.81,7.43,0,0.85
battery_li,2027,313.44,284.32,7.84,7.11,0,0.85
battery_li,2028,314.63,271.48,7.87,6.79,0,0.85
battery_li,2029,315.94,258.6,7.9,6.47,0,0.85
battery_li,2030,317.38,245.69,7.93,6.14,0,0.85
battery_li,2031,315.23,241.22,7.88,6.03,0,0.85
battery_li,2032,313.06,236.75,7.83,5.92,0,0.85
battery_li,2033,310.87,232.28,7.77,5.81,0,0.85
battery_li,2034,308.66,227.82,7.72,5.7,0,0.85
battery_li,2035,306.44,223.36,7.66,5.58,0,0.85
battery_li,2036,304.2,218.91,7.6,5.47,0,0.85
battery_li,2037,301.94,214.47,7.55,5.36,0,0.85
battery_li,2038,299.65,210.02,7.49,5.25,0,0.85
battery_li,2039,297.35,205.59,7.43,5.14,0,0.85
battery_li,2040,295.03,201.16,7.38,5.03,0,0.85
battery_li,2041,292.68,196.73,7.32,4.92,0,0.85
battery_li,2042,290.3,192.32,7.26,4.81,0,0.85
battery_li,2043,287.91,187.91,7.2,4.7,0,0.85
battery_li,2044,285.48,183.5,7.14,4.59,0,0.85
battery_li,2045,283.03,179.1,7.08,4.48,0,0.85
battery_li,2046,280.55,174.71,7.01,4.37,0,0.85
battery_li,2047,278.04,170.33,6.95,4.26,0,0.85
battery_li,2048,275.5,165.96,6.89,4.15,0,0.85
battery_li,2049,272.92,161.59,6.82,4.04,0,0.85
battery_li,2050,270.31,157.24,6.76,3.93,0,0.85
