t,capcost,fom,vom,cf_improvement
2010,6232.677186,31.16338593,0,1
2011,5788.672942,30.63337436,0,1
2012,5344.668696,30.10336278,0,1
2013,3709.402076,29.57335119,0,1
2014,2791.295039,29.04333962,0,1
2015,2786.898753,28.51332804,0,1
2016,2426.762136,27.98331646,0,1
2017,1484.842872,26.9232933,0,1
2018,1423.210439,24.90548096,0,1
2019,1361.578006,22.88766862,0,1
2020,1347.269745,23.3964,0,1
2021,1328.265846,23.14435266,0,1
2022,1309.261947,22.89348114,0,1
2023,1290.258048,22.64375036,0,1
2024,1271.254149,22.39512659,0,1
2025,1252.25025,22.14757743,0,1
2026,1233.246352,21.90107173,0,1
2027,1214.242453,21.65557954,0,1
2028,1195.238554,21.41107204,0,1
2029,1176.234655,21.1675215,0,1
2030,1157.230756,20.92490119,0,1
2031,1137.339812,20.71019169,0,1.005936039
2032,1117.448867,20.49553831,0,1.011872077
2033,1097.557922,20.28094069,0,1.017808116
2034,1077.666978,20.06639843,0,1.023744154
2035,1057.776033,19.85191114,0,1.029680193
2036,1037.885088,19.63747846,0,1.035616231
2037,1017.994143,19.4231,0,1.04155227
2038,998.1031988,19.2087754,0,1.047488308
2039,978.2122541,18.99450429,0,1.053424347
2040,958.3213094,18.78028629,0,1.059360385
2041,938.4303647,18.56612106,0,1.065296424
2042,918.53942,18.35200823,0,1.071232462
2043,898.6484753,18.13794745,0,1.077168501
2044,878.7575306,17.92393837,0,1.08310454
2045,858.866586,17.70998063,0,1.089040578
2046,838.9756413,17.4960739,0,1.094976617
2047,819.0846966,17.28221782,0,1.100912655
2048,799.1937519,17.06841207,0,1.106848694
2049,779.3028072,16.8546563,0,1.112784732
2050,759.4118625,16.64095018,0,1.118720771
