Tech,Geo class,Depth,Year,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
egs,1,allkm,2010,14947.66092,334.0230485,0
egs,2,allkm,2010,17147.79393,387.7574536,0
egs,3,allkm,2010,17678.59683,416.5067432,0
egs,4,allkm,2010,18321.61561,451.8769783,0
egs,5,allkm,2010,21689.7972,544.8397869,0
egs,6,allkm,2010,26984.51176,695.9267236,0
egs,7,allkm,2010,33670.07676,943.9670397,0
egs,8,allkm,2010,43824.17981,1319.062335,0
egs,9,allkm,2010,68073.41041,2465.20162,0
egs,10,allkm,2010,68073.41041,2465.20162,0
egs,1,nearfield,2010,6823.144204,230.685959,0
egs,2,nearfield,2010,6738.347355,234.8486551,0
egs,3,nearfield,2010,7570.920922,252.9231117,0
egs,4,nearfield,2010,8383.778191,297.6049153,0
egs,5,nearfield,2010,7267.539235,274.9332888,0
egs,6,nearfield,2010,10391.1061,411.5993817,0
egs,7,nearfield,2010,18330.58873,810.3027964,0
egs,8,nearfield,2010,21850.2055,994.392714,0
egs,9,nearfield,2010,32398.95852,1668.873814,0
egs,10,nearfield,2010,32398.95852,1668.873814,0
geohydro,1,allkm,2010,2254.746859,115.6823762,0
geohydro,2,allkm,2010,2957.932007,135.5170569,0
geohydro,3,allkm,2010,3214.61587,144.8541816,0
geohydro,4,allkm,2010,3749.526798,160.8990475,0
geohydro,5,allkm,2010,3391.553596,158.0192369,0
geohydro,6,allkm,2010,4086.746836,185.1780151,0
geohydro,7,allkm,2010,4911.06721,217.3977059,0
geohydro,8,allkm,2010,6514.049327,293.6323509,0
geohydro,9,allkm,2010,9644.815108,398.5791458,0
geohydro,10,allkm,2010,17620.7078,721.9362573,0
egs,1,allkm,2011,14947.66092,334.0230485,0
egs,2,allkm,2011,17147.79393,387.7574536,0
egs,3,allkm,2011,17678.59683,416.5067432,0
egs,4,allkm,2011,18321.61561,451.8769783,0
egs,5,allkm,2011,21689.7972,544.8397869,0
egs,6,allkm,2011,26984.51176,695.9267236,0
egs,7,allkm,2011,33670.07676,943.9670397,0
egs,8,allkm,2011,43824.17981,1319.062335,0
egs,9,allkm,2011,68073.41041,2465.20162,0
egs,10,allkm,2011,68073.41041,2465.20162,0
egs,1,nearfield,2011,6823.144204,230.685959,0
egs,2,nearfield,2011,6738.347355,234.8486551,0
egs,3,nearfield,2011,7570.920922,252.9231117,0
egs,4,nearfield,2011,8383.778191,297.6049153,0
egs,5,nearfield,2011,7267.539235,274.9332888,0
egs,6,nearfield,2011,10391.1061,411.5993817,0
egs,7,nearfield,2011,18330.58873,810.3027964,0
egs,8,nearfield,2011,21850.2055,994.392714,0
egs,9,nearfield,2011,32398.95852,1668.873814,0
egs,10,nearfield,2011,32398.95852,1668.873814,0
geohydro,1,allkm,2011,2254.746859,115.6823762,0
geohydro,2,allkm,2011,2957.932007,135.5170569,0
geohydro,3,allkm,2011,3214.61587,144.8541816,0
geohydro,4,allkm,2011,3749.526798,160.8990475,0
geohydro,5,allkm,2011,3391.553596,158.0192369,0
geohydro,6,allkm,2011,4086.746836,185.1780151,0
geohydro,7,allkm,2011,4911.06721,217.3977059,0
geohydro,8,allkm,2011,6514.049327,293.6323509,0
geohydro,9,allkm,2011,9644.815108,398.5791458,0
geohydro,10,allkm,2011,17620.7078,721.9362573,0
egs,1,allkm,2012,14947.66092,334.0230485,0
egs,2,allkm,2012,17147.79393,387.7574536,0
egs,3,allkm,2012,17678.59683,416.5067432,0
egs,4,allkm,2012,18321.61561,451.8769783,0
egs,5,allkm,2012,21689.7972,544.8397869,0
egs,6,allkm,2012,26984.51176,695.9267236,0
egs,7,allkm,2012,33670.07676,943.9670397,0
egs,8,allkm,2012,43824.17981,1319.062335,0
egs,9,allkm,2012,68073.41041,2465.20162,0
egs,10,allkm,2012,68073.41041,2465.20162,0
egs,1,nearfield,2012,6823.144204,230.685959,0
egs,2,nearfield,2012,6738.347355,234.8486551,0
egs,3,nearfield,2012,7570.920922,252.9231117,0
egs,4,nearfield,2012,8383.778191,297.6049153,0
egs,5,nearfield,2012,7267.539235,274.9332888,0
egs,6,nearfield,2012,10391.1061,411.5993817,0
egs,7,nearfield,2012,18330.58873,810.3027964,0
egs,8,nearfield,2012,21850.2055,994.392714,0
egs,9,nearfield,2012,32398.95852,1668.873814,0
egs,10,nearfield,2012,32398.95852,1668.873814,0
geohydro,1,allkm,2012,2254.746859,115.6823762,0
geohydro,2,allkm,2012,2957.932007,135.5170569,0
geohydro,3,allkm,2012,3214.61587,144.8541816,0
geohydro,4,allkm,2012,3749.526798,160.8990475,0
geohydro,5,allkm,2012,3391.553596,158.0192369,0
geohydro,6,allkm,2012,4086.746836,185.1780151,0
geohydro,7,allkm,2012,4911.06721,217.3977059,0
geohydro,8,allkm,2012,6514.049327,293.6323509,0
geohydro,9,allkm,2012,9644.815108,398.5791458,0
geohydro,10,allkm,2012,17620.7078,721.9362573,0
egs,1,allkm,2013,14947.66092,334.0230485,0
egs,2,allkm,2013,17147.79393,387.7574536,0
egs,3,allkm,2013,17678.59683,416.5067432,0
egs,4,allkm,2013,18321.61561,451.8769783,0
egs,5,allkm,2013,21689.7972,544.8397869,0
egs,6,allkm,2013,26984.51176,695.9267236,0
egs,7,allkm,2013,33670.07676,943.9670397,0
egs,8,allkm,2013,43824.17981,1319.062335,0
egs,9,allkm,2013,68073.41041,2465.20162,0
egs,10,allkm,2013,68073.41041,2465.20162,0
egs,1,nearfield,2013,6823.144204,230.685959,0
egs,2,nearfield,2013,6738.347355,234.8486551,0
egs,3,nearfield,2013,7570.920922,252.9231117,0
egs,4,nearfield,2013,8383.778191,297.6049153,0
egs,5,nearfield,2013,7267.539235,274.9332888,0
egs,6,nearfield,2013,10391.1061,411.5993817,0
egs,7,nearfield,2013,18330.58873,810.3027964,0
egs,8,nearfield,2013,21850.2055,994.392714,0
egs,9,nearfield,2013,32398.95852,1668.873814,0
egs,10,nearfield,2013,32398.95852,1668.873814,0
geohydro,1,allkm,2013,2254.746859,115.6823762,0
geohydro,2,allkm,2013,2957.932007,135.5170569,0
geohydro,3,allkm,2013,3214.61587,144.8541816,0
geohydro,4,allkm,2013,3749.526798,160.8990475,0
geohydro,5,allkm,2013,3391.553596,158.0192369,0
geohydro,6,allkm,2013,4086.746836,185.1780151,0
geohydro,7,allkm,2013,4911.06721,217.3977059,0
geohydro,8,allkm,2013,6514.049327,293.6323509,0
geohydro,9,allkm,2013,9644.815108,398.5791458,0
geohydro,10,allkm,2013,17620.7078,721.9362573,0
egs,1,allkm,2014,14947.66092,334.0230485,0
egs,2,allkm,2014,17147.79393,387.7574536,0
egs,3,allkm,2014,17678.59683,416.5067432,0
egs,4,allkm,2014,18321.61561,451.8769783,0
egs,5,allkm,2014,21689.7972,544.8397869,0
egs,6,allkm,2014,26984.51176,695.9267236,0
egs,7,allkm,2014,33670.07676,943.9670397,0
egs,8,allkm,2014,43824.17981,1319.062335,0
egs,9,allkm,2014,68073.41041,2465.20162,0
egs,10,allkm,2014,68073.41041,2465.20162,0
egs,1,nearfield,2014,6823.144204,230.685959,0
egs,2,nearfield,2014,6738.347355,234.8486551,0
egs,3,nearfield,2014,7570.920922,252.9231117,0
egs,4,nearfield,2014,8383.778191,297.6049153,0
egs,5,nearfield,2014,7267.539235,274.9332888,0
egs,6,nearfield,2014,10391.1061,411.5993817,0
egs,7,nearfield,2014,18330.58873,810.3027964,0
egs,8,nearfield,2014,21850.2055,994.392714,0
egs,9,nearfield,2014,32398.95852,1668.873814,0
egs,10,nearfield,2014,32398.95852,1668.873814,0
geohydro,1,allkm,2014,2254.746859,115.6823762,0
geohydro,2,allkm,2014,2957.932007,135.5170569,0
geohydro,3,allkm,2014,3214.61587,144.8541816,0
geohydro,4,allkm,2014,3749.526798,160.8990475,0
geohydro,5,allkm,2014,3391.553596,158.0192369,0
geohydro,6,allkm,2014,4086.746836,185.1780151,0
geohydro,7,allkm,2014,4911.06721,217.3977059,0
geohydro,8,allkm,2014,6514.049327,293.6323509,0
geohydro,9,allkm,2014,9644.815108,398.5791458,0
geohydro,10,allkm,2014,17620.7078,721.9362573,0
egs,1,allkm,2015,14947.66092,334.0230485,0
egs,2,allkm,2015,17147.79393,387.7574536,0
egs,3,allkm,2015,17678.59683,416.5067432,0
egs,4,allkm,2015,18321.61561,451.8769783,0
egs,5,allkm,2015,21689.7972,544.8397869,0
egs,6,allkm,2015,26984.51176,695.9267236,0
egs,7,allkm,2015,33670.07676,943.9670397,0
egs,8,allkm,2015,43824.17981,1319.062335,0
egs,9,allkm,2015,68073.41041,2465.20162,0
egs,10,allkm,2015,68073.41041,2465.20162,0
egs,1,nearfield,2015,6823.144204,230.685959,0
egs,2,nearfield,2015,6738.347355,234.8486551,0
egs,3,nearfield,2015,7570.920922,252.9231117,0
egs,4,nearfield,2015,8383.778191,297.6049153,0
egs,5,nearfield,2015,7267.539235,274.9332888,0
egs,6,nearfield,2015,10391.1061,411.5993817,0
egs,7,nearfield,2015,18330.58873,810.3027964,0
