i,t,capcost,fom,vom,heatrate
Coal-IGCC,2010,5418.191718,151.4592325,15.22011601,9.325
Coal-IGCC,2011,5373.676058,151.4592325,15.22011601,9.239333333
Coal-IGCC,2012,5329.160399,151.4592325,15.22011601,9.153666667
Coal-IGCC,2013,5284.644739,151.4592325,15.22011601,9.068
Coal-IGCC,2014,5240.129079,151.4592325,15.22011601,8.982333333
Coal-IGCC,2015,5195.61342,151.4592325,15.22011601,8.896666667
Coal-IGCC,2016,5151.09776,151.4592325,15.22011601,8.811
Coal-IGCC,2017,5106.5821,151.4592325,15.22011601,8.725333333
Coal-IGCC,2018,5062.066441,151.4592325,15.22011601,8.639666667
Coal-IGCC,2019,5017.550781,151.4592325,15.22011601,8.554
Coal-IGCC,2020,4658.015038,147.1426014,15.03463609,8.45
Coal-IGCC,2021,5002.4,150.1,14.77,8.308
Coal-IGCC,2022,5002.4,150.1,14.77,8.308
Coal-IGCC,2023,4992.5,149.9,14.75,8.308
Coal-IGCC,2024,4982.7,149.6,14.73,8.308
Coal-IGCC,2025,4972.8,149.3,14.7,8.308
Coal-IGCC,2026,4963,149.1,14.68,8.308
Coal-IGCC,2027,4953.1,148.8,14.66,8.308
Coal-IGCC,2028,4943.3,148.5,14.64,8.308
Coal-IGCC,2029,4933.4,148.3,14.61,8.308
Coal-IGCC,2030,4923.5,148,14.59,8.308
Coal-IGCC,2031,4913.7,147.7,14.57,8.308
Coal-IGCC,2032,4903.8,147.4,14.55,8.308
Coal-IGCC,2033,4894,147.2,14.52,8.308
Coal-IGCC,2034,4884.1,146.9,14.5,8.308
Coal-IGCC,2035,4874.3,146.6,14.48,8.308
Coal-IGCC,2036,4864.4,146.4,14.45,8.308
Coal-IGCC,2037,4854.6,146.1,14.43,8.308
Coal-IGCC,2038,4844.7,145.8,14.41,8.308
Coal-IGCC,2039,4834.9,145.6,14.39,8.308
Coal-IGCC,2040,4825,145.3,14.36,8.308
Coal-IGCC,2041,4815.2,145,14.34,8.308
Coal-IGCC,2042,4805.3,144.7,14.32,8.308
Coal-IGCC,2043,4795.5,144.5,14.3,8.308
Coal-IGCC,2044,4785.6,144.2,14.27,8.308
Coal-IGCC,2045,4775.8,143.9,14.25,8.308
Coal-IGCC,2046,4765.9,143.7,14.23,8.308
Coal-IGCC,2047,4756.1,143.4,14.21,8.308
Coal-IGCC,2048,4746.2,143.1,14.18,8.308
Coal-IGCC,2049,4736.4,142.9,14.16,8.308
Coal-IGCC,2050,4726.5,159.6,14.14,8.308
Coal-new,2010,2839.463148,76.10058007,8.330787735,8.83
Coal-new,2011,2830.983975,76.10058007,8.330787735,8.790333333
Coal-new,2012,2822.504801,76.10058007,8.330787735,8.750666667
Coal-new,2013,2814.025628,76.10058007,8.330787735,8.711
Coal-new,2014,2805.546455,76.10058007,8.330787735,8.671333333
Coal-new,2015,2797.067282,76.10058007,8.330787735,8.631666667
Coal-new,2016,2788.588108,76.10058007,8.330787735,8.592
Coal-new,2017,2780.108935,76.10058007,8.330787735,8.552333333
Coal-new,2018,2771.629762,76.10058007,8.330787735,8.512666667
Coal-new,2019,2763.150588,76.10058007,8.330787735,8.473
Coal-new,2020,2688.645228,77.47653693,8.229264598,8.473
Coal-new,2021,2856.7,77.6,8.46,8.49
Coal-new,2022,2856.7,77.6,8.46,8.49
Coal-new,2023,2841.2,77.2,8.43,8.466
Coal-new,2024,2825.6,76.8,8.39,8.442
Coal-new,2025,2810,76.5,8.36,8.419
Coal-new,2026,2794.5,76.1,8.32,8.395
Coal-new,2027,2778.9,75.8,8.29,8.371
Coal-new,2028,2763.4,75.4,8.25,8.347
Coal-new,2029,2747.8,75.1,8.22,8.324
Coal-new,2030,2732.3,74.7,8.18,8.3
Coal-new,2031,2716.7,74.3,8.15,8.276
Coal-new,2032,2701.2,74,8.11,8.253
Coal-new,2033,2685.6,73.6,8.08,8.229
Coal-new,2034,2670.1,73.3,8.04,8.205
Coal-new,2035,2654.5,72.7,8.01,8.182
Coal-new,2036,2629.1,72.1,7.98,8.182
