i,t,capcost,fom,vom,heatrate
H2-CT,2010,1010.908235,22.15184016,5.235889493,10.2225
H2-CT,2011,1002.174686,22.15184016,5.235889493,10.16633333
H2-CT,2012,993.441138,22.15184016,5.235889493,10.11016667
H2-CT,2013,984.7075895,22.15184016,5.235889493,10.054
H2-CT,2014,975.974041,22.15184016,5.235889493,9.997833333
H2-CT,2015,967.2404926,22.15184016,5.235889493,9.941666667
H2-CT,2016,958.5069441,22.15184016,5.235889493,9.8855
H2-CT,2017,949.7733956,22.15184016,5.235889493,9.829333333
H2-CT,2018,941.0398472,22.15184016,5.235889493,9.773166667
H2-CT,2019,932.3062987,22.15184016,5.235889493,9.717
H2-CT,2020,906.9256836,21.98658481,5.17208233,9.717
H2-CT,2021,1032.678,24,6.44,9.717
H2-CT,2022,1032.678,24,6.44,9.717
H2-CT,2023,1024.438,23.8,6.44,9.717
H2-CT,2024,1016.301,23.7,6.44,9.717
H2-CT,2025,1008.164,23.6,6.44,9.717
H2-CT,2026,1000.027,23.4,6.44,9.717
H2-CT,2027,991.787,23.3,6.44,9.717
H2-CT,2028,983.65,23.2,6.44,9.717
H2-CT,2029,975.513,23,6.44,9.717
H2-CT,2030,967.376,22.9,6.44,9.717
H2-CT,2031,959.239,22.8,6.44,9.717
H2-CT,2032,950.999,22.6,6.44,9.717
H2-CT,2033,942.862,22.5,6.44,9.717
H2-CT,2034,934.725,22.4,6.44,9.717
H2-CT,2035,926.588,22.3,6.44,9.717
H2-CT,2036,918.348,22.1,6.44,9.717
H2-CT,2037,910.211,22,6.44,9.717
H2-CT,2038,902.074,21.9,6.44,9.717
H2-CT,2039,893.937,21.7,6.44,9.717
H2-CT,2040,885.697,21.6,6.44,9.717
H2-CT,2041,877.56,21.5,6.44,9.717
H2-CT,2042,869.423,21.3,6.44,9.717
H2-CT,2043,861.286,21.2,6.44,9.717
H2-CT,2044,853.149,21.1,6.44,9.717
H2-CT,2045,844.909,20.9,6.44,9.717
H2-CT,2046,836.772,20.8,6.44,9.717
H2-CT,2047,828.635,20.7,6.44,9.717
H2-CT,2048,820.498,20.5,6.44,9.717
H2-CT,2049,812.258,20.4,6.44,9.717
H2-CT,2050,804.121,20.3,6.44,9.717
H2-CC,2010,1056.716968,28.93517877,1.844220186,6.5375
H2-CC,2011,1052.477382,28.93517877,1.844220186,6.518111111
H2-CC,2012,1048.237795,28.93517877,1.844220186,6.498722222
H2-CC,2013,1043.998209,28.93517877,1.844220186,6.479333333
H2-CC,2014,1039.758622,28.93517877,1.844220186,6.459944444
H2-CC,2015,1035.519035,28.93517877,1.844220186,6.440555556
H2-CC,2016,1031.279449,28.93517877,1.844220186,6.421166667
H2-CC,2017,1027.039862,28.93517877,1.844220186,6.401777778
H2-CC,2018,1022.800275,28.93517877,1.844220186,6.382388889
H2-CC,2019,1018.560689,28.93517877,1.844220186,6.363
H2-CC,2020,991.4902767,29.31544641,1.821745598,6.363
H2-CC,2021,1116.4,31.1,1.96,6.363
H2-CC,2022,1116.4,31.1,1.96,6.363
H2-CC,2023,1106.8,30.8,1.94,6.348
H2-CC,2024,1097.1,30.5,1.93,6.332
H2-CC,2025,1087.5,30.2,1.91,6.316
H2-CC,2026,1077.8,29.9,1.9,6.3
H2-CC,2027,1068.2,29.6,1.89,6.285
H2-CC,2028,1058.6,29.3,1.87,6.269
H2-CC,2029,1048.9,29,1.86,6.253
H2-CC,2030,1039.3,28.7,1.84,6.238
H2-CC,2031,1029.6,28.4,1.83,6.222
H2-CC,2032,1020,28.1,1.81,6.206
H2-CC,2033,1010.4,27.7,1.8,6.19
H2-CC,2034,1000.7,27.4,1.79,6.175
H2-CC,2035,991.1,27.1,1.77,6.159
H2-CC,2036,982.9,26.9,1.76,6.159
H2-CC,2037,974.8,26.7,1.75,6.159
H2-CC,2038,966.6,26.5,1.74,6.159
H2-CC,2039,958.5,26.3,1.73,6.159
H2-CC,2040,950.3,26.1,1.72,6.159
H2-CC,2041,942.2,25.9,1.71,6.159
H2-CC,2042,934,25.7,1.7,6.159
H2-CC,2043,925.9,25.5,1.69,6.159
H2-CC,2044,917.7,25.3,1.68,6.159
H2-CC,2045,909.5,25.1,1.67,6.159
H2-CC,2046,901.4,24.9,1.66,6.159
H2-CC,2047,893.2,24.7,1.65,6.159
H2-CC,2048,885.1,24.5,1.64,6.159
H2-CC,2049,876.9,24.3,1.63,6.159
H2-CC,2050,868.8,24.1,1.62,6.159
