Tech,Wind class,Year,CFc,Cap cost 1000$/MW,Fixed O&M 1000$/MW-yr,Var O&M $/MWh
OFFSHORE,1,2010,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2011,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2012,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2013,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2014,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2015,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2016,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2017,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2018,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2019,0.451862098,2409.79,109.8729,0
OFFSHORE,1,2020,0.459495302,2217.6547,102.333,0
OFFSHORE,1,2021,0.464926184,2074.6825,96.9834,0
OFFSHORE,1,2022,0.469146919,1958.6489,92.8339,0
OFFSHORE,1,2023,0.472600691,1859.6547,89.4435,0
OFFSHORE,1,2024,0.475524373,1772.419,86.577,0
OFFSHORE,1,2025,0.478059581,1693.79,84.0939,0
OFFSHORE,1,2026,0.48029777,1621.7343,81.9037,0
OFFSHORE,1,2027,0.482301455,1554.8639,79.9444,0
OFFSHORE,1,2028,0.484115264,1492.1886,78.1721,0
OFFSHORE,1,2029,0.485772177,1432.9772,76.5541,0
OFFSHORE,1,2030,0.487297256,1376.6745,75.0656,0
OFFSHORE,1,2031,0.488709996,1345.7415,73.6875,0
OFFSHORE,1,2032,0.490025859,1316.9436,72.4046,0
OFFSHORE,1,2033,0.491257318,1290.005,71.2044,0
OFFSHORE,1,2034,0.492414579,1264.7,70.0771,0
OFFSHORE,1,2035,0.493506101,1240.8419,69.0142,0
OFFSHORE,1,2036,0.494538974,1218.274,68.0088,0
OFFSHORE,1,2037,0.495519196,1196.8639,67.055,0
OFFSHORE,1,2038,0.49645189,1176.4987,66.1477,0
OFFSHORE,1,2039,0.497341466,1157.0811,65.2826,0
OFFSHORE,1,2040,0.498191745,1138.5267,64.456,0
OFFSHORE,1,2041,0.499006062,1120.7622,63.6646,0
OFFSHORE,1,2042,0.499787345,1103.7229,62.9055,0
OFFSHORE,1,2043,0.500538178,1087.352,62.1761,0
OFFSHORE,1,2044,0.50126085,1071.599,61.4743,0
OFFSHORE,1,2045,0.501957405,1056.419,60.798,0
OFFSHORE,1,2046,0.50262967,1041.7718,60.1455,0
OFFSHORE,1,2047,0.503279287,1027.6211,59.5151,0
OFFSHORE,1,2048,0.503907736,1013.9345,58.9053,0
OFFSHORE,1,2049,0.504516358,1000.6825,58.315,0
OFFSHORE,1,2050,0.505106368,987.8382,57.7427,0
OFFSHORE,2,2010,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2011,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2012,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2013,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2014,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2015,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2016,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2017,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2018,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2019,0.440342383,2417.1712,112.235,0
OFFSHORE,2,2020,0.447780987,2224.4473,104.5331,0
OFFSHORE,2,2021,0.453073414,2081.0372,99.0684,0
OFFSHORE,2,2022,0.457186547,1964.6483,94.8297,0
OFFSHORE,2,2023,0.460552268,1865.3508,91.3665,0
OFFSHORE,2,2024,0.463401415,1777.8479,88.4383,0
OFFSHORE,2,2025,0.46587199,1698.978,85.9018,0
OFFSHORE,2,2026,0.46805312,1626.7017,83.6645,0
OFFSHORE,2,2027,0.470005723,1559.6265,81.6631,0
OFFSHORE,2,2028,0.471773291,1496.7592,79.8527,0
OFFSHORE,2,2029,0.473387963,1437.3664,78.1999,0
OFFSHORE,2,2030,0.474874162,1380.8913,76.6794,0
OFFSHORE,2,2031,0.476250885,1349.8635,75.2717,0
OFFSHORE,2,2032,0.477533202,1320.9774,73.9612,0
OFFSHORE,2,2033,0.478733266,1293.9563,72.7353,0
OFFSHORE,2,2034,0.479861024,1268.5738,71.5837,0
OFFSHORE,2,2035,0.480924719,1244.6426,70.4979,0
OFFSHORE,2,2036,0.48193126,1222.0055,69.4709,0
OFFSHORE,2,2037,0.482886492,1200.5299,68.4966,0
OFFSHORE,2,2038,0.483795408,1180.1023,67.5698,0
OFFSHORE,2,2039,0.484662305,1160.6252,66.6861,0
OFFSHORE,2,2040,0.485490907,1142.014,65.8417,0
OFFSHORE,2,2041,0.486284465,1124.1951,65.0333,0
OFFSHORE,2,2042,0.48704583,1107.1036,64.2579,0
OFFSHORE,2,2043,0.487777521,1090.6826,63.5128,0
OFFSHORE,2,2044,0.48848177,1074.8813,62.796,0
OFFSHORE,2,2045,0.489160567,1059.6548,62.1051,0
OFFSHORE,2,2046,0.489815693,1044.9627,61.4386,0
OFFSHORE,2,2047,0.490448749,1030.7687,60.7946,0
OFFSHORE,2,2048,0.491061176,1017.0402,60.1717,0
OFFSHORE,2,2049,0.491654282,1003.7476,59.5687,0
OFFSHORE,2,2050,0.49222925,990.864,58.9841,0
OFFSHORE,3,2010,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2011,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2012,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2013,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2014,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2015,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2016,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2017,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2018,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2019,0.443633872,2542.8974,114.2411,0
OFFSHORE,3,2020,0.451128079,2340.1493,106.4015,0
OFFSHORE,3,2021,0.456460066,2189.2798,100.8392,0
OFFSHORE,3,2022,0.460603944,2066.8371,96.5247,0
OFFSHORE,3,2023,0.463994824,1962.3747,92.9996,0
OFFSHORE,3,2024,0.466865268,1870.3205,90.0191,0
