r,rr,length_miles,USD2004perMW
p102,p89,751.88,723768.42
p102,p90,693.13,677130.5
p102,p91,644.37,627443.22
p102,p92,915.59,891478.22
p102,p93,971.44,941676.3
p102,p94,689.52,656072.52
p102,p95,730.45,715811.8
p102,p96,627.77,617908.27
p102,p97,767.46,755813.61
p102,p98,861.4,829873.44
p102,p99,1020.75,983529.75
p102,p100,1133.59,1199375.14
p102,p101,246.34,236022.91
p102,p103,1497.72,1270507.63
p102,p104,1398.31,1212099.03
p102,p105,1334.13,1195970.62
p102,p106,1197.03,1099772.01
p102,p107,1066.03,1015098.86
p102,p108,1041.7,998883.68
p102,p109,1087.8,1061485.32
p102,p110,947.86,989674.23
p102,p111,1450.5,1382050.33
p102,p112,1225.94,1259881.59
p102,p113,1262.65,1196208.17
p102,p114,1142.42,1185029.3
p102,p115,1266.97,1522086.37
p102,p116,1252.86,1338277.52
p102,p117,1048.89,1173571.93
p102,p118,944.03,932872.61
p102,p119,1297.35,1433998.0
p102,p120,1209.24,1276865.83
p102,p121,1184.52,1248722.48
p102,p122,1308.87,1441510.64
p102,p123,1144.71,1221488.88
p102,p124,1429.35,1551503.56
p102,p125,1302.92,1416083.98
p102,p126,1351.73,1469440.44
p102,p127,1530.1,1712930.93
p102,p128,1453.83,1676927.22
p102,p129,1683.19,1915688.9
p102,p130,1639.7,2004078.15
p102,p131,1623.16,1969001.69
p102,p132,1477.61,1722434.94
p102,p133,1588.44,1924195.7
p102,p134,1763.27,2205263.79
p103,p1,2100.48,1418233.22
p103,p2,1998.28,1327016.29
p103,p3,1848.87,1215707.88
p103,p4,1938.93,1273524.95
p103,p5,2141.15,1436069.47
p103,p6,2087.8,1411745.14
p103,p7,1784.21,1149350.81
p103,p8,2070.1,1398821.63
p103,p9,2158.49,1654193.68
p103,p10,2081.69,1501752.44
p103,p11,2176.42,1438466.44
p103,p12,1941.91,1307215.01
p103,p13,1891.73,1237163.01
p103,p14,1823.47,1204665.49
p103,p15,1735.3,1117848.43
p103,p16,1511.36,969921.75
p103,p17,1655.65,1033792.32
p103,p18,1525.14,917280.78
p103,p19,1321.79,776862.88
p103,p20,1382.99,820338.72
p103,p21,1302.39,794528.65
p103,p22,1240.07,750379.68
p103,p23,1180.88,702853.04
p103,p24,1106.95,668248.62
p103,p25,1500.13,963314.19
p103,p26,1394.02,881825.69
p103,p27,1849.1,1202769.37
p103,p28,1790.26,1148124.95
p103,p29,1532.12,957773.91
p103,p30,1781.09,1086794.69
p103,p31,1423.3,863395.45
p103,p32,1065.8,625884.39
p103,p33,1158.25,693671.11
p103,p34,1182.46,705522.52
p103,p35,1245.84,731312.11
p103,p36,1021.96,599562.25
p103,p37,880.33,519047.15
p103,p38,740.72,435325.65
p103,p39,1040.58,624708.32
p103,p40,800.0,476550.28
p103,p41,673.32,403280.63
p103,p42,855.09,525580.41
p103,p43,636.07,390777.91
p103,p44,723.44,425379.37
p103,p45,624.01,369393.19
p103,p46,491.8,298679.99
p103,p47,1367.99,799685.66
p103,p48,1254.39,736045.97
p103,p49,1093.15,638759.8
p103,p50,941.69,558568.06
p103,p51,847.13,502088.96
p103,p52,1018.11,596428.95
p103,p53,847.06,497636.01
p103,p54,665.22,390750.02
p103,p55,670.63,404547.31
p103,p56,765.07,467335.64
p103,p57,1026.63,620250.52
p103,p58,1130.21,673792.43
p103,p59,1537.09,915427.59
p103,p60,1345.65,789824.8
p103,p61,1471.96,882616.68
p103,p62,1392.97,818780.55
p103,p63,1062.98,691089.32
p103,p64,1272.44,851243.97
p103,p65,1354.48,922321.23
p103,p66,1181.84,710844.68
p103,p67,1260.73,784921.24
p103,p68,631.22,375647.7
p103,p69,499.94,296499.64
p103,p70,546.74,326112.75
p103,p71,531.64,310994.25
p103,p72,472.85,276584.61
p103,p73,566.91,337945.75
p103,p74,630.79,387618.68
p103,p75,466.21,280225.73
p103,p76,452.46,272063.8
p103,p77,474.7,287078.6
p103,p78,383.61,231548.06
p103,p79,352.74,212454.7
p103,p80,259.38,155413.19
p103,p81,394.32,233059.45
p103,p82,371.56,216705.18
p103,p83,318.34,186681.12
p103,p84,610.89,358108.17
p103,p85,803.81,471258.66
p103,p86,956.22,558469.41
p103,p87,940.76,550318.03
p103,p88,794.61,495570.24
p103,p89,807.24,602871.68
p103,p90,1121.82,717133.56
p103,p91,1133.54,774957.82
p103,p92,587.4,390293.91
p103,p93,506.35,333701.55
p103,p94,779.53,633783.99
p103,p95,777.12,669534.64
p103,p96,986.81,877020.88
p103,p97,815.27,712547.84
p103,p98,913.46,815562.41
p103,p99,1062.98,951476.97
p103,p100,477.66,712301.95
p103,p101,1289.99,1078953.42
p103,p102,1497.72,1270507.63
p103,p104,128.58,79162.02
p103,p105,145.68,117434.79
p103,p106,293.03,173866.34
p103,p107,452.01,265000.3
p103,p108,457.4,272972.51
p103,p109,419.58,282686.0
p103,p110,649.5,513017.39
p103,p111,167.94,177090.24
p103,p112,199.24,197383.1
p103,p113,217.08,205458.86
p103,p114,270.03,265478.07
p103,p115,280.64,361889.92
p103,p116,291.25,327710.64
p103,p117,383.87,438875.23
p103,p118,833.5,716568.14
p103,p119,402.85,569090.46
p103,p120,440.85,671548.89
p103,p121,451.21,676529.3
p103,p122,573.42,877506.79
p103,p123,520.27,795993.58
p103,p124,711.51,1015162.88
p103,p125,585.08,879743.3
p103,p126,598.83,895906.61
p103,p127,656.78,824247.2
p103,p128,692.44,1095204.71
p103,p129,777.73,977407.41
p103,p130,796.28,1128769.88
p103,p131,810.69,1159545.01
p103,p132,785.37,1041027.26
p103,p133,823.22,1143676.96
p103,p134,902.56,1335607.95
p104,p1,1974.48,1344996.23
p104,p2,1872.29,1253779.29
p104,p3,1722.88,1142470.89
p104,p4,1812.94,1200287.96
p104,p5,2015.16,1362832.48
p104,p6,1961.81,1338508.15
p104,p7,1658.22,1076113.82
p104,p8,1944.1,1325584.64
p104,p9,2032.49,1580956.69
p104,p10,1956.46,1431606.85
p104,p11,2051.69,1369246.06
p104,p12,1815.92,1233978.02
p104,p13,1765.73,1163926.02
p104,p14,1697.47,1131428.5
p104,p15,1609.3,1044611.44
p104,p16,1385.36,896684.76
p104,p17,1529.65,960555.33
p104,p18,1399.14,844043.78
p104,p19,1195.8,703625.88
p104,p20,1256.99,747101.73
p104,p21,1176.4,721291.66
p104,p22,1114.08,677142.69
p104,p23,1054.89,629616.04
p104,p24,981.37,595174.69
p104,p25,1374.13,890077.2
p104,p26,1268.02,808588.7
p104,p27,1723.87,1132623.78
p104,p28,1665.38,1078888.25
p104,p29,1406.89,887628.32
p104,p30,1656.36,1017574.31
p104,p31,1298.42,793800.52
p104,p32,939.8,552647.39
p104,p33,1033.72,621233.48
p104,p34,1057.84,633901.98
p104,p35,1119.84,658075.11
p104,p36,895.97,526325.26
p104,p37,754.34,445810.16
p104,p38,614.73,362088.66
p104,p39,914.58,551471.33
p104,p40,674.43,403476.35
p104,p41,547.74,330206.7
p104,p42,728.67,452142.32
p104,p43,509.65,317339.81
p104,p44,597.45,352142.38
p104,p45,498.01,296156.19
p104,p46,365.39,225241.89
p104,p47,1243.26,730465.28
p104,p48,1129.66,666825.59
p104,p49,968.27,569164.87
p104,p50,821.11,489616.6
p104,p51,726.54,433137.51
p104,p52,893.03,526569.81
p104,p53,722.33,428415.63
p104,p54,540.18,320552.79
p104,p55,557.58,341519.59
p104,p56,656.9,404391.01
p104,p57,926.75,560689.25
p104,p58,1030.42,614474.16
p104,p59,1412.36,846207.2
p104,p60,1220.92,720604.41
p104,p61,1347.23,813396.29
p104,p62,1268.24,749560.17
p104,p63,955.89,628124.2
p104,p64,1172.55,791682.7
p104,p65,1254.6,862759.97
p104,p66,1082.06,651526.4
p104,p67,1160.95,725602.97
p104,p68,505.22,302410.7
p104,p69,373.94,223262.65
p104,p70,421.16,253038.81
p104,p71,406.37,240169.51
p104,p72,373.0,216597.28
p104,p73,466.14,277444.15
p104,p74,504.38,314180.59
p104,p75,339.8,206787.64
p104,p76,326.05,198625.71
p104,p77,348.28,213640.51
p104,p78,257.19,158109.97
p104,p79,226.33,139016.61
p104,p80,132.97,81975.1
p104,p81,268.51,160557.91
p104,p82,246.29,145919.53
p104,p83,218.23,126478.89
p104,p84,511.01,298546.91
p104,p85,703.93,411697.39
p104,p86,856.43,499151.14
p104,p87,840.98,490999.76
p104,p88,694.82,436251.96
p104,p89,707.83,544463.08
p104,p90,1022.04,657815.29
p104,p91,1033.76,715639.55
p104,p92,487.99,331885.31
p104,p93,429.7,275465.47
p104,p94,680.83,575627.83
p104,p95,678.42,611378.48
p104,p96,888.1,818864.72
p104,p97,716.57,654391.68
p104,p98,814.76,757406.25
p104,p99,964.27,893320.82
p104,p100,543.24,751612.84
p104,p101,1190.58,1020544.83
p104,p102,1398.31,1212099.03
p104,p103,128.58,79162.02
p104,p105,98.53,83327.53
p104,p106,194.33,115710.18
p104,p107,352.22,206250.98
p104,p108,357.98,214563.91
p104,p109,320.88,224529.84
p104,p110,550.8,454861.23
p104,p111,233.53,216401.13
p104,p112,229.01,213502.57
p104,p113,243.23,195139.72
p104,p114,275.33,237056.01
p104,p115,346.22,401200.81
p104,p116,331.8,350418.05
p104,p117,412.83,453438.94
p104,p118,734.79,658411.98
p104,p119,468.44,608401.35
p104,p120,506.44,710859.78
p104,p121,516.79,715840.19
p104,p122,639.01,916817.68
p104,p123,585.86,835304.47
p104,p124,777.1,1054473.77
p104,p125,650.67,919054.19
p104,p126,664.41,935217.5
p104,p127,722.29,863558.09
p104,p128,758.02,1134515.6
p104,p129,843.24,1016718.3
p104,p130,861.79,1168080.77
p104,p131,876.19,1198855.9
p104,p132,850.88,1080338.15
p104,p133,888.73,1182987.85
p104,p134,968.07,1374918.84
p105,p1,1994.27,1372240.79
p105,p2,1892.07,1281023.86
p105,p3,1742.66,1169715.45
p105,p4,1832.73,1227532.52
p105,p5,2032.61,1387882.14
p105,p6,1979.26,1363557.81
p105,p7,1675.67,1101163.48
p105,p8,1961.55,1350634.31
p105,p9,2049.95,1606006.35
p105,p10,1952.48,1444407.45
p105,p11,2047.2,1381121.45
p105,p12,1833.37,1259027.68
p105,p13,1783.19,1188975.68
p105,p14,1717.26,1158673.06
p105,p15,1626.75,1069661.1
p105,p16,1402.81,921734.42
p105,p17,1549.44,987799.89
p105,p18,1418.93,871288.35
p105,p19,1215.59,730870.45
p105,p20,1276.78,774346.29
p105,p21,1196.46,748222.03
p105,p22,1133.87,704387.25
p105,p23,1074.67,656860.61
p105,p24,990.69,618196.26
p105,p25,1391.58,915126.87
p105,p26,1268.11,833190.63
p105,p27,1719.89,1145424.38
p105,p28,1661.05,1090779.96
p105,p29,1402.91,900428.92
p105,p30,1651.87,1029449.7
p105,p31,1294.09,806050.46
p105,p32,959.59,579891.96
p105,p33,1029.23,638076.62
p105,p34,1053.29,649561.68
p105,p35,1139.63,685319.68
p105,p36,915.76,553569.82
p105,p37,774.87,473123.3
p105,p38,634.52,389333.22
p105,p39,932.03,576520.99
p105,p40,670.68,421991.73
p105,p41,549.78,349890.19
p105,p42,745.55,481310.28
p105,p43,526.53,346507.77
p105,p44,617.24,379386.94
p105,p45,518.07,323086.56
p105,p46,382.27,254409.85
p105,p47,1238.78,742340.67
p105,p48,1125.18,678700.98
p105,p49,963.94,581414.81
p105,p50,812.48,501223.07
p105,p51,696.96,443000.63
p105,p52,888.9,539083.96
p105,p53,717.84,440291.02
p105,p54,536.01,333629.73
p105,p55,531.66,341698.16
p105,p56,626.09,404486.49
p105,p57,863.16,547344.68
p105,p58,966.62,599940.9
p105,p59,1407.88,858082.59
p105,p60,1216.43,732479.81
p105,p61,1342.75,825271.69
p105,p62,1263.76,761435.56
p105,p63,924.01,628240.17
p105,p64,1108.97,778338.12
p105,p65,1191.01,849415.39
p105,p66,1018.25,636993.15
p105,p67,1097.14,711069.72
p105,p68,527.53,329680.93
p105,p69,393.73,250507.21
p105,p70,430.48,276060.38
p105,p71,402.38,255022.46
p105,p72,324.57,212143.44
p105,p73,427.93,275096.6
p105,p74,521.26,343348.55
p105,p75,356.68,235955.6
p105,p76,342.93,227793.67
p105,p77,365.16,242808.47
p105,p78,274.07,187277.93
p105,p79,243.21,168184.57
p105,p80,149.85,111143.06
p105,p81,274.93,182133.45
p105,p82,242.35,160156.76
p105,p83,181.07,124599.33
p105,p84,447.34,285773.56
p105,p85,640.35,398352.81
p105,p86,792.63,484617.88
p105,p87,777.18,476466.5
p105,p88,631.02,421718.71
p105,p89,643.64,528334.66
p105,p90,958.24,643282.04
p105,p91,969.96,701106.29
p105,p92,423.8,315756.9
p105,p93,340.19,256965.06
p105,p94,613.37,557047.5
p105,p95,610.96,592798.15
p105,p96,820.64,800284.39
p105,p97,649.11,635811.36
p105,p98,747.3,738825.92
p105,p99,896.81,874740.49
p105,p100,479.94,738839.05
p105,p101,1126.39,1004416.41
p105,p102,1334.13,1195970.62
p105,p103,145.68,117434.79
p105,p104,98.53,83327.53
p105,p106,128.12,98421.12
p105,p107,288.36,190609.39
p105,p108,293.8,198435.49
p105,p109,253.42,205949.51
p105,p110,483.34,436280.9
p105,p111,187.63,210450.39
p105,p112,146.96,163708.52
p105,p113,122.67,132106.84
p105,p114,163.03,187339.8
p105,p115,290.77,388731.39
p105,p116,256.38,309817.77
p105,p117,317.7,392691.59
p105,p118,667.33,639831.66
p105,p119,412.98,595931.93
p105,p120,443.14,698085.99
p105,p121,453.5,703066.39
p105,p122,583.55,904348.27
p105,p123,522.56,822530.68
p105,p124,721.64,1042004.35
p105,p125,595.22,906584.77
p105,p126,608.96,922748.09
p105,p127,676.4,857607.34
p105,p128,702.57,1122046.18
p105,p129,797.34,1010767.55
p105,p130,815.89,1162130.02
p105,p131,830.3,1192905.15
p105,p132,804.98,1074387.41
p105,p133,842.83,1177037.11
p105,p134,922.17,1368968.1
p106,p1,1991.2,1347837.16
p106,p2,1889.01,1256620.23
p106,p3,1739.6,1145311.82
p106,p4,1829.66,1203128.89
p106,p5,2022.77,1357878.83
p106,p6,1969.58,1332247.96
p106,p7,1665.84,1071160.17
p106,p8,1951.88,1319324.45
p106,p9,2040.27,1574696.5
p106,p10,1868.85,1378533.72
p106,p11,1963.57,1315247.73
p106,p12,1823.69,1227717.83
p106,p13,1721.04,1137124.19
p106,p14,1714.19,1134269.43
p106,p15,1616.92,1039657.79
p106,p16,1392.98,891731.11
p106,p17,1546.37,963396.26
p106,p18,1415.87,846884.71
p106,p19,1212.67,706604.07
p106,p20,1273.72,749942.66
p106,p21,1188.57,722685.31
p106,p22,1130.8,679983.62
p106,p23,1071.61,632456.98
p106,p24,967.83,579306.66
p106,p25,1378.09,882314.66
p106,p26,1259.94,799664.55
p106,p27,1636.26,1079550.66
p106,p28,1577.42,1024906.24
p106,p29,1319.28,834555.2
p106,p30,1568.24,963575.98
p106,p31,1210.46,740176.74
p106,p32,956.52,555488.33
p106,p33,973.71,589557.91
p106,p34,975.63,589466.34
p106,p35,1136.56,660916.05
p106,p36,912.84,529303.44
p106,p37,771.95,448856.92
p106,p38,631.45,364929.59
p106,p39,926.11,548926.39
p106,p40,635.39,380253.24
p106,p41,527.97,313878.92
p106,p42,800.53,468983.86
p106,p43,555.54,329637.57
p106,p44,614.32,355120.57
p106,p45,514.43,298182.03
p106,p46,394.65,239605.41
p106,p47,1155.15,676466.95
p106,p48,1041.55,612827.26
p106,p49,880.31,515541.09
p106,p50,728.85,435349.35
p106,p51,610.98,374989.35
p106,p52,805.27,473210.24
p106,p53,634.21,374417.3
p106,p54,453.35,268724.8
p106,p55,445.67,273686.89
p106,p56,520.98,330585.49
p106,p57,736.27,455076.64
p106,p58,839.37,506901.07
p106,p59,1324.25,792208.87
p106,p60,1132.8,666606.08
p106,p61,1259.12,759397.96
p106,p62,1180.13,695561.84
p106,p63,806.57,538967.88
p106,p64,982.08,686070.08
p106,p65,1064.12,757147.35
p106,p66,891.0,543953.32
p106,p67,969.89,618029.88
p106,p68,524.61,305414.56
p106,p69,390.66,226103.58
p106,p70,421.75,247153.95
p106,p71,329.98,197924.05
p106,p72,239.15,141479.95
p106,p73,337.89,205737.83
p106,p74,556.08,340588.35
p106,p75,391.49,233195.4
p106,p76,377.74,224977.08
p106,p77,391.12,233229.9
p106,p78,303.53,177749.95
p106,p79,278.02,165424.37
p106,p80,182.6,107153.55
p106,p81,271.02,156505.54
p106,p82,202.03,117219.91
p106,p83,110.74,65039.64
p106,p84,322.04,195186.46
p106,p85,513.45,306084.78
p106,p86,665.38,391578.05
p106,p87,649.92,383426.67
p106,p88,503.77,328678.88
p106,p89,506.84,432226.07
p106,p90,830.98,550242.2
p106,p91,842.7,608066.46
p106,p92,294.73,220273.59
p106,p93,217.91,162062.57
p106,p94,491.09,462145.01
p106,p95,488.68,497895.67
p106,p96,698.36,705381.9
p106,p97,526.83,540908.87
p106,p98,625.02,643923.43
p106,p99,774.53,779838.0
p106,p100,500.58,788967.92
p106,p101,989.3,908217.81
p106,p102,1197.03,1099772.01
p106,p103,293.03,173866.34
p106,p104,194.33,115710.18
p106,p105,128.12,98421.12
p106,p107,160.61,96079.87
p106,p108,164.31,102869.2
p106,p109,131.14,111047.02
p106,p110,361.06,341378.42
p106,p111,282.06,287048.29
p106,p112,175.66,183814.34
p106,p113,106.34,110583.32
p106,p114,110.17,133049.5
p106,p115,370.45,457884.27
p106,p116,275.63,325195.14
p106,p117,308.87,390019.15
p106,p118,545.05,544929.17
p106,p119,492.66,665084.81
p106,p120,506.09,749330.95
p106,p121,516.44,754311.35
p106,p122,659.67,966093.73
p106,p123,585.51,873775.64
p106,p124,781.59,1101174.44
p106,p125,655.16,965754.86
p106,p126,678.87,988840.5
p106,p127,769.47,930228.87
p106,p128,782.25,1191199.06
p106,p129,890.41,1083389.08
p106,p130,908.96,1234751.55
p106,p131,923.37,1265526.68
p106,p132,898.05,1147008.93
p106,p133,935.91,1249658.63
p106,p134,1015.25,1441589.62
p107,p1,1993.44,1354460.02
p107,p2,1891.25,1263243.08
p107,p3,1741.84,1151934.68
p107,p4,1831.9,1209751.75
p107,p5,2020.34,1350447.62
p107,p6,1967.15,1324816.75
p107,p7,1663.41,1063728.96
p107,p8,1949.44,1311893.25
p107,p9,2037.84,1567265.29
p107,p10,1781.93,1339801.83
p107,p11,1851.26,1264214.45
p107,p12,1821.26,1220286.62
p107,p13,1634.13,1098392.29
p107,p14,1716.43,1140892.29
p107,p15,1614.49,1032226.58
p107,p16,1390.55,884299.9
p107,p17,1548.62,970019.11
p107,p18,1417.07,854691.82
p107,p19,1216.91,718764.22
p107,p20,1275.96,756547.19
p107,p21,1188.89,722208.86
p107,p22,1132.12,684817.4
p107,p23,1073.85,638975.2
p107,p24,965.14,571720.05
p107,p25,1375.66,874883.45
p107,p26,1257.51,792233.35
p107,p27,1549.34,1040818.76
p107,p28,1465.14,974389.85
p107,p29,1232.36,795823.3
p107,p30,1455.93,912542.7
p107,p31,1098.18,690833.09
p107,p32,958.76,562006.55
p107,p33,941.61,573004.75
p107,p34,915.25,561522.99
p107,p35,1137.92,668418.88
p107,p36,923.64,547108.55
p107,p37,829.93,482118.09
p107,p38,633.82,372265.07
p107,p39,923.68,541495.19
p107,p40,633.35,374670.76
p107,p41,528.35,314294.43
p107,p42,863.72,503830.29
p107,p43,625.51,365828.25
p107,p44,638.14,376576.02
p107,p45,516.79,303372.82
p107,p46,500.98,296051.15
p107,p47,1042.83,625433.67
p107,p48,927.91,560240.29
p107,p49,768.16,467923.59
p107,p50,601.71,373763.1
p107,p51,497.42,309858.5
p107,p52,717.29,433417.25
p107,p53,525.13,331284.12
p107,p54,391.9,239813.74
p107,p55,328.04,207448.27
p107,p56,404.47,258489.05
p107,p57,587.31,368311.3
p107,p58,690.4,420135.73
p107,p59,1209.62,740543.04
p107,p60,1019.16,614019.12
p107,p61,1145.48,706812.86
p107,p62,1066.49,642976.74
p107,p63,662.48,453329.48
p107,p64,833.11,599304.75
p107,p65,915.16,670382.01
p107,p66,742.03,457187.98
p107,p67,820.92,531264.55
p107,p68,578.33,337899.51
p107,p69,426.08,252278.97
p107,p70,423.96,250741.02
p107,p71,325.62,193170.0
p107,p72,157.06,93290.52
p107,p73,228.06,145004.27
p107,p74,668.86,405051.35
p107,p75,504.28,297658.4
p107,p76,496.06,288458.71
p107,p77,502.78,294283.98
p107,p78,415.36,239690.08
p107,p79,390.81,229887.37
p107,p80,295.67,171916.96
p107,p81,315.82,184596.25
p107,p82,241.17,140619.42
p107,p83,172.06,99471.77
p107,p84,183.25,112422.23
p107,p85,364.49,219319.44
p107,p86,516.41,304812.71
p107,p87,500.96,296661.33
p107,p88,354.8,241913.54
p107,p89,376.09,347145.48
p107,p90,682.02,463476.87
p107,p91,693.74,521301.12
p107,p92,150.99,131405.71
p107,p93,98.33,78587.39
p107,p94,383.41,378903.13
p107,p95,414.79,453178.39
p107,p96,614.84,647563.65
p107,p97,452.94,496191.6
p107,p98,551.13,599206.16
p107,p99,700.65,735120.73
p107,p100,658.05,766362.63
p107,p101,858.3,823544.65
p107,p102,1066.03,1015098.86
p107,p103,452.01,265000.3
p107,p104,352.22,206250.98
p107,p105,288.36,190609.39
p107,p106,160.61,96079.87
p107,p108,29.21,18851.9
p107,p109,105.21,89733.69
p107,p110,287.17,296661.14
p107,p111,449.04,381268.93
p107,p112,320.19,276624.83
p107,p113,251.78,200009.86
p107,p114,211.96,200716.83
p107,p115,528.02,552884.27
p107,p116,421.43,416603.63
p107,p117,421.89,471909.64
p107,p118,471.17,500211.89
p107,p119,650.23,760084.81
p107,p120,652.67,843244.58
p107,p121,706.05,825634.88
p107,p122,850.58,1058621.65
p107,p123,709.75,852123.87
p107,p124,976.05,1173260.01
p107,p125,849.62,1037840.43
p107,p126,825.45,1082754.12
p107,p127,927.04,1025228.87
p107,p128,939.82,1286199.07
p107,p129,1047.98,1178389.08
p107,p130,1066.53,1329751.55
p107,p131,1080.94,1360526.68
p107,p132,1055.62,1242008.94
p107,p133,1093.47,1344658.64
p107,p134,1172.81,1536589.63
p108,p1,2021.82,1372394.99
p108,p2,1919.63,1281178.05
p108,p3,1770.22,1169869.65
p108,p4,1860.28,1227686.72
p108,p5,2050.11,1368800.47
p108,p6,1996.92,1343169.6
p108,p7,1693.17,1082081.81
p108,p8,1979.21,1330246.09
p108,p9,2067.61,1585618.14
p108,p10,1811.33,1358068.92
p108,p11,1873.01,1279799.26
p108,p12,1851.03,1238639.47
p108,p13,1663.53,1116659.38
p108,p14,1744.81,1158827.26
p108,p15,1644.26,1050579.43
p108,p16,1420.32,902652.75
p108,p17,1576.99,987954.09
p108,p18,1445.44,872626.79
p108,p19,1245.29,736699.19
p108,p20,1304.34,774482.16
p108,p21,1218.66,740561.71
p108,p22,1160.5,702752.37
p108,p23,1102.23,656910.17
p108,p24,994.91,590072.89
p108,p25,1405.43,893236.3
p108,p26,1287.28,810586.19
p108,p27,1578.74,1059085.85
p108,p28,1486.89,989974.66
p108,p29,1261.76,814090.39
p108,p30,1477.68,928127.51
p108,p31,1119.93,706417.91
p108,p32,987.14,579941.52
p108,p33,971.38,591357.59
p108,p34,944.64,579790.08
p108,p35,1166.29,686353.85
p108,p36,952.01,565043.52
p108,p37,852.79,497834.08
p108,p38,662.2,390200.04
p108,p39,953.45,559848.04
p108,p40,663.12,393023.61
p108,p41,556.73,332229.4
p108,p42,886.58,519546.27
p108,p43,648.37,381544.23
p108,p44,666.51,394510.99
p108,p45,545.17,321307.79
p108,p46,523.45,311363.51
p108,p47,1064.59,641018.48
p108,p48,949.66,575825.1
p108,p49,789.92,483508.41
p108,p50,622.2,388803.87
p108,p51,519.18,325443.31
p108,p52,727.36,451327.13
p108,p53,546.88,346868.93
p108,p54,421.3,258080.83
p108,p55,349.79,223033.09
p108,p56,425.32,268404.8
p108,p57,596.5,374617.8
p108,p58,690.94,425415.78
p108,p59,1231.38,756127.85
p108,p60,1040.92,629603.93
p108,p61,1167.23,722397.67
p108,p62,1088.24,658561.55
p108,p63,680.26,459810.96
p108,p64,842.31,605611.24
p108,p65,924.35,676688.51
p108,p66,742.57,462468.03
p108,p67,821.46,536544.6
p108,p68,601.19,353615.49
p108,p69,455.09,269338.14
p108,p70,452.34,268675.99
p108,p71,355.42,211835.65
p108,p72,186.46,111557.61
p108,p73,249.81,160589.08
p108,p74,691.14,420175.92
p108,p75,526.56,312782.97
p108,p76,518.52,303771.06
p108,p77,525.25,309596.33
p108,p78,437.82,255002.43
p108,p79,413.09,245011.94
p108,p80,317.95,187041.53
p108,p81,338.68,200247.05
p108,p82,263.64,155947.05
p108,p83,194.53,114784.12
p108,p84,203.29,123854.99
p108,p85,373.69,225625.94
p108,p86,516.95,310092.76
p108,p87,501.5,301941.38
p108,p88,352.53,245433.02
p108,p89,351.56,330964.3
p108,p90,656.93,468650.39
p108,p91,691.46,524820.61
p108,p92,129.26,117909.2
p108,p93,73.08,62250.12
p108,p94,359.07,362687.95
p108,p95,386.5,435697.92
p108,p96,589.59,631226.38
p108,p97,424.82,478720.63
p108,p98,523.01,581735.19
p108,p99,672.53,717649.76
p108,p100,629.94,748891.66
p108,p101,833.97,807329.48
p108,p102,1041.7,998883.68
p108,p103,457.4,272972.51
p108,p104,357.98,214563.91
p108,p105,293.8,198435.49
p108,p106,164.31,102869.2
p108,p107,29.21,18851.9
p108,p109,87.72,81004.73
p108,p110,261.53,279588.12
p108,p111,434.09,388677.11
p108,p112,318.65,281217.05
p108,p113,247.3,203822.83
p108,p114,212.14,201653.37
p108,p115,529.38,559459.95
p108,p116,388.38,417858.29
p108,p117,422.07,472846.19
p108,p118,443.05,482740.93
p108,p119,651.59,766660.49
p108,p120,698.61,835078.66
p108,p121,677.93,808163.91
p108,p122,822.46,1041150.68
p108,p123,681.63,834652.9
p108,p124,947.93,1155789.04
p108,p125,821.5,1020369.46
p108,p126,857.29,1066222.86
p108,p127,928.39,1031804.55
p108,p128,959.39,1273709.64
p108,p129,1049.33,1184964.76
p108,p130,1067.89,1336327.23
p108,p131,1082.29,1367102.36
p108,p132,1056.97,1248584.61
p108,p133,1094.83,1351234.31
p108,p134,1174.17,1543165.31
p109,p1,2074.02,1426397.43
p109,p2,1971.82,1335180.49
p109,p3,1822.41,1223872.09
p109,p4,1912.47,1281689.16
p109,p5,2103.65,1428028.09
p109,p6,2050.46,1402397.22
p109,p7,1746.72,1141309.43
p109,p8,2032.76,1389473.72
p109,p9,2121.15,1644845.76
p109,p10,1874.56,1423183.39
p109,p11,1955.93,1353178.19
p109,p12,1904.57,1297867.09
p109,p13,1726.75,1181773.86
p109,p14,1797.01,1212829.7
p109,p15,1697.8,1109807.05
p109,p16,1473.86,961880.38
p109,p17,1629.19,1041956.52
p109,p18,1497.64,926629.22
p109,p19,1296.49,789167.89
p109,p20,1356.53,828502.93
p109,p21,1271.1,798804.33
p109,p22,1213.63,757210.07
p109,p23,1154.42,710985.75
p109,p24,1048.45,649300.52
p109,p25,1458.97,952463.92
p109,p26,1340.82,869813.82
p109,p27,1641.97,1124200.32
p109,p28,1569.81,1063353.59
p109,p29,1324.99,879204.86
p109,p30,1560.6,1001506.44
p109,p31,1202.85,779796.84
p109,p32,1039.34,634017.09
p109,p33,1029.02,650992.79
p109,p34,1013.63,641447.89
p109,p35,1218.49,740356.29
p109,p36,999.08,613462.0
p109,p37,860.78,535568.86
p109,p38,714.27,443569.8
p109,p39,1006.99,619075.66
p109,p40,717.57,452133.14
p109,p41,610.04,388702.51
p109,p42,894.3,556934.84
p109,p43,656.85,418587.98
p109,p44,700.52,439110.87
p109,p45,597.23,375499.85
p109,p46,521.59,342726.06
p109,p47,1147.51,714397.41
p109,p48,1032.58,649204.03
p109,p49,872.83,556887.34
p109,p50,706.38,462726.84
p109,p51,602.1,398822.24
