r,rr,status,trtype,t,MW
p1,p18,Possible,LCC,0,100000
p4,p40,Possible,LCC,0,100000
p40,p112,Possible,LCC,0,100000
p53,p109,Possible,LCC,0,100000
p50,p92,Possible,LCC,0,100000
p47,p94,Possible,LCC,0,100000
p10,p60,Possible,LCC,0,100000
p38,p127,Possible,LCC,0,100000
p58,p65,Possible,LCC,0,100000
