r,rr,status,trtype,t,MW
p2,p42,Possible,LCC,0,100000
p2,p43,Possible,LCC,0,100000
p2,p44,Possible,LCC,0,100000
p2,p45,Possible,LCC,0,100000
p2,p46,Possible,LCC,0,100000
p2,p47,Possible,LCC,0,100000
p2,p48,Possible,LCC,0,100000
p2,p49,Possible,LCC,0,100000
p2,p50,Possible,LCC,0,100000
p2,p51,Possible,LCC,0,100000
p2,p52,Possible,LCC,0,100000
p2,p53,Possible,LCC,0,100000
p2,p54,Possible,LCC,0,100000
p2,p55,Possible,LCC,0,100000
p2,p56,Possible,LCC,0,100000
p2,p57,Possible,LCC,0,100000
p2,p58,Possible,LCC,0,100000
p2,p59,Possible,LCC,0,100000
p2,p6,Possible,LCC,0,100000
p2,p60,Possible,LCC,0,100000
p2,p61,Possible,LCC,0,100000
p2,p62,Possible,LCC,0,100000
p2,p63,Possible,LCC,0,100000
p2,p64,Possible,LCC,0,100000
p2,p65,Possible,LCC,0,100000
p2,p66,Possible,LCC,0,100000
p2,p67,Possible,LCC,0,100000
p2,p68,Possible,LCC,0,100000
p2,p69,Possible,LCC,0,100000
p2,p7,Possible,LCC,0,100000
p2,p70,Possible,LCC,0,100000
p2,p71,Possible,LCC,0,100000
p2,p72,Possible,LCC,0,100000
p2,p73,Possible,LCC,0,100000
p2,p74,Possible,LCC,0,100000
p2,p75,Possible,LCC,0,100000
p2,p76,Possible,LCC,0,100000
p2,p77,Possible,LCC,0,100000
p2,p78,Possible,LCC,0,100000
p2,p79,Possible,LCC,0,100000
p2,p8,Possible,LCC,0,100000
p2,p80,Possible,LCC,0,100000
p2,p81,Possible,LCC,0,100000
p2,p82,Possible,LCC,0,100000
p2,p83,Possible,LCC,0,100000
p2,p84,Possible,LCC,0,100000
p2,p85,Possible,LCC,0,100000
p2,p86,Possible,LCC,0,100000
p2,p87,Possible,LCC,0,100000
p2,p88,Possible,LCC,0,100000
p2,p89,Possible,LCC,0,100000
p2,p9,Possible,LCC,0,100000
p2,p90,Possible,LCC,0,100000
p2,p91,Possible,LCC,0,100000
p2,p92,Possible,LCC,0,100000
p2,p93,Possible,LCC,0,100000
p2,p94,Possible,LCC,0,100000
p2,p95,Possible,LCC,0,100000
p2,p96,Possible,LCC,0,100000
p2,p97,Possible,LCC,0,100000
p2,p98,Possible,LCC,0,100000
p2,p99,Possible,LCC,0,100000
p20,p100,Possible,LCC,0,100000
p20,p101,Possible,LCC,0,100000
p20,p102,Possible,LCC,0,100000
p20,p103,Possible,LCC,0,100000
p20,p104,Possible,LCC,0,100000
p20,p105,Possible,LCC,0,100000
p20,p106,Possible,LCC,0,100000
p20,p107,Possible,LCC,0,100000
p20,p108,Possible,LCC,0,100000
p20,p109,Possible,LCC,0,100000
p20,p110,Possible,LCC,0,100000
p20,p111,Possible,LCC,0,100000
p20,p112,Possible,LCC,0,100000
p20,p113,Possible,LCC,0,100000
p20,p114,Possible,LCC,0,100000
p20,p115,Possible,LCC,0,100000
p20,p116,Possible,LCC,0,100000
p20,p117,Possible,LCC,0,100000
p20,p118,Possible,LCC,0,100000
p20,p119,Possible,LCC,0,100000
p20,p120,Possible,LCC,0,100000
p20,p121,Possible,LCC,0,100000
p20,p122,Possible,LCC,0,100000
p20,p123,Possible,LCC,0,100000
p20,p124,Possible,LCC,0,100000
p20,p125,Possible,LCC,0,100000
p20,p126,Possible,LCC,0,100000
p20,p127,Possible,LCC,0,100000
p20,p128,Possible,LCC,0,100000
p20,p129,Possible,LCC,0,100000
p20,p130,Possible,LCC,0,100000
p20,p131,Possible,LCC,0,100000
p20,p132,Possible,LCC,0,100000
p20,p133,Possible,LCC,0,100000
p20,p134,Possible,LCC,0,100000
p20,p21,Possible,LCC,0,100000
p20,p22,Possible,LCC,0,100000
p20,p23,Possible,LCC,0,100000
p20,p24,Possible,LCC,0,100000
p20,p25,Possible,LCC,0,100000
p20,p26,Possible,LCC,0,100000
p20,p27,Possible,LCC,0,100000
p20,p28,Possible,LCC,0,100000
p20,p29,Possible,LCC,0,100000
p20,p30,Possible,LCC,0,100000
p20,p31,Possible,LCC,0,100000
p20,p32,Possible,LCC,0,100000
p20,p33,Possible,LCC,0,100000
p20,p34,Possible,LCC,0,100000
p20,p36,Possible,LCC,0,100000
p20,p37,Possible,LCC,0,100000
p20,p38,Possible,LCC,0,100000
p20,p39,Possible,LCC,0,100000
p20,p40,Possible,LCC,0,100000
p20,p41,Possible,LCC,0,100000
p20,p42,Possible,LCC,0,100000
p20,p43,Possible,LCC,0,100000
p20,p44,Possible,LCC,0,100000
p20,p45,Possible,LCC,0,100000
p20,p46,Possible,LCC,0,100000
p20,p47,Possible,LCC,0,100000
p20,p48,Possible,LCC,0,100000
p20,p49,Possible,LCC,0,100000
p20,p50,Possible,LCC,0,100000
p20,p51,Possible,LCC,0,100000
p20,p52,Possible,LCC,0,100000
p20,p53,Possible,LCC,0,100000
p20,p54,Possible,LCC,0,100000
p20,p55,Possible,LCC,0,100000
p20,p56,Possible,LCC,0,100000
p20,p57,Possible,LCC,0,100000
p20,p58,Possible,LCC,0,100000
p20,p59,Possible,LCC,0,100000
p20,p60,Possible,LCC,0,100000
p20,p61,Possible,LCC,0,100000
p20,p62,Possible,LCC,0,100000
p20,p63,Possible,LCC,0,100000
p20,p64,Possible,LCC,0,100000
p20,p65,Possible,LCC,0,100000
p20,p66,Possible,LCC,0,100000
p20,p67,Possible,LCC,0,100000
p20,p68,Possible,LCC,0,100000
p20,p69,Possible,LCC,0,100000
p20,p70,Possible,LCC,0,100000
p20,p71,Possible,LCC,0,100000
p20,p72,Possible,LCC,0,100000
p20,p73,Possible,LCC,0,100000
p20,p74,Possible,LCC,0,100000
p20,p75,Possible,LCC,0,100000
p20,p76,Possible,LCC,0,100000
p20,p77,Possible,LCC,0,100000
p20,p78,Possible,LCC,0,100000
p20,p79,Possible,LCC,0,100000
p20,p80,Possible,LCC,0,100000
p20,p81,Possible,LCC,0,100000
p20,p82,Possible,LCC,0,100000
p20,p83,Possible,LCC,0,100000
p20,p84,Possible,LCC,0,100000
p20,p85,Possible,LCC,0,100000
p20,p86,Possible,LCC,0,100000
p20,p87,Possible,LCC,0,100000
p20,p88,Possible,LCC,0,100000
p20,p89,Possible,LCC,0,100000
p20,p90,Possible,LCC,0,100000
p20,p91,Possible,LCC,0,100000
p20,p92,Possible,LCC,0,100000
p20,p93,Possible,LCC,0,100000
p20,p94,Possible,LCC,0,100000
p20,p95,Possible,LCC,0,100000
p20,p96,Possible,LCC,0,100000
p20,p97,Possible,LCC,0,100000
p20,p98,Possible,LCC,0,100000
p20,p99,Possible,LCC,0,100000
p21,p100,Possible,LCC,0,100000
p21,p101,Possible,LCC,0,100000
p21,p102,Possible,LCC,0,100000
p21,p103,Possible,LCC,0,100000
p21,p104,Possible,LCC,0,100000
p21,p105,Possible,LCC,0,100000
p21,p106,Possible,LCC,0,100000
p21,p107,Possible,LCC,0,100000
p21,p108,Possible,LCC,0,100000
p21,p109,Possible,LCC,0,100000
p21,p110,Possible,LCC,0,100000
p21,p111,Possible,LCC,0,100000
p21,p112,Possible,LCC,0,100000
p21,p113,Possible,LCC,0,100000
p21,p114,Possible,LCC,0,100000
p21,p115,Possible,LCC,0,100000
p21,p116,Possible,LCC,0,100000
p21,p117,Possible,LCC,0,100000
p21,p118,Possible,LCC,0,100000
p21,p119,Possible,LCC,0,100000
p21,p120,Possible,LCC,0,100000
p21,p121,Possible,LCC,0,100000
p21,p122,Possible,LCC,0,100000
p21,p123,Possible,LCC,0,100000
p21,p124,Possible,LCC,0,100000
p21,p125,Possible,LCC,0,100000
p21,p126,Possible,LCC,0,100000
p21,p127,Possible,LCC,0,100000
p21,p128,Possible,LCC,0,100000
p21,p129,Possible,LCC,0,100000
p21,p130,Possible,LCC,0,100000
p21,p131,Possible,LCC,0,100000
p21,p132,Possible,LCC,0,100000
p21,p133,Possible,LCC,0,100000
p21,p134,Possible,LCC,0,100000
p21,p22,Possible,LCC,0,100000
p21,p23,Possible,LCC,0,100000
p21,p27,Possible,LCC,0,100000
p21,p28,Possible,LCC,0,100000
p21,p29,Possible,LCC,0,100000
p21,p30,Possible,LCC,0,100000
p21,p31,Possible,LCC,0,100000
p21,p32,Possible,LCC,0,100000
p21,p34,Possible,LCC,0,100000
p21,p35,Possible,LCC,0,100000
p21,p36,Possible,LCC,0,100000
p21,p37,Possible,LCC,0,100000
p21,p38,Possible,LCC,0,100000
p21,p39,Possible,LCC,0,100000
p21,p40,Possible,LCC,0,100000
p21,p41,Possible,LCC,0,100000
p21,p42,Possible,LCC,0,100000
p21,p43,Possible,LCC,0,100000
p21,p44,Possible,LCC,0,100000
p21,p45,Possible,LCC,0,100000
p21,p46,Possible,LCC,0,100000
p21,p47,Possible,LCC,0,100000
p21,p48,Possible,LCC,0,100000
p21,p49,Possible,LCC,0,100000
p21,p50,Possible,LCC,0,100000
p21,p51,Possible,LCC,0,100000
p21,p52,Possible,LCC,0,100000
p21,p53,Possible,LCC,0,100000
p21,p54,Possible,LCC,0,100000
p21,p55,Possible,LCC,0,100000
p21,p56,Possible,LCC,0,100000
p21,p57,Possible,LCC,0,100000
p21,p58,Possible,LCC,0,100000
p21,p59,Possible,LCC,0,100000
p21,p60,Possible,LCC,0,100000
p21,p61,Possible,LCC,0,100000
p21,p62,Possible,LCC,0,100000
p21,p63,Possible,LCC,0,100000
p21,p64,Possible,LCC,0,100000
p21,p65,Possible,LCC,0,100000
p21,p66,Possible,LCC,0,100000
p21,p67,Possible,LCC,0,100000
p21,p68,Possible,LCC,0,100000
p21,p69,Possible,LCC,0,100000
p21,p70,Possible,LCC,0,100000
p21,p71,Possible,LCC,0,100000
p21,p72,Possible,LCC,0,100000
p21,p73,Possible,LCC,0,100000
p21,p74,Possible,LCC,0,100000
p21,p75,Possible,LCC,0,100000
p21,p76,Possible,LCC,0,100000
p21,p77,Possible,LCC,0,100000
p21,p78,Possible,LCC,0,100000
p21,p79,Possible,LCC,0,100000
p21,p80,Possible,LCC,0,100000
p21,p81,Possible,LCC,0,100000
p21,p82,Possible,LCC,0,100000
p21,p83,Possible,LCC,0,100000
p21,p84,Possible,LCC,0,100000
p21,p85,Possible,LCC,0,100000
p21,p86,Possible,LCC,0,100000
p21,p87,Possible,LCC,0,100000
p21,p88,Possible,LCC,0,100000
p21,p89,Possible,LCC,0,100000
p21,p90,Possible,LCC,0,100000
p21,p91,Possible,LCC,0,100000
p21,p92,Possible,LCC,0,100000
p21,p93,Possible,LCC,0,100000
p21,p94,Possible,LCC,0,100000
p21,p95,Possible,LCC,0,100000
p21,p96,Possible,LCC,0,100000
p21,p97,Possible,LCC,0,100000
p21,p98,Possible,LCC,0,100000
p21,p99,Possible,LCC,0,100000
p22,p100,Possible,LCC,0,100000
p22,p101,Possible,LCC,0,100000
p22,p102,Possible,LCC,0,100000
p22,p103,Possible,LCC,0,100000
p22,p104,Possible,LCC,0,100000
p22,p105,Possible,LCC,0,100000
p22,p106,Possible,LCC,0,100000
p22,p107,Possible,LCC,0,100000
p22,p108,Possible,LCC,0,100000
p22,p109,Possible,LCC,0,100000
p22,p110,Possible,LCC,0,100000
p22,p111,Possible,LCC,0,100000
p22,p112,Possible,LCC,0,100000
p22,p113,Possible,LCC,0,100000
p22,p114,Possible,LCC,0,100000
p22,p115,Possible,LCC,0,100000
p22,p116,Possible,LCC,0,100000
p22,p117,Possible,LCC,0,100000
p22,p118,Possible,LCC,0,100000
p22,p119,Possible,LCC,0,100000
p22,p120,Possible,LCC,0,100000
p22,p121,Possible,LCC,0,100000
p22,p122,Possible,LCC,0,100000
p22,p123,Possible,LCC,0,100000
p22,p124,Possible,LCC,0,100000
p22,p125,Possible,LCC,0,100000
p22,p126,Possible,LCC,0,100000
p22,p127,Possible,LCC,0,100000
p22,p128,Possible,LCC,0,100000
p22,p129,Possible,LCC,0,100000
p22,p130,Possible,LCC,0,100000
p22,p131,Possible,LCC,0,100000
p22,p132,Possible,LCC,0,100000
p22,p133,Possible,LCC,0,100000
p22,p134,Possible,LCC,0,100000
p22,p25,Possible,LCC,0,100000
p22,p26,Possible,LCC,0,100000
p22,p27,Possible,LCC,0,100000
p22,p28,Possible,LCC,0,100000
p22,p29,Possible,LCC,0,100000
p22,p30,Possible,LCC,0,100000
p22,p31,Possible,LCC,0,100000
p22,p34,Possible,LCC,0,100000
p22,p35,Possible,LCC,0,100000
p22,p36,Possible,LCC,0,100000
p22,p37,Possible,LCC,0,100000
p22,p38,Possible,LCC,0,100000
p22,p39,Possible,LCC,0,100000
p22,p40,Possible,LCC,0,100000
p22,p41,Possible,LCC,0,100000
p22,p42,Possible,LCC,0,100000
p22,p43,Possible,LCC,0,100000
p22,p44,Possible,LCC,0,100000
p22,p45,Possible,LCC,0,100000
p22,p46,Possible,LCC,0,100000
p22,p47,Possible,LCC,0,100000
p22,p48,Possible,LCC,0,100000
p22,p49,Possible,LCC,0,100000
p22,p50,Possible,LCC,0,100000
p22,p51,Possible,LCC,0,100000
p22,p52,Possible,LCC,0,100000
p22,p53,Possible,LCC,0,100000
p22,p54,Possible,LCC,0,100000
p22,p55,Possible,LCC,0,100000
p22,p56,Possible,LCC,0,100000
p22,p57,Possible,LCC,0,100000
p22,p58,Possible,LCC,0,100000
p22,p59,Possible,LCC,0,100000
p22,p60,Possible,LCC,0,100000
p22,p61,Possible,LCC,0,100000
p22,p62,Possible,LCC,0,100000
p22,p63,Possible,LCC,0,100000
p22,p64,Possible,LCC,0,100000
p22,p65,Possible,LCC,0,100000
p22,p66,Possible,LCC,0,100000
p22,p67,Possible,LCC,0,100000
p22,p68,Possible,LCC,0,100000
p22,p69,Possible,LCC,0,100000
p22,p70,Possible,LCC,0,100000
p22,p71,Possible,LCC,0,100000
p22,p72,Possible,LCC,0,100000
p22,p73,Possible,LCC,0,100000
p22,p74,Possible,LCC,0,100000
p22,p75,Possible,LCC,0,100000
p22,p76,Possible,LCC,0,100000
p22,p77,Possible,LCC,0,100000
p22,p78,Possible,LCC,0,100000
p22,p79,Possible,LCC,0,100000
p22,p80,Possible,LCC,0,100000
p22,p81,Possible,LCC,0,100000
p22,p82,Possible,LCC,0,100000
p22,p83,Possible,LCC,0,100000
p22,p84,Possible,LCC,0,100000
p22,p85,Possible,LCC,0,100000
p22,p86,Possible,LCC,0,100000
p22,p87,Possible,LCC,0,100000
p22,p88,Possible,LCC,0,100000
p22,p89,Possible,LCC,0,100000
p22,p90,Possible,LCC,0,100000
p22,p91,Possible,LCC,0,100000
p22,p92,Possible,LCC,0,100000
p22,p93,Possible,LCC,0,100000
p22,p94,Possible,LCC,0,100000
p22,p95,Possible,LCC,0,100000
p22,p96,Possible,LCC,0,100000
p22,p97,Possible,LCC,0,100000
p22,p98,Possible,LCC,0,100000
p22,p99,Possible,LCC,0,100000
p23,p100,Possible,LCC,0,100000
p23,p101,Possible,LCC,0,100000
p23,p102,Possible,LCC,0,100000
p23,p103,Possible,LCC,0,100000
p23,p104,Possible,LCC,0,100000
p23,p105,Possible,LCC,0,100000
p23,p106,Possible,LCC,0,100000
p23,p107,Possible,LCC,0,100000
p23,p108,Possible,LCC,0,100000
p23,p109,Possible,LCC,0,100000
p23,p110,Possible,LCC,0,100000
p23,p111,Possible,LCC,0,100000
p23,p112,Possible,LCC,0,100000
p23,p113,Possible,LCC,0,100000
p23,p114,Possible,LCC,0,100000
p23,p115,Possible,LCC,0,100000
p23,p116,Possible,LCC,0,100000
p23,p117,Possible,LCC,0,100000
p23,p118,Possible,LCC,0,100000
p23,p119,Possible,LCC,0,100000
p23,p120,Possible,LCC,0,100000
p23,p121,Possible,LCC,0,100000
p23,p122,Possible,LCC,0,100000
p23,p123,Possible,LCC,0,100000
p23,p124,Possible,LCC,0,100000
p23,p125,Possible,LCC,0,100000
p23,p126,Possible,LCC,0,100000
p23,p127,Possible,LCC,0,100000
p23,p128,Possible,LCC,0,100000
p23,p129,Possible,LCC,0,100000
p23,p130,Possible,LCC,0,100000
p23,p131,Possible,LCC,0,100000
p23,p132,Possible,LCC,0,100000
p23,p133,Possible,LCC,0,100000
p23,p134,Possible,LCC,0,100000
p23,p25,Possible,LCC,0,100000
p23,p26,Possible,LCC,0,100000
p23,p27,Possible,LCC,0,100000
p23,p28,Possible,LCC,0,100000
p23,p29,Possible,LCC,0,100000
p23,p30,Possible,LCC,0,100000
p23,p31,Possible,LCC,0,100000
p23,p34,Possible,LCC,0,100000
p23,p35,Possible,LCC,0,100000
p23,p36,Possible,LCC,0,100000
p23,p37,Possible,LCC,0,100000
p23,p38,Possible,LCC,0,100000
p23,p39,Possible,LCC,0,100000
p23,p40,Possible,LCC,0,100000
p23,p41,Possible,LCC,0,100000
p23,p42,Possible,LCC,0,100000
p23,p43,Possible,LCC,0,100000
p23,p44,Possible,LCC,0,100000
p23,p45,Possible,LCC,0,100000
p23,p46,Possible,LCC,0,100000
p23,p47,Possible,LCC,0,100000
p23,p48,Possible,LCC,0,100000
p23,p49,Possible,LCC,0,100000
p23,p50,Possible,LCC,0,100000
p23,p51,Possible,LCC,0,100000
p23,p52,Possible,LCC,0,100000
p23,p53,Possible,LCC,0,100000
p23,p54,Possible,LCC,0,100000
p23,p55,Possible,LCC,0,100000
p23,p56,Possible,LCC,0,100000
p23,p57,Possible,LCC,0,100000
p23,p58,Possible,LCC,0,100000
p23,p59,Possible,LCC,0,100000
p23,p60,Possible,LCC,0,100000
p23,p61,Possible,LCC,0,100000
p23,p62,Possible,LCC,0,100000
p23,p63,Possible,LCC,0,100000
p23,p64,Possible,LCC,0,100000
p23,p65,Possible,LCC,0,100000
p23,p66,Possible,LCC,0,100000
p23,p67,Possible,LCC,0,100000
p23,p68,Possible,LCC,0,100000
p23,p69,Possible,LCC,0,100000
p23,p70,Possible,LCC,0,100000
p23,p71,Possible,LCC,0,100000
p23,p72,Possible,LCC,0,100000
p23,p73,Possible,LCC,0,100000
p23,p74,Possible,LCC,0,100000
p23,p75,Possible,LCC,0,100000
p23,p76,Possible,LCC,0,100000
p23,p77,Possible,LCC,0,100000
p23,p78,Possible,LCC,0,100000
p23,p79,Possible,LCC,0,100000
p23,p80,Possible,LCC,0,100000
p23,p81,Possible,LCC,0,100000
p23,p82,Possible,LCC,0,100000
p23,p83,Possible,LCC,0,100000
p23,p84,Possible,LCC,0,100000
p23,p85,Possible,LCC,0,100000
p23,p86,Possible,LCC,0,100000
p23,p87,Possible,LCC,0,100000
p23,p88,Possible,LCC,0,100000
p23,p89,Possible,LCC,0,100000
p23,p90,Possible,LCC,0,100000
p23,p91,Possible,LCC,0,100000
p23,p92,Possible,LCC,0,100000
p23,p93,Possible,LCC,0,100000
p23,p94,Possible,LCC,0,100000
p23,p95,Possible,LCC,0,100000
p23,p96,Possible,LCC,0,100000
p23,p97,Possible,LCC,0,100000
p23,p98,Possible,LCC,0,100000
p23,p99,Possible,LCC,0,100000
p24,p100,Possible,LCC,0,100000
p24,p101,Possible,LCC,0,100000
p24,p102,Possible,LCC,0,100000
p24,p103,Possible,LCC,0,100000
p24,p104,Possible,LCC,0,100000
p24,p105,Possible,LCC,0,100000
p24,p106,Possible,LCC,0,100000
p24,p107,Possible,LCC,0,100000
p24,p108,Possible,LCC,0,100000
p24,p109,Possible,LCC,0,100000
p24,p110,Possible,LCC,0,100000
p24,p111,Possible,LCC,0,100000
p24,p112,Possible,LCC,0,100000
p24,p113,Possible,LCC,0,100000
p24,p114,Possible,LCC,0,100000
p24,p115,Possible,LCC,0,100000
p24,p116,Possible,LCC,0,100000
p24,p117,Possible,LCC,0,100000
p24,p118,Possible,LCC,0,100000
p24,p119,Possible,LCC,0,100000
p24,p120,Possible,LCC,0,100000
p24,p121,Possible,LCC,0,100000
p24,p122,Possible,LCC,0,100000
p24,p123,Possible,LCC,0,100000
p24,p124,Possible,LCC,0,100000
p24,p125,Possible,LCC,0,100000
p24,p126,Possible,LCC,0,100000
p24,p127,Possible,LCC,0,100000
p24,p128,Possible,LCC,0,100000
p24,p129,Possible,LCC,0,100000
p24,p130,Possible,LCC,0,100000
p24,p131,Possible,LCC,0,100000
p24,p132,Possible,LCC,0,100000
p24,p133,Possible,LCC,0,100000
p24,p134,Possible,LCC,0,100000
p24,p25,Possible,LCC,0,100000
p24,p26,Possible,LCC,0,100000
p24,p27,Possible,LCC,0,100000
p24,p28,Possible,LCC,0,100000
p24,p29,Possible,LCC,0,100000
p24,p30,Possible,LCC,0,100000
p24,p31,Possible,LCC,0,100000
p24,p35,Possible,LCC,0,100000
p24,p36,Possible,LCC,0,100000
p24,p37,Possible,LCC,0,100000
p24,p38,Possible,LCC,0,100000
p24,p40,Possible,LCC,0,100000
p24,p41,Possible,LCC,0,100000
p24,p42,Possible,LCC,0,100000
p24,p43,Possible,LCC,0,100000
p24,p44,Possible,LCC,0,100000
p24,p45,Possible,LCC,0,100000
p24,p46,Possible,LCC,0,100000
p24,p47,Possible,LCC,0,100000
p24,p48,Possible,LCC,0,100000
p24,p49,Possible,LCC,0,100000
p24,p50,Possible,LCC,0,100000
p24,p51,Possible,LCC,0,100000
p24,p52,Possible,LCC,0,100000
p24,p53,Possible,LCC,0,100000
p24,p54,Possible,LCC,0,100000
p24,p55,Possible,LCC,0,100000
p24,p56,Possible,LCC,0,100000
p24,p57,Possible,LCC,0,100000
p24,p58,Possible,LCC,0,100000
p24,p59,Possible,LCC,0,100000
p24,p60,Possible,LCC,0,100000
p24,p61,Possible,LCC,0,100000
p24,p62,Possible,LCC,0,100000
p24,p63,Possible,LCC,0,100000
p24,p64,Possible,LCC,0,100000
p24,p65,Possible,LCC,0,100000
p24,p66,Possible,LCC,0,100000
p24,p67,Possible,LCC,0,100000
p24,p68,Possible,LCC,0,100000
p24,p69,Possible,LCC,0,100000
p24,p70,Possible,LCC,0,100000
p24,p71,Possible,LCC,0,100000
p24,p72,Possible,LCC,0,100000
p24,p73,Possible,LCC,0,100000
p24,p74,Possible,LCC,0,100000
p24,p75,Possible,LCC,0,100000
p24,p76,Possible,LCC,0,100000
p24,p77,Possible,LCC,0,100000
p24,p78,Possible,LCC,0,100000
p24,p79,Possible,LCC,0,100000
p24,p80,Possible,LCC,0,100000
p24,p81,Possible,LCC,0,100000
p24,p82,Possible,LCC,0,100000
p24,p83,Possible,LCC,0,100000
p24,p84,Possible,LCC,0,100000
p24,p85,Possible,LCC,0,100000
p24,p86,Possible,LCC,0,100000
p24,p87,Possible,LCC,0,100000
p24,p88,Possible,LCC,0,100000
p24,p89,Possible,LCC,0,100000
p24,p90,Possible,LCC,0,100000
p24,p91,Possible,LCC,0,100000
p24,p92,Possible,LCC,0,100000
p24,p93,Possible,LCC,0,100000
p24,p94,Possible,LCC,0,100000
p24,p95,Possible,LCC,0,100000
p24,p96,Possible,LCC,0,100000
p24,p97,Possible,LCC,0,100000
p24,p98,Possible,LCC,0,100000
p24,p99,Possible,LCC,0,100000
p25,p100,Possible,LCC,0,100000
p25,p101,Possible,LCC,0,100000
p25,p102,Possible,LCC,0,100000
p25,p103,Possible,LCC,0,100000
p25,p104,Possible,LCC,0,100000
p25,p105,Possible,LCC,0,100000
p25,p106,Possible,LCC,0,100000
p25,p107,Possible,LCC,0,100000
p25,p108,Possible,LCC,0,100000
p25,p109,Possible,LCC,0,100000
p25,p110,Possible,LCC,0,100000
p25,p111,Possible,LCC,0,100000
p25,p112,Possible,LCC,0,100000
p25,p113,Possible,LCC,0,100000
p25,p114,Possible,LCC,0,100000
p25,p115,Possible,LCC,0,100000
p25,p116,Possible,LCC,0,100000
p25,p117,Possible,LCC,0,100000
p25,p118,Possible,LCC,0,100000
p25,p119,Possible,LCC,0,100000
p25,p120,Possible,LCC,0,100000
p25,p121,Possible,LCC,0,100000
p25,p122,Possible,LCC,0,100000
p25,p123,Possible,LCC,0,100000
p25,p124,Possible,LCC,0,100000
p25,p125,Possible,LCC,0,100000
p25,p126,Possible,LCC,0,100000
p25,p127,Possible,LCC,0,100000
p25,p128,Possible,LCC,0,100000
p25,p129,Possible,LCC,0,100000
p25,p130,Possible,LCC,0,100000
p25,p131,Possible,LCC,0,100000
p25,p132,Possible,LCC,0,100000
p25,p133,Possible,LCC,0,100000
p25,p134,Possible,LCC,0,100000
p25,p27,Possible,LCC,0,100000
p25,p29,Possible,LCC,0,100000
p25,p30,Possible,LCC,0,100000
p25,p32,Possible,LCC,0,100000
p25,p33,Possible,LCC,0,100000
p25,p34,Possible,LCC,0,100000
p25,p35,Possible,LCC,0,100000
p25,p36,Possible,LCC,0,100000
p25,p37,Possible,LCC,0,100000
p25,p38,Possible,LCC,0,100000
p25,p39,Possible,LCC,0,100000
p25,p40,Possible,LCC,0,100000
p25,p41,Possible,LCC,0,100000
p25,p42,Possible,LCC,0,100000
p25,p43,Possible,LCC,0,100000
p25,p44,Possible,LCC,0,100000
p25,p45,Possible,LCC,0,100000
p25,p46,Possible,LCC,0,100000
p25,p47,Possible,LCC,0,100000
p25,p48,Possible,LCC,0,100000
p25,p49,Possible,LCC,0,100000
p25,p50,Possible,LCC,0,100000
p25,p51,Possible,LCC,0,100000
p25,p52,Possible,LCC,0,100000
p25,p53,Possible,LCC,0,100000
p25,p54,Possible,LCC,0,100000
p25,p55,Possible,LCC,0,100000
p25,p56,Possible,LCC,0,100000
p25,p57,Possible,LCC,0,100000
p25,p58,Possible,LCC,0,100000
p25,p59,Possible,LCC,0,100000
p25,p60,Possible,LCC,0,100000
p25,p61,Possible,LCC,0,100000
p25,p62,Possible,LCC,0,100000
p25,p63,Possible,LCC,0,100000
p25,p64,Possible,LCC,0,100000
p25,p65,Possible,LCC,0,100000
p25,p66,Possible,LCC,0,100000
p25,p67,Possible,LCC,0,100000
p25,p68,Possible,LCC,0,100000
p25,p69,Possible,LCC,0,100000
p25,p70,Possible,LCC,0,100000
p25,p71,Possible,LCC,0,100000
p25,p72,Possible,LCC,0,100000
p25,p73,Possible,LCC,0,100000
p25,p74,Possible,LCC,0,100000
p25,p75,Possible,LCC,0,100000
p25,p76,Possible,LCC,0,100000
p25,p77,Possible,LCC,0,100000
p25,p78,Possible,LCC,0,100000
p25,p79,Possible,LCC,0,100000
p25,p80,Possible,LCC,0,100000
p25,p81,Possible,LCC,0,100000
p25,p82,Possible,LCC,0,100000
p25,p83,Possible,LCC,0,100000
p25,p84,Possible,LCC,0,100000
p25,p85,Possible,LCC,0,100000
p25,p86,Possible,LCC,0,100000
p25,p87,Possible,LCC,0,100000
p25,p88,Possible,LCC,0,100000
p25,p89,Possible,LCC,0,100000
p25,p90,Possible,LCC,0,100000
p25,p91,Possible,LCC,0,100000
p25,p92,Possible,LCC,0,100000
p25,p93,Possible,LCC,0,100000
p25,p94,Possible,LCC,0,100000
p25,p95,Possible,LCC,0,100000
p25,p96,Possible,LCC,0,100000
p25,p97,Possible,LCC,0,100000
p25,p98,Possible,LCC,0,100000
p25,p99,Possible,LCC,0,100000
p26,p100,Possible,LCC,0,100000
p26,p101,Possible,LCC,0,100000
p26,p102,Possible,LCC,0,100000
p26,p103,Possible,LCC,0,100000
p26,p104,Possible,LCC,0,100000
p26,p105,Possible,LCC,0,100000
p26,p106,Possible,LCC,0,100000
p26,p107,Possible,LCC,0,100000
p26,p108,Possible,LCC,0,100000
p26,p109,Possible,LCC,0,100000
p26,p110,Possible,LCC,0,100000
p26,p111,Possible,LCC,0,100000
p26,p112,Possible,LCC,0,100000
p26,p113,Possible,LCC,0,100000
p26,p114,Possible,LCC,0,100000
p26,p115,Possible,LCC,0,100000
p26,p116,Possible,LCC,0,100000
p26,p117,Possible,LCC,0,100000
p26,p118,Possible,LCC,0,100000
p26,p119,Possible,LCC,0,100000
p26,p120,Possible,LCC,0,100000
p26,p121,Possible,LCC,0,100000
p26,p122,Possible,LCC,0,100000
p26,p123,Possible,LCC,0,100000
