r,rr,length_miles,USD2004perMW
p70,p40,252.61,365765.09
p70,p41,127.4,187800.68
p70,p42,484.13,678418.82
p70,p43,257.3,369442.86
p70,p44,252.91,351166.0
p70,p45,93.13,132603.5
p70,p46,246.55,362067.09
p70,p47,835.8,1207408.51
p70,p48,758.42,1092774.71
p70,p49,549.81,789367.92
p70,p50,529.66,759725.82
p70,p51,448.09,645111.93
p70,p52,474.28,677883.79
p70,p53,362.94,522997.51
p70,p54,201.5,296487.38
p70,p55,339.42,504279.19
p70,p56,420.33,622571.41
p70,p57,697.64,1084251.7
p70,p58,969.74,1430655.07
p70,p59,1012.27,1504584.5
p70,p60,849.67,1222784.96
p70,p61,975.99,1447051.23
p70,p62,897.0,1292740.69
p70,p63,711.2,1123410.68
p70,p64,918.54,1547856.71
p70,p65,998.52,1724147.35
p70,p66,887.51,1376175.0
p70,p67,938.86,1537069.3
p70,p68,198.66,277773.03
p70,p69,94.19,136957.47
p70,p71,122.53,180183.46
p70,p72,288.15,425441.73
p70,p73,305.29,448142.55
p70,p74,501.17,766817.76
p70,p75,394.21,578548.84
p70,p76,366.4,539072.65
p70,p77,270.68,400493.01
p70,p78,258.36,385633.62
p70,p79,320.7,467592.7
p70,p80,300.14,432362.47
p70,p81,155.65,227256.17
p70,p82,220.22,316554.92
p70,p83,311.1,442027.01
p70,p84,420.45,636948.65
p70,p85,538.82,829902.59
p70,p86,719.2,1085092.28
p70,p87,758.61,1112295.14
p70,p88,647.87,1006857.52
p70,p89,756.94,1332358.58
p70,p90,944.16,1516529.43
p70,p91,1000.74,1658172.53
p70,p92,551.39,904290.62
p70,p93,521.15,794871.52
p70,p94,788.06,1516109.95
p70,p95,835.94,1688892.75
p70,p96,1034.27,2168971.57
p70,p97,874.09,1792868.2
p70,p98,972.29,2041884.46
p70,p99,1121.8,2370429.63
p70,p100,945.16,2394016.27
p70,p101,1312.96,2510374.25
p70,p102,1533.55,2976827.55
p70,p103,546.74,788309.67
p70,p104,421.16,611668.65
p70,p105,430.48,667318.5
p70,p106,421.75,597443.23
p70,p107,423.96,606114.22
p70,p108,452.34,649468.28
p70,p109,504.41,780466.31
p70,p110,708.33,1310544.89
p70,p111,635.45,1100253.37
p70,p112,567.52,992823.14
p70,p113,516.99,848767.63
p70,p114,531.6,918846.5
p70,p115,748.14,1546968.12
p70,p116,676.32,1345889.08
p70,p117,730.55,1525499.42
p70,p118,892.32,1802586.44
p70,p119,870.36,2047832.3
p70,p120,908.36,2295504.24
p70,p121,918.71,2307543.33
p70,p122,1040.93,2793364.59
p70,p123,987.78,2596323.38
p70,p124,1179.02,3126119.52
p70,p125,1052.59,2798770.88
p70,p126,1066.33,2837842.33
p70,p127,1124.21,2664620.62
p70,p128,1159.94,3319603.99
p70,p129,1245.15,3034853.54
p70,p130,1263.7,3400740.81
p70,p131,1278.03,3475133.28
p70,p132,1252.79,3188641.3
p70,p133,1290.65,3436775.58
p70,p134,1369.99,3900728.8
p71,p1,1670.36,2832235.42
p71,p2,1568.16,2611737.45
p71,p3,1418.75,2342672.54
p71,p4,1508.81,2482433.27
p71,p5,1694.49,2810997.07
p71,p6,1641.3,2749039.78
p71,p7,1337.56,2117914.35
p71,p8,1623.6,2717799.89
p71,p9,1711.99,3335108.64
p71,p10,1550.38,2882776.93
p71,p11,1646.24,2740195.74
p71,p12,1495.41,2496359.92
p71,p13,1402.57,2299219.62
p71,p14,1393.35,2315979.85
p71,p15,1288.64,2041763.91
p71,p16,1064.7,1684181.94
p71,p17,1225.53,1902929.5
p71,p18,1093.19,1624158.93
p71,p19,909.18,1313906.33
p71,p20,931.65,1382143.41
p71,p21,862.18,1291175.75
p71,p22,805.64,1195866.36
p71,p23,751.36,1088079.01
p71,p24,639.29,928585.16
p71,p25,1049.82,1661419.63
p71,p26,931.66,1461630.19
p71,p27,1317.78,2160047.59
p71,p28,1259.83,2032594.92
p71,p29,1000.81,1567822.03
p71,p30,1250.91,1890102.46
p71,p31,892.77,1343282.12
p71,p32,633.76,904503.53
p71,p33,637.22,946754.25
p71,p34,651.17,959687.56
p71,p35,813.94,1173955.25
p71,p36,648.1,920755.84
p71,p37,572.9,800303.9
p71,p38,329.25,476238.59
p71,p39,597.83,855522.85
p71,p40,308.37,451719.39
p71,p41,201.42,297900.28
p71,p42,606.76,854920.25
p71,p43,369.79,532162.09
p71,p44,375.58,529313.13
p71,p45,211.92,307187.73
p71,p46,324.26,484341.98
p71,p47,837.82,1195659.5
p71,p48,724.38,1044006.49
p71,p49,562.62,800272.18
p71,p50,453.81,658588.81
p71,p51,370.16,529389.6
p71,p52,487.32,696472.73
p71,p53,316.69,463911.2
p71,p54,134.46,202295.68
p71,p55,236.37,355841.61
p71,p56,335.26,493009.82
p71,p57,614.06,955871.08
p71,p58,850.69,1251690.18
p71,p59,1007.31,1476426.01
p71,p60,815.64,1174005.62
p71,p61,941.95,1398310.66
p71,p62,862.96,1244000.12
p71,p63,632.86,1002630.28
p71,p64,839.49,1425455.62
p71,p65,919.47,1601746.26
p71,p66,802.44,1246613.4
p71,p67,853.79,1407507.71
p71,p68,321.29,454235.93
p71,p69,173.06,257532.15
p71,p70,122.53,180183.46
p71,p72,171.49,250519.38
p71,p73,182.76,268070.54
p71,p74,577.49,853511.89
p71,p75,419.21,602746.0
p71,p76,391.62,563981.46
p71,p77,332.51,499621.87
p71,p78,280.28,411550.2
p71,p79,318.98,467956.44
p71,p80,286.06,407940.52
p71,p81,143.87,214532.75
p71,p82,161.01,229932.17
p71,p83,225.4,328912.68
p71,p84,297.93,456876.64
p71,p85,421.6,666947.52
p71,p86,617.73,907238.37
p71,p87,636.08,932223.13
p71,p88,529.34,829697.95
p71,p89,638.41,1155199.01
p71,p90,821.64,1336457.41
p71,p91,878.22,1478100.52
p71,p92,442.88,744944.69
p71,p93,421.92,653398.46
p71,p94,687.93,1361242.21
p71,p95,739.34,1555647.91
p71,p96,927.29,2015855.47
p71,p97,777.49,1659623.37
p71,p98,875.68,1908639.62
p71,p99,1025.19,2237184.79
p71,p100,982.6,2312705.6
p71,p101,1190.11,2330376.67
p71,p102,1410.69,2796829.97
p71,p103,531.64,751763.86
p71,p104,406.37,580559.78
p71,p105,402.38,616463.71
p71,p106,329.98,478440.19
p71,p107,325.62,466948.25
p71,p108,355.42,512068.58
p71,p109,408.55,649465.33
p71,p110,611.72,1177300.05
p71,p111,620.36,1063707.56
p71,p112,501.86,897749.48
p71,p113,440.62,744810.84
p71,p114,440.76,799651.15
p71,p115,733.05,1510422.31
p71,p116,606.27,1250624.87
p71,p117,638.76,1420934.4
p71,p118,795.72,1669341.6
p71,p119,855.26,2011286.49
p71,p120,832.91,2256800.9
p71,p121,843.27,2268839.99
p71,p122,1025.84,2756818.79
p71,p123,1034.3,2520015.56
p71,p124,1163.93,3089573.72
p71,p125,1037.5,2762225.07
p71,p126,1051.24,2801296.52
p71,p127,1109.12,2628074.81
p71,p128,1144.85,3283058.19
p71,p129,1230.06,2998307.74
p71,p130,1248.61,3364195.0
p71,p131,1262.94,3438587.48
p71,p132,1237.7,3152095.49
p71,p133,1275.56,3400229.77
p71,p134,1354.9,3864182.99
p72,p1,1834.9,3074894.28
p72,p2,1732.7,2854396.31
p72,p3,1583.29,2585331.4
p72,p4,1673.36,2725092.13
p72,p5,1863.2,3040199.45
p72,p6,1810.01,2978242.17
p72,p7,1506.27,2347116.73
p72,p8,1792.31,2947002.27
p72,p9,1880.7,3564311.03
p72,p10,1636.0,3021193.63
p72,p11,1728.84,2860815.27
p72,p12,1664.12,2725562.31
p72,p13,1488.19,2437636.32
p72,p14,1557.89,2558638.71
p72,p15,1457.35,2270966.29
p72,p16,1233.41,1913384.32
p72,p17,1390.07,2145588.36
p72,p18,1260.55,1867838.34
p72,p19,1074.89,1562502.65
p72,p20,1097.47,1623507.53
p72,p21,1031.75,1521562.94
p72,p22,975.31,1433505.11
p72,p23,917.58,1326310.65
p72,p24,808.0,1157787.54
p72,p25,1218.52,1890622.01
p72,p26,1100.37,1690832.58
p72,p27,1403.41,2298464.29
p72,p28,1342.73,2159240.19
p72,p29,1086.43,1706238.73
p72,p30,1333.51,2010721.99
p72,p31,975.86,1472077.34
p72,p32,799.58,1145867.65
p72,p33,784.47,1160893.03
p72,p34,767.07,1135559.99
p72,p35,984.09,1423024.21
p72,p36,811.58,1163828.63
p72,p37,734.65,1033454.56
p72,p38,494.96,724834.91
p72,p39,766.54,1084725.24
p72,p40,476.22,681461.91
p72,p41,369.38,539654.05
p72,p42,768.43,1085939.28
p72,p43,531.24,753972.7
p72,p44,537.59,763901.32
p72,p45,377.63,555784.05
p72,p46,410.12,602516.65
p72,p47,920.42,1316695.66
p72,p48,806.2,1162685.97
p72,p49,645.7,929067.4
p72,p50,478.09,719007.08
p72,p51,370.56,566595.75
p72,p52,571.36,830197.52
p72,p53,399.53,587536.84
p72,p54,234.84,354653.2
p72,p55,205.25,321718.12
p72,p56,297.1,472235.98
p72,p57,557.46,871139.6
p72,p58,683.82,1007284.33
p72,p59,1089.52,1596477.66
p72,p60,897.45,1292685.09
p72,p61,1023.77,1516990.14
p72,p62,944.78,1362679.6
p72,p63,595.01,1013113.91
p72,p64,803.27,1429518.15
p72,p65,885.31,1601332.63
p72,p66,715.66,1092464.16
p72,p67,794.55,1271528.84
p72,p68,483.04,684836.16
p72,p69,329.15,470869.72
p72,p70,288.15,425441.73
p72,p71,171.49,250519.38
p72,p73,99.13,157161.24
p72,p74,631.44,920646.2
p72,p75,472.28,666414.16
p72,p76,445.57,631097.22
p72,p77,411.99,603915.05
p72,p78,338.37,488541.46
p72,p79,369.42,517950.01
p72,p80,287.2,402871.44
p72,p81,222.36,319815.81
p72,p82,161.2,232848.34
p72,p83,154.73,218752.75
p72,p84,144.96,237395.51
p72,p85,334.65,510982.8
p72,p86,489.97,723836.61
p72,p87,494.38,708810.67
p72,p88,362.66,587518.14
p72,p89,471.73,913019.2
p72,p90,675.44,1112052.48
p72,p91,706.18,1253310.58
p72,p92,272.72,495281.11
p72,p93,252.96,410997.18
p72,p94,510.39,1114395.11
p72,p95,571.79,1318913.4
p72,p96,757.71,1771674.32
p72,p97,609.94,1422888.86
p72,p98,708.13,1671905.11
p72,p99,857.65,2000450.28
p72,p100,815.06,2075971.09
p72,p101,1031.2,2095687.7
p72,p102,1251.79,2562141.0
p72,p103,472.85,668585.71
p72,p104,373.0,523578.83
p72,p105,324.57,512812.6
p72,p106,239.15,341998.32
p72,p107,157.06,225510.41
p72,p108,186.46,269667.31
p72,p109,243.26,420926.39
p72,p110,444.17,940565.54
p72,p111,561.56,980529.41
p72,p112,419.42,779891.38
p72,p113,344.94,606254.38
p72,p114,333.22,642661.18
p72,p115,610.79,1418401.75
p72,p116,515.12,1126787.64
p72,p117,546.98,1281706.17
p72,p118,628.17,1432607.1
p72,p119,733.0,1919265.93
p72,p120,750.93,2139397.57
p72,p121,761.29,2151436.66
p72,p122,904.51,2663376.47
p72,p123,866.76,2283281.05
p72,p124,1026.44,2989905.97
p72,p125,900.01,2662557.33
p72,p126,928.98,2709275.96
p72,p127,1050.32,2544896.66
p72,p128,1022.59,3191037.62
p72,p129,1171.26,2915129.58
p72,p130,1189.82,3281016.85
p72,p131,1204.14,3355409.32
p72,p132,1178.9,3068917.34
p72,p133,1216.76,3317051.62
p72,p134,1296.1,3781004.84
p73,p1,1788.12,3024552.44
p73,p2,1685.92,2804054.47
p73,p3,1536.51,2534989.56
p73,p4,1626.58,2674750.29
p73,p5,1810.06,2976242.16
p73,p6,1756.87,2914284.87
p73,p7,1453.12,2283159.44
p73,p8,1739.16,2883044.98
p73,p9,1827.55,3500353.74
p73,p10,1543.47,2897307.72
p73,p11,1625.91,2713604.55
p73,p12,1610.98,2661605.02
p73,p13,1395.66,2313750.41
p73,p14,1511.11,2508296.87
p73,p15,1404.2,2207009.0
p73,p16,1180.26,1849427.03
p73,p17,1343.29,2095246.52
p73,p18,1211.52,1818032.01
p73,p19,1066.1,1559863.86
p73,p20,1048.82,1571566.97
p73,p21,978.61,1457605.65
p73,p22,922.51,1374341.86
p73,p23,868.04,1268868.38
p73,p24,754.85,1093830.25
p73,p25,1165.38,1826664.72
p73,p26,1047.22,1626875.28
p73,p27,1310.88,2174578.38
p73,p28,1239.79,2013013.92
p73,p29,993.9,1582352.82
p73,p30,1230.58,1863511.28
p73,p31,872.83,1327574.45
p73,p32,750.93,1093927.09
p73,p33,729.75,1074638.09
p73,p34,701.54,1032493.64
p73,p35,937.41,1378077.2
p73,p36,830.87,1188714.94
p73,p37,755.57,1067540.7
p73,p38,512.01,744197.68
p73,p39,713.4,1020767.94
p73,p40,423.98,619174.43
p73,p41,330.84,500153.88
p73,p42,789.43,1122157.05
p73,p43,552.42,797845.03
p73,p44,558.26,796549.93
p73,p45,394.69,575146.82
p73,p46,473.34,714123.44
p73,p47,817.49,1169484.94
p73,p48,702.56,1011893.51
p73,p49,542.98,788546.03
p73,p50,376.33,565514.53
p73,p51,272.05,411038.46
p73,p52,477.69,703048.33
p73,p53,297.21,450542.38
p73,p54,181.66,275280.1
p73,p55,103.53,164676.16
p73,p56,198.23,315363.85
p73,p57,466.9,757793.67
p73,p58,667.42,984822.83
p73,p59,984.28,1447737.88
p73,p60,793.81,1141892.63
p73,p61,920.13,1366202.18
p73,p62,841.14,1211891.65
p73,p63,496.14,856241.77
p73,p64,703.64,1274677.01
p73,p65,783.62,1450967.65
p73,p66,660.15,1008998.58
p73,p67,689.16,1182840.4
p73,p68,503.96,721472.73
p73,p69,350.39,514948.46
p73,p70,305.29,448142.55
p73,p71,182.76,268070.54
p73,p72,99.13,157161.24
p73,p74,716.1,1054107.73
p73,p75,558.09,803255.0
p73,p76,530.23,764577.3
p73,p77,476.02,718710.71
p73,p78,422.52,613955.27
p73,p79,455.71,656452.24
p73,p80,374.05,544479.22
p73,p81,283.5,419025.61
p73,p82,247.43,367951.07
p73,p83,248.1,366217.78
p73,p84,119.79,195394.59
p73,p85,252.03,400278.12
p73,p86,434.46,640371.03
p73,p87,453.41,665526.68
p73,p88,349.46,573433.58
p73,p89,456.58,906817.93
p73,p90,638.97,1069760.96
p73,p91,695.55,1211404.07
p73,p92,322.6,589230.96
p73,p93,312.5,520627.45
p73,p94,550.26,1166557.46
p73,p95,603.35,1424719.02
p73,p96,829.52,1853392.64
p73,p97,675.1,1543846.39
p73,p98,773.29,1792862.64
p73,p99,922.8,2121407.81
p73,p100,880.21,2196928.62
p73,p101,1006.54,2068609.4
p73,p102,1227.13,2535062.7
p73,p103,566.91,816913.5
p73,p104,466.14,670663.46
p73,p105,427.93,664988.77
p73,p106,337.89,497328.38
p73,p107,228.06,350517.63
p73,p108,249.81,388190.67
p73,p109,330.84,561736.48
p73,p110,511.66,1062709.19
p73,p111,655.62,1128857.2
p73,p112,518.33,936776.65
p73,p113,443.68,761584.44
p73,p114,431.96,797623.96
p73,p115,714.5,1573325.16
p73,p116,613.56,1283192.3
p73,p117,645.72,1437036.23
p73,p118,693.32,1553564.63
p73,p119,836.71,2074189.34
p73,p120,850.03,2296323.85
p73,p121,860.39,2308362.94
p73,p122,1007.28,2819721.63
p73,p123,931.91,2404238.58
p73,p124,1125.53,3146832.25
p73,p125,999.1,2819483.61
p73,p126,1032.69,2864199.36
p73,p127,1144.38,2693224.44
p73,p128,1126.3,3345961.03
p73,p129,1265.32,3063457.37
p73,p130,1283.87,3429344.63
p73,p131,1298.2,3503737.11
p73,p132,1272.96,3217245.12
p73,p133,1310.82,3465379.4
p73,p134,1390.16,3929332.63
p74,p1,1716.51,2968790.77
p74,p2,1614.31,2748292.8
p74,p3,1464.9,2479227.89
p74,p4,1554.97,2618988.62
p74,p5,1736.26,3047916.41
p74,p6,1876.41,3164106.69
p74,p7,1549.16,2516275.73
p74,p8,1894.22,3161058.92
p74,p9,1982.62,3778367.68
p74,p10,1971.55,3533099.9
p74,p11,1968.07,3417858.42
p74,p12,1766.04,2939618.96
p74,p13,1735.67,2786888.55
p74,p14,1439.5,2452535.2
p74,p15,1498.42,2439465.63
p74,p16,1317.03,2112662.43
p74,p17,1271.68,2039484.85
p74,p18,1134.53,1748113.47
p74,p19,921.44,1388512.21
p74,p20,1004.49,1538423.76
p74,p21,1089.66,1659820.65
p74,p22,963.95,1466030.08
p74,p23,915.48,1370335.7
p74,p24,986.45,1468814.73
p74,p25,1343.39,2120399.97
p74,p26,1246.26,1947755.88
p74,p27,1738.96,2810370.56
p74,p28,1663.98,2703251.74
p74,p29,1421.98,2218145.01
p74,p30,1698.55,2619040.91
p74,p31,1330.59,2033915.21
p74,p32,804.66,1196247.91
p74,p33,1045.79,1552735.08
p74,p34,1070.31,1594050.5
p74,p35,863.5,1316683.77
p74,p36,632.18,973023.34
p74,p37,450.91,717143.89
p74,p38,522.89,796786.96
p74,p39,904.72,1337892.97
p74,p40,691.36,1040033.99
p74,p41,581.72,888239.04
p74,p42,426.84,689407.65
p74,p43,347.2,553796.9
p74,p44,450.74,695208.05
p74,p45,486.79,744930.33
p74,p46,288.48,453496.8
p74,p47,1326.1,1947199.33
p74,p48,1259.04,1840314.12
p74,p49,1024.57,1517594.13
p74,p50,1027.55,1506790.68
p74,p51,946.81,1375826.82
p74,p52,928.39,1383706.48
p74,p53,863.78,1282207.23
p74,p54,700.21,1049094.92
p74,p55,807.88,1188304.45
p74,p56,911.14,1337924.62
p74,p57,1186.32,1760238.94
p74,p58,1295.44,1894727.44
p74,p59,1501.57,2246508.82
p74,p60,1350.29,1970381.2
p74,p61,1476.6,2194402.46
p74,p62,1397.62,2040147.88
p74,p63,1208.8,1847717.53
p74,p64,1415.44,2270542.87
p74,p65,1495.41,2446833.51
p74,p66,1341.67,1981225.24
p74,p67,1420.56,2160289.92
p74,p68,375.95,593198.48
p74,p69,407.42,635262.05
p74,p70,501.17,766817.76
p74,p71,577.49,853511.89
p74,p72,631.44,920646.2
p74,p73,716.1,1054107.73
p74,p75,164.94,260179.34
p74,p76,185.96,290866.64
p74,p77,254.84,402173.41
p74,p78,294.07,443915.44
p74,p79,277.96,423694.93
p74,p80,373.47,564531.35
p74,p81,434.17,643960.36
p74,p82,469.93,694528.62
p74,p83,498.15,742907.5
p74,p84,770.28,1125703.8
p74,p85,963.51,1400082.14
p74,p86,1115.99,1612597.69
p74,p87,1106.0,1596253.78
p74,p88,970.49,1471914.92
p74,p89,1079.56,1797415.98
p74,p90,1287.06,1999495.6
p74,p91,1317.8,2140753.7
p74,p92,819.37,1295283.26
p74,p93,764.74,1163445.88
p74,p94,1050.47,1889689.17
p74,p95,1043.27,2017450.89
p74,p96,1252.96,2519005.66
p74,p97,1081.42,2121426.35
p74,p98,1179.61,2370442.6
p74,p99,1329.12,2698987.77
p74,p100,1029.22,2542694.07
p74,p101,1525.36,2964517.46
p74,p102,1733.1,3427559.86
p74,p103,630.79,936987.47
p74,p104,504.38,759466.16
p74,p105,521.26,829973.63
p74,p106,556.08,823301.42
p74,p107,668.86,979127.31
p74,p108,691.14,1015687.82
p74,p109,685.83,1083466.49
p74,p110,915.65,1639103.03
p74,p111,719.51,1248931.17
p74,p112,666.58,1174349.7
p74,p113,619.43,1032428.67
p74,p114,645.51,1124666.97
p74,p115,832.2,1695645.91
p74,p116,779.32,1528559.89
p74,p117,833.17,1708265.04
p74,p118,1099.65,2131144.59
p74,p119,954.41,2196510.09
p74,p120,992.41,2444182.03
p74,p121,1002.77,2456221.12
p74,p122,1124.99,2942042.39
p74,p123,1071.83,2745001.17
p74,p124,1263.08,3274797.32
p74,p125,1136.65,2947448.67
p74,p126,1150.39,2986520.12
p74,p127,1208.27,2813298.41
p74,p128,1244.0,3468281.79
p74,p129,1329.21,3183531.34
p74,p130,1347.76,3549418.6
p74,p131,1362.09,3623811.08
p74,p132,1336.85,3337319.09
p74,p133,1374.71,3585453.37
p74,p134,1454.05,4049406.6
p75,p1,1735.08,2926884.44
p75,p2,1632.89,2706386.47
p75,p3,1483.47,2437321.56
p75,p4,1573.54,2577082.29
p75,p5,1754.83,3006010.08
p75,p6,1838.79,3060882.44
p75,p7,1517.59,2418448.85
p75,p8,1821.08,3029642.55
p75,p9,1909.47,3646951.3
p75,p10,1890.95,3367893.95
p75,p11,1887.46,3252652.46
p75,p12,1692.9,2808202.58
p75,p13,1662.53,2655472.18
p75,p14,1458.07,2410628.87
p75,p15,1468.67,2342298.41
p75,p16,1243.47,1982772.61
p75,p17,1290.25,1997578.52
p75,p18,1155.76,1710156.71
p75,p19,951.55,1358551.21
p75,p20,1014.41,1493276.47
p75,p21,1018.82,1533018.42
p75,p22,911.46,1357926.17
p75,p23,848.38,1245728.79
p75,p24,907.27,1314647.58
p75,p25,1270.24,1988983.6
p75,p26,1168.49,1805135.59
p75,p27,1658.36,2645164.61
p75,p28,1583.38,2538045.78
p75,p29,1341.38,2052939.05
p75,p30,1604.99,2451720.86
p75,p31,1237.23,1866634.42
p75,p32,735.84,1071492.54
p75,p33,966.61,1398567.93
p75,p34,991.84,1436499.41
p75,p35,875.65,1272338.26
p75,p36,651.46,932436.49
p75,p37,474.96,688899.78
p75,p38,443.91,645367.5
p75,p39,826.09,1195243.13
p75,p40,605.92,874285.42
p75,p41,487.19,719026.12
p75,p42,471.29,703494.57
p75,p43,279.91,420039.06
p75,p44,379.0,558312.53
p75,p45,395.96,578324.96
p75,p46,174.09,255415.44
p75,p47,1222.7,1773596.26
p75,p48,1114.39,1629171.83
p75,p49,928.18,1347272.35
p75,p50,869.27,1256024.79
p75,p51,788.53,1125060.93
p75,p52,834.83,1216415.32
p75,p53,707.74,1049625.57
p75,p54,542.15,798558.23
p75,p55,649.88,937451.72
p75,p56,752.86,1087158.73
p75,p57,1026.64,1505837.18
p75,p58,1135.75,1640325.69
p75,p59,1393.48,2058878.97
p75,p60,1205.64,1759170.95
p75,p61,1331.96,1983476.0
p75,p62,1252.97,1829165.46
p75,p63,1050.52,1596951.64
p75,p64,1257.15,2019776.98
p75,p65,1337.13,2196067.62
p75,p66,1181.99,1726823.49
p75,p67,1260.88,1905888.16
p75,p68,299.19,446418.1
p75,p69,288.34,423673.87
p75,p70,394.21,578548.84
p75,p71,419.21,602746.0
p75,p72,472.28,666414.16
p75,p73,558.09,803255.0
p75,p74,164.94,260179.34
p75,p76,27.71,40431.73
p75,p77,134.02,195366.89
p75,p78,135.7,194522.52
p75,p79,113.37,164094.83
p75,p80,208.89,304931.26
p75,p81,275.89,393194.47
p75,p82,311.23,440439.05
p75,p83,333.56,483307.41
p75,p84,610.6,871302.05
p75,p85,803.82,1145680.38
p75,p86,956.3,1358195.94
p75,p87,946.31,1341852.03
p75,p88,809.84,1217202.09
p75,p89,876.45,1540411.59
p75,p90,1127.37,1745093.84
p75,p91,1158.11,1886351.94
p75,p92,654.78,1035683.17
p75,p93,600.16,903845.79
p75,p94,885.89,1630089.08
p75,p95,878.68,1757850.79
p75,p96,1088.37,2259405.56
p75,p97,916.83,1861826.25
p75,p98,1015.03,2110842.51
p75,p99,1164.54,2439387.68
p75,p100,864.56,2283093.97
p75,p101,1360.78,2704917.37
p75,p102,1568.51,3167959.77
p75,p103,466.21,677387.37
p75,p104,339.8,499866.07
p75,p105,356.68,570373.54
p75,p106,391.49,563701.33
p75,p107,504.28,719527.21
p75,p108,526.56,756087.72
p75,p109,521.24,823866.39
p75,p110,751.07,1379502.94
p75,p111,554.92,989331.07
p75,p112,501.99,914749.6
p75,p113,454.85,772828.57
p75,p114,480.93,865066.87
p75,p115,667.54,1436045.82
p75,p116,614.73,1268959.8
p75,p117,668.59,1448664.94
p75,p118,935.06,1871544.49
p75,p119,789.75,1936910.0
p75,p120,827.75,2184581.94
p75,p121,838.11,2196621.02
p75,p122,960.32,2682442.29
p75,p123,907.17,2485401.07
p75,p124,1098.41,3015197.22
p75,p125,971.98,2687848.58
p75,p126,985.73,2726920.02
p75,p127,1043.68,2553698.32
p75,p128,1079.34,3208681.69
p75,p129,1164.63,2923931.24
p75,p130,1183.18,3289818.51
p75,p131,1197.51,3364210.98
p75,p132,1172.27,3077719.0
p75,p133,1210.12,3325853.28
p75,p134,1289.46,3789806.5
p76,p1,1725.57,2908552.72
p76,p2,1623.37,2688054.75
p76,p3,1473.96,2418989.85
p76,p4,1564.02,2558750.58
p76,p5,1745.32,2987678.36
p76,p6,1815.16,3030139.81
p76,p7,1493.96,2387706.22
p76,p8,1797.45,2998899.92
p76,p9,1885.85,3616208.67
p76,p10,1865.71,3333971.71
p76,p11,1862.22,3218730.22
p76,p12,1669.27,2777459.95
p76,p13,1638.9,2624729.55
p76,p14,1448.56,2392297.16
p76,p15,1445.04,2311555.78
p76,p16,1219.84,1952029.98
p76,p17,1280.74,1979246.81
p76,p18,1146.25,1691825.0
p76,p19,942.04,1340219.5
p76,p20,1004.9,1474944.76
p76,p21,995.2,1502275.79
p76,p22,894.8,1333273.69
p76,p23,831.73,1221076.32
p76,p24,882.57,1281662.13
p76,p25,1246.62,1958240.97
p76,p26,1142.73,1773244.14
p76,p27,1633.12,2611242.37
p76,p28,1558.13,2504123.55
p76,p29,1316.14,2019016.81
p76,p30,1579.31,2415845.87
p76,p31,1211.54,1830759.44
p76,p32,719.19,1046840.06
p76,p33,941.91,1365582.48
p76,p34,966.6,1402577.17
p76,p35,866.14,1254006.55
p76,p36,641.94,914104.77
p76,p37,465.45,670568.06
p76,p38,419.35,612815.19
p76,p39,801.39,1162418.84
p76,p40,580.68,840363.18
p76,p41,461.51,683151.13
p76,p42,461.78,685162.86
p76,p43,263.26,395386.58
p76,p44,362.35,533660.06
p76,p45,370.76,544329.69
p76,p46,148.4,219540.46
p76,p47,1194.89,1734120.08
p76,p48,1086.58,1589695.64
p76,p49,902.49,1311397.37
p76,p50,841.69,1217260.24
p76,p51,760.94,1086296.39
p76,p52,809.14,1180540.34
p76,p53,679.93,1010149.38
p76,p54,514.34,759611.62
p76,p55,622.01,898774.02
p76,p56,725.27,1048394.19
p76,p57,1000.46,1470689.96
p76,p58,1109.57,1605178.46
p76,p59,1365.67,2019402.78
p76,p60,1177.83,1719694.76
p76,p61,1304.15,1943999.81
p76,p62,1225.16,1789689.27
p76,p63,1022.93,1558187.1
p76,p64,1229.57,1981012.44
p76,p65,1309.54,2157303.08
p76,p66,1155.8,1691676.26
p76,p67,1234.69,1870740.94
p76,p68,278.26,419158.93
p76,p69,260.82,383659.81
p76,p70,366.4,539072.65
p76,p71,391.62,563981.46
p76,p72,445.57,631097.22
p76,p73,530.23,764577.3
p76,p74,185.96,290866.64
p76,p75,27.71,40431.73
p76,p77,108.33,159491.9
p76,p78,108.19,154508.46
p76,p79,99.54,144754.3
p76,p80,195.14,285043.02
p76,p81,248.3,354429.93
p76,p82,284.06,404979.64
p76,p83,324.0,457474.9
p76,p84,584.41,836154.82
p76,p85,777.64,1110533.15
p76,p86,930.12,1323048.71
p76,p87,920.13,1306704.8
p76,p88,783.97,1182097.24
p76,p89,893.04,1507598.3
p76,p90,1101.19,1709946.62
p76,p91,1131.93,1851204.71
p76,p92,647.1,1013352.12
p76,p93,591.98,881811.38
p76,p94,877.71,1608054.67
p76,p95,864.94,1737962.56
p76,p96,1074.63,2239517.33
p76,p97,903.09,1841938.02
p76,p98,1001.28,2090954.27
p76,p99,1150.79,2419499.44
p76,p100,850.81,2263364.21
p76,p101,1352.61,2682882.96
p76,p102,1560.34,3145925.36
p76,p103,452.46,657657.61
p76,p104,326.05,480136.3
p76,p105,342.93,550643.78
p76,p106,377.74,543835.25
p76,p107,496.06,697288.87
p76,p108,518.52,734303.29
p76,p109,507.5,803978.16
p76,p110,737.32,1359614.7
p76,p111,541.18,969601.31
p76,p112,488.25,895019.84
p76,p113,441.1,753098.81
p76,p114,467.18,845232.43
p76,p115,653.79,1416316.06
