r,rr,status,trtype,t,MW
p1,p9,Possible,LCC,0,100000
p9,p10,Possible,LCC,0,100000
p10,p13,Possible,LCC,0,100000
p13,p33,Possible,LCC,0,100000
p33,p48,Possible,LCC,0,100000
p33,p72,Possible,LCC,0,100000
p10,p28,Possible,LCC,0,100000
p28,p66,Possible,LCC,0,100000
p66,p94,Possible,LCC,0,100000
p94,p101,Possible,LCC,0,100000
p66,p72,Possible,LCC,0,100000
p70,p72,Possible,LCC,0,100000
p43,p70,Possible,LCC,0,100000
p35,p43,Possible,LCC,0,100000
p1,p35,Possible,LCC,0,100000
