,interface,r,rr,MW_f0,MW_r0,MW_f1,MW_r1
1566,p17165||p17193,p17165,p17193,93.9305,41.3371,0.0,0.0
1567,p17165||p17199,p17165,p17199,179.9165,119.4291,0.0,0.0
1568,p17175||p17179,p17175,p17179,155.0,74.4473,0.0,0.0
1569,p17177||p17201,p17177,p17201,50.2573,58.9705,0.0,0.0
1570,p17179||p17197,p17179,p17197,1029.7856,280.0491,0.0,0.0
1571,p17179||p17203,p17179,p17203,1334.0559,1347.406,0.0,0.0
1572,p17181||p17199,p17181,p17199,0.2831,2.5844,0.0,0.0
1573,p17183||p18165,p17183,p18165,1692.0,1692.0,0.0,0.0
1574,p17193||p18129,p17193,p18129,1.1934,7.7608,0.0,0.0
1575,p17195||p19045,p17195,p19045,20.7999,90.4732,0.0,0.0
1576,p17197||p18089,p17197,p18089,1091.0,729.6482,0.0,0.0
1577,p17197||p18141,p17197,p18141,3555.0,3555.0,0.0,0.0
1578,p17201||p55025,p17201,p55025,1130.596,1108.0165,0.0,0.0
1579,p17201||p55105,p17201,p55105,1146.0,1146.0,0.0,0.0
1580,p18001||p18003,p18001,p18003,169.5373,94.7082,0.0,0.0
1581,p18001||p18075,p18001,p18075,136.659,84.0729,0.0,0.0
1582,p18001||p18179,p18001,p18179,103.1039,38.8825,0.0,0.0
1583,p18003||p18033,p18003,p18033,909.0957,544.9027,0.0,0.0
1584,p18003||p18039,p18003,p18039,750.5993,665.8702,0.0,0.0
1585,p18003||p18069,p18003,p18069,2357.4094,1838.7267,0.0,0.0
1586,p18003||p18113,p18003,p18113,77.5694,181.7678,0.0,0.0
1587,p18003||p18179,p18003,p18179,7.484,56.7265,0.0,0.0
1588,p18003||p18183,p18003,p18183,5.8412,17.0169,0.0,0.0
1589,p18003||p39039,p18003,p39039,111.5229,257.1511,0.0,0.0
1590,p18003||p39125,p18003,p39125,84.9023,191.0,0.0,0.0
1591,p18003||p39137,p18003,p39137,38.3761,56.671,0.0,0.0
1592,p18003||p39161,p18003,p39161,816.6898,897.0,0.0,0.0
1593,p18005||p18031,p18005,p18031,93.8462,84.5536,0.0,0.0
1594,p18005||p18043,p18005,p18043,179.3446,223.3511,0.0,0.0
1595,p18005||p18071,p18005,p18071,298.6052,178.6026,0.0,0.0
1596,p18005||p18081,p18005,p18081,673.2773,635.6144,0.0,0.0
1597,p18005||p18093,p18005,p18093,926.446,1158.8799,0.0,0.0
1598,p18005||p18105,p18005,p18105,398.931,437.137,0.0,0.0
1599,p18005||p18145,p18005,p18145,1223.7001,729.309,0.0,0.0
1600,p18007||p18111,p18007,p18111,266.1292,8.1331,0.0,0.0
1601,p18007||p18157,p18007,p18157,973.0,973.0,0.0,0.0
1602,p18007||p18181,p18007,p18181,9.2674,5.8078,0.0,0.0
1603,p18009||p18053,p18009,p18053,18.6754,20.6766,0.0,0.0
1604,p18009||p18075,p18009,p18075,3.543,19.1372,0.0,0.0
1605,p18011||p18023,p18011,p18023,0.3483,0.0129,0.0,0.0
1606,p18011||p18057,p18011,p18057,990.4948,971.0765,0.0,0.0
1607,p18011||p18063,p18011,p18063,725.2789,998.7677,0.0,0.0
1608,p18011||p18067,p18011,p18067,387.4547,135.4794,0.0,0.0
1609,p18011||p18097,p18011,p18097,1167.3777,1077.7439,0.0,0.0
1610,p18011||p18107,p18011,p18107,1167.0313,1602.9714,0.0,0.0
1611,p18011||p18157,p18011,p18157,10.3413,0.6284,0.0,0.0
1612,p18013||p18081,p18013,p18081,7.0989,7.0989,0.0,0.0
1613,p18013||p18105,p18013,p18105,32.2971,32.2971,0.0,0.0
1614,p18015||p18017,p18015,p18017,3.6806,12.252,0.0,0.0
1615,p18015||p18067,p18015,p18067,2.994,2.4371,0.0,0.0
1616,p18015||p18157,p18015,p18157,52.1566,72.0357,0.0,0.0
1617,p18015||p18181,p18015,p18181,71.7603,69.4853,0.0,0.0
1618,p18017||p18049,p18017,p18049,14.7924,0.1366,0.0,0.0
1619,p18017||p18067,p18017,p18067,239.4227,304.0809,0.0,0.0
1620,p18017||p18103,p18017,p18103,352.6373,296.1441,0.0,0.0
1621,p18019||p18043,p18019,p18043,1807.9298,1400.486,0.0,0.0
1622,p18019||p18077,p18019,p18077,149.0582,64.5957,0.0,0.0
1623,p18019||p18143,p18019,p18143,11.4068,5.1295,0.0,0.0
1624,p18019||p18175,p18019,p18175,17.76,4.5272,0.0,0.0
1625,p18019||p21111,p18019,p21111,427.6342,502.8153,0.0,0.0
1626,p18019||p21223,p18019,p21223,1016.0,1016.0,0.0,0.0
1627,p18021||p18055,p18021,p18055,28.6046,48.3421,0.0,0.0
1628,p18021||p18119,p18021,p18119,260.6005,226.6991,0.0,0.0
1629,p18021||p18121,p18021,p18121,2.3012,4.8876,0.0,0.0
1630,p18021||p18133,p18021,p18133,129.1359,213.6591,0.0,0.0
1631,p18021||p18153,p18021,p18153,4.1554,8.5517,0.0,0.0
1632,p18021||p18167,p18021,p18167,326.6724,367.3931,0.0,0.0
1633,p18023||p18067,p18023,p18067,232.4311,148.9379,0.0,0.0
1634,p18023||p18157,p18023,p18157,0.6861,12.574,0.0,0.0
1635,p18023||p18165,p18023,p18165,114.4362,290.9566,0.0,0.0
1636,p18025||p18037,p18025,p18037,230.505,89.8163,0.0,0.0
1637,p18025||p18043,p18025,p18043,104.5309,40.3679,0.0,0.0
1638,p18025||p18061,p18025,p18061,10.0788,16.8513,0.0,0.0
1639,p18025||p18093,p18025,p18093,57.7093,334.6,0.0,0.0
1640,p18025||p18117,p18025,p18117,58.3081,103.8007,0.0,0.0
1641,p18025||p18123,p18025,p18123,228.4362,145.7064,0.0,0.0
1642,p18027||p18037,p18027,p18037,1.6854,25.7071,0.0,0.0
1643,p18027||p18055,p18027,p18055,66.8918,91.1759,0.0,0.0
1644,p18027||p18083,p18027,p18083,0.7569,33.1463,0.0,0.0
1645,p18027||p18101,p18027,p18101,113.1295,93.7444,0.0,0.0
1646,p18027||p18125,p18027,p18125,79.6339,99.2249,0.0,0.0
1647,p18029||p18035,p18029,p18035,810.3193,696.2429,0.0,0.0
1648,p18029||p18047,p18029,p18047,122.926,164.5923,0.0,0.0
1649,p18029||p18095,p18029,p18095,50.3374,44.1602,0.0,0.0
1650,p18029||p18097,p18029,p18097,956.0,956.0,0.0,0.0
1651,p18029||p18115,p18029,p18115,1381.6314,1574.7153,0.0,0.0
1652,p18029||p18135,p18029,p18135,804.3434,1016.0,0.0,0.0
1653,p18029||p18137,p18029,p18137,208.669,193.0308,0.0,0.0
1654,p18029||p21015,p18029,p21015,443.969,515.9589,0.0,0.0
1655,p18029||p39025,p18029,p39025,962.868,972.0,0.0,0.0
1656,p18029||p39061,p18029,p39061,617.4484,862.463,0.0,0.0
1657,p18031||p18047,p18031,p18047,11.1529,9.4036,0.0,0.0
1658,p18031||p18137,p18031,p18137,189.3173,278.5201,0.0,0.0
1659,p18031||p18139,p18031,p18139,12.8749,7.3216,0.0,0.0
1660,p18031||p18145,p18031,p18145,118.648,115.688,0.0,0.0
1661,p18033||p18039,p18033,p18039,760.3636,755.5321,0.0,0.0
1662,p18033||p18113,p18033,p18113,26.8442,83.5306,0.0,0.0
1663,p18033||p18151,p18033,p18151,18.7319,9.302,0.0,0.0
1664,p18033||p18183,p18033,p18183,18.085,18.085,0.0,0.0
1665,p18033||p39039,p18033,p39039,26.1862,23.2501,0.0,0.0
1666,p18035||p18053,p18035,p18053,90.943,53.805,0.0,0.0
1667,p18035||p18065,p18035,p18065,1016.0,1016.0,0.0,0.0
1668,p18035||p18069,p18035,p18069,915.3206,912.7331,0.0,0.0
1669,p18035||p18075,p18035,p18075,203.1806,274.5967,0.0,0.0
1670,p18035||p18095,p18035,p18095,124.7791,130.4232,0.0,0.0
1671,p18035||p18135,p18035,p18135,627.5008,1216.6275,0.0,0.0
1672,p18035||p18177,p18035,p18177,40.9288,56.9012,0.0,0.0
1673,p18035||p18179,p18035,p18179,897.0,897.0,0.0,0.0
1674,p18037||p18051,p18037,p18051,1195.0,1195.0,0.0,0.0
1675,p18037||p18061,p18037,p18061,1195.0,1159.6893,0.0,0.0
1676,p18037||p18101,p18037,p18101,4.3786,31.0328,0.0,0.0
1677,p18037||p18125,p18037,p18125,319.9499,241.1075,0.0,0.0
1678,p18037||p18173,p18037,p18173,335.2783,366.3666,0.0,0.0
1679,p18039||p18085,p18039,p18085,742.8364,543.9906,0.0,0.0
1680,p18039||p18087,p18039,p18087,115.4095,94.3551,0.0,0.0
1681,p18039||p18099,p18039,p18099,566.6622,463.0245,0.0,0.0
1682,p18039||p18113,p18039,p18113,75.6662,83.5889,0.0,0.0
1683,p18039||p18141,p18039,p18141,316.7079,318.381,0.0,0.0
1684,p18039||p26021,p18039,p26021,620.7838,930.4641,0.0,0.0
1685,p18039||p26077,p18039,p26077,793.9601,1239.0,0.0,0.0
1686,p18039||p26149,p18039,p26149,63.9544,185.0,0.0,0.0
1687,p18041||p18047,p18041,p18047,144.1236,94.9566,0.0,0.0
1688,p18041||p18065,p18041,p18065,79.1263,92.6711,0.0,0.0
1689,p18041||p18139,p18041,p18139,16.2161,14.916,0.0,0.0
1690,p18041||p18161,p18041,p18161,16.1912,10.5668,0.0,0.0
1691,p18041||p18177,p18041,p18177,11.6057,42.46,0.0,0.0
1692,p18043||p18061,p18043,p18061,1227.1685,1206.6663,0.0,0.0
1693,p18043||p18071,p18043,p18071,238.2642,171.1574,0.0,0.0
1694,p18043||p18175,p18043,p18175,45.6332,48.7724,0.0,0.0
1695,p18043||p21111,p18043,p21111,1196.549,1119.4846,0.0,0.0
1696,p18045||p18157,p18045,p18157,234.6191,68.9332,0.0,0.0
1697,p18045||p18165,p18045,p18165,93.4752,270.7771,0.0,0.0
1698,p18045||p18171,p18045,p18171,12.3452,42.2752,0.0,0.0
1699,p18047||p18137,p18047,p18137,131.3786,136.8281,0.0,0.0
1700,p18047||p18161,p18047,p18161,125.3437,170.6237,0.0,0.0
1701,p18049||p18099,p18049,p18099,18.7176,22.1086,0.0,0.0
1702,p18049||p18103,p18049,p18103,3.876,27.201,0.0,0.0
1703,p18051||p18083,p18051,p18083,1048.3421,1009.4093,0.0,0.0
1704,p18051||p18093,p18051,p18093,885.2533,898.2494,0.0,0.0
1705,p18051||p18125,p18051,p18125,1259.708,1284.4685,0.0,0.0
1706,p18051||p18129,p18051,p18129,1472.4546,1466.2755,0.0,0.0
1707,p18051||p18163,p18051,p18163,274.8469,304.8622,0.0,0.0
1708,p18051||p18173,p18051,p18173,9.3414,20.6362,0.0,0.0
1709,p18053||p18057,p18053,p18057,0.6721,2.1167,0.0,0.0
1710,p18053||p18067,p18053,p18067,108.6348,187.6957,0.0,0.0
1711,p18053||p18069,p18053,p18069,98.9852,69.2552,0.0,0.0
1712,p18053||p18095,p18053,p18095,49.9478,66.3314,0.0,0.0
1713,p18053||p18169,p18053,p18169,3.137,0.1764,0.0,0.0
1714,p18053||p18179,p18053,p18179,12.8023,50.0,0.0,0.0
1715,p18055||p18083,p18055,p18083,124.7765,50.964,0.0,0.0
1716,p18055||p18093,p18055,p18093,79.3566,113.9552,0.0,0.0
1717,p18055||p18101,p18055,p18101,10.7595,6.7411,0.0,0.0
1718,p18055||p18105,p18055,p18105,727.6749,517.2032,0.0,0.0
1719,p18055||p18153,p18055,p18153,5.9341,0.3603,0.0,0.0
1720,p18057||p18059,p18057,p18059,28.4172,4.839,0.0,0.0
1721,p18057||p18065,p18057,p18065,911.0,911.0,0.0,0.0
1722,p18057||p18095,p18057,p18095,47.4166,156.8854,0.0,0.0
1723,p18057||p18097,p18057,p18097,183.6919,454.4375,0.0,0.0
1724,p18057||p18159,p18057,p18159,397.7607,374.9667,0.0,0.0
1725,p18059||p18065,p18059,p18065,84.6696,150.276,0.0,0.0
1726,p18059||p18097,p18059,p18097,30.7961,63.0006,0.0,0.0
1727,p18059||p18145,p18059,p18145,3.3685,15.1242,0.0,0.0
1728,p18061||p18117,p18061,p18117,14.1993,10.9563,0.0,0.0
1729,p18061||p21111,p18061,p21111,16.3555,16.3555,0.0,0.0
1730,p18063||p18083,p18063,p18083,635.7573,1163.2425,0.0,0.0
1731,p18063||p18097,p18063,p18097,1000.4632,748.7172,0.0,0.0
1732,p18063||p18109,p18063,p18109,164.8861,184.8436,0.0,0.0
1733,p18063||p18125,p18063,p18125,645.5989,1076.6449,0.0,0.0
1734,p18063||p18133,p18063,p18133,112.6877,126.334,0.0,0.0
1735,p18065||p18095,p18065,p18095,336.6465,212.4994,0.0,0.0
1736,p18065||p18097,p18065,p18097,956.0,956.0,0.0,0.0
1737,p18065||p18139,p18065,p18139,3.8195,2.4021,0.0,0.0
1738,p18065||p18145,p18065,p18145,465.7,175.2775,0.0,0.0
1739,p18065||p18177,p18065,p18177,17.7339,13.2964,0.0,0.0
1740,p18067||p18077,p18067,p18077,3975.0,3975.0,0.0,0.0
1741,p18067||p18103,p18067,p18103,218.5605,163.3402,0.0,0.0
1742,p18067||p18141,p18067,p18141,3975.0,3975.0,0.0,0.0
1743,p18067||p18157,p18067,p18157,198.5778,115.6013,0.0,0.0
1744,p18067||p18159,p18067,p18159,400.2682,396.7614,0.0,0.0
1745,p18067||p18169,p18067,p18169,66.1224,15.8436,0.0,0.0
1746,p18067||p18181,p18067,p18181,1583.0671,2250.0,0.0,0.0
1747,p18069||p18085,p18069,p18085,527.3129,431.2183,0.0,0.0
1748,p18069||p18141,p18069,p18141,4585.101,4620.8661,0.0,0.0
1749,p18069||p18169,p18069,p18169,35.0169,16.7172,0.0,0.0
1750,p18069||p18179,p18069,p18179,894.8786,897.0,0.0,0.0
1751,p18069||p18183,p18069,p18183,76.1757,68.0913,0.0,0.0
1752,p18069||p39159,p18069,p39159,4249.0,4249.0,0.0,0.0
1753,p18071||p18079,p18071,p18079,72.6048,36.5605,0.0,0.0
1754,p18071||p18093,p18071,p18093,71.1902,364.4759,0.0,0.0
1755,p18071||p18137,p18071,p18137,267.2996,73.1293,0.0,0.0
1756,p18071||p18143,p18071,p18143,15.4195,10.3886,0.0,0.0
1757,p18071||p18175,p18071,p18175,21.2288,2.631,0.0,0.0
1758,p18073||p18089,p18073,p18089,1062.1791,507.2886,0.0,0.0
1759,p18073||p18091,p18073,p18091,48.0129,2.5801,0.0,0.0
1760,p18073||p18127,p18073,p18127,509.8009,195.0464,0.0,0.0
1761,p18073||p18149,p18073,p18149,711.5537,554.1562,0.0,0.0
1762,p18075||p18135,p18075,p18135,65.8145,171.8938,0.0,0.0
1763,p18075||p18179,p18075,p18179,5.5909,25.9472,0.0,0.0
1764,p18075||p39107,p18075,p39107,80.5288,37.2257,0.0,0.0
1765,p18077||p18079,p18077,p18079,64.8216,63.0952,0.0,0.0
1766,p18077||p18115,p18077,p18115,1164.4974,1267.8458,0.0,0.0
1767,p18077||p18137,p18077,p18137,3.355,32.4615,0.0,0.0
1768,p18077||p18143,p18077,p18143,44.0405,13.0643,0.0,0.0
1769,p18077||p18147,p18077,p18147,3464.7609,4047.0,0.0,0.0
1770,p18077||p18155,p18077,p18155,74.3775,123.5522,0.0,0.0
1771,p18077||p21041,p18077,p21041,81.3689,81.6724,0.0,0.0
1772,p18077||p21223,p18077,p21223,1134.0,1134.0,0.0,0.0
1773,p18077||p39025,p18077,p39025,1363.1066,1469.903,0.0,0.0
1774,p18077||p39087,p18077,p39087,4047.0,4047.0,0.0,0.0
1775,p18079||p18137,p18079,p18137,5.6599,5.5188,0.0,0.0
1776,p18081||p18097,p18081,p18097,1456.7097,1097.5639,0.0,0.0
1777,p18081||p18109,p18081,p18109,205.76,233.683,0.0,0.0
1778,p18081||p18125,p18081,p18125,567.0129,927.3241,0.0,0.0
1779,p18081||p18145,p18081,p18145,4.2593,4.2593,0.0,0.0
1780,p18083||p18093,p18083,p18093,25.3887,49.3131,0.0,0.0
1781,p18083||p18101,p18083,p18101,46.1645,109.1428,0.0,0.0
1782,p18083||p18125,p18083,p18125,75.3656,145.0977,0.0,0.0
1783,p18083||p18153,p18083,p18153,3.6699,3.132,0.0,0.0
1784,p18085||p18099,p18085,p18099,344.7653,415.6356,0.0,0.0
1785,p18085||p18103,p18085,p18103,390.0346,392.9086,0.0,0.0
1786,p18085||p18141,p18085,p18141,433.582,576.1889,0.0,0.0
1787,p18085||p18169,p18085,p18169,12.5654,0.5414,0.0,0.0
1788,p18085||p18183,p18085,p18183,85.102,65.0669,0.0,0.0
1789,p18087||p18113,p18087,p18113,46.278,124.7201,0.0,0.0
1790,p18087||p18151,p18087,p18151,38.8403,24.8899,0.0,0.0
1791,p18087||p26149,p18087,p26149,18.9939,36.1196,0.0,0.0
1792,p18089||p18091,p18089,p18091,127.8361,499.7614,0.0,0.0
1793,p18089||p18127,p18089,p18127,644.855,796.8344,0.0,0.0
1794,p18089||p18141,p18089,p18141,605.8685,609.7765,0.0,0.0
1795,p18091||p18099,p18091,p18099,91.3824,39.5289,0.0,0.0
1796,p18091||p18127,p18091,p18127,826.8766,828.6502,0.0,0.0
1797,p18091||p18141,p18091,p18141,1199.598,1419.3353,0.0,0.0
1798,p18091||p26021,p18091,p26021,21.78,50.0,0.0,0.0
1799,p18093||p18101,p18093,p18101,8.5903,2.6526,0.0,0.0
1800,p18093||p18105,p18093,p18105,184.9843,122.5229,0.0,0.0
1801,p18093||p18117,p18093,p18117,730.9128,556.1799,0.0,0.0
1802,p18093||p18175,p18093,p18175,51.9134,40.4429,0.0,0.0
1803,p18097||p18109,p18097,p18109,51.699,115.8172,0.0,0.0
1804,p18097||p18145,p18097,p18145,778.1923,998.322,0.0,0.0
1805,p18099||p18149,p18099,p18149,737.7731,850.556,0.0,0.0
1806,p18101||p18117,p18101,p18117,32.4168,117.8129,0.0,0.0
1807,p18101||p18125,p18101,p18125,8.6377,18.9403,0.0,0.0
1808,p18103||p18169,p18103,p18169,17.5453,2.153,0.0,0.0
1809,p18105||p18109,p18105,p18109,27.9205,11.8834,0.0,0.0
1810,p18105||p18119,p18105,p18119,246.8002,261.047,0.0,0.0
1811,p18107||p18121,p18107,p18121,14.0826,55.6194,0.0,0.0
1812,p18107||p18133,p18107,p18133,14.8703,5.4949,0.0,0.0
1813,p18107||p18157,p18107,p18157,33.1056,60.1827,0.0,0.0
1814,p18107||p18165,p18107,p18165,1185.2274,1325.3185,0.0,0.0
1815,p18107||p18167,p18107,p18167,449.0,174.0289,0.0,0.0
1816,p18111||p18181,p18111,p18181,202.9039,69.5295,0.0,0.0
1817,p18115||p18137,p18115,p18137,535.1395,630.9851,0.0,0.0
1818,p18115||p18155,p18115,p18155,59.5697,45.9526,0.0,0.0
1819,p18115||p21015,p18115,p21015,1028.6642,1409.0,0.0,0.0
1820,p18115||p21041,p18115,p21041,631.0983,537.7686,0.0,0.0
1821,p18115||p39061,p18115,p39061,17.7376,23.6,0.0,0.0
1822,p18117||p18125,p18117,p18125,718.9088,578.1856,0.0,0.0
1823,p18119||p18133,p18119,p18133,0.1905,0.3153,0.0,0.0
1824,p18121||p18133,p18121,p18133,2.8395,2.8395,0.0,0.0
1825,p18121||p18165,p18121,p18165,2.1297,22.0787,0.0,0.0
1826,p18121||p18167,p18121,p18167,17.7027,75.5907,0.0,0.0
1827,p18123||p18147,p18123,p18147,226.9728,245.5461,0.0,0.0
1828,p18125||p18153,p18125,p18153,1386.0,1386.0,0.0,0.0
1829,p18125||p18173,p18125,p18173,9.7751,7.1421,0.0,0.0
1830,p18129||p18163,p18129,p18163,607.5378,498.7581,0.0,0.0
1831,p18129||p21101,p18129,p21101,234.8777,209.56,0.0,0.0
1832,p18129||p21233,p18129,p21233,1327.0,1327.0,0.0,0.0
1833,p18131||p18149,p18131,p18149,264.7788,232.7289,0.0,0.0
1834,p18131||p18157,p18131,p18157,1537.4063,1930.0382,0.0,0.0
1835,p18131||p18181,p18131,p18181,2129.7352,1110.9811,0.0,0.0
1836,p18135||p18177,p18135,p18177,263.8581,134.5751,0.0,0.0
1837,p18139||p18145,p18139,p18145,17.6626,37.391,0.0,0.0
1838,p18141||p18149,p18141,p18149,366.0115,418.9657,0.0,0.0
1839,p18141||p26005,p18141,p26005,768.0074,1115.5733,0.0,0.0
1840,p18141||p26021,p18141,p26021,2854.3362,5580.9814,0.0,0.0
1841,p18141||p26027,p18141,p26027,405.8217,797.5404,0.0,0.0
1842,p18147||p18153,p18147,p18153,3685.3152,3811.7963,0.0,0.0
1843,p18147||p18173,p18147,p18173,300.2033,404.4729,0.0,0.0
1844,p18147||p21091,p18147,p21091,457.0498,465.5512,0.0,0.0
1845,p18149||p18181,p18149,p18181,550.5839,744.2259,0.0,0.0
1846,p18151||p26023,p18151,p26023,16.0254,103.8501,0.0,0.0
1847,p18153||p18157,p18153,p18157,333.4807,408.1782,0.0,0.0
1848,p18153||p18167,p18153,p18167,9.2283,9.2283,0.0,0.0
1849,p18155||p21015,p18155,p21015,3.5494,3.5494,0.0,0.0
1850,p18155||p21041,p18155,p21041,175.127,136.6361,0.0,0.0
1851,p18155||p21077,p18155,p21077,45.3839,1.98,0.0,0.0
1852,p18157||p18165,p18157,p18165,971.0,971.0,0.0,0.0
1853,p18157||p18181,p18157,p18181,22.5242,17.5229,0.0,0.0
1854,p18161||p18177,p18161,p18177,217.4258,278.5142,0.0,0.0
1855,p18161||p39017,p18161,p39017,216.4814,262.4578,0.0,0.0
1856,p18161||p39037,p18161,p39037,9.9839,2.6013,0.0,0.0
1857,p18163||p18173,p18163,p18173,456.5532,763.5448,0.0,0.0
1858,p18163||p21101,p18163,p21101,35.6649,38.9522,0.0,0.0
1859,p18165||p18167,p18165,p18167,1528.404,1223.2275,0.0,0.0
1860,p18173||p21101,p18173,p21101,68.2604,12.3938,0.0,0.0
1861,p18177||p39037,p18177,p39037,3.7463,3.903,0.0,0.0
1862,p19001||p19029,p19001,p19029,233.307,49.1865,0.0,0.0
1863,p19001||p19121,p19001,p19121,1407.0774,794.4846,0.0,0.0
1864,p19001||p19155,p19001,p19155,1022.0,607.4757,0.0,0.0
1865,p19001||p19175,p19001,p19175,6.184,19.4226,0.0,0.0
1866,p19003||p19137,p19003,p19137,56.0,5.6091,0.0,0.0
1867,p19003||p19145,p19003,p19145,154.0,106.3629,0.0,0.0
1868,p19003||p19155,p19003,p19155,32.2009,8.1162,0.0,0.0
1869,p19003||p19175,p19003,p19175,94.0496,166.6612,0.0,0.0
1870,p19005||p19043,p19005,p19043,114.5492,93.2214,0.0,0.0
1871,p19005||p19191,p19005,p19191,8.6362,5.2615,0.0,0.0
1872,p19005||p27045,p19005,p27045,34.6044,150.8916,0.0,0.0
1873,p19005||p55123,p19005,p55123,133.5212,85.8331,0.0,0.0
1874,p19007||p19051,p19007,p19051,40.093,8.546,0.0,0.0
1875,p19007||p19123,p19007,p19123,3.5402,11.5603,0.0,0.0
1876,p19007||p19179,p19007,p19179,66.303,46.2649,0.0,0.0
1877,p19007||p19185,p19007,p19185,10.329,8.5023,0.0,0.0
1878,p19007||p29001,p19007,p29001,48.2834,103.6838,0.0,0.0
1879,p19009||p19027,p19009,p19027,4.4904,13.4347,0.0,0.0
1880,p19009||p19029,p19009,p19029,209.6311,201.9862,0.0,0.0
1881,p19009||p19047,p19009,p19047,200.0,100.4605,0.0,0.0
1882,p19009||p19077,p19009,p19077,2.56,4.6286,0.0,0.0
1883,p19009||p19165,p19009,p19165,9.0519,11.8792,0.0,0.0
1884,p19011||p19013,p19011,p19013,6.5208,11.7902,0.0,0.0
1885,p19011||p19019,p19011,p19019,17.0011,3.5649,0.0,0.0
1886,p19011||p19095,p19011,p19095,2.9404,8.3189,0.0,0.0
1887,p19011||p19113,p19011,p19113,837.2785,160.4338,0.0,0.0
1888,p19011||p19127,p19011,p19127,54.2592,52.7248,0.0,0.0
1889,p19011||p19157,p19011,p19157,18.9209,2.8301,0.0,0.0
1890,p19011||p19171,p19011,p19171,498.9601,507.5281,0.0,0.0
1891,p19013||p19017,p19013,p19017,146.3071,61.9985,0.0,0.0
1892,p19013||p19019,p19013,p19019,1423.1201,1524.3877,0.0,0.0
1893,p19013||p19023,p19013,p19023,4.6017,0.0223,0.0,0.0
1894,p19013||p19033,p19013,p19033,1059.2296,1739.0,0.0,0.0
1895,p19013||p19069,p19013,p19069,106.1352,292.4177,0.0,0.0
1896,p19013||p19075,p19013,p19075,19.7079,19.7079,0.0,0.0
1897,p19013||p19171,p19013,p19171,135.962,433.9237,0.0,0.0
1898,p19015||p19073,p19015,p19073,291.0,291.0,0.0,0.0
1899,p19015||p19169,p19015,p19169,778.0987,358.4978,0.0,0.0
1900,p19015||p19187,p19015,p19187,167.0,132.5803,0.0,0.0
1901,p19017||p19023,p19017,p19023,20.536,18.3974,0.0,0.0
1902,p19017||p19037,p19017,p19037,12.6512,14.5024,0.0,0.0
1903,p19017||p19065,p19017,p19065,4.1854,3.1626,0.0,0.0
1904,p19017||p19067,p19017,p19067,64.181,53.2537,0.0,0.0
1905,p19019||p19037,p19019,p19037,872.0,872.0,0.0,0.0
1906,p19019||p19055,p19019,p19055,182.0447,92.4394,0.0,0.0
1907,p19019||p19061,p19019,p19061,1195.0,1195.0,0.0,0.0
1908,p19019||p19065,p19019,p19065,168.0681,105.2842,0.0,0.0
1909,p19019||p19113,p19019,p19113,923.0,923.0,0.0,0.0
1910,p19021||p19035,p19021,p19035,30.4955,7.9273,0.0,0.0
1911,p19021||p19041,p19021,p19041,263.5414,214.2092,0.0,0.0
1912,p19021||p19151,p19021,p19151,36.9133,4.0303,0.0,0.0
1913,p19021||p19161,p19021,p19161,226.8313,247.2827,0.0,0.0
1914,p19023||p19067,p19023,p19067,9.0229,19.3331,0.0,0.0
1915,p19023||p19069,p19023,p19069,0.2086,3.613,0.0,0.0
1916,p19023||p19075,p19023,p19075,5.8306,22.2465,0.0,0.0
1917,p19025||p19073,p19025,p19073,10.7965,24.5061,0.0,0.0
1918,p19025||p19151,p19025,p19151,10.7056,31.0834,0.0,0.0
1919,p19025||p19161,p19025,p19161,13.9216,11.6776,0.0,0.0
1920,p19025||p19187,p19025,p19187,8.2939,9.3416,0.0,0.0
1921,p19027||p19047,p19027,p19047,281.08,275.343,0.0,0.0
1922,p19027||p19073,p19027,p19073,248.1216,182.19,0.0,0.0
1923,p19027||p19161,p19027,p19161,25.7155,8.8882,0.0,0.0
1924,p19027||p19165,p19027,p19165,10.6658,8.3143,0.0,0.0
1925,p19029||p19077,p19029,p19077,125.5034,139.0,0.0,0.0
1926,p19029||p19155,p19029,p19155,229.1637,55.5059,0.0,0.0
1927,p19029||p19175,p19029,p19175,208.0,194.6058,0.0,0.0
1928,p19031||p19045,p19031,p19045,26.1741,16.98,0.0,0.0
1929,p19031||p19103,p19031,p19103,56.8103,86.1805,0.0,0.0
1930,p19031||p19105,p19031,p19105,62.8926,44.7058,0.0,0.0
1931,p19031||p19113,p19031,p19113,90.3398,131.0463,0.0,0.0
1932,p19031||p19139,p19031,p19139,11.5288,6.4729,0.0,0.0
1933,p19031||p19163,p19031,p19163,3.0223,22.7761,0.0,0.0
1934,p19033||p19067,p19033,p19067,143.7339,50.2897,0.0,0.0
1935,p19033||p19069,p19033,p19069,211.5496,226.6124,0.0,0.0
1936,p19033||p19081,p19033,p19081,165.2147,264.7218,0.0,0.0
1937,p19033||p19109,p19033,p19109,1800.0,1800.0,0.0,0.0
1938,p19033||p19131,p19033,p19131,11.3505,9.7176,0.0,0.0
1939,p19033||p19195,p19033,p19195,475.6311,340.6844,0.0,0.0
1940,p19035||p19093,p19035,p19093,33.4599,6.3739,0.0,0.0
1941,p19035||p19141,p19035,p19141,35.0782,13.1184,0.0,0.0
1942,p19035||p19149,p19035,p19149,233.3038,138.4944,0.0,0.0
1943,p19035||p19161,p19035,p19161,206.0,206.0,0.0,0.0
